Orthogroup	DBIA.longest_only	DEUG.longest_only
OG0000002	LOC108029608|XP_016957477.1|DBIA	LOC108110911|XP_017075671.1|DEUG
OG0000002	LOC108029010|XP_016956543.1|DBIA	LOC108111019|XP_017075821.1|DEUG, LOC108114011|XP_017080247.1|DEUG
OG0000002	LOC108027710|XP_016954748.1|DBIA	LOC108113287|XP_017079326.1|DEUG
OG0000002	LOC108029019|XP_016956553.1|DBIA	LOC108110800|XP_017075517.1|DEUG
OG0000003	LOC108030370|XP_016958727.1|DBIA	LOC108106604|XP_017069284.1|DEUG
OG0000003	LOC108030025|XP_016958054.1|DBIA	LOC108106709|XP_017069429.1|DEUG
OG0000003	LOC108024348|XP_016949739.1|DBIA	LOC108115764|XP_017082821.1|DEUG
OG0000003	LOC108030024|XP_016958053.1|DBIA	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG
OG0000003	LOC108030125|XP_016958318.1|DBIA	LOC108106562|XP_017069219.1|DEUG
OG0000003	LOC108030172|XP_016958401.1|DBIA	LOC108106678|XP_017069398.1|DEUG
OG0000003	LOC108029931|XP_016957914.1|DBIA	LOC108106603|XP_017069283.1|DEUG
OG0000003	LOC108030395|XP_016958768.1|DBIA	LOC108106677|XP_017069397.1|DEUG
OG0000003	LOC108034850|XP_016965477.1|DBIA	LOC108108144|XP_017071563.1|DEUG
OG0000003	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG
OG0000003	LOC108030173|XP_016958402.1|DBIA	LOC108106224|XP_017068639.1|DEUG
OG0000003	LOC108029368|XP_016957084.1|DBIA	LOC108104525|XP_017066146.1|DEUG
OG0000003	LOC108029347|XP_016957028.1|DBIA	LOC108104523|XP_017066143.1|DEUG
OG0000003	LOC108029367|XP_016957083.1|DBIA	LOC108104524|XP_017066145.1|DEUG
OG0000006	LOC108021907|XP_016946218.1|DBIA	LOC108103399|XP_017064345.1|DEUG
OG0000007	LOC108028761|XP_016956223.1|DBIA	LOC108107881|XP_017071156.1|DEUG
OG0000007	LOC108028548|XP_016955937.1|DBIA	LOC108107526|XP_017070555.1|DEUG
OG0000007	LOC108028546|XP_016955935.1|DBIA	LOC108107883|XP_017071158.1|DEUG
OG0000007	LOC108027672|XP_016954706.1|DBIA	LOC108102687|XP_017063316.1|DEUG
OG0000007	LOC108029358|XP_016957069.1|DBIA	LOC108104447|XP_017065997.1|DEUG
OG0000007	LOC108025042|XP_016950787.1|DBIA, LOC108025513|XP_016951523.1|DBIA	LOC108111280|XP_017076157.1|DEUG, LOC108111281|XP_017076158.1|DEUG
OG0000007	LOC108027695|XP_016954733.1|DBIA	LOC108102523|XP_017063049.1|DEUG
OG0000007	LOC108027675|XP_016954708.1|DBIA	LOC108102695|XP_017063328.1|DEUG
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG
OG0000007	LOC108028309|XP_016955521.1|DBIA	LOC108107529|XP_017070559.1|DEUG
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC108107925|XP_017071238.1|DEUG
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC108117090|XP_017084777.1|DEUG
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC108107847|XP_017071090.1|DEUG
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC108107843|XP_017071086.1|DEUG
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC108104027|XP_017065348.1|DEUG
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC108107848|XP_017071091.1|DEUG
OG0000008	LOC108029542|XP_016957386.1|DBIA	LOC108103232|XP_017064122.1|DEUG
OG0000008	LOC108027365|XP_016954278.1|DBIA	LOC108116557|XP_017083985.1|DEUG
OG0000008	LOC108027065|XP_016953763.1|DBIA	LOC108116552|XP_017083978.1|DEUG
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC108116121|XP_017083334.1|DEUG
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC108116119|XP_017083332.1|DEUG
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC108117308|XP_017085159.1|DEUG
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC108117290|XP_017085135.1|DEUG
OG0000009	LOC108031475|XP_016960425.1|DBIA	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG
OG0000009	LOC108032170|XP_016961513.1|DBIA	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG
OG0000009	LOC108028108|XP_016955244.1|DBIA	LOC108107590|XP_017070640.1|DEUG
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC108107216|XP_017070122.1|DEUG
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC108111728|XP_017076770.1|DEUG
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC108106283|XP_017068739.1|DEUG
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG
OG0000010	LOC108024778|XP_016950383.1|DBIA	LOC108105230|XP_017067186.1|DEUG
OG0000010	LOC108035868|XP_016967106.1|DBIA	LOC108103372|XP_017064308.1|DEUG
OG0000011	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA	LOC108111192|XP_017076075.1|DEUG
OG0000011	LOC108027694|XP_016954732.1|DBIA	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG
OG0000011	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA	LOC108108695|XP_017072289.1|DEUG
OG0000011	LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA	LOC108118231|XP_017086302.1|DEUG
OG0000011	LOC108027705|XP_016954744.1|DBIA	LOC108111193|XP_017076077.1|DEUG
OG0000011	LOC108033517|XP_016963352.1|DBIA	LOC108118458|XP_017086666.1|DEUG
OG0000011	LOC108033630|XP_016963538.1|DBIA	LOC108118456|XP_017086662.1|DEUG
OG0000011	LOC108024287|XP_016949675.1|DBIA	LOC108103884|XP_017065103.1|DEUG
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC108105968|XP_017068261.1|DEUG
OG0000011	LOC108035647|XP_016966842.1|DBIA	LOC108105967|XP_017068260.1|DEUG
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC108109998|XP_017074326.1|DEUG
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC108113192|XP_017079208.1|DEUG
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC108113191|XP_017079207.1|DEUG
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC108113343|XP_017079393.1|DEUG
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC108113377|XP_017079435.1|DEUG
OG0000012	LOC108026521|XP_016952956.1|DBIA	LOC108112229|XP_017077538.1|DEUG
OG0000012	LOC108026886|XP_016953577.1|DBIA	LOC108112131|XP_017077370.1|DEUG
OG0000012	LOC108026520|XP_016952955.1|DBIA	LOC108112132|XP_017077371.1|DEUG
OG0000012	LOC108026941|XP_016953643.1|DBIA	LOC108112267|XP_017077578.1|DEUG
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC108106282|XP_017068738.1|DEUG
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC108106301|XP_017068761.1|DEUG
OG0000012	LOC108023104|XP_016947858.1|DBIA	LOC108106279|XP_017068735.1|DEUG
OG0000012	LOC108022092|XP_016946424.1|DBIA	LOC108106300|XP_017068760.1|DEUG
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC108106742|XP_017069468.1|DEUG
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC108106739|XP_017069464.1|DEUG
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC108106511|XP_017069094.1|DEUG
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC108104346|XP_017065833.1|DEUG
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC108105608|XP_017067774.1|DEUG
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC108105962|XP_017068250.1|DEUG
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC108116899|XP_017084498.1|DEUG
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC108116618|XP_017084081.1|DEUG
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA	LOC108111764|XP_017076818.1|DEUG
OG0000014	LOC108035861|XP_016967096.1|DBIA	LOC108111829|XP_017076924.1|DEUG
OG0000014	LOC108022025|XP_016946391.1|DBIA	LOC108112994|XP_017078897.1|DEUG
OG0000014	LOC108021915|XP_016946228.1|DBIA, LOC108031505|XP_016960503.1|DBIA	LOC108117406|XP_017085302.1|DEUG
OG0000015	LOC108033679|XP_016963624.1|DBIA	LOC108106955|XP_017069721.1|DEUG
OG0000015	LOC108022080|XP_016946413.1|DBIA, LOC108022078|XP_016946412.1|DBIA	LOC108106287|XP_017068742.1|DEUG
OG0000015	LOC108025662|XP_016951690.1|DBIA	LOC108110434|XP_017074990.1|DEUG, LOC108110435|XP_017074991.1|DEUG
OG0000015	LOC108028936|XP_016956444.1|DBIA	LOC108110619|XP_017075207.1|DEUG
OG0000015	LOC108032340|XP_016961639.1|DBIA	LOC108105143|XP_017067066.1|DEUG
OG0000015	LOC108032335|XP_016961635.1|DBIA	LOC108111565|XP_017076580.1|DEUG
OG0000015	LOC108034674|XP_016965104.1|DBIA	LOC108108656|XP_017072249.1|DEUG, LOC108108426|XP_017071967.1|DEUG
OG0000015	LOC108033354|XP_016963153.1|DBIA	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC108116882|XP_017084468.1|DEUG
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC108109063|XP_017072885.1|DEUG
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC108117273|XP_017085115.1|DEUG
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC108113063|XP_017078988.1|DEUG
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC108103209|XP_017064088.1|DEUG
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC108110347|XP_017074869.1|DEUG
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC108105551|XP_017067677.1|DEUG
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC108108726|XP_017072348.1|DEUG
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC108103426|XP_017064385.1|DEUG
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC108112627|XP_017078221.1|DEUG
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC108104154|XP_017065544.1|DEUG
OG0000017	LOC108030712|XP_016959244.1|DBIA	LOC108112063|XP_017077297.1|DEUG
OG0000017	LOC108031941|XP_016961211.1|DBIA	LOC108109558|XP_017073619.1|DEUG
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC108116012|XP_017083185.1|DEUG
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC108109233|XP_017073194.1|DEUG
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC108110339|XP_017074859.1|DEUG
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC108109231|XP_017073193.1|DEUG
OG0000017	LOC108027769|XP_016954820.1|DBIA	LOC108111034|XP_017075854.1|DEUG
OG0000017	LOC108027730|XP_016954771.1|DBIA	LOC108110885|XP_017075635.1|DEUG
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC108107641|XP_017070716.1|DEUG
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC108107531|XP_017070561.1|DEUG
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC108108164|XP_017071591.1|DEUG
OG0000018	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA	LOC108107673|XP_017070750.1|DEUG
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC108115822|XP_017082901.1|DEUG
OG0000019	LOC108025229|XP_016951064.1|DBIA	LOC108115824|XP_017082904.1|DEUG
OG0000019	LOC108025230|XP_016951066.1|DBIA	LOC108115825|XP_017082905.1|DEUG
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC108115829|XP_017082909.1|DEUG
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC108115823|XP_017082903.1|DEUG
OG0000019	LOC108025225|XP_016951061.1|DBIA	LOC108115820|XP_017082899.1|DEUG
OG0000019	LOC108025231|XP_016951067.1|DBIA	LOC108115821|XP_017082900.1|DEUG
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC108116051|XP_017083239.1|DEUG
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC108109261|XP_017073233.1|DEUG
OG0000020	LOC108034320|XP_016964679.1|DBIA	LOC108107101|XP_017069976.1|DEUG
OG0000020	LOC108036110|XP_016967573.1|DBIA	LOC108106167|XP_017068567.1|DEUG
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC108117182|XP_017084963.1|DEUG
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC108116455|XP_017083873.1|DEUG
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC108107046|XP_017069896.1|DEUG
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC108110545|XP_017075123.1|DEUG
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC108112706|XP_017078416.1|DEUG
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC108112288|XP_017077598.1|DEUG
OG0000021	LOC108022243|XP_016946590.1|DBIA	LOC108112285|XP_017077596.1|DEUG
OG0000021	LOC108036897|XP_016968766.1|DBIA	LOC108109877|XP_017074162.1|DEUG
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC108105026|XP_017066911.1|DEUG
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC108117533|XP_017085522.1|DEUG
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC108111770|XP_017076824.1|DEUG
OG0000021	LOC108026442|XP_016952872.1|DBIA	LOC108110043|XP_017074396.1|DEUG
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC108113005|XP_017078913.1|DEUG
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC108102780|XP_017063430.1|DEUG
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC108102797|XP_017063457.1|DEUG
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC108115114|XP_017081855.1|DEUG
OG0000023	LOC108027146|XP_016953855.1|DBIA	LOC108115112|XP_017081853.1|DEUG
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC108115052|XP_017081788.1|DEUG
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC108112507|XP_017077883.1|DEUG
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC108115111|XP_017081852.1|DEUG
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC108115051|XP_017081787.1|DEUG
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC108115158|XP_017081958.1|DEUG
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC108115110|XP_017081851.1|DEUG
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC108115157|XP_017081956.1|DEUG
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC108106508|XP_017069090.1|DEUG
OG0000024	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC108106506|XP_017069088.1|DEUG
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC108106500|XP_017069084.1|DEUG
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC108115421|XP_017082346.1|DEUG
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC108106503|XP_017069087.1|DEUG
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC108111932|XP_017077077.1|DEUG
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC108103147|XP_017064008.1|DEUG
OG0000025	LOC108021904|XP_016946215.1|DBIA	LOC108114004|XP_017080277.1|DEUG
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC108111839|XP_017076932.1|DEUG
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC108113449|XP_017079511.1|DEUG
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC108103585|XP_017064599.1|DEUG
OG0000026	LOC108027284|XP_016954161.1|DBIA	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC108110172|XP_017074584.1|DEUG
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC108106863|XP_017069596.1|DEUG
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC108106871|XP_017069603.1|DEUG
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC108106870|XP_017069602.1|DEUG
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC108108455|XP_017071998.1|DEUG
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC108114276|XP_017080662.1|DEUG
OG0000029	LOC108036183|XP_016967662.1|DBIA	LOC108104771|XP_017066496.1|DEUG
OG0000029	LOC108029337|XP_016957019.1|DBIA, LOC108036041|XP_016967472.1|DBIA	LOC108106174|XP_017068584.1|DEUG
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC108108451|XP_017071993.1|DEUG
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC108104049|XP_017065385.1|DEUG
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC108104046|XP_017065382.1|DEUG
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC108109021|XP_017072783.1|DEUG
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC108103318|XP_017064237.1|DEUG
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC108104999|XP_017066865.1|DEUG
OG0000031	LOC108032680|XP_016962144.1|DBIA	LOC108105113|XP_017067036.1|DEUG
OG0000031	LOC108032585|XP_016961981.1|DBIA	LOC108105166|XP_017067095.1|DEUG
OG0000031	LOC108033238|XP_016962991.1|DBIA	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG
OG0000031	LOC108033489|XP_016963320.1|DBIA	LOC108118411|XP_017086576.1|DEUG
OG0000031	LOC108034388|XP_016964759.1|DBIA	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG
OG0000031	LOC108027702|XP_016954741.1|DBIA	LOC108110574|XP_017075160.1|DEUG
OG0000031	LOC108032586|XP_016961983.1|DBIA	LOC108105167|XP_017067096.1|DEUG
OG0000031	LOC108034241|XP_016964579.1|DBIA	LOC108111003|XP_017075802.1|DEUG
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC108111801|XP_017076881.1|DEUG
OG0000032	LOC108027269|XP_016954133.1|DBIA	LOC108111712|XP_017076751.1|DEUG
OG0000032	LOC108027231|XP_016954053.1|DBIA	LOC108111784|XP_017076858.1|DEUG
OG0000032	LOC108027230|XP_016954052.1|DBIA	LOC108111805|XP_017076892.1|DEUG
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC108111718|XP_017076758.1|DEUG
OG0000032	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA	LOC108111713|XP_017076752.1|DEUG
OG0000033	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC108115913|XP_017083039.1|DEUG
OG0000033	LOC108035889|XP_016967133.1|DBIA	LOC108115450|XP_017082374.1|DEUG
OG0000033	LOC108033536|XP_016963370.1|DBIA	LOC108115429|XP_017082354.1|DEUG
OG0000033	LOC108033501|XP_016963332.1|DBIA	LOC108115416|XP_017082341.1|DEUG
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC108112609|XP_017078188.1|DEUG
OG0000033	LOC108030101|XP_016958276.1|DBIA	LOC108112610|XP_017078190.1|DEUG
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC108112608|XP_017078187.1|DEUG
OG0000033	LOC108028439|XP_016955758.1|DBIA	LOC108108576|XP_017072157.1|DEUG
OG0000033	LOC108027435|XP_016954372.1|DBIA	LOC108115098|XP_017081835.1|DEUG
OG0000033	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA	LOC108112351|XP_017077669.1|DEUG
OG0000034	LOC108035246|XP_016966273.1|DBIA	LOC108118404|XP_017086569.1|DEUG
OG0000034	LOC108035237|XP_016966261.1|DBIA	LOC108118408|XP_017086572.1|DEUG
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC108118494|XP_017086716.1|DEUG
OG0000034	LOC108033284|XP_016963038.1|DBIA	LOC108115439|XP_017082363.1|DEUG
OG0000034	LOC108023439|XP_016948422.1|DBIA	LOC108116805|XP_017084341.1|DEUG
OG0000034	LOC108023415|XP_016948374.1|DBIA	LOC108116981|XP_017084632.1|DEUG
OG0000034	LOC108036755|XP_016968570.1|DBIA	LOC108113407|XP_017079451.1|DEUG
OG0000035	LOC108027564|XP_016954540.1|DBIA	LOC108104237|XP_017065676.1|DEUG
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC108115061|XP_017081795.1|DEUG
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC108105599|XP_017067763.1|DEUG
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC108114960|XP_017081642.1|DEUG
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC108116661|XP_017084141.1|DEUG
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC108112000|XP_017077225.1|DEUG
OG0000037	LOC108032009|XP_016961298.1|DBIA	LOC108117112|XP_017084823.1|DEUG
OG0000037	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC108117111|XP_017084822.1|DEUG
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC108108735|XP_017072362.1|DEUG
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC108108809|XP_017072482.1|DEUG
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC108109615|XP_017073668.1|DEUG
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC108102893|XP_017063585.1|DEUG
