Orthogroup	DBIA.longest_only	DSUZ.longest_only
OG0000000	LOC108024473|XP_016949882.1|DBIA	LOC108020157|XP_036673587.1|DSUZ
OG0000000	LOC108032904|XP_016962446.1|DBIA	LOC118878061|XP_036675143.1|DSUZ
OG0000000	LOC108034432|XP_016964806.1|DBIA	LOC108007479|XP_036670397.1|DSUZ
OG0000000	LOC108034431|XP_016964805.1|DBIA	LOC118877197|XP_036670391.1|DSUZ, LOC108007478|XP_016926649.1|DSUZ
OG0000000	LOC108034430|XP_016964804.1|DBIA	LOC108007477|XP_016926648.2|DSUZ
OG0000000	LOC108027980|XP_016955095.1|DBIA	LOC108007738|XP_016926982.2|DSUZ
OG0000000	LOC108032244|XP_016961600.1|DBIA	LOC108021799|XP_036676928.1|DSUZ
OG0000001	LOC108030270|XP_016958969.1|DBIA	LOC118878795|XP_036677709.1|DSUZ, LOC118879348|XP_036678093.1|DSUZ
OG0000002	LOC108036386|XP_016967980.1|DBIA	LOC108008721|XP_016928110.1|DSUZ
OG0000002	LOC108022558|XP_016947041.1|DBIA	LOC108009088|XP_016928634.1|DSUZ
OG0000002	LOC108022153|XP_016946484.1|DBIA	LOC108009087|XP_016928633.1|DSUZ
OG0000002	LOC108028911|XP_016956419.1|DBIA	LOC108011106|XP_016931667.2|DSUZ
OG0000002	LOC108029010|XP_016956543.1|DBIA	LOC108007472|XP_016926646.1|DSUZ, LOC108006207|XP_036671750.1|DSUZ
OG0000002	LOC108028819|XP_016956295.1|DBIA	LOC108005528|XP_016924310.2|DSUZ
OG0000002	LOC108027026|XP_016953710.1|DBIA	LOC108006739|XP_016925771.1|DSUZ
OG0000002	LOC108028092|XP_016955225.1|DBIA	LOC108005537|XP_016924320.2|DSUZ
OG0000002	LOC108027710|XP_016954748.1|DBIA	LOC108009013|XP_016928477.1|DSUZ
OG0000002	LOC108033431|XP_016963245.1|DBIA	LOC108009683|XP_016929720.1|DSUZ, LOC108009469|XP_016929341.1|DSUZ
OG0000002	LOC108027704|XP_016954743.1|DBIA	LOC118876801|XP_036668620.1|DSUZ
OG0000002	LOC108029040|XP_016956580.1|DBIA	LOC108021294|XP_016945474.2|DSUZ
OG0000003	LOC108030370|XP_016958727.1|DBIA	LOC108008945|XP_016928345.1|DSUZ
OG0000003	LOC108030025|XP_016958054.1|DBIA	LOC108008944|XP_016928343.1|DSUZ
OG0000003	LOC108024348|XP_016949739.1|DBIA	LOC118877697|XP_036673424.1|DSUZ
OG0000003	LOC108030024|XP_016958053.1|DBIA	LOC108008943|XP_016928342.1|DSUZ
OG0000003	LOC108030125|XP_016958318.1|DBIA	LOC108018006|XP_016940848.1|DSUZ
OG0000003	LOC108030172|XP_016958401.1|DBIA	LOC108008949|XP_016928349.1|DSUZ
OG0000003	LOC108029856|XP_016957835.1|DBIA	LOC108008948|XP_016928348.1|DSUZ
OG0000003	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ
OG0000003	LOC108030173|XP_016958402.1|DBIA	LOC108008950|XP_016928350.1|DSUZ
OG0000003	LOC108029368|XP_016957084.1|DBIA	LOC108019593|XP_016942923.1|DSUZ
OG0000003	LOC108029347|XP_016957028.1|DBIA	LOC108019592|XP_016942921.1|DSUZ
OG0000003	LOC108029367|XP_016957083.1|DBIA	LOC108019594|XP_016942924.1|DSUZ
OG0000003	LOC108034204|XP_016964524.1|DBIA	LOC108007096|XP_016926191.1|DSUZ
OG0000005	LOC108021908|XP_016946219.1|DBIA	LOC118879641|XP_036678429.1|DSUZ
OG0000006	LOC108021907|XP_016946218.1|DBIA	LOC118879646|XP_036678433.1|DSUZ
OG0000007	LOC108028761|XP_016956223.1|DBIA	LOC118877416|XP_036672028.1|DSUZ
OG0000007	LOC108028706|XP_016956144.1|DBIA	LOC108013025|XP_016934104.1|DSUZ
OG0000007	LOC108028547|XP_016955936.1|DBIA	LOC108013029|XP_016934109.1|DSUZ
OG0000007	LOC108028068|XP_016955198.1|DBIA	LOC108012427|XP_016933279.1|DSUZ
OG0000007	LOC108028546|XP_016955935.1|DBIA	LOC108013028|XP_016934108.1|DSUZ
OG0000007	LOC108027995|XP_016955111.1|DBIA	LOC108013026|XP_016934106.1|DSUZ
OG0000007	LOC108027672|XP_016954706.1|DBIA	LOC118879795|XP_036678702.1|DSUZ
OG0000007	LOC108029358|XP_016957069.1|DBIA	LOC108019834|XP_016943342.1|DSUZ
OG0000007	LOC108025402|XP_016951367.1|DBIA	LOC108017241|XP_036675632.1|DSUZ
OG0000007	LOC108025042|XP_016950787.1|DBIA, LOC108025513|XP_016951523.1|DBIA	LOC108015466|XP_016937387.2|DSUZ
OG0000007	LOC108027675|XP_016954708.1|DBIA	LOC118876800|XP_036668611.1|DSUZ
OG0000007	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA	LOC108012353|XP_016933194.1|DSUZ
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC108012354|XP_016933195.2|DSUZ
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC108013030|XP_016934110.1|DSUZ
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC108014183|XP_016935707.1|DSUZ
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC108020044|XP_016943629.1|DSUZ
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC118877368|XP_036671791.1|DSUZ
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC108007042|XP_016926141.1|DSUZ
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC108020009|XP_016943583.1|DSUZ
OG0000008	LOC108029542|XP_016957386.1|DBIA	LOC108011129|XP_016931690.1|DSUZ
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC108031027|XP_016959717.1|DBIA	LOC108011538|XP_036673111.1|DSUZ
OG0000009	LOC108031475|XP_016960425.1|DBIA	LOC108015574|XP_036672879.1|DSUZ
OG0000009	LOC108032170|XP_016961513.1|DBIA	LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC108028108|XP_016955244.1|DBIA	LOC108011415|XP_036670407.1|DSUZ
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC108019245|XP_036673765.1|DSUZ
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC108008467|XP_016927811.1|DSUZ
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA	LOC108008503|XP_016927857.1|DSUZ
OG0000010	LOC108024778|XP_016950383.1|DBIA	LOC118879264|XP_036678040.1|DSUZ
OG0000010	LOC108035868|XP_016967106.1|DBIA, LOC108021910|XP_016946220.1|DBIA	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000011	LOC108027845|XP_016954924.1|DBIA	LOC108005601|XP_016924394.1|DSUZ
OG0000011	LOC108033439|XP_016963254.1|DBIA	LOC108015328|XP_036678699.1|DSUZ
OG0000011	LOC108027659|XP_016954664.1|DBIA	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ
OG0000011	LOC108027849|XP_016954932.1|DBIA	LOC108021664|XP_016945967.1|DSUZ
OG0000011	LOC108027686|XP_016954724.1|DBIA	LOC108009075|XP_016928585.1|DSUZ
OG0000011	LOC108027691|XP_016954727.1|DBIA	LOC108009077|XP_016928601.2|DSUZ
OG0000011	LOC108027694|XP_016954732.1|DBIA	LOC108007943|XP_016927205.1|DSUZ
OG0000011	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA	LOC108011057|XP_016931608.2|DSUZ
OG0000011	LOC108025089|XP_016950839.1|DBIA	LOC108017249|XP_016939743.2|DSUZ
OG0000011	LOC108035135|XP_016966066.1|DBIA	LOC108005644|XP_016924447.2|DSUZ
OG0000011	LOC108027989|XP_016955104.1|DBIA	LOC108006711|XP_036671367.1|DSUZ
OG0000011	LOC108030612|XP_016959094.1|DBIA	LOC108020533|XP_016944364.2|DSUZ
OG0000011	LOC108033420|XP_016963229.1|DBIA	LOC108018712|XP_036678677.1|DSUZ
OG0000011	LOC108027705|XP_016954744.1|DBIA	LOC108009845|XP_016930030.1|DSUZ
OG0000011	LOC108027867|XP_016954970.1|DBIA	LOC108007310|XP_016926446.1|DSUZ
OG0000011	LOC108033517|XP_016963352.1|DBIA	LOC108020156|XP_036668757.1|DSUZ
OG0000011	LOC108033630|XP_016963538.1|DBIA	LOC108014609|XP_016936264.1|DSUZ
OG0000011	LOC108035164|XP_016966113.1|DBIA	LOC108014635|XP_016936289.1|DSUZ
OG0000011	LOC108024287|XP_016949675.1|DBIA	LOC108005222|XP_016923902.1|DSUZ
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC108012408|XP_016933257.1|DSUZ
OG0000011	LOC108023177|XP_016947908.1|DBIA	LOC108015091|XP_036676218.1|DSUZ
OG0000011	LOC108035647|XP_016966842.1|DBIA	LOC108012407|XP_016933256.1|DSUZ
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC108026521|XP_016952956.1|DBIA	LOC108008915|XP_016928309.1|DSUZ
OG0000012	LOC108026886|XP_016953577.1|DBIA	LOC108008112|XP_016927391.1|DSUZ
OG0000012	LOC108026520|XP_016952955.1|DBIA	LOC108008405|XP_016927739.1|DSUZ
OG0000012	LOC108026941|XP_016953643.1|DBIA	LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC108008513|XP_016927870.1|DSUZ
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC108008168|XP_036669662.1|DSUZ
OG0000012	LOC108023104|XP_016947858.1|DBIA	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC108022092|XP_016946424.1|DBIA	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC108022025|XP_016946391.1|DBIA	LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC108021915|XP_016946228.1|DBIA, LOC108031505|XP_016960503.1|DBIA	LOC118878840|XP_036677761.1|DSUZ, LOC118878431|XP_036677301.1|DSUZ
OG0000014	LOC108027391|XP_016954320.1|DBIA	LOC118879539|XP_036678287.1|DSUZ
OG0000015	LOC108033679|XP_016963624.1|DBIA	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC108022080|XP_016946413.1|DBIA	LOC108008179|XP_016927458.2|DSUZ
OG0000015	LOC108022078|XP_016946412.1|DBIA	LOC108008180|XP_016927459.1|DSUZ
OG0000015	LOC108033788|XP_016963888.1|DBIA	LOC108021058|XP_016945093.1|DSUZ
OG0000015	LOC108028945|XP_016956453.1|DBIA	LOC108013425|XP_016934779.1|DSUZ, LOC108012003|XP_016932767.1|DSUZ
OG0000015	LOC108027639|XP_016954645.1|DBIA	LOC108009920|XP_016930179.1|DSUZ
OG0000015	LOC108033285|XP_016963039.1|DBIA	LOC108010271|XP_016930662.1|DSUZ
OG0000015	LOC108025662|XP_016951690.1|DBIA	LOC108005685|XP_016924535.1|DSUZ, LOC108013894|XP_016935421.1|DSUZ, LOC108012239|XP_036672398.1|DSUZ
OG0000015	LOC108029004|XP_016956536.1|DBIA	LOC108009237|XP_016928898.1|DSUZ
OG0000015	LOC108028922|XP_016956429.1|DBIA	LOC108006716|XP_016925749.1|DSUZ
OG0000015	LOC108032340|XP_016961639.1|DBIA	LOC108009902|XP_016930118.1|DSUZ
OG0000015	LOC108032335|XP_016961635.1|DBIA	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC108032334|XP_016961634.1|DBIA	LOC108010859|XP_016931327.1|DSUZ
OG0000015	LOC108034674|XP_016965104.1|DBIA	LOC108012640|XP_016933551.1|DSUZ
OG0000015	LOC108033354|XP_016963153.1|DBIA	LOC108009429|XP_016929253.1|DSUZ
OG0000015	LOC108028934|XP_016956441.1|DBIA	LOC118879010|XP_036677865.1|DSUZ
OG0000015	LOC108030294|XP_016958615.1|DBIA	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108030712|XP_016959244.1|DBIA	LOC108015556|XP_016937525.2|DSUZ
OG0000017	LOC108031941|XP_016961211.1|DBIA	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC108027769|XP_016954820.1|DBIA	LOC108010173|XP_036669903.1|DSUZ
OG0000017	LOC108027730|XP_016954771.1|DBIA	LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ
OG0000018	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108025229|XP_016951064.1|DBIA	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC108025230|XP_016951066.1|DBIA	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108025225|XP_016951061.1|DBIA	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC108025231|XP_016951067.1|DBIA	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108033312|XP_016963077.1|DBIA	LOC108013616|XP_036668598.1|DSUZ
OG0000020	LOC108032062|XP_016961369.1|DBIA	LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ
OG0000020	LOC108036239|XP_016967737.1|DBIA	LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC108036110|XP_016967573.1|DBIA	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108022243|XP_016946590.1|DBIA	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC108026442|XP_016952872.1|DBIA	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC108029246|XP_016956933.1|DBIA	LOC108013021|XP_016934101.1|DSUZ
OG0000022	LOC108029225|XP_016956911.1|DBIA	LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC108027146|XP_016953855.1|DBIA	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC108021408|XP_016945604.1|DSUZ, LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC108027284|XP_016954161.1|DBIA	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC108036183|XP_016967662.1|DBIA	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC108036041|XP_016967472.1|DBIA	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC108032680|XP_016962144.1|DBIA	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
