Orthogroup	DBIA.longest_only	DSAN.longest_only
OG0000003	LOC108029856|XP_016957835.1|DBIA	LOC120446976|XP_039484181.1|DSAN
OG0000003	LOC108030395|XP_016958768.1|DBIA	LOC120446975|XP_039484180.1|DSAN
OG0000003	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA	LOC120446688|XP_039483715.1|DSAN
OG0000003	LOC108030173|XP_016958402.1|DBIA	LOC120446977|XP_039484182.1|DSAN
OG0000003	LOC108029368|XP_016957084.1|DBIA	LOC120458379|XP_039501933.1|DSAN
OG0000003	LOC108029347|XP_016957028.1|DBIA	LOC120458377|XP_039501931.1|DSAN
OG0000003	LOC108029367|XP_016957083.1|DBIA	LOC120458378|XP_039501932.1|DSAN
OG0000003	LOC108034204|XP_016964524.1|DBIA	LOC120458775|XP_039502488.1|DSAN
OG0000006	LOC108021907|XP_016946218.1|DBIA	LOC120457931|XP_039501371.1|DSAN
OG0000007	LOC108028761|XP_016956223.1|DBIA	LOC120449593|XP_039488092.1|DSAN
OG0000007	LOC108028706|XP_016956144.1|DBIA	LOC120449309|XP_039487635.1|DSAN
OG0000007	LOC108028547|XP_016955936.1|DBIA	LOC120449521|XP_039487968.1|DSAN
OG0000007	LOC108028068|XP_016955198.1|DBIA	LOC120448495|XP_039486458.1|DSAN
OG0000007	LOC108027672|XP_016954706.1|DBIA	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC108029358|XP_016957069.1|DBIA	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC108025489|XP_016951493.1|DBIA	LOC120453571|XP_039494262.1|DSAN, LOC120453413|XP_039494045.1|DSAN
OG0000007	LOC108027675|XP_016954708.1|DBIA	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA	LOC120448335|XP_039486223.1|DSAN
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC108028309|XP_016955521.1|DBIA	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC108029542|XP_016957386.1|DBIA	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC108031475|XP_016960425.1|DBIA	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC108032170|XP_016961513.1|DBIA	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC108028108|XP_016955244.1|DBIA	LOC120447920|XP_039485510.1|DSAN
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC108024778|XP_016950383.1|DBIA	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC108035868|XP_016967106.1|DBIA, LOC108021910|XP_016946220.1|DBIA	LOC120457967|XP_039501402.1|DSAN
OG0000011	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC108027694|XP_016954732.1|DBIA	LOC120458054|XP_039501501.1|DSAN, LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC108027867|XP_016954970.1|DBIA	LOC120454523|XP_039495825.1|DSAN
OG0000011	LOC108033517|XP_016963352.1|DBIA	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC108035164|XP_016966113.1|DBIA	LOC120445760|XP_039482290.1|DSAN
OG0000011	LOC108024287|XP_016949675.1|DBIA	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC108035647|XP_016966842.1|DBIA	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC108026941|XP_016953643.1|DBIA	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC108023104|XP_016947858.1|DBIA	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC108022092|XP_016946424.1|DBIA	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000014	LOC108035861|XP_016967096.1|DBIA	LOC120450089|XP_039488815.1|DSAN
OG0000014	LOC108022025|XP_016946391.1|DBIA	LOC120457516|XP_039500998.1|DSAN
OG0000015	LOC108033679|XP_016963624.1|DBIA	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC108032335|XP_016961635.1|DBIA	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC108032334|XP_016961634.1|DBIA	LOC120458799|XP_039502526.1|DSAN
OG0000015	LOC108033354|XP_016963153.1|DBIA	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC108030294|XP_016958615.1|DBIA	LOC120445789|XP_039482329.1|DSAN
OG0000015	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA	LOC120454309|XP_039495442.1|DSAN
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC108031941|XP_016961211.1|DBIA	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC108027769|XP_016954820.1|DBIA	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC108025229|XP_016951064.1|DBIA	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC108025230|XP_016951066.1|DBIA	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC108025225|XP_016951061.1|DBIA	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC108025231|XP_016951067.1|DBIA	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA	LOC120444384|XP_039479923.1|DSAN
OG0000020	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC108036110|XP_016967573.1|DBIA	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC108022243|XP_016946590.1|DBIA	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC108026442|XP_016952872.1|DBIA	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC120453411|XP_039494047.1|DSAN, LOC120456451|XP_039499224.1|DSAN
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC108036183|XP_016967662.1|DBIA	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC108029337|XP_016957019.1|DBIA	LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC108032680|XP_016962144.1|DBIA	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC108032585|XP_016961981.1|DBIA	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC108033238|XP_016962991.1|DBIA	LOC120446453|XP_039483382.1|DSAN
OG0000031	LOC108033489|XP_016963320.1|DBIA	LOC120444733|XP_039480594.1|DSAN
OG0000031	LOC108034388|XP_016964759.1|DBIA	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC108027702|XP_016954741.1|DBIA	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC108032586|XP_016961983.1|DBIA	LOC120443941|XP_039479322.1|DSAN
OG0000031	LOC108034241|XP_016964579.1|DBIA	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC108027164|XP_016953916.1|DBIA	LOC120453292|XP_039493855.1|DSAN
OG0000032	LOC108027230|XP_016954052.1|DBIA	LOC120453066|XP_039493525.1|DSAN
OG0000032	LOC108027165|XP_016953917.1|DBIA	LOC120451611|XP_039491379.1|DSAN
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC120451410|XP_039491015.1|DSAN
OG0000032	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA	LOC120451635|XP_039491427.1|DSAN
OG0000033	LOC108024481|XP_016949890.1|DBIA	LOC120452564|XP_039492778.1|DSAN
OG0000033	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC108033536|XP_016963370.1|DBIA	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC108030101|XP_016958276.1|DBIA	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC108028439|XP_016955758.1|DBIA	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC108027435|XP_016954372.1|DBIA	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA	LOC120446152|XP_039482915.1|DSAN
OG0000033	LOC108036212|XP_016967692.1|DBIA	LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC108036384|XP_016967978.1|DBIA	LOC120445348|XP_039481622.1|DSAN
OG0000034	LOC108035246|XP_016966273.1|DBIA	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC108035237|XP_016966261.1|DBIA	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC108033284|XP_016963038.1|DBIA	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC108023439|XP_016948422.1|DBIA	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC108023415|XP_016948374.1|DBIA	LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC108036755|XP_016968570.1|DBIA	LOC120458883|XP_039502653.1|DSAN
OG0000035	LOC108027242|XP_016954085.1|DBIA	LOC120457486|XP_039500973.1|DSAN, LOC120445830|XP_039482385.1|DSAN, LOC120455841|XP_039498244.1|DSAN, LOC120456938|XP_039500011.1|DSAN, LOC120445462|XP_039481840.1|DSAN, LOC120446640|XP_039483642.1|DSAN, LOC120457505|XP_039500991.1|DSAN
OG0000035	LOC108027564|XP_016954540.1|DBIA	LOC120451416|XP_039491025.1|DSAN, LOC120457081|XP_039500195.1|DSAN
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC108032009|XP_016961298.1|DBIA	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC108025634|XP_016951658.1|DBIA	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC108025590|XP_016951608.1|DBIA	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC108025546|XP_016951565.1|DBIA	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC108024820|XP_016950438.1|DBIA	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC108024821|XP_016950440.1|DBIA	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC108025434|XP_016951413.1|DBIA	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC108025485|XP_016951488.1|DBIA	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC108023851|XP_016948987.1|DBIA	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC108026015|XP_016952195.1|DBIA	LOC120452967|XP_039493393.1|DSAN
OG0000041	LOC108026081|XP_016952269.1|DBIA	LOC120452968|XP_039493395.1|DSAN
OG0000041	LOC108026380|XP_016952789.1|DBIA	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC108026109|XP_016952297.1|DBIA	LOC120453870|XP_039494709.1|DSAN
OG0000041	LOC108026021|XP_016952202.1|DBIA	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC108026443|XP_016952869.1|DBIA	LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC108029979|XP_016957976.1|DBIA	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC108029981|XP_016957978.1|DBIA	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC108029869|XP_016957848.1|DBIA	LOC120446233|XP_039483037.1|DSAN
OG0000042	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	LOC120446236|XP_039483040.1|DSAN
