Orthogroup	DBIA.longest_only	DSEC.longest_only
OG0000002	LOC108022558|XP_016947041.1|DBIA	LOC6615482|XP_002039862.2|DSEC
OG0000002	LOC108022153|XP_016946484.1|DBIA	LOC6615481|XP_002039861.2|DSEC
OG0000002	LOC108028911|XP_016956419.1|DBIA	LOC6611325|XP_002035872.2|DSEC
OG0000002	LOC108029010|XP_016956543.1|DBIA, LOC108028819|XP_016956295.1|DBIA, LOC108027026|XP_016953710.1|DBIA, LOC108028092|XP_016955225.1|DBIA	LOC6619439|XP_032575015.1|DSEC
OG0000003	LOC108030370|XP_016958727.1|DBIA	LOC6609226|XP_032570279.1|DSEC
OG0000003	LOC108030025|XP_016958054.1|DBIA	LOC6609227|XP_002033918.2|DSEC
OG0000003	LOC108024348|XP_016949739.1|DBIA	LOC6617182|XP_002041509.2|DSEC
OG0000003	LOC108030024|XP_016958053.1|DBIA	LOC6609229|XP_032570278.1|DSEC
OG0000003	LOC108030125|XP_016958318.1|DBIA	LOC6607893|XP_002032647.1|DSEC
OG0000003	LOC108029856|XP_016957835.1|DBIA	LOC6609222|XP_002033913.1|DSEC
OG0000003	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA	LOC116800691|XP_032572969.1|DSEC
OG0000003	LOC108030173|XP_016958402.1|DBIA	LOC6609221|XP_002033912.1|DSEC
OG0000003	LOC108029368|XP_016957084.1|DBIA	LOC6608196|XP_002032941.1|DSEC
OG0000003	LOC108029347|XP_016957028.1|DBIA	LOC6608194|XP_002032939.1|DSEC
OG0000003	LOC108034204|XP_016964524.1|DBIA	LOC6613508|XP_002037976.1|DSEC
OG0000007	LOC108028761|XP_016956223.1|DBIA	LOC116800972|XP_032573823.1|DSEC
OG0000007	LOC108028706|XP_016956144.1|DBIA	LOC6610954|XP_002035511.1|DSEC
OG0000007	LOC108028547|XP_016955936.1|DBIA	LOC6610952|XP_032575303.1|DSEC
OG0000007	LOC108028546|XP_016955935.1|DBIA	LOC6610951|XP_002035508.1|DSEC
OG0000007	LOC108027672|XP_016954706.1|DBIA	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC108029358|XP_016957069.1|DBIA	LOC6608215|XP_032572281.1|DSEC
OG0000007	LOC108025402|XP_016951367.1|DBIA	LOC6612871|XP_002037363.1|DSEC
OG0000007	LOC108027675|XP_016954708.1|DBIA	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC108034652|XP_016965080.1|DBIA, LOC108034514|XP_016964927.1|DBIA	LOC6604871|XP_002029716.1|DSEC
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC108028309|XP_016955521.1|DBIA	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC108029542|XP_016957386.1|DBIA	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC108027365|XP_016954278.1|DBIA	LOC6614150|XP_002038603.2|DSEC
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC108031475|XP_016960425.1|DBIA	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC108032170|XP_016961513.1|DBIA	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC108028108|XP_016955244.1|DBIA	LOC6610926|XP_032574591.1|DSEC
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA	LOC6608840|XP_002033554.1|DSEC
OG0000011	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC108027694|XP_016954732.1|DBIA	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC108033517|XP_016963352.1|DBIA	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC108035164|XP_016966113.1|DBIA	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC108024287|XP_016949675.1|DBIA	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC108035647|XP_016966842.1|DBIA	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC108026886|XP_016953577.1|DBIA	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC108026941|XP_016953643.1|DBIA	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC108023104|XP_016947858.1|DBIA	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC108022092|XP_016946424.1|DBIA	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC108035861|XP_016967096.1|DBIA	LOC116802439|XP_032582809.1|DSEC
OG0000014	LOC108022025|XP_016946391.1|DBIA	LOC116802438|XP_032582808.1|DSEC
OG0000015	LOC108033679|XP_016963624.1|DBIA	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC108029004|XP_016956536.1|DBIA	LOC6613280|XP_002037757.1|DSEC
OG0000015	LOC108032335|XP_016961635.1|DBIA	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC108032334|XP_016961634.1|DBIA	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC108033354|XP_016963153.1|DBIA	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC108030294|XP_016958615.1|DBIA	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC108031941|XP_016961211.1|DBIA	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC108027769|XP_016954820.1|DBIA	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC6621634|XP_002045742.2|DSEC
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC108025229|XP_016951064.1|DBIA	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC108025230|XP_016951066.1|DBIA	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC108025225|XP_016951061.1|DBIA	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC108025231|XP_016951067.1|DBIA	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC108036110|XP_016967573.1|DBIA	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC108027081|XP_016953819.1|DBIA	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC108022243|XP_016946590.1|DBIA	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC108036897|XP_016968766.1|DBIA	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC108026442|XP_016952872.1|DBIA	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC6619774|XP_032582021.1|DSEC, LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC108027284|XP_016954161.1|DBIA	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC108035882|XP_016967124.1|DBIA	LOC116801284|XP_032575821.1|DSEC, LOC6619351|XP_032575820.1|DSEC
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC108036183|XP_016967662.1|DBIA	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC108029337|XP_016957019.1|DBIA	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC108036041|XP_016967472.1|DBIA	LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC108032680|XP_016962144.1|DBIA	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC108032585|XP_016961981.1|DBIA	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC108033238|XP_016962991.1|DBIA	LOC116803563|XP_032583263.1|DSEC
OG0000031	LOC108034388|XP_016964759.1|DBIA	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC108027702|XP_016954741.1|DBIA	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC108034241|XP_016964579.1|DBIA	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC108027164|XP_016953916.1|DBIA	LOC6606694|XP_002031494.1|DSEC
OG0000032	LOC108027269|XP_016954133.1|DBIA	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC108027165|XP_016953917.1|DBIA	LOC6606693|XP_002031493.1|DSEC
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC6606685|XP_002031485.1|DSEC
OG0000032	LOC108027228|XP_016954051.1|DBIA	LOC6606688|XP_002031488.1|DSEC
OG0000033	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC108033536|XP_016963370.1|DBIA	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC108030101|XP_016958276.1|DBIA	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC108028439|XP_016955758.1|DBIA	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC108027435|XP_016954372.1|DBIA	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA	LOC6609451|XP_002034136.1|DSEC
OG0000033	LOC108036212|XP_016967692.1|DBIA	LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC108036384|XP_016967978.1|DBIA	LOC6609502|XP_032572499.1|DSEC
OG0000034	LOC108035246|XP_016966273.1|DBIA	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC108035237|XP_016966261.1|DBIA	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC108033284|XP_016963038.1|DBIA	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC108036755|XP_016968570.1|DBIA	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC108036822|XP_016968657.1|DBIA, LOC108035837|XP_016967071.1|DBIA	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC108032009|XP_016961298.1|DBIA	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC108025634|XP_016951658.1|DBIA	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC108025590|XP_016951608.1|DBIA	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC108025546|XP_016951565.1|DBIA	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC108024820|XP_016950438.1|DBIA	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC108024821|XP_016950440.1|DBIA	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC108025434|XP_016951413.1|DBIA	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC108025485|XP_016951488.1|DBIA	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC108023851|XP_016948987.1|DBIA	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC108026015|XP_016952195.1|DBIA	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC108026081|XP_016952269.1|DBIA	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC108026380|XP_016952789.1|DBIA	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC108026021|XP_016952202.1|DBIA	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC108026443|XP_016952869.1|DBIA	LOC6619708|XP_032579543.1|DSEC
OG0000042	LOC108029979|XP_016957976.1|DBIA	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC108029981|XP_016957978.1|DBIA	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC108029869|XP_016957848.1|DBIA	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC108029982|XP_016957980.1|DBIA	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC108024814|XP_016950428.1|DBIA	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC108024406|XP_016949807.1|DBIA	LOC6606881|XP_032578763.1|DSEC
OG0000043	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC108024319|XP_016949710.1|DBIA	LOC6606877|XP_032576948.1|DSEC
OG0000043	LOC108024782|XP_016950387.1|DBIA	LOC6606875|XP_002031669.2|DSEC
OG0000043	LOC108025302|XP_016951186.1|DBIA	LOC6612980|XP_002037471.1|DSEC
