Orthogroup	DSUB.longest_only	DPER.longest_only
OG0000000	LOC117889741|XP_034650055.1|DSUB, LOC117889744|XP_034650074.1|DSUB	LOC6588090|XP_026840194.1|DPER, LOC113564923|XP_026840189.1|DPER, LOC113567447|XP_026851145.1|DPER, LOC113564924|XP_026840190.1|DPER, LOC6587947|XP_026840188.1|DPER, LOC6588042|XP_002012846.2|DPER, LOC6592618|XP_002018494.2|DPER, LOC113564925|XP_026840193.1|DPER, LOC6587712|XP_002012839.2|DPER, LOC6588022|XP_026840192.1|DPER
OG0000000	LOC117889734|XP_034650048.1|DSUB, LOC117889737|XP_034650052.1|DSUB, LOC117890530|XP_034651341.1|DSUB, LOC117890531|XP_034651342.1|DSUB, LOC117892566|XP_034654779.1|DSUB	LOC113566937|XP_026849986.1|DPER, LOC113567058|XP_026850069.1|DPER
OG0000000	LOC117898833|XP_034664391.1|DSUB	LOC6591954|XP_002017498.2|DPER
OG0000000	LOC117898839|XP_034664405.1|DSUB	LOC6591955|XP_026851194.1|DPER
OG0000000	LOC117899182|XP_034664933.1|DSUB	LOC6598646|XP_026840107.1|DPER
OG0000002	LOC117891991|XP_034653760.1|DSUB	LOC6601614|XP_002026650.2|DPER
OG0000002	LOC117891990|XP_034653758.1|DSUB	LOC6601615|XP_026841465.1|DPER
OG0000002	LOC117900215|XP_034666390.1|DSUB	LOC6596381|XP_002021534.2|DPER
OG0000002	LOC117900033|XP_034666112.1|DSUB, LOC117900034|XP_034666113.1|DSUB, LOC117901574|XP_034668263.1|DSUB	LOC6589514|XP_002015188.2|DPER
OG0000003	LOC117890983|XP_034652023.1|DSUB	LOC6591231|XP_002016677.1|DPER
OG0000003	LOC117890985|XP_034652025.1|DSUB	LOC6590819|XP_026841177.1|DPER
OG0000003	LOC117890142|XP_034650721.1|DSUB	LOC6590049|XP_002015522.1|DPER
OG0000003	LOC117890987|XP_034652029.1|DSUB	LOC6591234|XP_002016680.1|DPER, LOC6591233|XP_002016679.1|DPER
OG0000003	LOC117890986|XP_034652027.1|DSUB	LOC6591232|XP_002016678.1|DPER
OG0000003	LOC117890988|XP_034652030.1|DSUB	LOC6591235|XP_002016681.1|DPER
OG0000003	LOC117890991|XP_034652033.1|DSUB	LOC6591236|XP_002016682.2|DPER
OG0000003	LOC117890982|XP_034652022.1|DSUB	LOC6591237|XP_026840952.1|DPER, LOC6591238|XP_002016684.1|DPER
OG0000003	LOC117900241|XP_034666421.1|DSUB	LOC6596552|XP_002021689.1|DPER
OG0000004	LOC117899981|XP_034666041.1|DSUB	LOC6599392|XP_026847172.1|DPER, LOC6599399|XP_026847197.1|DPER
OG0000005	LOC117901442|XP_034668076.1|DSUB	LOC113567397|XP_026850914.1|DPER, LOC113567413|XP_026850948.1|DPER, LOC6588599|XP_002013121.2|DPER, LOC113567239|XP_026850209.1|DPER, LOC113566635|XP_026848953.1|DPER, LOC113567238|XP_026850208.1|DPER, LOC6604118|XP_002029057.1|DPER, LOC113567396|XP_026850913.1|DPER, LOC113567387|XP_026850892.1|DPER, LOC113567404|XP_026850932.1|DPER, LOC113567248|XP_026850218.1|DPER, LOC113565365|XP_026842917.1|DPER, LOC6587619|XP_002013137.1|DPER, LOC113567029|XP_026850041.1|DPER, LOC113567421|XP_026850960.1|DPER, LOC113565366|XP_026842918.1|DPER, LOC6587310|XP_002013132.1|DPER, LOC6587387|XP_002013127.1|DPER, LOC113566308|XP_026847198.1|DPER, LOC6599391|XP_002024443.1|DPER, LOC6587632|XP_002013116.1|DPER, LOC6604167|XP_026842916.1|DPER, LOC113567403|XP_026850931.1|DPER, LOC113567412|XP_026850947.1|DPER, LOC113567420|XP_026850959.1|DPER, LOC113567249|XP_026850219.1|DPER
OG0000006	LOC117901441|XP_034668075.1|DSUB	LOC113565364|XP_026842915.1|DPER, LOC113567237|XP_026850207.1|DPER, LOC113567385|XP_026850890.1|DPER, LOC113567411|XP_026850946.1|DPER
OG0000007	LOC117894702|XP_034657776.1|DSUB	LOC6595910|XP_002021056.1|DPER
OG0000007	LOC117894589|XP_034657628.1|DSUB	LOC6601482|XP_002026422.2|DPER
OG0000007	LOC117900834|XP_034667236.1|DSUB	LOC6596309|XP_002021479.1|DPER
OG0000007	LOC117890133|XP_034650711.1|DSUB	LOC6592462|XP_002017797.1|DPER
OG0000007	LOC117897873|XP_034662839.1|DSUB, LOC117897862|XP_034662826.1|DSUB	LOC6595007|XP_002020464.1|DPER, LOC6595006|XP_002020463.1|DPER, LOC6595005|XP_002020462.1|DPER
OG0000007	LOC117900835|XP_034667237.1|DSUB	LOC6596310|XP_002021480.2|DPER
OG0000007	LOC117894709|XP_034657781.1|DSUB	LOC6601214|XP_002026310.2|DPER
OG0000007	LOC117901609|XP_034668319.1|DSUB	LOC6589529|XP_002015017.1|DPER
OG0000007	LOC117894591|XP_034657631.1|DSUB	LOC6601483|XP_026847920.1|DPER
OG0000007	LOC117894593|XP_034657634.1|DSUB	LOC6601458|XP_026847765.1|DPER
OG0000008	LOC117896362|XP_034660529.1|DSUB	LOC6594328|XP_026850351.1|DPER
OG0000008	LOC117895169|XP_034658523.1|DSUB	LOC6601897|XP_026849381.1|DPER
OG0000008	LOC117895168|XP_034658522.1|DSUB	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC117902083|XP_034669067.1|DSUB	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC117895171|XP_034658525.1|DSUB	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC117898633|XP_034664086.1|DSUB	LOC6591821|XP_002016971.2|DPER
OG0000008	LOC117898632|XP_034664084.1|DSUB	LOC6591446|XP_026851133.1|DPER
OG0000008	LOC117898640|XP_034664094.1|DSUB	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC117898635|XP_034664088.1|DSUB	LOC6591824|XP_026846323.1|DPER
OG0000008	LOC117898631|XP_034664083.1|DSUB	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC117898634|XP_034664087.1|DSUB	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC117898636|XP_034664090.1|DSUB	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC117896628|XP_034660961.1|DSUB	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC117898287|XP_034663434.1|DSUB	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC117898279|XP_034663425.1|DSUB	LOC6591365|XP_002017250.2|DPER
OG0000009	LOC117898336|XP_034663551.1|DSUB	LOC6604573|XP_026840043.1|DPER
OG0000009	LOC117898367|XP_034663595.1|DSUB	LOC6591362|XP_002017247.1|DPER
OG0000009	LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB	LOC6591562|XP_002017111.1|DPER
OG0000009	LOC117890282|XP_034650935.1|DSUB	LOC6601280|XP_026841960.1|DPER
OG0000009	LOC117896426|XP_034660636.1|DSUB	LOC6591389|XP_002017359.1|DPER
OG0000009	LOC117892376|XP_034654476.1|DSUB	LOC6590982|XP_002016547.1|DPER
OG0000009	LOC117892374|XP_034654475.1|DSUB	LOC6590981|XP_002016546.2|DPER
OG0000010	LOC117899454|XP_034665355.1|DSUB	LOC113567250|XP_026850220.1|DPER
OG0000011	LOC117900245|XP_034666432.1|DSUB	LOC113565948|XP_026845158.1|DPER
OG0000011	LOC117902493|XP_034669808.1|DSUB	LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER
OG0000011	LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB	LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER
OG0000011	LOC117901786|XP_034668586.1|DSUB	LOC6595395|XP_026844752.1|DPER
OG0000011	LOC117900246|XP_034666433.1|DSUB	LOC6595391|XP_026844351.1|DPER
OG0000011	LOC117893712|XP_034656290.1|DSUB	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER
OG0000011	LOC117894953|XP_034658172.1|DSUB	LOC6599733|XP_002024838.2|DPER
OG0000011	LOC117897187|XP_034661778.1|DSUB	LOC6591544|XP_002017188.1|DPER
OG0000012	LOC117892204|XP_034654190.1|DSUB	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC117892205|XP_034654193.1|DSUB	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC117892198|XP_034654182.1|DSUB	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC117892199|XP_034654185.1|DSUB	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC117892202|XP_034654189.1|DSUB	LOC113565188|XP_026842345.1|DPER
OG0000012	LOC117892201|XP_034654188.1|DSUB	LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER
OG0000012	LOC117892200|XP_034654187.1|DSUB	LOC6589912|XP_002016521.1|DPER
OG0000012	LOC117891062|XP_034652125.1|DSUB	LOC6590586|XP_002016525.1|DPER
OG0000012	LOC117891063|XP_034652127.1|DSUB	LOC6590587|XP_002016526.1|DPER
OG0000012	LOC117891061|XP_034652124.1|DSUB	LOC6590588|XP_002016527.1|DPER
OG0000012	LOC117891058|XP_034652122.1|DSUB	LOC6590215|XP_002016528.1|DPER
OG0000012	LOC117891064|XP_034652128.1|DSUB	LOC6590216|XP_002016529.1|DPER
OG0000013	LOC117890717|XP_034651649.1|DSUB	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC117896187|XP_034660170.1|DSUB	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC117896516|XP_034660775.1|DSUB	LOC6594496|XP_002019695.1|DPER
OG0000013	LOC117895334|XP_034658799.1|DSUB	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC117898536|XP_034663901.1|DSUB	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000015	LOC117901317|XP_034667918.1|DSUB	LOC6589937|XP_002015965.1|DPER, LOC6599931|XP_002025059.1|DPER
OG0000015	LOC117902318|XP_034669497.1|DSUB	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER
OG0000016	LOC117899529|XP_034665488.1|DSUB	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC117889984|XP_034650458.1|DSUB	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC117898309|XP_034663475.1|DSUB	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC117892105|XP_034654005.1|DSUB	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC117901257|XP_034667841.1|DSUB	LOC6596237|XP_002021770.1|DPER
OG0000016	LOC117903845|XP_034672195.1|DSUB	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC117890476|XP_034651231.1|DSUB	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC117898432|XP_034663715.1|DSUB	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC117893424|XP_034655932.1|DSUB	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC117892719|XP_034655033.1|DSUB	LOC6598163|XP_026846248.1|DPER
OG0000017	LOC117890423|XP_034651134.1|DSUB	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC117899291|XP_034665094.1|DSUB	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER
OG0000017	LOC117891086|XP_034652156.1|DSUB	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC117890435|XP_034651155.1|DSUB	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC117892462|XP_034654603.1|DSUB	LOC6592611|XP_002018159.1|DPER
OG0000017	LOC117900183|XP_034666320.1|DSUB	LOC6595669|XP_002020729.1|DPER
OG0000017	LOC117900621|XP_034666940.1|DSUB	LOC6595691|XP_002020717.1|DPER
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC117895260|XP_034658672.1|DSUB	LOC6601452|XP_002026454.1|DPER
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC117895269|XP_034658684.1|DSUB, LOC117895268|XP_034658682.1|DSUB	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER
OG0000018	LOC117895272|XP_034658688.1|DSUB	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER
OG0000019	LOC117899362|XP_034665232.1|DSUB	LOC6587177|XP_002013000.1|DPER
OG0000019	LOC117899360|XP_034665227.1|DSUB	LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC117899361|XP_034665230.1|DSUB	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC117899358|XP_034665223.1|DSUB	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER
OG0000019	LOC117899359|XP_034665224.1|DSUB	LOC6587205|XP_002013002.1|DPER
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC117901489|XP_034668148.1|DSUB	LOC6593366|XP_002018585.1|DPER
OG0000020	LOC117901231|XP_034667794.1|DSUB	LOC6589656|XP_026844645.1|DPER
OG0000021	LOC117894607|XP_034657649.1|DSUB	LOC6603691|XP_002028659.1|DPER
OG0000021	LOC117892599|XP_034654829.1|DSUB	LOC6592715|XP_002018082.1|DPER
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC117892039|XP_034653854.1|DSUB	LOC6592714|XP_026841677.1|DPER
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC6592233|XP_002018052.1|DPER
OG0000021	LOC117892040|XP_034653856.1|DSUB	LOC6592712|XP_002018079.1|DPER
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC6598730|XP_026840231.1|DPER
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC117892920|XP_034655126.1|DSUB	LOC6601032|XP_002026120.1|DPER
OG0000022	LOC117892921|XP_034655127.1|DSUB	LOC113566793|XP_026849743.1|DPER
OG0000022	LOC117892919|XP_034655125.1|DSUB	LOC113566797|XP_026849748.1|DPER
OG0000022	LOC117892923|XP_034655129.1|DSUB	LOC113566794|XP_026849744.1|DPER
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC6594351|XP_026840807.1|DPER
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC117896151|XP_034660118.1|DSUB	LOC6594355|XP_002019534.1|DPER
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC6590773|XP_002016461.1|DPER
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC117889932|XP_034650354.1|DSUB	LOC6592576|XP_002017741.1|DPER, LOC6592577|XP_002017742.1|DPER
OG0000024	LOC117889933|XP_034650355.1|DSUB	LOC6592579|XP_002017744.1|DPER
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC6592578|XP_002017743.2|DPER
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC6593580|XP_002018871.1|DPER
OG0000024	LOC117889812|XP_034650181.1|DSUB	LOC6592580|XP_002017745.1|DPER
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC117890855|XP_034651836.1|DSUB	LOC6596516|XP_002021511.1|DPER, LOC6599955|XP_002025032.1|DPER
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC117903905|XP_034672302.1|DSUB	LOC6600343|XP_026848406.1|DPER
OG0000026	LOC117899765|XP_034665914.1|DSUB	LOC6587226|XP_002013258.1|DPER
OG0000026	LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB	LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC6598768|XP_002023910.1|DPER
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC117894268|XP_034657114.1|DSUB, LOC117894267|XP_034657113.1|DSUB	LOC113566562|XP_026848458.1|DPER, LOC113566573|XP_026848580.1|DPER, LOC6602376|XP_026848583.1|DPER
OG0000028	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB	LOC6602403|XP_002027408.2|DPER, LOC113566574|XP_026848581.1|DPER, LOC113566575|XP_026848582.1|DPER
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC6602374|XP_026848578.1|DPER
OG0000028	LOC117894530|XP_034657538.1|DSUB	LOC6599696|XP_002024949.1|DPER
OG0000029	LOC117890176|XP_034650765.1|DSUB	LOC6592269|XP_002017847.2|DPER
OG0000029	LOC117889740|XP_034650054.1|DSUB	LOC6590423|XP_002016595.1|DPER
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC6587627|XP_026841612.1|DPER
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC6595505|XP_002020610.1|DPER
OG0000030	LOC117901337|XP_034667938.1|DSUB	LOC6595503|XP_002020608.1|DPER
OG0000030	LOC117901339|XP_034667940.1|DSUB	LOC6595502|XP_002020607.1|DPER
OG0000030	LOC117901335|XP_034667935.1|DSUB	LOC6595504|XP_002020609.1|DPER
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC117898601|XP_034664041.1|DSUB	LOC6598610|XP_026850099.1|DPER
OG0000032	LOC117898606|XP_034664047.1|DSUB	LOC6598613|XP_002023858.2|DPER
OG0000032	LOC117898595|XP_034664033.1|DSUB	LOC6598611|XP_026840271.1|DPER
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB	LOC6598616|XP_002023861.1|DPER
OG0000032	LOC117898597|XP_034664035.1|DSUB	LOC6598615|XP_002023860.1|DPER
OG0000033	LOC117899465|XP_034665372.1|DSUB	LOC6594755|XP_002020092.1|DPER
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC6590962|XP_002015544.1|DPER
OG0000033	LOC117897820|XP_034662764.1|DSUB	LOC6598819|XP_002023931.1|DPER
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC117902581|XP_034669969.1|DSUB	LOC6589243|XP_002014735.1|DPER
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC6593808|XP_026844827.1|DPER
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC6594996|XP_002020162.1|DPER
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER
OG0000037	LOC117897236|XP_034661846.1|DSUB	LOC6587269|XP_002012849.2|DPER
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC117903894|XP_034672287.1|DSUB	LOC6598395|XP_002023518.2|DPER
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC117897706|XP_034662619.1|DSUB	LOC113566301|XP_026847173.1|DPER
OG0000040	LOC117899276|XP_034665068.1|DSUB	LOC6594423|XP_002019755.2|DPER
OG0000040	LOC117897606|XP_034662454.1|DSUB	LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC117896008|XP_034659896.1|DSUB	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER
OG0000040	LOC117899589|XP_034665598.1|DSUB	LOC6594617|XP_002019840.1|DPER
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC6594616|XP_002019839.1|DPER
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC6587705|XP_002012978.2|DPER
OG0000041	LOC117898984|XP_034664617.1|DSUB	LOC6591525|XP_002017073.1|DPER
OG0000041	LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB	LOC6591526|XP_002017074.1|DPER
