Orthogroup	DSUB.longest_only	SLEB.longest_only
OG0000017	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB	LOC115620280|XP_030369314.1|SLEB
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC115633159|XP_030386430.1|SLEB
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC115633160|XP_030386431.1|SLEB
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC115633162|XP_030386433.1|SLEB
OG0000018	LOC117895269|XP_034658684.1|DSUB	LOC115632521|XP_030385577.1|SLEB, LOC115632120|XP_030384981.1|SLEB, LOC115632121|XP_030384982.1|SLEB
OG0000019	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB	LOC115621701|XP_030371268.1|SLEB
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC115621698|XP_030371264.1|SLEB
OG0000019	LOC117899361|XP_034665230.1|DSUB	LOC115621699|XP_030371266.1|SLEB
OG0000019	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB	LOC115621700|XP_030371267.1|SLEB
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC115620461|XP_030369552.1|SLEB
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC115634835|XP_030388616.1|SLEB
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC115625139|XP_030375917.1|SLEB
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC115623558|XP_030373816.1|SLEB
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC115623561|XP_030373817.1|SLEB
OG0000020	LOC117901489|XP_034668148.1|DSUB, LOC117901231|XP_034667794.1|DSUB	LOC115625796|XP_030376833.1|SLEB
OG0000021	LOC117894607|XP_034657649.1|DSUB	LOC115634442|XP_030388011.1|SLEB
OG0000021	LOC117892599|XP_034654829.1|DSUB	LOC115627679|XP_030379282.1|SLEB, LOC115629561|XP_030381912.1|SLEB, LOC115622692|XP_030372578.1|SLEB
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC115632536|XP_030385602.1|SLEB
OG0000021	LOC117892039|XP_034653854.1|DSUB	LOC115624992|XP_030375724.1|SLEB, LOC115624826|XP_030375532.1|SLEB
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC115624982|XP_030375700.1|SLEB
OG0000021	LOC117892040|XP_034653856.1|DSUB	LOC115621481|XP_030371001.1|SLEB, LOC115620530|XP_030369661.1|SLEB, LOC115620531|XP_030369662.1|SLEB, LOC115621836|XP_030371506.1|SLEB
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC115629488|XP_030381818.1|SLEB
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC115625208|XP_030376037.1|SLEB
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC115620616|XP_030369796.1|SLEB
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC115634544|XP_030388214.1|SLEB
OG0000022	LOC117892922|XP_034655128.1|DSUB, LOC117892927|XP_034655134.1|DSUB, LOC117892926|XP_034655132.1|DSUB, LOC117892918|XP_034655124.1|DSUB, LOC117892925|XP_034655130.1|DSUB	LOC115624809|XP_030375515.1|SLEB, LOC115624810|XP_030375516.1|SLEB, LOC115624811|XP_030375517.1|SLEB, LOC115624806|XP_030375512.1|SLEB, LOC115624807|XP_030375513.1|SLEB, LOC115624805|XP_030375510.1|SLEB, LOC115624808|XP_030375514.1|SLEB, LOC115624804|XP_030375509.1|SLEB, LOC115624800|XP_030375505.1|SLEB, LOC115624801|XP_030375506.1|SLEB, LOC115624799|XP_030375504.1|SLEB
OG0000022	LOC117892921|XP_034655127.1|DSUB, LOC117892919|XP_034655125.1|DSUB	LOC115624802|XP_030375508.1|SLEB
OG0000022	LOC117892923|XP_034655129.1|DSUB	LOC115623680|XP_030374009.1|SLEB, LOC115634199|XP_030387648.1|SLEB
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC115623320|XP_030373442.1|SLEB
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC115623826|XP_030374229.1|SLEB
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC115623325|XP_030373446.1|SLEB
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC115623824|XP_030374228.1|SLEB
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC115623321|XP_030373443.1|SLEB
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC115623326|XP_030373447.1|SLEB
OG0000024	LOC117889935|XP_034650357.1|DSUB, LOC117889932|XP_034650354.1|DSUB, LOC117889933|XP_034650355.1|DSUB	LOC115621184|XP_030370622.1|SLEB, LOC115634337|XP_030387889.1|SLEB, LOC115621840|XP_030371514.1|SLEB
OG0000024	LOC117901020|XP_034667512.1|DSUB, LOC117889812|XP_034650181.1|DSUB	LOC115626230|XP_030377390.1|SLEB
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC115633141|XP_030386412.1|SLEB
OG0000025	LOC117890855|XP_034651836.1|DSUB	LOC115628683|XP_030380717.1|SLEB, LOC115631773|XP_030384469.1|SLEB, LOC115631774|XP_030384470.1|SLEB
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC115627188|XP_030378651.1|SLEB
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC115626629|XP_030377893.1|SLEB
OG0000026	LOC117903905|XP_034672302.1|DSUB, LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB	LOC115627162|XP_030378606.1|SLEB
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC115632057|XP_030384894.1|SLEB
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC115632056|XP_030384892.1|SLEB
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC115631416|XP_030384002.1|SLEB
OG0000028	LOC117894268|XP_034657114.1|DSUB, LOC117894267|XP_034657113.1|DSUB	LOC115634466|XP_030388054.1|SLEB
OG0000028	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB	LOC115634465|XP_030388053.1|SLEB
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC115634071|XP_030387478.1|SLEB
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC115631185|XP_030383736.1|SLEB
OG0000030	LOC117901337|XP_034667938.1|DSUB, LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB	LOC115631186|XP_030383737.1|SLEB
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC115630766|XP_030383282.1|SLEB
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC115633773|XP_030387107.1|SLEB, LOC115634644|XP_030388361.1|SLEB
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC115627904|XP_030379659.1|SLEB
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC115627392|XP_030378906.1|SLEB, LOC115625462|XP_030376370.1|SLEB
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC115631052|XP_030383546.1|SLEB
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC115621800|XP_030371439.1|SLEB
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB, LOC117898597|XP_034664035.1|DSUB	LOC115621799|XP_030371437.1|SLEB
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC115629219|XP_030381491.1|SLEB, LOC115634381|XP_030387925.1|SLEB, LOC115625129|XP_030375944.1|SLEB, LOC115634231|XP_030387683.1|SLEB, LOC115634372|XP_030387909.1|SLEB
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC115629069|XP_030381245.1|SLEB, LOC115629070|XP_030381246.1|SLEB
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC115631238|XP_030383807.1|SLEB
OG0000034	LOC117902581|XP_034669969.1|DSUB	LOC115631233|XP_030383802.1|SLEB
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC115631016|XP_030383488.1|SLEB
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB, LOC117902353|XP_034669555.1|DSUB	LOC115626559|XP_030377798.1|SLEB, LOC115626558|XP_030377797.1|SLEB, LOC115626560|XP_030377799.1|SLEB
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC115623477|XP_030373705.1|SLEB
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC115621020|XP_030370399.1|SLEB
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC115620249|XP_030369258.1|SLEB
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC115621341|XP_030370821.1|SLEB
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC115626848|XP_030378208.1|SLEB
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC115622003|XP_030371717.1|SLEB, LOC115622001|XP_030371716.1|SLEB
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC115633983|XP_030387367.1|SLEB
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC115633961|XP_030387345.1|SLEB
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC115633921|XP_030387291.1|SLEB
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC115633267|XP_030386532.1|SLEB
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC115628050|XP_030379855.1|SLEB
OG0000039	LOC117903894|XP_034672287.1|DSUB	LOC115626562|XP_030377801.1|SLEB, LOC115626564|XP_030377802.1|SLEB, LOC115626635|XP_030377903.1|SLEB, LOC115633389|XP_030386692.1|SLEB
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC115633390|XP_030386693.1|SLEB
OG0000040	LOC117897706|XP_034662619.1|DSUB, LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC115625606|XP_030376600.1|SLEB, LOC115625605|XP_030376599.1|SLEB, LOC115625608|XP_030376603.1|SLEB
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC115624210|XP_030374678.1|SLEB
OG0000040	LOC117896008|XP_034659896.1|DSUB, LOC117899589|XP_034665598.1|DSUB	LOC115624205|XP_030374672.1|SLEB, LOC115624208|XP_030374674.1|SLEB
OG0000040	LOC117896580|XP_034660876.1|DSUB	LOC115624206|XP_030374673.1|SLEB
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC115621426|XP_030370938.1|SLEB
OG0000042	LOC117903839|XP_034672183.1|DSUB	LOC115630085|XP_030382572.1|SLEB
OG0000042	LOC117891862|XP_034653515.1|DSUB, LOC117891861|XP_034653514.1|DSUB, LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC115634385|XP_030387930.1|SLEB, LOC115634197|XP_030387645.1|SLEB, LOC115629009|XP_030381198.1|SLEB, LOC115628918|XP_030381081.1|SLEB, LOC115634487|XP_030388103.1|SLEB
OG0000043	LOC117898000|XP_034663019.1|DSUB	LOC115623987|XP_030374418.1|SLEB
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC115623491|XP_030373724.1|SLEB
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC115623337|XP_030373467.1|SLEB
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC115623816|XP_030374219.1|SLEB
OG0000043	LOC117898867|XP_034664437.1|DSUB, LOC117897193|XP_034661785.1|DSUB	LOC115623986|XP_030374417.1|SLEB
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC115624024|XP_030374460.1|SLEB
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC115623538|XP_030373780.1|SLEB
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC115631500|XP_030384120.1|SLEB
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC115624165|XP_030374623.1|SLEB
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC115632695|XP_030385792.1|SLEB
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC115632698|XP_030385795.1|SLEB
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC115632700|XP_030385796.1|SLEB
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC115632701|XP_030385797.1|SLEB
OG0000046	LOC117898099|XP_034663170.1|DSUB, LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB, LOC117892077|XP_034653957.1|DSUB, LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC115631261|XP_030383836.1|SLEB
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC115632503|XP_030385556.1|SLEB
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC115626702|XP_030377994.1|SLEB
OG0000047	LOC117891376|XP_034652704.1|DSUB, LOC117895380|XP_034658890.1|DSUB	LOC115622391|XP_030372176.1|SLEB
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB
OG0000048	LOC117894523|XP_034657528.1|DSUB	LOC115632620|XP_030385708.1|SLEB
OG0000048	LOC117894537|XP_034657548.1|DSUB	LOC115632159|XP_030385047.1|SLEB
OG0000049	LOC117898481|XP_034663808.1|DSUB	LOC115625514|XP_030376439.1|SLEB
OG0000049	LOC117898484|XP_034663812.1|DSUB	LOC115631187|XP_030383738.1|SLEB
OG0000049	LOC117898479|XP_034663805.1|DSUB	LOC115625469|XP_030376378.1|SLEB
OG0000049	LOC117899170|XP_034664920.1|DSUB	LOC115625232|XP_030376077.1|SLEB
OG0000049	LOC117898482|XP_034663809.1|DSUB	LOC115621014|XP_030370394.1|SLEB
OG0000050	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB	LOC115632844|XP_030385961.1|SLEB
OG0000050	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB	LOC115632845|XP_030385962.1|SLEB
OG0000050	LOC117893220|XP_034655645.1|DSUB	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB
OG0000051	LOC117896438|XP_034660657.1|DSUB	LOC115624036|XP_030374474.1|SLEB
OG0000051	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB	LOC115620987|XP_030370367.1|SLEB
OG0000052	LOC117898169|XP_034663268.1|DSUB, LOC117898249|XP_034663387.1|DSUB	LOC115621355|XP_030370842.1|SLEB
OG0000052	LOC117892469|XP_034654613.1|DSUB, LOC117892468|XP_034654612.1|DSUB	LOC115621366|XP_030370854.1|SLEB
OG0000053	LOC117890537|XP_034651353.1|DSUB	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB
OG0000053	LOC117890535|XP_034651347.1|DSUB	LOC115634038|XP_030387442.1|SLEB
OG0000053	LOC117890534|XP_034651344.1|DSUB	LOC115634037|XP_030387441.1|SLEB
OG0000053	LOC117890538|XP_034651354.1|DSUB	LOC115634626|XP_030388341.1|SLEB
OG0000054	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB
OG0000054	LOC117898651|XP_034664113.1|DSUB	LOC115623633|XP_030373934.1|SLEB
OG0000054	LOC117898655|XP_034664119.1|DSUB, LOC117898654|XP_034664118.1|DSUB	LOC115624033|XP_030374471.1|SLEB
OG0000056	LOC117898462|XP_034663775.1|DSUB	LOC115626734|XP_030378039.1|SLEB
OG0000056	LOC117898463|XP_034663777.1|DSUB, LOC117898461|XP_034663774.1|DSUB	LOC115626727|XP_030378033.1|SLEB
OG0000056	LOC117897244|XP_034661856.1|DSUB, LOC117897243|XP_034661853.1|DSUB	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB
OG0000058	LOC117902360|XP_034669563.1|DSUB, LOC117902358|XP_034669561.1|DSUB, LOC117890151|XP_034650732.1|DSUB, LOC117902359|XP_034669562.1|DSUB	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB
OG0000058	LOC117894861|XP_034658013.1|DSUB	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC117897005|XP_034661462.1|DSUB	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC117896652|XP_034660989.1|DSUB	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC117896696|XP_034661039.1|DSUB	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC117903129|XP_034670852.1|DSUB	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC117901895|XP_034668749.1|DSUB	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC117896666|XP_034661004.1|DSUB	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC117896503|XP_034660743.1|DSUB	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC117891116|XP_034652214.1|DSUB	LOC115629360|XP_030381672.1|SLEB
OG0000061	LOC117901880|XP_034668728.1|DSUB	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC117901832|XP_034668656.1|DSUB	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC117903497|XP_034671468.1|DSUB	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC117901308|XP_034667909.1|DSUB	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000062	LOC117902037|XP_034668991.1|DSUB	LOC115626105|XP_030377218.1|SLEB
