Orthogroup	DSUB.longest_only	DSUP.longest_only
OG0000003	LOC117890142|XP_034650721.1|DSUB	LOC119548975|XP_037712493.1|DSUP
OG0000003	LOC117890987|XP_034652029.1|DSUB	LOC119549751|XP_037713922.1|DSUP, LOC119549192|XP_037712949.1|DSUP, LOC119549585|XP_037713671.1|DSUP
OG0000003	LOC117890986|XP_034652027.1|DSUB	LOC119549194|XP_037712951.1|DSUP, LOC119550953|XP_037715907.1|DSUP
OG0000003	LOC117890988|XP_034652030.1|DSUB	LOC119549586|XP_037713672.1|DSUP
OG0000003	LOC117890991|XP_034652033.1|DSUB	LOC119551761|XP_037717216.1|DSUP
OG0000003	LOC117890982|XP_034652022.1|DSUB	LOC119551759|XP_037717214.1|DSUP, LOC119551760|XP_037717215.1|DSUP
OG0000003	LOC117900241|XP_034666421.1|DSUB	LOC119546510|XP_037708761.1|DSUP
OG0000004	LOC117899981|XP_034666041.1|DSUB	LOC119559238|XP_037728236.1|DSUP, LOC119561506|XP_037731085.1|DSUP
OG0000005	LOC117901442|XP_034668076.1|DSUB	LOC119559204|XP_037728202.1|DSUP, LOC119559203|XP_037728200.1|DSUP, LOC119547991|XP_037710975.1|DSUP, LOC119559202|XP_037728198.1|DSUP, LOC119547992|XP_037710977.1|DSUP, LOC119559198|XP_037728191.1|DSUP, LOC119561464|XP_037731045.1|DSUP, LOC119546625|XP_037708992.1|DSUP, LOC119561418|XP_037731001.1|DSUP, LOC119548248|XP_037711317.1|DSUP, LOC119559195|XP_037728185.1|DSUP, LOC119559194|XP_037728183.1|DSUP, LOC119547945|XP_037710922.1|DSUP, LOC119559201|XP_037728196.1|DSUP, LOC119559197|XP_037728189.1|DSUP, LOC119547944|XP_037710920.1|DSUP, LOC119559200|XP_037728193.1|DSUP, LOC119546493|XP_037708718.1|DSUP, LOC119561417|XP_037730999.1|DSUP, LOC119561470|XP_037731051.1|DSUP, LOC119561465|XP_037731047.1|DSUP, LOC119559196|XP_037728187.1|DSUP, LOC119561467|XP_037731049.1|DSUP, LOC119546624|XP_037708989.1|DSUP, LOC119561415|XP_037730997.1|DSUP, LOC119559588|XP_037728530.1|DSUP
OG0000005	LOC117900068|XP_034666166.1|DSUB	LOC119559217|XP_037728216.1|DSUP, LOC119559243|XP_037728242.1|DSUP, LOC119559230|XP_037728229.1|DSUP, LOC119559236|XP_037728234.1|DSUP, LOC119559223|XP_037728222.1|DSUP, LOC119559229|XP_037728228.1|DSUP, LOC119559222|XP_037728221.1|DSUP
OG0000006	LOC117901441|XP_034668075.1|DSUB	LOC119559188|XP_037728177.1|DSUP, LOC119559189|XP_037728178.1|DSUP, LOC119559257|XP_037728256.1|DSUP
OG0000007	LOC117894702|XP_034657776.1|DSUB	LOC119555653|XP_037723160.1|DSUP
OG0000007	LOC117894589|XP_034657628.1|DSUB	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC117900834|XP_034667236.1|DSUB	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC117890133|XP_034650711.1|DSUB	LOC119550735|XP_037715578.1|DSUP
OG0000007	LOC117897982|XP_034662985.1|DSUB	LOC119546637|XP_037709013.1|DSUP
OG0000007	LOC117900835|XP_034667237.1|DSUB	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC117894709|XP_034657781.1|DSUB	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC117901609|XP_034668319.1|DSUB	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP, LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC117894593|XP_034657634.1|DSUB	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC117896362|XP_034660529.1|DSUB	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC117895169|XP_034658523.1|DSUB	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC117895168|XP_034658522.1|DSUB	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC117902083|XP_034669067.1|DSUB	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC117895171|XP_034658525.1|DSUB	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB	LOC119560392|XP_037729748.1|DSUP, LOC119560143|XP_037729425.1|DSUP
OG0000008	LOC117898640|XP_034664094.1|DSUB	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC117898634|XP_034664087.1|DSUB	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC117898636|XP_034664090.1|DSUB	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC117896628|XP_034660961.1|DSUB	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC117898287|XP_034663434.1|DSUB	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC117899151|XP_034664850.1|DSUB	LOC119545681|XP_037707348.1|DSUP
OG0000009	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB	LOC119560408|XP_037729769.1|DSUP, LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC117890282|XP_034650935.1|DSUB	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC117896426|XP_034660636.1|DSUB	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC117892376|XP_034654476.1|DSUB	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC117892374|XP_034654475.1|DSUB	LOC119547540|XP_037710365.1|DSUP, LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC117899454|XP_034665355.1|DSUB	LOC119548250|XP_037711321.1|DSUP
OG0000011	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB	LOC119548026|XP_037711028.1|DSUP, LOC119547062|XP_037709672.1|DSUP, LOC119558003|XP_037727039.1|DSUP, LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP, LOC119548364|XP_037711508.1|DSUP, LOC119546642|XP_037709016.1|DSUP, LOC119546643|XP_037709017.1|DSUP, LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP, LOC119555043|XP_037722157.1|DSUP, LOC119555066|XP_037722201.1|DSUP, LOC119557843|XP_037726753.1|DSUP, LOC119560943|XP_037730609.1|DSUP, LOC119554642|XP_037721569.1|DSUP, LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP, LOC119553270|XP_037719489.1|DSUP, LOC119554912|XP_037721943.1|DSUP, LOC119555170|XP_037722349.1|DSUP, LOC119555608|XP_037723034.1|DSUP, LOC119546892|XP_037709441.1|DSUP, LOC119547187|XP_037709849.1|DSUP, LOC119548093|XP_037711109.1|DSUP, LOC119547435|XP_037710223.1|DSUP, LOC119546050|XP_037708041.1|DSUP, LOC119548232|XP_037711301.1|DSUP, LOC119547347|XP_037710088.1|DSUP, LOC119556682|XP_037724981.1|DSUP, LOC119556749|XP_037725099.1|DSUP
OG0000011	LOC117893712|XP_034656290.1|DSUB	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC117894953|XP_034658172.1|DSUB	LOC119555960|XP_037723606.1|DSUP, LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC117897187|XP_034661778.1|DSUB	LOC119554762|XP_037721730.1|DSUP
OG0000012	LOC117892204|XP_034654190.1|DSUB	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC117892205|XP_034654193.1|DSUB	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC117892198|XP_034654182.1|DSUB	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC117892199|XP_034654185.1|DSUB	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB	LOC119550209|XP_037714688.1|DSUP, LOC119551068|XP_037716119.1|DSUP, LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC117892200|XP_034654187.1|DSUB	LOC119551639|XP_037716997.1|DSUP, LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC117891062|XP_034652125.1|DSUB	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC117891063|XP_034652127.1|DSUB	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC117891061|XP_034652124.1|DSUB	LOC119551850|XP_037717352.1|DSUP, LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC117891058|XP_034652122.1|DSUB	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC117891064|XP_034652128.1|DSUB	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC117890717|XP_034651649.1|DSUB	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC117896187|XP_034660170.1|DSUB	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC117896516|XP_034660775.1|DSUB	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC117895334|XP_034658799.1|DSUB	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC117898536|XP_034663901.1|DSUB	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000015	LOC117902318|XP_034669497.1|DSUB	LOC119550622|XP_037715380.1|DSUP
OG0000016	LOC117899529|XP_034665488.1|DSUB	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC117889984|XP_034650458.1|DSUB	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC117898309|XP_034663475.1|DSUB	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC117892105|XP_034654005.1|DSUB	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC117903845|XP_034672195.1|DSUB	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC117890476|XP_034651231.1|DSUB	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC117898432|XP_034663715.1|DSUB	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC117893424|XP_034655932.1|DSUB	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC117892719|XP_034655033.1|DSUB	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC117890423|XP_034651134.1|DSUB	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC117891086|XP_034652156.1|DSUB	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC117890435|XP_034651155.1|DSUB	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC117892462|XP_034654603.1|DSUB	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC119554784|XP_037721757.1|DSUP
OG0000018	LOC117895268|XP_034658682.1|DSUB	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP
OG0000019	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC117899361|XP_034665230.1|DSUB	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB	LOC119545696|XP_037707377.1|DSUP, LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP, LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP, LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC117901489|XP_034668148.1|DSUB	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC117901231|XP_034667794.1|DSUB	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC119560336|XP_037729656.1|DSUP
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC117892920|XP_034655126.1|DSUB	LOC119553490|XP_037719826.1|DSUP, LOC119555408|XP_037722693.1|DSUP
OG0000022	LOC117892921|XP_034655127.1|DSUB	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC117892919|XP_034655125.1|DSUB	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC119559780|XP_037728787.1|DSUP
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC117896151|XP_034660118.1|DSUB	LOC119559786|XP_037728794.1|DSUP
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC117889935|XP_034650357.1|DSUB	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC117889933|XP_034650355.1|DSUB	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC117901026|XP_034667520.1|DSUB, LOC117890855|XP_034651836.1|DSUB	LOC119556135|XP_037723954.1|DSUP
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC117903905|XP_034672302.1|DSUB	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB	LOC119561040|XP_037730797.1|DSUP
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB	LOC119555148|XP_037722304.1|DSUP
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC117894530|XP_034657538.1|DSUB	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC117890176|XP_034650765.1|DSUB	LOC119550971|XP_037715934.1|DSUP, LOC119549481|XP_037713512.1|DSUP, LOC119546385|XP_037708552.1|DSUP
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC119548587|XP_037711848.1|DSUP, LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC117901337|XP_034667938.1|DSUB	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC119558624|XP_037727958.1|DSUP, LOC119549822|XP_037714028.1|DSUP, LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC119548568|XP_037711813.1|DSUP, LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC117898606|XP_034664047.1|DSUB	LOC119559968|XP_037729132.1|DSUP
OG0000032	LOC117898607|XP_034664048.1|DSUB	LOC119559770|XP_037728775.1|DSUP, LOC119559771|XP_037728776.1|DSUP
OG0000032	LOC117899193|XP_034664947.1|DSUB	LOC119560219|XP_037729506.1|DSUP
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB	LOC119560574|XP_037730023.1|DSUP
OG0000032	LOC117898597|XP_034664035.1|DSUB	LOC119559967|XP_037729131.1|DSUP
OG0000033	LOC117899465|XP_034665372.1|DSUB	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP, LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC117897820|XP_034662764.1|DSUB	LOC119552692|XP_037718345.1|DSUP, LOC119560194|XP_037729486.1|DSUP, LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP, LOC119549866|XP_037714089.1|DSUP
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC119548454|XP_037711646.1|DSUP
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC119546306|XP_037708427.1|DSUP, LOC119563012|XP_037732131.1|DSUP, LOC119552157|XP_037717904.1|DSUP, LOC119563011|XP_037732130.1|DSUP
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC119546951|XP_037709518.1|DSUP
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC119560416|XP_037729780.1|DSUP
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC119555899|XP_037723507.1|DSUP
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC119560377|XP_037729713.1|DSUP
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC119545810|XP_037707622.1|DSUP
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC119549907|XP_037714155.1|DSUP
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC119560063|XP_037729297.1|DSUP, LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC119555136|XP_037722291.1|DSUP
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC119555124|XP_037722276.1|DSUP
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC119560141|XP_037729421.1|DSUP
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC119556467|XP_037724643.1|DSUP
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC119556870|XP_037725271.1|DSUP
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC119555839|XP_037723395.1|DSUP
OG0000040	LOC117897706|XP_034662619.1|DSUB	LOC119556456|XP_037724634.1|DSUP
OG0000040	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC119563112|XP_037732283.1|DSUP
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC119563113|XP_037732284.1|DSUP
OG0000040	LOC117896008|XP_034659896.1|DSUB	LOC119556472|XP_037724654.1|DSUP, LOC119556489|XP_037724679.1|DSUP
OG0000040	LOC117899589|XP_034665598.1|DSUB	LOC119556482|XP_037724666.1|DSUP, LOC119555315|XP_037722571.1|DSUP
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC119552243|XP_037717993.1|DSUP
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC119546490|XP_037708720.1|DSUP
OG0000041	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB	LOC119554437|XP_037721279.1|DSUP, LOC119554447|XP_037721290.1|DSUP, LOC119562401|XP_037731528.1|DSUP
OG0000041	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB	LOC119550675|XP_037715466.1|DSUP
OG0000042	LOC117903839|XP_034672183.1|DSUB	LOC119548723|XP_037712139.1|DSUP
OG0000042	LOC117891862|XP_034653515.1|DSUB	LOC119551176|XP_037716303.1|DSUP
OG0000042	LOC117891861|XP_034653514.1|DSUB	LOC119551178|XP_037716307.1|DSUP
OG0000042	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC119551177|XP_037716304.1|DSUP, LOC119549542|XP_037713620.1|DSUP, LOC119549541|XP_037713619.1|DSUP, LOC119549540|XP_037713618.1|DSUP, LOC119549537|XP_037713608.1|DSUP
OG0000042	LOC117891864|XP_034653517.1|DSUB	LOC119551182|XP_037716311.1|DSUP
OG0000043	LOC117898000|XP_034663019.1|DSUB	LOC119563116|XP_037732288.1|DSUP
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC119562926|XP_037732005.1|DSUP
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC119563115|XP_037732286.1|DSUP
