Orthogroup	DSUB.longest_only	DYAK.longest_only
OG0000013	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000015	LOC117902318|XP_034669497.1|DSUB	LOC6530275|XP_002091207.2|DYAK
OG0000016	LOC117899529|XP_034665488.1|DSUB	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC117889984|XP_034650458.1|DSUB	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC117898309|XP_034663475.1|DSUB	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC117892105|XP_034654005.1|DSUB	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC117903845|XP_034672195.1|DSUB	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC117890476|XP_034651231.1|DSUB	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC117898432|XP_034663715.1|DSUB	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC117893424|XP_034655932.1|DSUB	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC117892719|XP_034655033.1|DSUB	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC117890423|XP_034651134.1|DSUB	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB	LOC6538220|XP_039231078.1|DYAK, LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC117891086|XP_034652156.1|DSUB	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC117890435|XP_034651155.1|DSUB	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC117892462|XP_034654603.1|DSUB	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC117895260|XP_034658672.1|DSUB	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC117895268|XP_034658682.1|DSUB	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000019	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB	LOC6538321|XP_002098848.1|DYAK, LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC6529647|XP_002090641.1|DYAK, LOC6528749|XP_002089784.2|DYAK, LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC117901489|XP_034668148.1|DSUB	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC117901231|XP_034667794.1|DSUB	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC6536819|XP_002097389.1|DYAK
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC117892920|XP_034655126.1|DSUB	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC117892921|XP_034655127.1|DSUB	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC117892919|XP_034655125.1|DSUB	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC6536030|XP_002096645.2|DYAK
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC117889935|XP_034650357.1|DSUB	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC117889933|XP_034650355.1|DSUB	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC117889812|XP_034650181.1|DSUB	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC117890855|XP_034651836.1|DSUB	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC117903905|XP_034672302.1|DSUB	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC117894530|XP_034657538.1|DSUB	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC117890176|XP_034650765.1|DSUB	LOC6528801|XP_002089833.1|DYAK, LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC117901337|XP_034667938.1|DSUB	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC117898601|XP_034664041.1|DSUB	LOC6536792|XP_002097362.1|DYAK
OG0000032	LOC117898606|XP_034664047.1|DSUB	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC117898595|XP_034664033.1|DSUB	LOC6536793|XP_002097363.1|DYAK
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC117898597|XP_034664035.1|DSUB	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC117899465|XP_034665372.1|DSUB	LOC6538141|XP_039231494.1|DYAK, LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC117897820|XP_034662764.1|DSUB	LOC6534298|XP_002094979.1|DYAK, LOC6535950|XP_002096566.1|DYAK, LOC6531400|XP_002092203.1|DYAK, LOC6531401|XP_002092204.1|DYAK
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC6531351|XP_002092155.1|DYAK, LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC117902581|XP_034669969.1|DSUB	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC6536871|XP_002097440.2|DYAK, LOC6529821|XP_002090802.3|DYAK, LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC6527117|XP_002088210.1|DYAK
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC6535647|XP_002096275.2|DYAK, LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC117897706|XP_034662619.1|DSUB	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC117896008|XP_034659896.1|DSUB	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC117899589|XP_034665598.1|DSUB	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB	LOC6538543|XP_002099065.1|DYAK, LOC6538542|XP_002099064.1|DYAK, LOC6538540|XP_002099062.1|DYAK, LOC6538541|XP_002099063.1|DYAK
OG0000041	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB	LOC6538533|XP_002099055.1|DYAK
OG0000042	LOC117903839|XP_034672183.1|DSUB	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC117891862|XP_034653515.1|DSUB	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC117891861|XP_034653514.1|DSUB	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC6531111|XP_002091945.1|DYAK, LOC6531109|XP_039228701.1|DYAK, LOC6531110|XP_002091944.2|DYAK
OG0000042	LOC117891864|XP_034653517.1|DSUB	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC117898000|XP_034663019.1|DSUB	LOC6536588|XP_002097164.1|DYAK
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC6536590|XP_002097166.1|DYAK
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC6536589|XP_002097165.1|DYAK
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC6536584|XP_002097160.1|DYAK
OG0000043	LOC117898867|XP_034664437.1|DSUB	LOC6536592|XP_002097168.1|DYAK, LOC6536593|XP_039231638.1|DYAK, LOC6539005|XP_002099507.1|DYAK
OG0000043	LOC117897193|XP_034661785.1|DSUB	LOC6536594|XP_002097170.1|DYAK
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC6538530|XP_002099052.1|DYAK
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC6538526|XP_002099048.1|DYAK, LOC6538525|XP_002099047.1|DYAK
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC6538529|XP_002099051.1|DYAK, LOC6538527|XP_002099049.1|DYAK, LOC6538528|XP_002099050.1|DYAK
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC6537407|XP_002097963.3|DYAK
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC6533631|XP_002094338.1|DYAK
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC6533265|XP_002093991.2|DYAK
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC6533264|XP_002093990.1|DYAK
OG0000046	LOC117898099|XP_034663170.1|DSUB	LOC6535912|XP_002096528.1|DYAK
OG0000046	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB	LOC6525175|XP_002101013.1|DYAK, LOC6525174|XP_002101012.1|DYAK
OG0000046	LOC117892077|XP_034653957.1|DSUB	LOC6525176|XP_002101014.2|DYAK
OG0000046	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC6537904|XP_002098445.2|DYAK, LOC6537905|XP_039232534.1|DYAK, LOC6537903|XP_002098444.1|DYAK, LOC6537902|XP_002098443.2|DYAK, LOC6537901|XP_002098442.1|DYAK, LOC6530015|XP_002090961.3|DYAK
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC6531393|XP_002092196.1|DYAK
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC6531396|XP_002092199.1|DYAK
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC6529920|XP_002090877.1|DYAK
OG0000047	LOC117893757|XP_034656383.1|DSUB	LOC6533594|XP_002094302.1|DYAK
OG0000047	LOC117891376|XP_034652704.1|DSUB	LOC6529913|XP_002090870.1|DYAK
OG0000047	LOC117895380|XP_034658890.1|DSUB	LOC6533595|XP_002094303.1|DYAK
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC6539501|XP_002086390.1|DYAK, LOC26534611|XP_015045057.1|DYAK
