Orthogroup	DSUB.longest_only	DELE.longest_only
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC117895268|XP_034658682.1|DSUB	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE
OG0000019	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC117899361|XP_034665230.1|DSUB	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC108139069|XP_017117181.1|DELE, LOC108149435|XP_017132505.1|DELE
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC117901489|XP_034668148.1|DSUB	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC117901231|XP_034667794.1|DSUB	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC108134787|XP_017110724.1|DELE
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC117892920|XP_034655126.1|DSUB	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC117892921|XP_034655127.1|DSUB	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC117892919|XP_034655125.1|DSUB	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC117896151|XP_034660118.1|DSUB	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC117889935|XP_034650357.1|DSUB	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC117889933|XP_034650355.1|DSUB	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC117890855|XP_034651836.1|DSUB	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC117903905|XP_034672302.1|DSUB	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC117894530|XP_034657538.1|DSUB	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC117890176|XP_034650765.1|DSUB	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC117901337|XP_034667938.1|DSUB	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC117898606|XP_034664047.1|DSUB	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC117898607|XP_034664048.1|DSUB	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC117899193|XP_034664947.1|DSUB	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB	LOC108134776|XP_017110712.1|DELE
OG0000032	LOC117898597|XP_034664035.1|DSUB	LOC108141567|XP_017120502.1|DELE
OG0000033	LOC117899465|XP_034665372.1|DSUB	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC117897820|XP_034662764.1|DSUB	LOC108135468|XP_017111699.1|DELE, LOC108135862|XP_017112252.1|DELE, LOC108137918|XP_017115348.1|DELE
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC117897706|XP_034662619.1|DSUB	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC117896008|XP_034659896.1|DSUB	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB	LOC108143777|XP_017123793.1|DELE, LOC108143759|XP_017123778.1|DELE
OG0000041	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB	LOC108143886|XP_017123949.1|DELE
OG0000042	LOC117903839|XP_034672183.1|DSUB	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC117891862|XP_034653515.1|DSUB	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC117891861|XP_034653514.1|DSUB	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC108139199|XP_017117331.1|DELE, LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC117891864|XP_034653517.1|DSUB	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC117898000|XP_034663019.1|DSUB	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC117898867|XP_034664437.1|DSUB	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE
OG0000043	LOC117897193|XP_034661785.1|DSUB	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC108143753|XP_017123772.1|DELE, LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC108143771|XP_017123788.1|DELE, LOC108143751|XP_017123771.1|DELE, LOC108143749|XP_017123769.1|DELE
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC117898099|XP_034663170.1|DSUB	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB	LOC108134821|XP_017110764.1|DELE, LOC108134933|XP_017110942.1|DELE
OG0000046	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC108147306|XP_017129219.1|DELE, LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE
OG0000047	LOC117893757|XP_034656383.1|DSUB	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC117891376|XP_034652704.1|DSUB	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC117895380|XP_034658890.1|DSUB	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE
OG0000048	LOC117894523|XP_034657528.1|DSUB	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC117894537|XP_034657548.1|DSUB	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC117898484|XP_034663812.1|DSUB	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC117898479|XP_034663805.1|DSUB	LOC108140391|XP_017118587.1|DELE
OG0000049	LOC117899170|XP_034664920.1|DSUB	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC117898482|XP_034663809.1|DSUB	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC117892195|XP_034654177.1|DSUB	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC117893228|XP_034655655.1|DSUB	LOC108143123|XP_017122853.1|DELE
OG0000050	LOC117893221|XP_034655647.1|DSUB	LOC108143198|XP_017122940.1|DELE
OG0000050	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB	LOC108143121|XP_017122851.1|DELE
OG0000050	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB	LOC108143197|XP_017122939.1|DELE
OG0000050	LOC117893220|XP_034655645.1|DSUB	LOC108143120|XP_017122849.1|DELE
OG0000050	LOC117893224|XP_034655652.1|DSUB	LOC108143122|XP_017122852.1|DELE
OG0000051	LOC117896438|XP_034660657.1|DSUB	LOC108143756|XP_017123775.1|DELE
OG0000051	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB	LOC108143275|XP_017123079.1|DELE
OG0000051	LOC117898770|XP_034664295.1|DSUB, LOC117898095|XP_034663165.1|DSUB	LOC108136096|XP_017112560.1|DELE, LOC108141560|XP_017120493.1|DELE
OG0000052	LOC117898169|XP_034663268.1|DSUB	LOC108135036|XP_017111063.1|DELE, LOC108136729|XP_017113543.1|DELE
OG0000052	LOC117898249|XP_034663387.1|DSUB	LOC108135035|XP_017111062.1|DELE, LOC108135034|XP_017111060.1|DELE, LOC108135047|XP_017111075.1|DELE, LOC108135173|XP_017111287.1|DELE
OG0000052	LOC117892469|XP_034654613.1|DSUB	LOC108145160|XP_017125875.1|DELE
OG0000052	LOC117892468|XP_034654612.1|DSUB	LOC108145159|XP_017125874.1|DELE
OG0000053	LOC117890537|XP_034651353.1|DSUB	LOC108145358|XP_017126240.1|DELE
OG0000053	LOC117890535|XP_034651347.1|DSUB	LOC108145357|XP_017126239.1|DELE
OG0000053	LOC117890534|XP_034651344.1|DSUB	LOC108145356|XP_017126238.1|DELE
OG0000053	LOC117890538|XP_034651354.1|DSUB	LOC108145362|XP_017126243.1|DELE
OG0000054	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB	LOC108140678|XP_017119113.1|DELE
OG0000054	LOC117898651|XP_034664113.1|DSUB	LOC108140358|XP_017118542.1|DELE, LOC108140357|XP_017118541.1|DELE
OG0000054	LOC117898655|XP_034664119.1|DSUB	LOC108140635|XP_017119043.1|DELE
