Orthogroup	DSUB.longest_only	DSIM.longest_only
OG0000003	LOC117890988|XP_034652030.1|DSUB	LOC6734554|XP_039147555.1|DSIM
OG0000003	LOC117890991|XP_034652033.1|DSUB	LOC6733557|XP_016026506.1|DSIM
OG0000003	LOC117890982|XP_034652022.1|DSUB	LOC6733555|XP_039148197.1|DSIM
OG0000003	LOC117900241|XP_034666421.1|DSUB	LOC6731100|XP_002078257.3|DSIM
OG0000005	LOC117901442|XP_034668076.1|DSUB	LOC120285806|XP_039154356.1|DSIM, LOC120285548|XP_039154138.1|DSIM, LOC120285275|XP_039152669.1|DSIM, LOC120285808|XP_039154358.1|DSIM, LOC120285276|XP_039152679.1|DSIM, LOC120285549|XP_039154139.1|DSIM, LOC27207875|XP_039154141.1|DSIM, LOC120285271|XP_039152664.1|DSIM, LOC120285267|XP_039152656.1|DSIM, LOC120285804|XP_039154354.1|DSIM, LOC6740385|XP_002077244.1|DSIM, LOC120285805|XP_039154355.1|DSIM, LOC120285550|XP_039154140.1|DSIM, LOC120285279|XP_039152693.1|DSIM, LOC120285268|XP_039152661.1|DSIM, LOC120285547|XP_039154137.1|DSIM, LOC120285807|XP_039154357.1|DSIM
OG0000006	LOC117901441|XP_034668075.1|DSUB	LOC120285545|XP_039154135.1|DSIM
OG0000006	LOC117902681|XP_034670104.1|DSUB	LOC120285801|XP_039154351.1|DSIM
OG0000007	LOC117894702|XP_034657776.1|DSUB	LOC6738477|XP_016032322.1|DSIM
OG0000007	LOC117894589|XP_034657628.1|DSUB	LOC6736956|XP_002083803.1|DSIM
OG0000007	LOC117900834|XP_034667236.1|DSUB	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC117890133|XP_034650711.1|DSUB	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC117897982|XP_034662985.1|DSUB	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM, LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM
OG0000007	LOC117900835|XP_034667237.1|DSUB	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC117894709|XP_034657781.1|DSUB	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC117901609|XP_034668319.1|DSUB	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC117894591|XP_034657631.1|DSUB	LOC6736957|XP_016030597.1|DSIM
OG0000007	LOC117894593|XP_034657634.1|DSUB	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC117896362|XP_034660529.1|DSUB	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC117895169|XP_034658523.1|DSUB	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC117895168|XP_034658522.1|DSUB	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC117902083|XP_034669067.1|DSUB	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC117895171|XP_034658525.1|DSUB	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM
OG0000008	LOC117898640|XP_034664094.1|DSUB	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC117898634|XP_034664087.1|DSUB	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC117898636|XP_034664090.1|DSUB	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC117896628|XP_034660961.1|DSUB	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC117898287|XP_034663434.1|DSUB	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB	LOC6727423|XP_016033975.1|DSIM, LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB	LOC6736925|XP_002083772.1|DSIM, LOC6736926|XP_002083773.1|DSIM
OG0000009	LOC117890282|XP_034650935.1|DSUB	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC117896426|XP_034660636.1|DSUB	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC117892376|XP_034654476.1|DSUB	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC117892374|XP_034654475.1|DSUB	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM
OG0000011	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB	LOC6730832|XP_016023246.1|DSIM, LOC6730831|XP_002077997.2|DSIM, LOC27207823|XP_016023441.1|DSIM, LOC27206207|XP_039149631.1|DSIM, LOC27208543|XP_016037023.1|DSIM, LOC27207879|XP_016023440.1|DSIM, LOC27208182|XP_016025194.2|DSIM, LOC6732545|XP_016025201.1|DSIM, LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM
OG0000011	LOC117893712|XP_034656290.1|DSUB	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC117894953|XP_034658172.1|DSUB	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC117897187|XP_034661778.1|DSUB	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC117892204|XP_034654190.1|DSUB	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC117892205|XP_034654193.1|DSUB	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC117892198|XP_034654182.1|DSUB	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC117892199|XP_034654185.1|DSUB	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC117892200|XP_034654187.1|DSUB	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC117891062|XP_034652125.1|DSUB	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC117891063|XP_034652127.1|DSUB	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC117891061|XP_034652124.1|DSUB	LOC6734133|XP_002081162.3|DSIM, LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC117891058|XP_034652122.1|DSUB	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC117891064|XP_034652128.1|DSUB	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC117890717|XP_034651649.1|DSUB	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC117896187|XP_034660170.1|DSUB	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC117896516|XP_034660775.1|DSUB	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC117895334|XP_034658799.1|DSUB	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC117898536|XP_034663901.1|DSUB	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000015	LOC117902318|XP_034669497.1|DSUB	LOC27206160|XP_016027033.1|DSIM
OG0000016	LOC117899529|XP_034665488.1|DSUB	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC117889984|XP_034650458.1|DSUB	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC117898309|XP_034663475.1|DSUB	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC117892105|XP_034654005.1|DSUB	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC117903845|XP_034672195.1|DSUB	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC117890476|XP_034651231.1|DSUB	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC117898432|XP_034663715.1|DSUB	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC117893424|XP_034655932.1|DSUB	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC117892719|XP_034655033.1|DSUB	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC117890423|XP_034651134.1|DSUB	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC117891086|XP_034652156.1|DSUB	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC117890435|XP_034651155.1|DSUB	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC117892462|XP_034654603.1|DSUB	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC117895264|XP_034658678.1|DSUB	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC117895260|XP_034658672.1|DSUB	LOC6736987|XP_002083834.1|DSIM
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC6736982|XP_002083829.1|DSIM
OG0000019	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC117899339|XP_034665171.1|DSUB	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC117899361|XP_034665230.1|DSUB	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM, LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC117901489|XP_034668148.1|DSUB	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC117901231|XP_034667794.1|DSUB	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC6728358|XP_016034980.1|DSIM
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC117892920|XP_034655126.1|DSUB	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC117892921|XP_034655127.1|DSUB	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC117892919|XP_034655125.1|DSUB	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC117896150|XP_034660117.1|DSUB	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC117896149|XP_034660116.1|DSUB	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC117889935|XP_034650357.1|DSUB	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC117889933|XP_034650355.1|DSUB	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC117889812|XP_034650181.1|DSUB	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC117901026|XP_034667520.1|DSUB, LOC117890855|XP_034651836.1|DSUB	LOC27207833|XP_016038650.1|DSIM
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC117903905|XP_034672302.1|DSUB	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC117902556|XP_034669889.1|DSUB	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC117894530|XP_034657538.1|DSUB	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC117890176|XP_034650765.1|DSUB	LOC6733757|XP_002080801.1|DSIM, LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC6731962|XP_016024641.1|DSIM, LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC117901337|XP_034667938.1|DSUB	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC117898606|XP_034664047.1|DSUB	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC117898607|XP_034664048.1|DSUB	LOC6728383|XP_002103731.2|DSIM, LOC6728381|XP_016034991.1|DSIM
OG0000032	LOC117899193|XP_034664947.1|DSUB	LOC6728387|XP_039151488.1|DSIM
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC117899465|XP_034665372.1|DSUB	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC117897820|XP_034662764.1|DSUB	LOC6738496|XP_002085302.1|DSIM, LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM, LOC6734776|XP_002081779.1|DSIM, LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC117902581|XP_034669969.1|DSUB	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC6731186|XP_002078345.3|DSIM
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC6727491|XP_002102871.2|DSIM, LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC27207643|XP_016039311.1|DSIM
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC6740324|XP_002077196.2|DSIM
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC6725586|XP_039153235.1|DSIM
OG0000040	LOC117897706|XP_034662619.1|DSUB	LOC6727642|XP_002103019.1|DSIM
OG0000040	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC6728556|XP_002103897.1|DSIM
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC6728557|XP_002103898.1|DSIM
OG0000040	LOC117896008|XP_034659896.1|DSUB	LOC6727641|XP_002103018.1|DSIM
OG0000040	LOC117899589|XP_034665598.1|DSUB	LOC6727640|XP_016034235.1|DSIM
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC6727638|XP_002103015.1|DSIM
OG0000040	LOC117899356|XP_034665219.1|DSUB	LOC6730355|XP_002105637.2|DSIM
OG0000041	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB	LOC6729586|XP_002104894.1|DSIM, LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM, LOC6729591|XP_002104899.1|DSIM, LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM
OG0000041	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB	LOC6729598|XP_002104906.1|DSIM
OG0000042	LOC117903839|XP_034672183.1|DSUB	LOC27209427|XP_016038683.1|DSIM
OG0000042	LOC117891862|XP_034653515.1|DSUB	LOC6735085|XP_039148041.1|DSIM
OG0000042	LOC117891861|XP_034653514.1|DSUB	LOC6735089|XP_039148042.1|DSIM
OG0000042	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM, LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM
OG0000042	LOC117891864|XP_034653517.1|DSUB	LOC6735090|XP_016028363.1|DSIM
OG0000043	LOC117898000|XP_034663019.1|DSUB	LOC27207593|XP_016035207.2|DSIM
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC6728570|XP_016035206.2|DSIM
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC6728571|XP_002103912.1|DSIM
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC6728574|XP_002103915.1|DSIM
OG0000043	LOC117898867|XP_034664437.1|DSUB	LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC6729601|XP_016036243.1|DSIM
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC6729605|XP_002104913.1|DSIM, LOC6729606|XP_002104914.1|DSIM
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC6729602|XP_016036244.1|DSIM, LOC6729604|XP_002104912.1|DSIM, LOC6729603|XP_016036245.1|DSIM
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC6728484|XP_016035123.1|DSIM
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC27207701|XP_016031376.1|DSIM
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC6737082|XP_002083929.1|DSIM
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC6737081|XP_002083928.1|DSIM
OG0000046	LOC117898099|XP_034663170.1|DSUB	LOC6727218|XP_002102610.2|DSIM
OG0000046	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB	LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM
OG0000046	LOC117892077|XP_034653957.1|DSUB	LOC6726459|XP_016040040.1|DSIM
OG0000046	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC6729249|XP_002104570.1|DSIM, LOC6729250|XP_016035903.2|DSIM, LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC6734785|XP_039147648.1|DSIM
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC6734782|XP_002081785.2|DSIM
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC6734347|XP_002081368.2|DSIM
OG0000047	LOC117893757|XP_034656383.1|DSUB	LOC27206290|XP_016031336.1|DSIM
OG0000047	LOC117891376|XP_034652704.1|DSUB	LOC6734356|XP_002081377.1|DSIM
OG0000047	LOC117895380|XP_034658890.1|DSUB	LOC6737553|XP_016031338.1|DSIM
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC6738296|XP_002085107.2|DSIM, LOC6738295|XP_002085106.1|DSIM
OG0000048	LOC117894523|XP_034657528.1|DSUB	LOC6738287|XP_039149226.1|DSIM
OG0000048	LOC117894537|XP_034657548.1|DSUB	LOC6738291|XP_002085102.1|DSIM
OG0000049	LOC117898484|XP_034663812.1|DSUB	LOC6727737|XP_002103099.1|DSIM
OG0000049	LOC117898479|XP_034663805.1|DSUB	LOC6727738|XP_002103100.1|DSIM
