Orthogroup	DSUB.longest_only	DALB.longest_only
OG0000003	LOC117890142|XP_034650721.1|DSUB	LOC117572199|XP_034110745.1|DALB, LOC117572196|XP_034110742.1|DALB, LOC117572200|XP_034110747.1|DALB, LOC117572197|XP_034110743.1|DALB, LOC117572198|XP_034110744.1|DALB
OG0000003	LOC117890987|XP_034652029.1|DSUB	LOC117566350|XP_034101727.1|DALB, LOC117566352|XP_034101730.1|DALB, LOC117566353|XP_034101731.1|DALB
OG0000003	LOC117890988|XP_034652030.1|DSUB	LOC117566351|XP_034101728.1|DALB
OG0000003	LOC117890991|XP_034652033.1|DSUB	LOC117570242|XP_034107635.1|DALB
OG0000003	LOC117890982|XP_034652022.1|DSUB	LOC117569608|XP_034106735.1|DALB, LOC117569606|XP_034106733.1|DALB, LOC117569607|XP_034106734.1|DALB, LOC117569605|XP_034106730.1|DALB
OG0000003	LOC117900241|XP_034666421.1|DSUB	LOC117564506|XP_034099214.1|DALB, LOC117563737|XP_034098107.1|DALB, LOC117564505|XP_034099213.1|DALB
OG0000005	LOC117901442|XP_034668076.1|DSUB	LOC117564292|XP_034098881.1|DALB, LOC117566020|XP_034101339.1|DALB, LOC117565596|XP_034100687.1|DALB, LOC117564296|XP_034098886.1|DALB, LOC117564288|XP_034098878.1|DALB, LOC117564293|XP_034098882.1|DALB, LOC117566149|XP_034101527.1|DALB, LOC117564294|XP_034098883.1|DALB, LOC117564290|XP_034098880.1|DALB, LOC117564295|XP_034098885.1|DALB, LOC117564270|XP_034098864.1|DALB, LOC117566019|XP_034101338.1|DALB, LOC117564289|XP_034098879.1|DALB
OG0000006	LOC117901441|XP_034668075.1|DSUB	LOC117564284|XP_034098874.1|DALB, LOC117563579|XP_034097856.1|DALB
OG0000007	LOC117894702|XP_034657776.1|DSUB	LOC117572105|XP_034110613.1|DALB
OG0000007	LOC117894589|XP_034657628.1|DSUB	LOC117571629|XP_034109744.1|DALB
OG0000007	LOC117890133|XP_034650711.1|DSUB	LOC117569226|XP_034106192.1|DALB, LOC117569228|XP_034106194.1|DALB
OG0000007	LOC117900835|XP_034667237.1|DSUB	LOC117569237|XP_034106201.1|DALB, LOC117569236|XP_034106200.1|DALB
OG0000007	LOC117894709|XP_034657781.1|DSUB, LOC117901609|XP_034668319.1|DSUB	LOC117569229|XP_034106195.1|DALB, LOC117569230|XP_034106196.1|DALB, LOC117569232|XP_034106197.1|DALB, LOC117569244|XP_034106208.1|DALB, LOC117569245|XP_034106210.1|DALB, LOC117569246|XP_034106211.1|DALB, LOC117569242|XP_034106206.1|DALB, LOC117569241|XP_034106205.1|DALB, LOC117569247|XP_034106212.1|DALB, LOC117569243|XP_034106207.1|DALB
OG0000008	LOC117896362|XP_034660529.1|DSUB	LOC117574613|XP_034114391.1|DALB
OG0000008	LOC117895169|XP_034658523.1|DSUB	LOC117570995|XP_034108835.1|DALB
OG0000008	LOC117902083|XP_034669067.1|DSUB	LOC117565304|XP_034100233.1|DALB
OG0000008	LOC117895171|XP_034658525.1|DSUB	LOC117571003|XP_034108844.1|DALB
OG0000008	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB	LOC117574114|XP_034113659.1|DALB, LOC117574112|XP_034113656.1|DALB
OG0000008	LOC117898640|XP_034664094.1|DSUB	LOC117574119|XP_034113664.1|DALB
OG0000008	LOC117898631|XP_034664083.1|DSUB	LOC117574113|XP_034113658.1|DALB
OG0000008	LOC117898634|XP_034664087.1|DSUB	LOC117574115|XP_034113660.1|DALB
OG0000008	LOC117898636|XP_034664090.1|DSUB	LOC117574118|XP_034113663.1|DALB
OG0000009	LOC117896628|XP_034660961.1|DSUB	LOC117574725|XP_034114546.1|DALB
OG0000009	LOC117898287|XP_034663434.1|DSUB	LOC117576401|XP_034117006.1|DALB, LOC117573612|XP_034112801.1|DALB, LOC117574363|XP_034114087.1|DALB
OG0000009	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB	LOC117576404|XP_034117010.1|DALB, LOC117576402|XP_034117007.1|DALB, LOC117576403|XP_034117008.1|DALB, LOC117573339|XP_034112340.1|DALB, LOC117563434|XP_034097659.1|DALB, LOC117563435|XP_034097660.1|DALB
OG0000009	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB	LOC117565287|XP_034100206.1|DALB
OG0000009	LOC117890282|XP_034650935.1|DSUB	LOC117568811|XP_034105563.1|DALB, LOC117569480|XP_034106540.1|DALB, LOC117568587|XP_034105214.1|DALB, LOC117566724|XP_034102158.1|DALB
OG0000009	LOC117892376|XP_034654476.1|DSUB	LOC117566719|XP_034102155.1|DALB, LOC117568670|XP_034105365.1|DALB, LOC117570560|XP_034108181.1|DALB, LOC117571597|XP_034109704.1|DALB, LOC117571595|XP_034109702.1|DALB, LOC117572671|XP_034111579.1|DALB
OG0000009	LOC117892374|XP_034654475.1|DSUB	LOC117565994|XP_034101304.1|DALB
OG0000010	LOC117899454|XP_034665355.1|DSUB	LOC117564299|XP_034098888.1|DALB
OG0000012	LOC117892204|XP_034654190.1|DSUB	LOC117568055|XP_034104297.1|DALB
OG0000012	LOC117892205|XP_034654193.1|DSUB	LOC117571286|XP_034109243.1|DALB, LOC117571761|XP_034110009.1|DALB
OG0000012	LOC117892198|XP_034654182.1|DSUB	LOC117569585|XP_034106704.1|DALB
OG0000012	LOC117892199|XP_034654185.1|DSUB	LOC117568054|XP_034104292.1|DALB
OG0000012	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB, LOC117892200|XP_034654187.1|DSUB	LOC117566746|XP_034102180.1|DALB, LOC117569531|XP_034106625.1|DALB, LOC117571233|XP_034109174.1|DALB, LOC117571638|XP_034109755.1|DALB, LOC117571567|XP_034109667.1|DALB, LOC117566482|XP_034101905.1|DALB, LOC117572244|XP_034110821.1|DALB, LOC117572245|XP_034110822.1|DALB, LOC117568980|XP_034105834.1|DALB, LOC117569102|XP_034106011.1|DALB, LOC117566483|XP_034101906.1|DALB, LOC117572246|XP_034110823.1|DALB, LOC117572247|XP_034110824.1|DALB, LOC117571464|XP_034109506.1|DALB
OG0000012	LOC117891062|XP_034652125.1|DSUB, LOC117891063|XP_034652127.1|DSUB, LOC117891061|XP_034652124.1|DSUB	LOC117571184|XP_034109105.1|DALB
OG0000012	LOC117891058|XP_034652122.1|DSUB, LOC117891064|XP_034652128.1|DSUB	LOC117568519|XP_034105112.1|DALB
OG0000013	LOC117890717|XP_034651649.1|DSUB	LOC117571859|XP_034110145.1|DALB
OG0000013	LOC117896187|XP_034660170.1|DSUB	LOC117563213|XP_034097295.1|DALB
OG0000013	LOC117896516|XP_034660775.1|DSUB	LOC117576138|XP_034116595.1|DALB
OG0000013	LOC117895334|XP_034658799.1|DSUB	LOC117568434|XP_034104988.1|DALB
OG0000013	LOC117898536|XP_034663901.1|DSUB	LOC117573950|XP_034113367.1|DALB
OG0000013	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB	LOC117574170|XP_034113754.1|DALB, LOC117574174|XP_034113755.1|DALB
OG0000015	LOC117902318|XP_034669497.1|DSUB	LOC117565200|XP_034100095.1|DALB, LOC117565000|XP_034099836.1|DALB, LOC117564017|XP_034098508.1|DALB, LOC117565199|XP_034100094.1|DALB, LOC117565001|XP_034099837.1|DALB, LOC117564018|XP_034098509.1|DALB, LOC117564364|XP_034098970.1|DALB, LOC117565647|XP_034100752.1|DALB, LOC117569869|XP_034107100.1|DALB, LOC117569271|XP_034106261.1|DALB
OG0000016	LOC117899529|XP_034665488.1|DSUB	LOC117573987|XP_034113425.1|DALB
OG0000016	LOC117889984|XP_034650458.1|DSUB	LOC117567642|XP_034103639.1|DALB
OG0000016	LOC117898309|XP_034663475.1|DSUB	LOC117574647|XP_034114439.1|DALB
OG0000016	LOC117892105|XP_034654005.1|DSUB	LOC117567926|XP_034104102.1|DALB
OG0000016	LOC117903845|XP_034672195.1|DSUB	LOC117576743|XP_034117709.1|DALB
OG0000016	LOC117890476|XP_034651231.1|DSUB	LOC117567888|XP_034104050.1|DALB
OG0000016	LOC117898432|XP_034663715.1|DSUB	LOC117573754|XP_034113029.1|DALB
OG0000016	LOC117893424|XP_034655932.1|DSUB	LOC117568261|XP_034104638.1|DALB
OG0000017	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB	LOC117571304|XP_034109265.1|DALB, LOC117571750|XP_034109990.1|DALB
OG0000017	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB	LOC117573354|XP_034112370.1|DALB, LOC117574908|XP_034114843.1|DALB, LOC117574957|XP_034114906.1|DALB, LOC117569360|XP_034106383.1|DALB
OG0000017	LOC117891086|XP_034652156.1|DSUB	LOC117568041|XP_034104279.1|DALB
OG0000017	LOC117890435|XP_034651155.1|DSUB	LOC117571751|XP_034109992.1|DALB
OG0000017	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB	LOC117564917|XP_034099761.1|DALB
OG0000018	LOC117895265|XP_034658679.1|DSUB	LOC117569762|XP_034106946.1|DALB
OG0000018	LOC117895258|XP_034658670.1|DSUB	LOC117569760|XP_034106944.1|DALB
OG0000018	LOC117895269|XP_034658684.1|DSUB	LOC117567322|XP_034103120.1|DALB, LOC117569952|XP_034107205.1|DALB, LOC117571893|XP_034110249.1|DALB
OG0000018	LOC117895268|XP_034658682.1|DSUB	LOC117569766|XP_034106951.1|DALB
OG0000018	LOC117895272|XP_034658688.1|DSUB	LOC117569729|XP_034106893.1|DALB, LOC117569764|XP_034106948.1|DALB
OG0000020	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB	LOC117576477|XP_034117138.1|DALB
OG0000020	LOC117892172|XP_034654141.1|DSUB	LOC117568572|XP_034105192.1|DALB
OG0000020	LOC117902343|XP_034669534.1|DSUB	LOC117565600|XP_034100691.1|DALB
OG0000020	LOC117898500|XP_034663833.1|DSUB	LOC117576162|XP_034116628.1|DALB
OG0000020	LOC117898411|XP_034663671.1|DSUB	LOC117576471|XP_034117133.1|DALB, LOC117576474|XP_034117135.1|DALB, LOC117576472|XP_034117134.1|DALB
OG0000020	LOC117901489|XP_034668148.1|DSUB, LOC117901231|XP_034667794.1|DSUB	LOC117565601|XP_034100693.1|DALB
OG0000021	LOC117894607|XP_034657649.1|DSUB	LOC117570665|XP_034108343.1|DALB
OG0000021	LOC117892599|XP_034654829.1|DSUB	LOC117570908|XP_034108704.1|DALB
OG0000021	LOC117892038|XP_034653853.1|DSUB	LOC117570905|XP_034108701.1|DALB
OG0000021	LOC117892039|XP_034653854.1|DSUB	LOC117570907|XP_034108703.1|DALB
OG0000021	LOC117891478|XP_034652849.1|DSUB	LOC117566492|XP_034101922.1|DALB
OG0000021	LOC117891531|XP_034652923.1|DSUB	LOC117570266|XP_034107672.1|DALB
OG0000021	LOC117892040|XP_034653856.1|DSUB	LOC117570906|XP_034108702.1|DALB
OG0000021	LOC117903672|XP_034671893.1|DSUB	LOC117573953|XP_034113413.1|DALB
OG0000021	LOC117896843|XP_034661258.1|DSUB	LOC117574572|XP_034114338.1|DALB
OG0000021	LOC117898591|XP_034664027.1|DSUB	LOC117576017|XP_034116416.1|DALB
OG0000022	LOC117892309|XP_034654347.1|DSUB	LOC117569951|XP_034107204.1|DALB
OG0000022	LOC117892922|XP_034655128.1|DSUB, LOC117892927|XP_034655134.1|DSUB, LOC117892926|XP_034655132.1|DSUB, LOC117892918|XP_034655124.1|DSUB, LOC117892925|XP_034655130.1|DSUB	LOC117567527|XP_034103463.1|DALB, LOC117567523|XP_034103460.1|DALB, LOC117567528|XP_034103465.1|DALB, LOC117567522|XP_034103459.1|DALB, LOC117567526|XP_034103462.1|DALB
OG0000022	LOC117892921|XP_034655127.1|DSUB, LOC117892919|XP_034655125.1|DSUB	LOC117567530|XP_034103467.1|DALB, LOC117567529|XP_034103466.1|DALB, LOC117567525|XP_034103461.1|DALB
OG0000022	LOC117892923|XP_034655129.1|DSUB	LOC117569847|XP_034107067.1|DALB
OG0000023	LOC117896148|XP_034660114.1|DSUB	LOC117576456|XP_034117119.1|DALB
OG0000023	LOC117896153|XP_034660122.1|DSUB	LOC117565137|XP_034099998.1|DALB
OG0000023	LOC117891805|XP_034653377.1|DSUB	LOC117568013|XP_034104228.1|DALB
OG0000023	LOC117898724|XP_034664233.1|DSUB	LOC117576451|XP_034117113.1|DALB
OG0000023	LOC117898725|XP_034664234.1|DSUB	LOC117576915|XP_034117947.1|DALB
OG0000024	LOC117889935|XP_034650357.1|DSUB, LOC117889932|XP_034650354.1|DSUB, LOC117889933|XP_034650355.1|DSUB	LOC117569379|XP_034106401.1|DALB, LOC117569378|XP_034106400.1|DALB, LOC117569377|XP_034106399.1|DALB
OG0000024	LOC117889934|XP_034650356.1|DSUB	LOC117569374|XP_034106395.1|DALB
OG0000024	LOC117901020|XP_034667512.1|DSUB	LOC117575969|XP_034116339.1|DALB
OG0000024	LOC117889812|XP_034650181.1|DSUB	LOC117569376|XP_034106397.1|DALB, LOC117566756|XP_034102188.1|DALB
OG0000024	LOC117891118|XP_034652213.1|DSUB	LOC117571483|XP_034109539.1|DALB
OG0000025	LOC117890855|XP_034651836.1|DSUB	LOC117563275|XP_034097395.1|DALB, LOC117570342|XP_034107792.1|DALB
OG0000026	LOC117889599|XP_034649905.1|DSUB	LOC117577993|XP_034118981.1|DALB, LOC117569252|XP_034106220.1|DALB, LOC117570089|XP_034107430.1|DALB
OG0000026	LOC117901731|XP_034668504.1|DSUB	LOC117564398|XP_034099013.1|DALB
OG0000026	LOC117899507|XP_034665449.1|DSUB	LOC117573365|XP_034112385.1|DALB
OG0000027	LOC117902555|XP_034669887.1|DSUB	LOC117564244|XP_034098829.1|DALB
OG0000027	LOC117902554|XP_034669886.1|DSUB	LOC117565445|XP_034100427.1|DALB
OG0000028	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB	LOC117568836|XP_034105602.1|DALB, LOC117568837|XP_034105603.1|DALB, LOC117568843|XP_034105610.1|DALB, LOC117566512|XP_034101943.1|DALB, LOC117568838|XP_034105604.1|DALB, LOC117568840|XP_034105607.1|DALB, LOC117568839|XP_034105606.1|DALB, LOC117568844|XP_034105611.1|DALB, LOC117568834|XP_034105601.1|DALB, LOC117568841|XP_034105608.1|DALB, LOC117568833|XP_034105600.1|DALB, LOC117568842|XP_034105609.1|DALB, LOC117568831|XP_034105597.1|DALB
OG0000028	LOC117894266|XP_034657112.1|DSUB	LOC117568832|XP_034105599.1|DALB, LOC117566511|XP_034101942.1|DALB
OG0000029	LOC117898949|XP_034664564.1|DSUB	LOC117566595|XP_034102028.1|DALB, LOC117564897|XP_034099738.1|DALB
OG0000029	LOC117893783|XP_034656418.1|DSUB	LOC117569056|XP_034105958.1|DALB
OG0000030	LOC117901334|XP_034667933.1|DSUB	LOC117563844|XP_034098265.1|DALB
OG0000030	LOC117901974|XP_034668869.1|DSUB	LOC117564908|XP_034099753.1|DALB
OG0000030	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB	LOC117568042|XP_034104280.1|DALB, LOC117569392|XP_034106412.1|DALB
OG0000030	LOC117903801|XP_034672130.1|DSUB	LOC117568192|XP_034104545.1|DALB
OG0000030	LOC117903197|XP_034670973.1|DSUB	LOC117566924|XP_034102438.1|DALB
OG0000031	LOC117900916|XP_034667369.1|DSUB	LOC117565207|XP_034100106.1|DALB
OG0000032	LOC117898600|XP_034664039.1|DSUB	LOC117574198|XP_034113792.1|DALB
OG0000032	LOC117899193|XP_034664947.1|DSUB	LOC117574485|XP_034114214.1|DALB
OG0000032	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB, LOC117898597|XP_034664035.1|DSUB	LOC117574732|XP_034114553.1|DALB, LOC117576186|XP_034116667.1|DALB, LOC117574232|XP_034113833.1|DALB, LOC117576103|XP_034116551.1|DALB, LOC117573408|XP_034112501.1|DALB, LOC117576000|XP_034116394.1|DALB, LOC117574625|XP_034114406.1|DALB, LOC117574492|XP_034114220.1|DALB, LOC117576044|XP_034116461.1|DALB, LOC117576045|XP_034116462.1|DALB, LOC117575800|XP_034116069.1|DALB, LOC117563890|XP_034098342.1|DALB, LOC117574252|XP_034113872.1|DALB, LOC117575999|XP_034116393.1|DALB, LOC117575892|XP_034116224.1|DALB
OG0000033	LOC117891426|XP_034652788.1|DSUB	LOC117571679|XP_034109811.1|DALB
OG0000033	LOC117891425|XP_034652787.1|DSUB	LOC117573530|XP_034112668.1|DALB, LOC117566466|XP_034101888.1|DALB, LOC117575231|XP_034115252.1|DALB, LOC117565138|XP_034100000.1|DALB, LOC117564992|XP_034099828.1|DALB, LOC117565338|XP_034100279.1|DALB
OG0000034	LOC117902583|XP_034669972.1|DSUB	LOC117565378|XP_034100343.1|DALB
OG0000034	LOC117902581|XP_034669969.1|DSUB	LOC117563634|XP_034097932.1|DALB, LOC117563633|XP_034097931.1|DALB, LOC117563636|XP_034097933.1|DALB
OG0000034	LOC117902582|XP_034669970.1|DSUB	LOC117563632|XP_034097930.1|DALB
OG0000034	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB	LOC117563748|XP_034098120.1|DALB, LOC117563746|XP_034098117.1|DALB
OG0000034	LOC117902353|XP_034669555.1|DSUB	LOC117563747|XP_034098119.1|DALB, LOC117563744|XP_034098115.1|DALB, LOC117563749|XP_034098121.1|DALB, LOC117564745|XP_034099525.1|DALB, LOC117564746|XP_034099526.1|DALB, LOC117564743|XP_034099524.1|DALB
OG0000036	LOC117898005|XP_034663024.1|DSUB	LOC117575319|XP_034115366.1|DALB
OG0000036	LOC117896918|XP_034661349.1|DSUB	LOC117574531|XP_034114284.1|DALB
OG0000036	LOC117897457|XP_034662194.1|DSUB	LOC117574592|XP_034114366.1|DALB
OG0000036	LOC117899046|XP_034664697.1|DSUB	LOC117576608|XP_034117400.1|DALB
OG0000037	LOC117890311|XP_034650989.1|DSUB	LOC117568663|XP_034105356.1|DALB
OG0000037	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB	LOC117575741|XP_034115985.1|DALB
OG0000038	LOC117894264|XP_034657109.1|DSUB	LOC117570082|XP_034107414.1|DALB
OG0000038	LOC117893334|XP_034655815.1|DSUB	LOC117570080|XP_034107411.1|DALB
OG0000039	LOC117897419|XP_034662142.1|DSUB	LOC117575707|XP_034115928.1|DALB
OG0000039	LOC117903895|XP_034672289.1|DSUB	LOC117574807|XP_034114666.1|DALB, LOC117574815|XP_034114677.1|DALB
OG0000039	LOC117903896|XP_034672290.1|DSUB	LOC117577745|XP_034118547.1|DALB
OG0000039	LOC117903894|XP_034672287.1|DSUB	LOC117574799|XP_034114654.1|DALB
OG0000039	LOC117892341|XP_034654394.1|DSUB	LOC117565813|XP_034101004.1|DALB
OG0000040	LOC117897706|XP_034662619.1|DSUB, LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB	LOC117573615|XP_034112803.1|DALB
OG0000040	LOC117899278|XP_034665074.1|DSUB	LOC117573619|XP_034112810.1|DALB
OG0000040	LOC117899588|XP_034665597.1|DSUB	LOC117573618|XP_034112808.1|DALB
OG0000040	LOC117896580|XP_034660876.1|DSUB	LOC117573616|XP_034112804.1|DALB
OG0000041	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB, LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB	LOC117575983|XP_034116361.1|DALB, LOC117574280|XP_034113922.1|DALB, LOC117576978|XP_034118048.1|DALB, LOC117574636|XP_034114424.1|DALB
OG0000042	LOC117891862|XP_034653515.1|DSUB, LOC117891861|XP_034653514.1|DSUB, LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB	LOC117566639|XP_034102071.1|DALB, LOC117566640|XP_034102072.1|DALB
OG0000042	LOC117891864|XP_034653517.1|DSUB	LOC117576207|XP_034116693.1|DALB, LOC117574774|XP_034114613.1|DALB, LOC117574773|XP_034114612.1|DALB, LOC117574710|XP_034114517.1|DALB, LOC117574445|XP_034114174.1|DALB
OG0000043	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB	LOC117574637|XP_034114425.1|DALB
OG0000043	LOC117898866|XP_034664435.1|DSUB	LOC117574639|XP_034114428.1|DALB
OG0000043	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB	LOC117574208|XP_034113803.1|DALB
OG0000043	LOC117898867|XP_034664437.1|DSUB, LOC117897193|XP_034661785.1|DSUB	LOC117575797|XP_034116066.1|DALB, LOC117574638|XP_034114427.1|DALB
OG0000044	LOC117898991|XP_034664623.1|DSUB	LOC117576108|XP_034116557.1|DALB
OG0000044	LOC117895983|XP_034659856.1|DSUB	LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB
OG0000044	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB	LOC117576560|XP_034117290.1|DALB, LOC117576979|XP_034118049.1|DALB
OG0000044	LOC117898153|XP_034663242.1|DSUB	LOC117574699|XP_034114502.1|DALB
OG0000045	LOC117894865|XP_034658016.1|DSUB	LOC117568925|XP_034105726.1|DALB
OG0000045	LOC117893502|XP_034656031.1|DSUB	LOC117566426|XP_034101847.1|DALB
OG0000045	LOC117894637|XP_034657700.1|DSUB	LOC117566425|XP_034101846.1|DALB
OG0000045	LOC117893875|XP_034656539.1|DSUB	LOC117572554|XP_034111317.1|DALB
OG0000046	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB
OG0000046	LOC117892077|XP_034653957.1|DSUB, LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB
OG0000047	LOC117891323|XP_034652630.1|DSUB	LOC117570271|XP_034107678.1|DALB
OG0000047	LOC117891482|XP_034652852.1|DSUB	LOC117570312|XP_034107745.1|DALB
OG0000047	LOC117892480|XP_034654625.1|DSUB	LOC117567370|XP_034103204.1|DALB
OG0000047	LOC117893757|XP_034656383.1|DSUB	LOC117567748|XP_034103827.1|DALB
OG0000047	LOC117891376|XP_034652704.1|DSUB	LOC117570238|XP_034107631.1|DALB
OG0000048	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC117894519|XP_034657522.1|DSUB, LOC117894520|XP_034657523.1|DSUB	LOC117571564|XP_034109658.1|DALB
OG0000048	LOC117894523|XP_034657528.1|DSUB	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC117894537|XP_034657548.1|DSUB	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC117898484|XP_034663812.1|DSUB	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC117898479|XP_034663805.1|DSUB	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC117899170|XP_034664920.1|DSUB	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC117898482|XP_034663809.1|DSUB	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC117892195|XP_034654177.1|DSUB	LOC117567964|XP_034104164.1|DALB
