Orthogroup	DNOV.longest_only	DBIA.longest_only
OG0000013	LOC115763707|XP_030562258.1|DNOV, LOC115763850|XP_030562479.1|DNOV, LOC115763708|XP_030562260.1|DNOV, LOC115763909|XP_030562575.1|DNOV, LOC115763733|XP_030562292.1|DNOV	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000015	LOC115763530|XP_030562001.1|DNOV	LOC108033679|XP_016963624.1|DBIA
OG0000016	LOC115761678|XP_030559394.1|DNOV	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC115762276|XP_030560298.1|DNOV	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC115761707|XP_030559439.1|DNOV	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC115764479|XP_030563416.1|DNOV	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC115768679|XP_030569221.1|DNOV	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC115762287|XP_030560311.1|DNOV	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC115757701|XP_030553908.1|DNOV	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC115770022|XP_030570941.1|DNOV	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC115762311|XP_030560338.1|DNOV, LOC115762076|XP_030560028.1|DNOV	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC115759321|XP_030556091.1|DNOV, LOC115769464|XP_030570137.1|DNOV	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC115760654|XP_030557981.1|DNOV	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC115762485|XP_030560583.1|DNOV	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC115759266|XP_030556027.1|DNOV	LOC108027769|XP_016954820.1|DBIA, LOC108027730|XP_016954771.1|DBIA
OG0000018	LOC115762746|XP_030560944.1|DNOV	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC115762718|XP_030560904.1|DNOV	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC115762873|XP_030561108.1|DNOV	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC115762704|XP_030560888.1|DNOV, LOC115762687|XP_030560868.1|DNOV	LOC108028162|XP_016955311.1|DBIA
OG0000019	LOC115771722|XP_030573406.1|DNOV, LOC115771978|XP_030573757.1|DNOV	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC115771639|XP_030573299.1|DNOV	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC115771840|XP_030573582.1|DNOV	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC115771914|XP_030573663.1|DNOV	LOC108025225|XP_016951061.1|DBIA, LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC115764021|XP_030562712.1|DNOV	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC115762420|XP_030560475.1|DNOV	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC115758764|XP_030555385.1|DNOV	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA, LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA, LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC115763800|XP_030562404.1|DNOV, LOC115763804|XP_030562407.1|DNOV, LOC115763801|XP_030562405.1|DNOV	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC115767924|XP_030568152.1|DNOV, LOC115767925|XP_030568154.1|DNOV	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC115758337|XP_030554771.1|DNOV	LOC108034268|XP_016964616.1|DBIA, LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC115762362|XP_030560400.1|DNOV	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC115768250|XP_030568679.1|DNOV	LOC108027081|XP_016953819.1|DBIA
OG0000021	LOC115763104|XP_030561408.1|DNOV	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC115764505|XP_030563459.1|DNOV	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC115772083|XP_030573900.1|DNOV	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC115762372|XP_030560413.1|DNOV	LOC108036897|XP_016968766.1|DBIA
OG0000021	LOC115768613|XP_030569130.1|DNOV	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC115770843|XP_030572140.1|DNOV	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC115771758|XP_030573467.1|DNOV	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC115766401|XP_030566179.1|DNOV	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC115757997|XP_030554350.1|DNOV	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC115762577|XP_030560723.1|DNOV, LOC115762574|XP_030560719.1|DNOV, LOC115762578|XP_030560724.1|DNOV, LOC115762576|XP_030560721.1|DNOV	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC115762575|XP_030560720.1|DNOV	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA, LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC115761508|XP_030559136.1|DNOV, LOC115761509|XP_030559137.1|DNOV	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC115761267|XP_030558841.1|DNOV	LOC108027146|XP_016953855.1|DBIA
OG0000023	LOC115761263|XP_030558837.1|DNOV	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC115761778|XP_030559575.1|DNOV	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC115761266|XP_030558840.1|DNOV, LOC115761265|XP_030558839.1|DNOV, LOC115761264|XP_030558838.1|DNOV	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC115761262|XP_030558836.1|DNOV	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC115761326|XP_030558919.1|DNOV	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC115761659|XP_030559359.1|DNOV	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC115761434|XP_030559060.1|DNOV	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC115758279|XP_030554701.1|DNOV, LOC115758277|XP_030554700.1|DNOV, LOC115758204|XP_030554612.1|DNOV, LOC115758193|XP_030554595.1|DNOV	LOC108022668|XP_016947226.1|DBIA, LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA, LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC115763072|XP_030561360.1|DNOV	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC115758183|XP_030554583.1|DNOV	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC115764549|XP_030563528.1|DNOV	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC115758436|XP_030554952.1|DNOV	LOC108023228|XP_016947991.1|DBIA
OG0000025	LOC115762028|XP_030559953.1|DNOV	LOC108021904|XP_016946215.1|DBIA
OG0000026	LOC115771353|XP_030572886.1|DNOV	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC115758902|XP_030555559.1|DNOV	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC115764140|XP_030562874.1|DNOV	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC115765969|XP_030565582.1|DNOV	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC115765940|XP_030565545.1|DNOV	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC115769342|XP_030569963.1|DNOV	LOC108035881|XP_016967123.1|DBIA
OG0000029	LOC115763803|XP_030562410.1|DNOV, LOC115763796|XP_030562398.1|DNOV	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC115767739|XP_030567914.1|DNOV	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC115759228|XP_030555983.1|DNOV	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC115760655|XP_030557982.1|DNOV, LOC115760698|XP_030558023.1|DNOV	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC115767988|XP_030568248.1|DNOV	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC115766352|XP_030566111.1|DNOV	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC115760051|XP_030557082.1|DNOV	LOC108033357|XP_016963157.1|DBIA, LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC115771909|XP_030573659.1|DNOV	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC115771910|XP_030573660.1|DNOV	LOC108027269|XP_016954133.1|DBIA, LOC108027231|XP_016954053.1|DBIA, LOC108027230|XP_016954052.1|DBIA
OG0000032	LOC115771907|XP_030573657.1|DNOV, LOC115764177|XP_030562923.1|DNOV, LOC115771908|XP_030573658.1|DNOV	LOC108027028|XP_016953713.1|DBIA, LOC108027228|XP_016954051.1|DBIA, LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA, LOC108027268|XP_016954132.1|DBIA
OG0000033	LOC115762530|XP_030560671.1|DNOV	LOC108035889|XP_016967133.1|DBIA, LOC108033536|XP_016963370.1|DBIA, LOC108033501|XP_016963332.1|DBIA, LOC108030100|XP_016958275.1|DBIA, LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC115765180|XP_030564463.1|DNOV, LOC115765742|XP_030565266.1|DNOV, LOC115766042|XP_030565673.1|DNOV	LOC108030098|XP_016958274.1|DBIA
OG0000034	LOC115758611|XP_030555202.1|DNOV	LOC108033817|XP_016963934.1|DBIA, LOC108036384|XP_016967978.1|DBIA, LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC115759087|XP_030555781.1|DNOV	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC115758328|XP_030554757.1|DNOV, LOC115759021|XP_030555693.1|DNOV	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC115759323|XP_030556094.1|DNOV, LOC115758512|XP_030555064.1|DNOV	LOC108036755|XP_016968570.1|DBIA
OG0000036	LOC115761531|XP_030559163.1|DNOV	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC115759641|XP_030556490.1|DNOV	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC115764000|XP_030562680.1|DNOV	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC115772100|XP_030573922.1|DNOV	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC115761663|XP_030559406.1|DNOV	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC115761932|XP_030559822.1|DNOV	LOC108032009|XP_016961298.1|DBIA, LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC115769340|XP_030569961.1|DNOV	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC115769427|XP_030570094.1|DNOV	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC115764701|XP_030563759.1|DNOV	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC115766337|XP_030566090.1|DNOV	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC115767237|XP_030567298.1|DNOV	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC115766288|XP_030566016.1|DNOV	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC115764750|XP_030563834.1|DNOV	LOC108025546|XP_016951565.1|DBIA, LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC115764751|XP_030563835.1|DNOV	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC115764712|XP_030563772.1|DNOV, LOC115764710|XP_030563770.1|DNOV, LOC115764711|XP_030563771.1|DNOV	LOC108025434|XP_016951413.1|DBIA, LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC115764684|XP_030563733.1|DNOV	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC115771625|XP_030573267.1|DNOV	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC115770759|XP_030572032.1|DNOV, LOC115770764|XP_030572035.1|DNOV, LOC115770708|XP_030571966.1|DNOV	LOC108026015|XP_016952195.1|DBIA, LOC108026081|XP_016952269.1|DBIA, LOC108026380|XP_016952789.1|DBIA, LOC108026109|XP_016952297.1|DBIA, LOC108026021|XP_016952202.1|DBIA, LOC108026443|XP_016952869.1|DBIA, LOC108026441|XP_016952867.1|DBIA
OG0000042	LOC115761613|XP_030559276.1|DNOV, LOC115766969|XP_030566923.1|DNOV, LOC115760708|XP_030558036.1|DNOV, LOC115760858|XP_030558271.1|DNOV, LOC115760707|XP_030558035.1|DNOV, LOC115771107|XP_030572527.1|DNOV, LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV, LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV	LOC108029979|XP_016957976.1|DBIA, LOC108029981|XP_016957978.1|DBIA, LOC108029869|XP_016957848.1|DBIA, LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA
OG0000043	LOC115770548|XP_030571710.1|DNOV	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC115770561|XP_030571734.1|DNOV	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC115770570|XP_030571745.1|DNOV	LOC108024319|XP_016949710.1|DBIA, LOC108024782|XP_016950387.1|DBIA, LOC108025302|XP_016951186.1|DBIA, LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC115770712|XP_030571969.1|DNOV	LOC108026455|XP_016952884.1|DBIA
OG0000044	LOC115770724|XP_030571983.1|DNOV, LOC115770670|XP_030571898.1|DNOV	LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA
OG0000044	LOC115766148|XP_030565844.1|DNOV	LOC108025049|XP_016950795.1|DBIA
OG0000045	LOC115771022|XP_030572403.1|DNOV	LOC108028610|XP_016956020.1|DBIA
OG0000045	LOC115771240|XP_030572702.1|DNOV	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA
OG0000045	LOC115771239|XP_030572701.1|DNOV	LOC108028181|XP_016955331.1|DBIA
OG0000045	LOC115771237|XP_030572698.1|DNOV	LOC108028143|XP_016955289.1|DBIA
OG0000046	LOC115768148|XP_030568502.1|DNOV	LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA
OG0000046	LOC115771633|XP_030573292.1|DNOV, LOC115771634|XP_030573293.1|DNOV, LOC115768146|XP_030568501.1|DNOV	LOC108024088|XP_016949352.1|DBIA, LOC108024336|XP_016949726.1|DBIA, LOC108024337|XP_016949728.1|DBIA, LOC108024872|XP_016950506.1|DBIA, LOC108024879|XP_016950512.1|DBIA, LOC108029852|XP_016957830.1|DBIA
OG0000047	LOC115760745|XP_030558082.1|DNOV	LOC108036255|XP_016967753.1|DBIA
OG0000047	LOC115757956|XP_030554291.1|DNOV	LOC108029392|XP_016957110.1|DBIA
OG0000047	LOC115757840|XP_030554132.1|DNOV	LOC108029377|XP_016957093.1|DBIA
OG0000048	LOC115762856|XP_030561091.1|DNOV	LOC108034662|XP_016965090.1|DBIA, LOC108034416|XP_016964788.1|DBIA
OG0000048	LOC115762848|XP_030561084.1|DNOV	LOC108035017|XP_016965850.1|DBIA, LOC108035032|XP_016965866.1|DBIA
OG0000048	LOC115762847|XP_030561083.1|DNOV	LOC108035016|XP_016965849.1|DBIA
OG0000048	LOC115762857|XP_030561093.1|DNOV	LOC108035019|XP_016965851.1|DBIA
OG0000049	LOC115761547|XP_030559189.1|DNOV	LOC108024404|XP_016949805.1|DBIA
OG0000049	LOC115761542|XP_030559185.1|DNOV	LOC108024363|XP_016949755.1|DBIA
OG0000049	LOC115761399|XP_030559017.1|DNOV	LOC108024349|XP_016949740.1|DBIA
OG0000049	LOC115761457|XP_030559084.1|DNOV	LOC108024840|XP_016950465.1|DBIA
OG0000049	LOC115761552|XP_030559195.1|DNOV	LOC108024876|XP_016950510.1|DBIA
OG0000050	LOC115758280|XP_030554702.1|DNOV	LOC108029844|XP_016957821.1|DBIA
OG0000050	LOC115770327|XP_030571425.1|DNOV	LOC108030785|XP_016959326.1|DBIA
OG0000050	LOC115770328|XP_030571426.1|DNOV	LOC108030724|XP_016959254.1|DBIA
OG0000050	LOC115770326|XP_030571424.1|DNOV	LOC108030784|XP_016959325.1|DBIA
OG0000050	LOC115770322|XP_030571419.1|DNOV	LOC108030723|XP_016959253.1|DBIA
OG0000051	LOC115763752|XP_030562324.1|DNOV	LOC108031259|XP_016959986.1|DBIA
OG0000051	LOC115761373|XP_030558983.1|DNOV	LOC108031167|XP_016959876.1|DBIA
OG0000052	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV	LOC108031139|XP_016959843.1|DBIA, LOC108024786|XP_016950390.1|DBIA, LOC108031304|XP_016960037.1|DBIA, LOC108031177|XP_016959886.1|DBIA, LOC108031170|XP_016959879.1|DBIA
OG0000052	LOC115771518|XP_030573117.1|DNOV	LOC108029994|XP_016957997.1|DBIA
OG0000052	LOC115771510|XP_030573105.1|DNOV	LOC108029937|XP_016957921.1|DBIA
OG0000053	LOC115771927|XP_030573689.1|DNOV	LOC108029369|XP_016957086.1|DBIA
OG0000053	LOC115771866|XP_030573609.1|DNOV	LOC108029362|XP_016957079.1|DBIA
OG0000053	LOC115771921|XP_030573679.1|DNOV	LOC108029361|XP_016957078.1|DBIA
OG0000053	LOC115771855|XP_030573599.1|DNOV	LOC108029360|XP_016957077.1|DBIA
OG0000053	LOC115771936|XP_030573699.1|DNOV	LOC108029370|XP_016957087.1|DBIA
OG0000054	LOC115766043|XP_030565674.1|DNOV	LOC108026311|XP_016952687.1|DBIA
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC108026084|XP_016952272.1|DBIA, LOC108026092|XP_016952281.1|DBIA
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC108026028|XP_016952208.1|DBIA, LOC108026363|XP_016952768.1|DBIA
OG0000055	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV	LOC108025041|XP_016950786.1|DBIA, LOC108025121|XP_016950876.1|DBIA
OG0000056	LOC115764820|XP_030563929.1|DNOV	LOC108031456|XP_016960380.1|DBIA
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC108031455|XP_016960379.1|DBIA, LOC108031454|XP_016960378.1|DBIA, LOC108031452|XP_016960376.1|DBIA
OG0000058	LOC115758934|XP_030555595.1|DNOV	LOC108036205|XP_016967686.1|DBIA, LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA, LOC108036206|XP_016967687.1|DBIA
OG0000058	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV	LOC108033435|XP_016963248.1|DBIA
OG0000058	LOC115766835|XP_030566732.1|DNOV	LOC108029081|XP_016956700.1|DBIA
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC108025520|XP_016951530.1|DBIA
OG0000059	LOC115764107|XP_030562822.1|DNOV	LOC108025316|XP_016951215.1|DBIA, LOC108025317|XP_016951216.1|DBIA
