Orthogroup	DNOV.longest_only	DERE.longest_only
OG0000019	LOC115771914|XP_030573663.1|DNOV	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC115764021|XP_030562712.1|DNOV	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC115762420|XP_030560475.1|DNOV	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC115758764|XP_030555385.1|DNOV	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE
OG0000020	LOC115763800|XP_030562404.1|DNOV, LOC115763804|XP_030562407.1|DNOV, LOC115763801|XP_030562405.1|DNOV	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC115767924|XP_030568152.1|DNOV, LOC115767925|XP_030568154.1|DNOV	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC115758337|XP_030554771.1|DNOV	LOC6548804|XP_001974084.1|DERE, LOC6549412|XP_001974317.1|DERE
OG0000021	LOC115762362|XP_030560400.1|DNOV	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC115768250|XP_030568679.1|DNOV	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC115763104|XP_030561408.1|DNOV	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC115764505|XP_030563459.1|DNOV	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC115772083|XP_030573900.1|DNOV	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC115762372|XP_030560413.1|DNOV	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC115768613|XP_030569130.1|DNOV	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC115770843|XP_030572140.1|DNOV	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC115771758|XP_030573467.1|DNOV	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC115766401|XP_030566179.1|DNOV	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC115757997|XP_030554350.1|DNOV	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC115762577|XP_030560723.1|DNOV, LOC115762574|XP_030560719.1|DNOV, LOC115762578|XP_030560724.1|DNOV, LOC115762576|XP_030560721.1|DNOV	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC115762575|XP_030560720.1|DNOV	LOC6545495|XP_001971097.1|DERE, LOC6545494|XP_001971096.1|DERE
OG0000023	LOC115761508|XP_030559136.1|DNOV, LOC115761509|XP_030559137.1|DNOV	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC115761263|XP_030558837.1|DNOV	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC115761778|XP_030559575.1|DNOV	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC115761266|XP_030558840.1|DNOV, LOC115761265|XP_030558839.1|DNOV, LOC115761264|XP_030558838.1|DNOV	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC115761262|XP_030558836.1|DNOV	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC115761326|XP_030558919.1|DNOV	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC115761659|XP_030559359.1|DNOV	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC115761434|XP_030559060.1|DNOV	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC115758279|XP_030554701.1|DNOV, LOC115758277|XP_030554700.1|DNOV, LOC115758204|XP_030554612.1|DNOV, LOC115758193|XP_030554595.1|DNOV	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE, LOC6547183|XP_001976081.1|DERE
OG0000024	LOC115763072|XP_030561360.1|DNOV	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC115758183|XP_030554583.1|DNOV	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC115764549|XP_030563528.1|DNOV	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC115758436|XP_030554952.1|DNOV	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC115761982|XP_030559889.1|DNOV	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC115771353|XP_030572886.1|DNOV	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC115758902|XP_030555559.1|DNOV	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC115764140|XP_030562874.1|DNOV	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC115765969|XP_030565582.1|DNOV	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC115765940|XP_030565545.1|DNOV	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC115769342|XP_030569963.1|DNOV	LOC6545516|XP_001973330.1|DERE
OG0000029	LOC115763803|XP_030562410.1|DNOV, LOC115763796|XP_030562398.1|DNOV	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC115767739|XP_030567914.1|DNOV	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC115760078|XP_030557121.1|DNOV	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC115759228|XP_030555983.1|DNOV	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC115760655|XP_030557982.1|DNOV, LOC115760698|XP_030558023.1|DNOV	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC115767988|XP_030568248.1|DNOV	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC115766352|XP_030566111.1|DNOV	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC115760051|XP_030557082.1|DNOV	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC115771909|XP_030573659.1|DNOV	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC115771910|XP_030573660.1|DNOV	LOC6553916|XP_015010087.1|DERE, LOC6553973|XP_026831770.1|DERE
OG0000032	LOC115771703|XP_030573383.1|DNOV	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC115771907|XP_030573657.1|DNOV, LOC115764177|XP_030562923.1|DNOV, LOC115771908|XP_030573658.1|DNOV	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC115762530|XP_030560671.1|DNOV	LOC6548262|XP_001974108.1|DERE, LOC6548263|XP_001974109.1|DERE, LOC6541653|XP_001970703.1|DERE, LOC6542775|XP_001970704.2|DERE
OG0000033	LOC115765180|XP_030564463.1|DNOV, LOC115765742|XP_030565266.1|DNOV, LOC115766042|XP_030565673.1|DNOV	LOC6541460|XP_001970702.1|DERE
OG0000034	LOC115758611|XP_030555202.1|DNOV	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC115758328|XP_030554757.1|DNOV, LOC115759021|XP_030555693.1|DNOV	LOC6547627|XP_001976262.1|DERE
OG0000036	LOC115761531|XP_030559163.1|DNOV	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC115759641|XP_030556490.1|DNOV	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC115764000|XP_030562680.1|DNOV	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC115772100|XP_030573922.1|DNOV	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC115761663|XP_030559406.1|DNOV	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC115761932|XP_030559822.1|DNOV	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE
OG0000038	LOC115769340|XP_030569961.1|DNOV	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC115769427|XP_030570094.1|DNOV	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC115764701|XP_030563759.1|DNOV	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC115766337|XP_030566090.1|DNOV	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC115767237|XP_030567298.1|DNOV	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC115766288|XP_030566016.1|DNOV	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC115764750|XP_030563834.1|DNOV	LOC6551893|XP_026835202.1|DERE, LOC6551780|XP_001980593.1|DERE
OG0000040	LOC115764751|XP_030563835.1|DNOV	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC115764712|XP_030563772.1|DNOV, LOC115764710|XP_030563770.1|DNOV, LOC115764711|XP_030563771.1|DNOV	LOC6551892|XP_001979714.2|DERE, LOC6551891|XP_001979713.1|DERE
OG0000040	LOC115764684|XP_030563733.1|DNOV	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC115771625|XP_030573267.1|DNOV	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC115770759|XP_030572032.1|DNOV, LOC115770764|XP_030572035.1|DNOV, LOC115770708|XP_030571966.1|DNOV	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE, LOC6554990|XP_001981815.1|DERE, LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE
OG0000042	LOC115761613|XP_030559276.1|DNOV, LOC115766969|XP_030566923.1|DNOV, LOC115760708|XP_030558036.1|DNOV, LOC115760858|XP_030558271.1|DNOV, LOC115760707|XP_030558035.1|DNOV, LOC115771107|XP_030572527.1|DNOV, LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV, LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV	LOC6547072|XP_001974652.1|DERE, LOC6547084|XP_001974656.1|DERE, LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE
OG0000043	LOC115770548|XP_030571710.1|DNOV	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC115770561|XP_030571734.1|DNOV	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC115770570|XP_030571745.1|DNOV	LOC6554744|XP_001981087.1|DERE, LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC115770712|XP_030571969.1|DNOV	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC115770724|XP_030571983.1|DNOV, LOC115770670|XP_030571898.1|DNOV	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE
OG0000044	LOC115766148|XP_030565844.1|DNOV	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC115771022|XP_030572403.1|DNOV	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC115771240|XP_030572702.1|DNOV	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC115771239|XP_030572701.1|DNOV	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC115771237|XP_030572698.1|DNOV	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC115768148|XP_030568502.1|DNOV	LOC6550460|XP_001977787.1|DERE
OG0000046	LOC115771633|XP_030573292.1|DNOV, LOC115771634|XP_030573293.1|DNOV, LOC115768146|XP_030568501.1|DNOV	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE
OG0000047	LOC115760745|XP_030558082.1|DNOV	LOC6548919|XP_001975347.1|DERE
OG0000047	LOC115757956|XP_030554291.1|DNOV	LOC6549604|XP_001975737.1|DERE
OG0000047	LOC115757840|XP_030554132.1|DNOV	LOC6549507|XP_001975729.1|DERE
OG0000048	LOC115762856|XP_030561091.1|DNOV	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE
OG0000048	LOC115762848|XP_030561084.1|DNOV	LOC6545047|XP_001973229.1|DERE
OG0000048	LOC115762847|XP_030561083.1|DNOV	LOC6545045|XP_001973227.2|DERE
OG0000048	LOC115762857|XP_030561093.1|DNOV	LOC6544963|XP_001973230.1|DERE
OG0000049	LOC115761547|XP_030559189.1|DNOV	LOC6552334|XP_001979793.1|DERE
OG0000049	LOC115761542|XP_030559185.1|DNOV	LOC6552331|XP_001979790.1|DERE
OG0000049	LOC115761399|XP_030559017.1|DNOV	LOC6552229|XP_001979794.1|DERE
OG0000049	LOC115761457|XP_030559084.1|DNOV	LOC6552230|XP_001979795.1|DERE
OG0000049	LOC115761552|XP_030559195.1|DNOV	LOC6552330|XP_001979789.1|DERE
OG0000050	LOC115770327|XP_030571425.1|DNOV	LOC6544231|XP_001973747.1|DERE
OG0000050	LOC115770328|XP_030571426.1|DNOV	LOC6544204|XP_026833494.1|DERE
OG0000050	LOC115770326|XP_030571424.1|DNOV	LOC26526578|XP_026833595.1|DERE
OG0000050	LOC115770322|XP_030571419.1|DNOV	LOC6544232|XP_026833594.1|DERE
OG0000051	LOC115763752|XP_030562324.1|DNOV	LOC6552520|XP_001980945.1|DERE
OG0000051	LOC115761373|XP_030558983.1|DNOV	LOC6553748|XP_001980366.1|DERE
OG0000052	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV	LOC6552258|XP_001980739.1|DERE, LOC6555308|XP_001982081.1|DERE, LOC6552259|XP_001980740.3|DERE, LOC6552256|XP_001980737.2|DERE, LOC6552257|XP_001980738.1|DERE
OG0000052	LOC115771518|XP_030573117.1|DNOV	LOC6547302|XP_001974728.1|DERE
OG0000052	LOC115771510|XP_030573105.1|DNOV	LOC6547301|XP_001974727.1|DERE
OG0000053	LOC115771927|XP_030573689.1|DNOV	LOC6541123|XP_001970454.1|DERE
OG0000053	LOC115771866|XP_030573609.1|DNOV	LOC6542707|XP_001970455.1|DERE
OG0000053	LOC115771921|XP_030573679.1|DNOV	LOC6542876|XP_001970456.1|DERE
OG0000053	LOC115771855|XP_030573599.1|DNOV	LOC6542254|XP_001970457.1|DERE
OG0000053	LOC115771936|XP_030573699.1|DNOV	LOC6542856|XP_001970461.3|DERE
OG0000054	LOC115766043|XP_030565674.1|DNOV	LOC6553130|XP_001980075.1|DERE
OG0000054	LOC115770765|XP_030572036.1|DNOV	LOC6553131|XP_001980076.1|DERE
OG0000054	LOC115766097|XP_030565772.1|DNOV	LOC6553059|XP_001980078.1|DERE, LOC6553132|XP_026836543.1|DERE
OG0000055	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV	LOC26527116|XP_015009429.1|DERE, LOC6555464|XP_001981222.1|DERE
OG0000055	LOC115761644|XP_030559338.1|DNOV	LOC113564309|XP_026836595.1|DERE
OG0000056	LOC115764820|XP_030563929.1|DNOV	LOC6554751|XP_001982187.1|DERE
OG0000056	LOC115764821|XP_030563930.1|DNOV	LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE
OG0000058	LOC115758934|XP_030555595.1|DNOV	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE
OG0000058	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV	LOC6543269|XP_001969993.1|DERE
OG0000059	LOC115764095|XP_030562808.1|DNOV	LOC6555431|XP_001981657.1|DERE
OG0000059	LOC115764107|XP_030562822.1|DNOV	LOC6555433|XP_001981659.1|DERE, LOC6555434|XP_001981660.1|DERE
OG0000059	LOC115764042|XP_030562742.1|DNOV	LOC6555432|XP_001981658.1|DERE
OG0000059	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV	LOC6555439|XP_001981665.1|DERE
OG0000060	LOC115768521|XP_030568971.1|DNOV	LOC6551123|XP_026838344.1|DERE
OG0000060	LOC115760275|XP_030557406.1|DNOV	LOC6549244|XP_001974429.1|DERE
OG0000060	LOC115767943|XP_030568181.1|DNOV	LOC6552399|XP_001978925.3|DERE
OG0000060	LOC115765029|XP_030564252.1|DNOV	LOC6554918|XP_026832695.1|DERE
OG0000060	LOC115767352|XP_030567464.1|DNOV	LOC6551264|XP_001978379.1|DERE
OG0000060	LOC115759170|XP_030555902.1|DNOV	LOC6542766|XP_001968438.1|DERE
OG0000061	LOC115763134|XP_030561437.1|DNOV	LOC6541628|XP_001968975.1|DERE
OG0000061	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV	LOC6542667|XP_001968981.1|DERE
