Orthogroup	DANA.longest_only	DELE.longest_only
OG0000009	LOC6500401|XP_001953140.1|DANA	LOC108137036|XP_017114024.1|DELE
OG0000009	LOC6500399|XP_001953138.1|DANA	LOC108136709|XP_017113523.1|DELE
OG0000009	LOC6500144|XP_001953137.1|DANA	LOC108136793|XP_017113657.1|DELE
OG0000009	LOC6500400|XP_001953139.2|DANA	LOC108137037|XP_017114025.1|DELE
OG0000009	LOC6506633|XP_001957500.1|DANA	LOC108147392|XP_017129317.1|DELE, LOC108147550|XP_017129624.1|DELE
OG0000009	LOC6494113|XP_001960938.1|DANA	LOC108144916|XP_017125568.1|DELE
OG0000009	LOC6500524|XP_001953390.1|DANA	LOC108135151|XP_017111261.1|DELE
OG0000009	LOC6494922|XP_001959416.1|DANA	LOC108137992|XP_017115455.1|DELE
OG0000009	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA	LOC108137889|XP_017115317.1|DELE
OG0000010	LOC116656007|XP_032310968.1|DANA	LOC108139189|XP_017117303.1|DELE
OG0000011	LOC6503983|XP_014760411.1|DANA	LOC108146665|XP_017128206.1|DELE, LOC108139057|XP_017117165.1|DELE, LOC108138672|XP_017116504.1|DELE
OG0000011	LOC6502747|XP_014760371.2|DANA	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC6502839|XP_001957409.2|DANA	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC6495189|XP_001958891.1|DANA	LOC108147065|XP_017128845.1|DELE
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA	LOC108145375|XP_017126259.1|DELE
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC26515394|XP_032307327.1|DANA, LOC26515478|XP_014762438.1|DANA	LOC108134675|XP_017110562.1|DELE
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC108147770|XP_017129989.1|DELE, LOC108135473|XP_017111703.1|DELE, LOC108138355|XP_017116015.1|DELE, LOC108138106|XP_017115592.1|DELE
OG0000015	LOC6498688|XP_014762246.1|DANA, LOC26513911|XP_032309196.1|DANA	LOC108140625|XP_017119033.1|DELE
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC108144693|XP_017125256.1|DELE
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC6493789|XP_001958438.1|DANA	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC108148669|XP_017131292.1|DELE, LOC108148668|XP_017131291.1|DELE
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC6500077|XP_001953265.1|DANA	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC108144322|XP_017124512.1|DELE, LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC6493628|XP_001958129.1|DANA, LOC6493626|XP_001958124.2|DANA	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC26514521|XP_014765635.1|DANA, LOC6506314|XP_001958128.1|DANA	LOC108146070|XP_017127373.1|DELE
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC108148078|XP_017130421.1|DELE, LOC108147853|XP_017130100.1|DELE, LOC108148083|XP_017130428.1|DELE
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC6499843|XP_032305552.1|DANA	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC108134776|XP_017110712.1|DELE
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC108135862|XP_017112252.1|DELE
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC108143751|XP_017123771.1|DELE, LOC108143749|XP_017123769.1|DELE
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC108134821|XP_017110764.1|DELE
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC108134933|XP_017110942.1|DELE
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC108147306|XP_017129219.1|DELE
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC108149120|XP_017132010.1|DELE
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC108140396|XP_017118593.1|DELE
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC108140391|XP_017118587.1|DELE
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC108140398|XP_017118595.1|DELE
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC6494319|XP_001960538.2|DANA	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC6502855|XP_001958555.2|DANA	LOC108143123|XP_017122853.1|DELE
OG0000050	LOC6493851|XP_001958559.1|DANA	LOC108143198|XP_017122940.1|DELE
OG0000050	LOC6493850|XP_001958558.2|DANA	LOC108143121|XP_017122851.1|DELE
OG0000050	LOC6502856|XP_032309510.1|DANA	LOC108143197|XP_017122939.1|DELE
OG0000050	LOC6493852|XP_001958560.2|DANA	LOC108143120|XP_017122849.1|DELE
OG0000050	LOC6502857|XP_001958557.2|DANA	LOC108143122|XP_017122852.1|DELE
OG0000051	LOC6499129|XP_001955245.1|DANA	LOC108143756|XP_017123775.1|DELE
OG0000051	LOC6500659|XP_001953666.2|DANA	LOC108143275|XP_017123079.1|DELE
OG0000051	LOC26515388|XP_014767422.1|DANA	LOC108135018|XP_017111039.1|DELE
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	LOC108136096|XP_017112560.1|DELE, LOC108141560|XP_017120493.1|DELE
OG0000052	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA	LOC108135035|XP_017111062.1|DELE
OG0000052	LOC6499936|XP_001953600.1|DANA	LOC108135047|XP_017111075.1|DELE
OG0000052	LOC6496593|XP_001961216.2|DANA	LOC108145160|XP_017125875.1|DELE
OG0000052	LOC6496594|XP_001961217.1|DANA	LOC108145159|XP_017125874.1|DELE
OG0000053	LOC6495215|XP_001958835.1|DANA	LOC108145359|XP_017126241.1|DELE
