Orthogroup	DANA.longest_only	DSER.longest_only
OG0000009	LOC6494922|XP_001959416.1|DANA	LOC110178269|XP_020800994.1|DSER
OG0000009	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER
OG0000009	LOC6494924|XP_001959414.1|DANA	LOC110178386|XP_020801181.1|DSER
OG0000010	LOC6500231|XP_001952977.1|DANA	LOC110182164|XP_020805826.1|DSER
OG0000010	LOC116656007|XP_032310968.1|DANA	LOC110183810|XP_020807821.1|DSER
OG0000011	LOC6503983|XP_014760411.1|DANA	LOC110183280|XP_020807170.1|DSER
OG0000011	LOC6502747|XP_014760371.2|DANA	LOC110182663|XP_020806400.1|DSER, LOC110187551|XP_020812598.1|DSER, LOC110187412|XP_020812458.1|DSER, LOC110182662|XP_020806399.1|DSER
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC110191403|XP_020817919.1|DSER
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC6495189|XP_001958891.1|DANA	LOC110181698|XP_020805203.1|DSER
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC110180096|XP_020803382.1|DSER
OG0000012	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA	LOC110181688|XP_020805193.1|DSER
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC110179364|XP_020802537.1|DSER
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC110181374|XP_020804762.1|DSER
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC6493789|XP_001958438.1|DANA	LOC110184703|XP_020808978.1|DSER
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC6502914|XP_001967640.3|DANA	LOC110180622|XP_020803965.1|DSER
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA	LOC110178663|XP_020801518.1|DSER, LOC110178665|XP_020801519.1|DSER
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC6500077|XP_001953265.1|DANA	LOC110188311|XP_020813678.1|DSER
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC110188308|XP_020813675.1|DSER
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC110182356|XP_020806054.1|DSER
OG0000025	LOC26513707|XP_032309216.1|DANA	LOC110182432|XP_020806127.1|DSER
OG0000025	LOC6498725|XP_001967729.1|DANA	LOC110180688|XP_020804032.1|DSER, LOC110182443|XP_020806137.1|DSER
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC6506315|XP_001958127.1|DANA, LOC116655856|XP_032310373.1|DANA	LOC110190402|XP_020816516.1|DSER
OG0000028	LOC6493628|XP_001958129.1|DANA, LOC6493626|XP_001958124.2|DANA, LOC6506316|XP_001958125.1|DANA, LOC116655895|XP_032310688.1|DANA, LOC26514521|XP_014765635.1|DANA, LOC6506314|XP_001958128.1|DANA	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC110178494|XP_020801301.1|DSER, LOC110178495|XP_020801302.1|DSER
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC110185929|XP_020810602.1|DSER
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC110189708|XP_020815547.1|DSER
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC110190954|XP_020817297.1|DSER
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC110190425|XP_020816566.1|DSER
OG0000032	LOC6500726|XP_032305502.1|DANA	LOC110188663|XP_020814116.1|DSER
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC6502622|XP_032305620.1|DANA, LOC116656581|XP_032312240.1|DANA	LOC110188478|XP_020813866.1|DSER
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC110188328|XP_020813694.1|DSER, LOC110188288|XP_020813646.1|DSER
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC6504271|XP_032308876.1|DANA	LOC110182039|XP_020805628.1|DSER
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC110177295|XP_020799616.1|DSER
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC6500349|XP_001953018.1|DANA	LOC110186639|XP_020811558.1|DSER
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC110187856|XP_020813000.1|DSER
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC110187858|XP_020813002.1|DSER, LOC110191369|XP_020817880.1|DSER
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC110187786|XP_020812917.1|DSER
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC110186661|XP_020811584.1|DSER
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC110187537|XP_020812593.1|DSER
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC110188408|XP_020813792.1|DSER
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC110180077|XP_020803358.1|DSER
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC110180079|XP_020803360.1|DSER
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC110185913|XP_020810588.1|DSER
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC110185924|XP_020810599.1|DSER
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC110184743|XP_020809034.1|DSER, LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC110180463|XP_020803800.1|DSER
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC110176287|XP_020798269.1|DSER
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC110189583|XP_020815375.1|DSER
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC110184762|XP_020809052.1|DSER
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC110189698|XP_020815532.1|DSER
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC110184679|XP_020808950.1|DSER
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC110190447|XP_020816607.1|DSER
