Orthogroup	DANA.longest_only	DERE.longest_only
OG0000007	LOC6493536|XP_001957956.2|DANA	LOC6545300|XP_001972058.2|DERE
OG0000007	LOC6506391|XP_001957958.1|DANA	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC6501231|XP_001954812.1|DANA	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC6506513|XP_001957739.1|DANA	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC6493433|XP_001957742.1|DANA	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC6504295|XP_001965067.1|DANA	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC6506512|XP_001957740.2|DANA	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC6503895|XP_001963800.1|DANA	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC6499974|XP_001953515.1|DANA	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC6499973|XP_001953518.1|DANA	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC6500585|XP_001953520.1|DANA	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC6500584|XP_001953519.1|DANA	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC6499972|XP_001953521.2|DANA	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC6500401|XP_001953140.1|DANA	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC6500399|XP_001953138.1|DANA	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC6500144|XP_001953137.1|DANA	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC6500400|XP_001953139.2|DANA	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC6494113|XP_001960938.1|DANA	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC6500524|XP_001953390.1|DANA	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC6494922|XP_001959416.1|DANA	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC6500231|XP_001952977.1|DANA	LOC6556039|XP_015008608.2|DERE
OG0000010	LOC116656007|XP_032310968.1|DANA	LOC113564802|XP_026839451.1|DERE
OG0000011	LOC6503983|XP_014760411.1|DANA	LOC6540864|XP_001968531.3|DERE, LOC6540904|XP_026835063.1|DERE, LOC6543446|XP_001968684.2|DERE
OG0000011	LOC6502747|XP_014760371.2|DANA	LOC6543815|XP_001973630.3|DERE, LOC6555031|XP_001981173.1|DERE
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC6502839|XP_001957409.2|DANA	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC26515394|XP_032307327.1|DANA, LOC26515478|XP_014762438.1|DANA	LOC6541487|XP_001968624.1|DERE
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC26527019|XP_015015589.1|DERE, LOC6549638|XP_026836388.1|DERE, LOC6542316|XP_001970154.1|DERE, LOC6541306|XP_001970208.1|DERE
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC6545114|XP_001972083.1|DERE
OG0000018	LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC6502914|XP_001967640.3|DANA	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC6502328|XP_014759082.1|DANA	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC26513675|XP_032309215.1|DANA, LOC6504897|XP_001964816.3|DANA, LOC116655982|XP_032310866.1|DANA	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC6506315|XP_001958127.1|DANA, LOC116655856|XP_032310373.1|DANA	LOC6545328|XP_001973336.1|DERE, LOC6545326|XP_026833776.1|DERE
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE
OG0000031	LOC6495934|XP_001959882.2|DANA	LOC113563971|XP_026833917.1|DERE
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC6553973|XP_026831770.1|DERE
OG0000032	LOC6499843|XP_032305552.1|DANA	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC6553620|XP_001979278.1|DERE
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC26526627|XP_015009397.2|DERE
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC6551884|XP_001980608.2|DERE
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC6554929|XP_001981808.1|DERE
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC6554928|XP_001981807.1|DERE
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC6554932|XP_026836683.1|DERE
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC6553418|XP_001979316.1|DERE
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC6550460|XP_001977787.1|DERE
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC6554301|XP_001982125.2|DERE
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC6554302|XP_001982126.1|DERE
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC6548915|XP_026836112.1|DERE
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC6548919|XP_001975347.1|DERE
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC6549604|XP_001975737.1|DERE
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC6546188|XP_001972281.1|DERE
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC6549507|XP_001975729.1|DERE
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC6546189|XP_001972282.1|DERE
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC6545045|XP_001973227.2|DERE
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC6544963|XP_001973230.1|DERE
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC6552334|XP_001979793.1|DERE
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC6552331|XP_001979790.1|DERE
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC6552229|XP_001979794.1|DERE
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC6552231|XP_001979796.1|DERE
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC6552230|XP_001979795.1|DERE
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC6552330|XP_001979789.1|DERE
OG0000050	LOC6493851|XP_001958559.1|DANA	LOC6544231|XP_001973747.1|DERE
OG0000050	LOC6493850|XP_001958558.2|DANA	LOC6544204|XP_026833494.1|DERE
OG0000050	LOC6502856|XP_032309510.1|DANA	LOC26526578|XP_026833595.1|DERE
OG0000050	LOC6493852|XP_001958560.2|DANA	LOC6544232|XP_026833594.1|DERE
OG0000050	LOC6502857|XP_001958557.2|DANA	LOC6544203|XP_001973745.2|DERE
OG0000051	LOC6499129|XP_001955245.1|DANA	LOC6552520|XP_001980945.1|DERE
OG0000051	LOC6500659|XP_001953666.2|DANA	LOC6553748|XP_001980366.1|DERE
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	LOC6553801|XP_001980449.1|DERE, LOC6552141|XP_001979934.1|DERE, LOC6553800|XP_001980448.1|DERE, LOC6553799|XP_001980447.1|DERE
OG0000052	LOC6499936|XP_001953600.1|DANA	LOC6552256|XP_001980737.2|DERE
OG0000052	LOC6496593|XP_001961216.2|DANA	LOC6547302|XP_001974728.1|DERE
OG0000052	LOC6496594|XP_001961217.1|DANA	LOC6547301|XP_001974727.1|DERE
OG0000053	LOC6495215|XP_001958835.1|DANA	LOC6541123|XP_001970454.1|DERE
