Orthogroup	DANA.longest_only	DMEL.longest_only
OG0000007	LOC6493532|XP_001957952.1|DANA	yip7|NP_523944.1|DMEL
OG0000007	LOC6504215|XP_001965139.1|DANA	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA	Jon44E|NP_724699.1|DMEL
OG0000007	LOC6505974|XP_001964709.1|DANA, LOC6505555|XP_001964708.1|DANA, LOC6505976|XP_032305603.1|DANA, LOC6505975|XP_001964710.1|DANA, LOC116654519|XP_032305561.1|DANA	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL
OG0000007	LOC6504214|XP_001965140.1|DANA	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC6492986|XP_032310804.1|DANA	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC6507027|XP_001956797.1|DANA	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC6493536|XP_001957956.2|DANA	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC6506391|XP_001957958.1|DANA	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC6501231|XP_001954812.1|DANA	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC6506513|XP_001957739.1|DANA	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC6493433|XP_001957742.1|DANA	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC6504295|XP_001965067.1|DANA	Crys|NP_476906.1|DMEL
OG0000008	LOC6506512|XP_001957740.2|DANA	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC6503895|XP_001963800.1|DANA	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC6499974|XP_001953515.1|DANA	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC6499973|XP_001953518.1|DANA	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC6500585|XP_001953520.1|DANA	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC6500584|XP_001953519.1|DANA	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC6499972|XP_001953521.2|DANA	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC6500401|XP_001953140.1|DANA	CG11453|NP_650832.1|DMEL
OG0000009	LOC6500399|XP_001953138.1|DANA	CG11391|NP_650830.1|DMEL
OG0000009	LOC6500144|XP_001953137.1|DANA	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC6500400|XP_001953139.2|DANA	CG11407|NP_650831.1|DMEL
OG0000009	LOC6506633|XP_001957500.1|DANA	CG5568|NP_647992.1|DMEL, CG18586|NP_647993.2|DMEL
OG0000009	LOC6494113|XP_001960938.1|DANA	CG4563|NP_611913.1|DMEL
OG0000009	LOC6500524|XP_001953390.1|DANA	CG4830|NP_650160.1|DMEL
OG0000009	LOC6494922|XP_001959416.1|DANA	CG8834|NP_610779.1|DMEL
OG0000010	LOC6500231|XP_001952977.1|DANA	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC116656007|XP_032310968.1|DANA	His4_CG33885|NP_001027342.1|DMEL
OG0000011	LOC6503983|XP_014760411.1|DANA	CG44002|NP_608754.1|DMEL, CG15436|NP_608840.1|DMEL
OG0000011	LOC6502747|XP_014760371.2|DANA	Neu2|NP_649316.1|DMEL
OG0000011	LOC6506691|XP_001957410.1|DANA	CG17361|NP_648678.3|DMEL
OG0000011	LOC6502839|XP_001957409.2|DANA	CG17359|NP_648679.1|DMEL
OG0000011	LOC6499942|XP_001953585.2|DANA	CG8319|NP_649920.2|DMEL
OG0000012	LOC6495461|XP_014763319.1|DANA	CG9416|NP_611415.2|DMEL
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	CG10051|NP_611414.1|DMEL
OG0000012	LOC6495181|XP_001958900.1|DANA	CG11961|NP_725876.1|DMEL
OG0000012	LOC6495184|XP_001958896.1|DANA	CG10062|NP_001261089.1|DMEL
OG0000012	LOC6495188|XP_001958892.1|DANA	CG10081|NP_611418.1|DMEL
OG0000012	LOC6495185|XP_001958895.2|DANA	CG10073|NP_001261090.1|DMEL
OG0000012	LOC6495691|XP_001959390.1|DANA	CG30047|NP_725141.1|DMEL
OG0000012	LOC6495692|XP_001959391.1|DANA	CG30049|NP_725142.3|DMEL
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	CG30043|NP_725143.1|DMEL
OG0000012	LOC6495695|XP_001959394.1|DANA	CG33012|NP_788335.2|DMEL
OG0000012	LOC6495696|XP_032306537.1|DANA	CG13160|NP_001260918.1|DMEL
OG0000013	LOC6494224|XP_001960708.1|DANA	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6502959|XP_001963513.1|DANA	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6494241|XP_001965950.1|DANA	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6506687|XP_032309811.1|DANA	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC6500356|XP_001953043.1|DANA	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6500746|XP_001953834.1|DANA	Hsp68|NP_524474.1|DMEL
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	lectin-22C|NP_001137766.1|DMEL, CG15358|NP_608629.3|DMEL, CG15818|NP_609116.1|DMEL
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	CG7763|NP_001356891.1|DMEL
OG0000016	LOC6500386|XP_001953106.1|DANA	Act87E|NP_477091.1|DMEL
OG0000016	LOC6495063|XP_001959144.1|DANA	Act57B|NP_523800.1|DMEL
OG0000016	LOC6499904|XP_001953662.1|DANA	Arp1|NP_524331.2|DMEL
OG0000016	LOC6494270|XP_001960623.3|DANA	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6504746|XP_032309021.1|DANA	Act5C|NP_511052.1|DMEL
OG0000016	LOC6496662|XP_001961354.1|DANA	Act42A|NP_523625.1|DMEL
OG0000016	LOC6501076|XP_001954513.1|DANA	Act88F|NP_524367.1|DMEL
OG0000016	LOC6493807|XP_014764542.1|DANA	Act79B|NP_524210.1|DMEL
OG0000017	LOC6503036|XP_001963366.1|DANA	Or7a|NP_511081.1|DMEL
OG0000017	LOC6494096|XP_001960985.1|DANA	Or43b|NP_523656.2|DMEL
OG0000017	LOC6493898|XP_001961368.1|DANA	Or42a|NP_523622.2|DMEL
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	Or98a|NP_524536.2|DMEL
OG0000017	LOC6494709|XP_001959816.1|DANA	Or59b|NP_523822.1|DMEL
OG0000017	LOC6496668|XP_001961367.1|DANA	Or42b|NP_523624.2|DMEL
OG0000017	LOC6494707|XP_001959817.2|DANA	Or59c|NP_523823.1|DMEL
OG0000017	LOC6498649|XP_001963243.2|DANA	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC6493787|XP_001958436.1|DANA	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC6506162|XP_001958433.1|DANA	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6506161|XP_001958434.1|DANA	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC6505609|XP_001964601.1|DANA	CG6283|NP_651524.1|DMEL
OG0000019	LOC6505610|XP_001964600.1|DANA	CG17192|NP_651522.1|DMEL, CG17191|NP_651523.1|DMEL
OG0000019	LOC6505613|XP_032305481.1|DANA	CG6296|NP_651520.1|DMEL
OG0000019	LOC6505612|XP_001964599.1|DANA	CG6295|NP_651521.1|DMEL
OG0000019	LOC6505608|XP_001964602.1|DANA	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL
OG0000020	LOC6499398|XP_032312200.1|DANA	rdog|NP_651678.1|DMEL
OG0000020	LOC6494967|XP_001959313.1|DANA	CG10505|NP_611571.2|DMEL
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC6497508|XP_032307386.1|DANA	CG7627|NP_001245943.1|DMEL
OG0000020	LOC6500139|XP_032312147.1|DANA	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6501153|XP_001954651.1|DANA	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6506852|XP_001965261.1|DANA	CG9270|NP_995741.2|DMEL
OG0000020	LOC6497510|XP_032307412.1|DANA	CG31793|NP_609930.4|DMEL
OG0000021	LOC26515395|XP_032312045.1|DANA	PpD6|NP_524947.1|DMEL
OG0000021	LOC6502914|XP_001967640.3|DANA	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC6494472|XP_001960263.1|DANA	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6494465|XP_001960278.1|DANA	PpD5|NP_524707.1|DMEL
OG0000021	LOC6496057|XP_001960127.1|DANA	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6502328|XP_014759082.1|DANA	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC6503446|XP_001967498.1|DANA	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6499833|XP_001953817.3|DANA	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC6503731|XP_032308490.1|DANA	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC6495509|XP_001959002.1|DANA	CG7798|NP_611098.1|DMEL
OG0000022	LOC6492952|XP_001956727.1|DANA	LysX|NP_523881.1|DMEL
OG0000022	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA	LysE|NP_476827.2|DMEL
OG0000022	LOC6492948|XP_001956720.1|DANA	LysB|NP_523882.1|DMEL
OG0000022	LOC6507069|XP_001956716.1|DANA	LysS|NP_476829.1|DMEL
OG0000022	LOC6492946|XP_001956717.1|DANA	LysP|NP_476828.1|DMEL
OG0000023	LOC6500082|XP_001953260.1|DANA	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC6500077|XP_001953265.1|DANA	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC6500461|XP_001953266.1|DANA	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6494760|XP_001959725.1|DANA	gas|NP_611678.1|DMEL
OG0000023	LOC6500076|XP_001953267.1|DANA	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6500083|XP_001953259.2|DANA	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC6500087|XP_001953255.2|DANA	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC6500085|XP_032312233.1|DANA	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6500088|XP_014766376.1|DANA	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC116654715|XP_032306639.1|DANA	betaTry|NP_524904.1|DMEL, CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	alphaTry|NP_476771.1|DMEL
OG0000024	LOC6495252|XP_001958753.1|DANA	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6498256|XP_001962412.1|DANA	CG17571|NP_610109.1|DMEL
OG0000024	LOC6495254|XP_001958751.1|DANA	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6496529|XP_001961079.1|DANA	Ser8|NP_610874.1|DMEL
OG0000025	LOC6498525|XP_001962995.1|DANA	His3.3A|NP_523479.1|DMEL
OG0000025	LOC26513707|XP_032309216.1|DANA	His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000025	LOC116655982|XP_032310866.1|DANA	His3_CG33863|NP_001027383.1|DMEL, His3_CG33806|NP_001027289.1|DMEL
OG0000026	LOC6505023|XP_001965614.1|DANA	antdh|NP_572695.2|DMEL
OG0000026	LOC6498214|XP_001962316.1|DANA	CG9150|NP_608991.2|DMEL
OG0000026	LOC6502964|XP_001963504.1|DANA	CG9360|NP_572746.1|DMEL
OG0000026	LOC6500045|XP_001953325.1|DANA	CG3301|NP_650964.1|DMEL
OG0000027	LOC6497408|XP_001962144.1|DANA	Acp1|NP_477115.1|DMEL
OG0000027	LOC6497406|XP_001962147.2|DANA	CG7203|NP_609143.2|DMEL
OG0000027	LOC6497407|XP_001962145.1|DANA	CG7214|NP_609141.1|DMEL
OG0000028	LOC6493628|XP_001958129.1|DANA, LOC6493626|XP_001958124.2|DANA	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL
OG0000028	LOC116655895|XP_032310688.1|DANA	CG14095|NP_649112.1|DMEL
OG0000028	LOC6506803|XP_001957208.1|DANA	CG13068|NP_648856.1|DMEL
OG0000029	LOC116655417|XP_032309201.1|DANA	CheA46a|NP_001027399.1|DMEL, CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC6506262|XP_014764698.1|DANA	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6504294|XP_001965069.1|DANA	Or33c|NP_523555.1|DMEL
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	Or33a|NP_523553.1|DMEL
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	Or33b|NP_523554.1|DMEL
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	Or23a|NP_523458.3|DMEL
OG0000030	LOC6494711|XP_001959810.1|DANA	Or59a|NP_523821.1|DMEL
OG0000030	LOC6504640|XP_001966489.1|DANA	Or2a|NP_525046.1|DMEL
OG0000030	LOC6503160|XP_001963545.1|DANA	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	CG14990|NP_647856.2|DMEL, CG3117|NP_608722.2|DMEL
OG0000031	LOC6496944|XP_001963083.2|DANA	CG5390|NP_609374.1|DMEL
OG0000032	LOC6499841|XP_001953793.1|DANA	GstD1|NP_524326.1|DMEL
OG0000032	LOC6500728|XP_001953801.1|DANA	GstD8|NP_524916.1|DMEL
OG0000032	LOC6500726|XP_032305502.1|DANA	GstD7|NP_525114.1|DMEL
OG0000033	LOC6494619|XP_001959999.1|DANA	CheB42c|NP_995764.2|DMEL
OG0000033	LOC6494622|XP_001959998.3|DANA	CheB42b|NP_995763.1|DMEL
OG0000033	LOC6495993|XP_001960000.1|DANA	CheB42a|NP_995765.1|DMEL
OG0000033	LOC6501373|XP_001955098.3|DANA	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000034	LOC6498174|XP_001962232.1|DANA	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC6498552|XP_001963046.3|DANA	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC6500465|XP_001953274.1|DANA	Sp7|NP_649734.2|DMEL
OG0000036	LOC6505844|XP_001964473.1|DANA	ea|NP_524362.2|DMEL
OG0000036	LOC6500980|XP_001954293.1|DANA	MP1|NP_001303421.1|DMEL
OG0000036	LOC6499049|XP_001955412.1|DANA	SPE|NP_651168.1|DMEL
OG0000037	LOC6493979|XP_001961214.2|DANA	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6498848|XP_001955809.2|DANA	Cyp12a5|NP_650782.1|DMEL, Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6506319|XP_001958116.1|DANA	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6492929|XP_032310430.1|DANA	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6501134|XP_001954615.2|DANA	CG42564|NP_649651.2|DMEL
OG0000039	LOC6502398|XP_001967387.3|DANA	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6504273|XP_001967388.1|DANA	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6503200|XP_032311880.1|DANA	CG32679|NP_727412.2|DMEL
OG0000040	LOC6500947|XP_014766809.1|DANA	CG17803|NP_650657.2|DMEL
OG0000040	LOC6501033|XP_001954424.1|DANA	CG6689|NP_650051.1|DMEL
OG0000040	LOC6499533|XP_001954425.2|DANA	CG4820|NP_001097748.1|DMEL
OG0000040	LOC6500946|XP_001954224.1|DANA	CG17806|NP_650658.1|DMEL
OG0000040	LOC6500944|XP_001954222.1|DANA	Odj|NP_650661.1|DMEL
OG0000040	LOC6505623|XP_001964581.1|DANA	CG1792|NP_651878.1|DMEL
OG0000041	LOC6500348|XP_001953017.1|DANA	CG31104|NP_733090.1|DMEL
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	CG11893|NP_651375.1|DMEL
OG0000041	LOC6500352|XP_001953027.2|DANA	CG31436|NP_733096.1|DMEL
OG0000041	LOC26513865|XP_032307158.1|DANA	CG13659|NP_651378.1|DMEL, CG31370|NP_733095.2|DMEL
OG0000042	LOC26515385|XP_014759495.2|DANA	CG34028|NP_001033838.1|DMEL
OG0000042	LOC6495008|XP_001959230.2|DANA	CG14502|NP_611311.1|DMEL
OG0000042	LOC6495010|XP_001959228.2|DANA	CG18539|NP_611315.3|DMEL
OG0000042	LOC6495011|XP_001959229.1|DANA	CG18536|NP_611312.1|DMEL
OG0000042	LOC6495009|XP_001959227.2|DANA	CG18540|NP_611316.2|DMEL
OG0000043	LOC6501040|XP_001954441.3|DANA	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC6499525|XP_001954440.1|DANA	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC6501039|XP_001954437.1|DANA	Ugt35E1|NP_652622.3|DMEL, Ugt35E2|NP_652623.2|DMEL, Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC6502673|XP_001954436.1|DANA	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC6500203|XP_032305729.1|DANA	CG31087|NP_733100.1|DMEL
OG0000044	LOC6500197|XP_001953036.1|DANA	CG10562|NP_651385.3|DMEL
OG0000044	LOC26515569|XP_014767439.1|DANA	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC6500202|XP_001953032.2|DANA	CG10559|NP_651382.2|DMEL
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	CG10560|NP_651384.2|DMEL, CG10553|NP_651383.1|DMEL
OG0000044	LOC6499418|XP_001954679.1|DANA	CG6908|NP_650105.1|DMEL
OG0000045	LOC6493486|XP_001957849.1|DANA	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC6507632|XP_001956043.1|DANA	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC6507423|XP_032310209.1|DANA	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC6501716|XP_001955838.3|DANA	CG5892|NP_650959.2|DMEL
OG0000046	LOC6503183|XP_001963600.1|DANA	CG14219|NP_608322.1|DMEL
OG0000046	LOC6502915|XP_001963599.1|DANA	CG14205|NP_608323.1|DMEL
OG0000046	LOC6503185|XP_032311857.1|DANA	CG14204|NP_608321.1|DMEL
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	CG16723|NP_651159.3|DMEL
OG0000046	LOC6501523|XP_001955420.3|DANA	CG10183|NP_651160.3|DMEL
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	CG33337|NP_996269.2|DMEL, CG10182|NP_651158.1|DMEL, CG13325|NP_610836.1|DMEL
OG0000047	LOC6496443|XP_001960921.1|DANA	loopin-1|NP_001097338.1|DMEL
OG0000047	LOC6496440|XP_001960917.1|DANA	S-Lap8|NP_611132.1|DMEL
OG0000047	LOC6496543|XP_001961111.1|DANA	S-Lap5|NP_610892.1|DMEL
OG0000047	LOC6493464|XP_001957813.1|DANA	S-Lap3|NP_648394.1|DMEL
OG0000047	LOC6494029|XP_001961117.1|DANA	S-Lap7|NP_610900.1|DMEL
OG0000047	LOC6493465|XP_001957814.1|DANA	S-Lap4|NP_729613.1|DMEL
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	CG13060|NP_648873.1|DMEL, CG13041|NP_648872.1|DMEL
OG0000048	LOC6493171|XP_001957195.2|DANA	CG13044|NP_648867.1|DMEL
OG0000048	LOC6493169|XP_001957191.1|DANA	CG13042|NP_648870.1|DMEL
OG0000049	LOC6500644|XP_001953636.2|DANA	CG4053|NP_650601.2|DMEL
OG0000049	LOC6499920|XP_001953633.1|DANA	CG5246|NP_650603.1|DMEL
OG0000049	LOC6500645|XP_001953637.1|DANA	CG17475|NP_650600.2|DMEL
OG0000049	LOC6499917|XP_001953639.1|DANA	CG31269|NP_001097818.1|DMEL
OG0000049	LOC6502640|XP_001953638.1|DANA	CG31265|NP_650599.1|DMEL
OG0000049	LOC6499921|XP_001953632.1|DANA	CG5255|NP_650604.1|DMEL
OG0000050	LOC6494319|XP_001960538.2|DANA	CG13193|NP_610699.1|DMEL
OG0000050	LOC6502855|XP_001958555.2|DANA	CG33766|NP_001027140.1|DMEL
OG0000050	LOC6493851|XP_001958559.1|DANA	CG33770|NP_001027144.2|DMEL
OG0000050	LOC6493850|XP_001958558.2|DANA	CG33769|NP_001027143.1|DMEL
OG0000050	LOC6502856|XP_032309510.1|DANA	CG33767|NP_001027141.1|DMEL
OG0000050	LOC6493852|XP_001958560.2|DANA	CG33771|NP_001027145.3|DMEL
OG0000050	LOC6502857|XP_001958557.2|DANA	CG33768|NP_001027142.2|DMEL
OG0000051	LOC6499129|XP_001955245.1|DANA	Cyp313b1|NP_649807.1|DMEL
OG0000051	LOC6500659|XP_001953666.2|DANA	Cyp313a4|NP_650224.3|DMEL
OG0000051	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA	Cyp313a5|NP_650168.1|DMEL, Cyp313a1|NP_650368.1|DMEL, Cyp313a2|NP_650169.3|DMEL, Cyp313a3|NP_650170.2|DMEL
OG0000052	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA	eloF|NP_649956.1|DMEL
OG0000052	LOC6499936|XP_001953600.1|DANA	CG9458|NP_731419.1|DMEL
