Orthogroup	DANA.longest_only	DSEC.longest_only
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA	LOC116802438|XP_032582808.1|DSEC
OG0000014	LOC116655389|XP_032309141.1|DANA, LOC26514258|XP_032311543.1|DANA, LOC116655395|XP_032309151.1|DANA, LOC116656478|XP_032312029.1|DANA, LOC116655083|XP_032308038.1|DANA, LOC26514016|XP_032312054.1|DANA, LOC116656386|XP_032311769.1|DANA	LOC116800565|XP_032572118.1|DSEC, LOC116802202|XP_032581775.1|DSEC
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC116803534|XP_032583120.1|DSEC, LOC6617420|XP_032571737.1|DSEC, LOC6611526|XP_002036067.1|DSEC, LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC6621634|XP_002045742.2|DSEC
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC6617116|XP_002041443.2|DSEC, LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC6502914|XP_001967640.3|DANA	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC6502328|XP_014759082.1|DANA	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA	LOC6610278|XP_002034873.2|DSEC
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC6500082|XP_001953260.1|DANA	LOC6614266|XP_002038706.1|DSEC
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC6608399|XP_002033133.1|DSEC, LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC6610715|XP_032575982.1|DSEC, LOC6613163|XP_002037644.1|DSEC, LOC6608128|XP_002032876.2|DSEC
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC6606689|XP_002031489.2|DSEC
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC116655392|XP_032309148.1|DANA, LOC116655456|XP_032309239.1|DANA, LOC116655738|XP_032309482.1|DANA, LOC116655677|XP_032309434.1|DANA, LOC116656512|XP_032312047.1|DANA, LOC116656511|XP_032312046.1|DANA, LOC116654548|XP_032305690.1|DANA	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC6619109|XP_002043349.1|DSEC, LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC6619708|XP_032579543.1|DSEC, LOC116801819|XP_032579546.1|DSEC, LOC116801818|XP_032579545.1|DSEC
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC6617460|XP_002041777.2|DSEC
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC6606882|XP_002031676.2|DSEC
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC6606877|XP_032576948.1|DSEC, LOC6606875|XP_002031669.2|DSEC, LOC6612980|XP_002037471.1|DSEC
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC6606874|XP_002031668.1|DSEC
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC6619712|XP_032578272.1|DSEC
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC6619716|XP_002043931.1|DSEC
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC6619717|XP_002043932.1|DSEC
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC6619713|XP_032578123.1|DSEC
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC6619715|XP_002043930.1|DSEC, LOC6619714|XP_002043929.1|DSEC
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC6605191|XP_002030030.1|DSEC
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC6611095|XP_002035652.1|DSEC
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC6611094|XP_002035651.1|DSEC
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC6620032|XP_032578694.1|DSEC
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC6615012|XP_002039429.1|DSEC
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC6615013|XP_002039430.2|DSEC
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC6615011|XP_032581038.1|DSEC
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC6607592|XP_032578892.1|DSEC
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC6618806|XP_002043055.1|DSEC, LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC6609458|XP_002034143.1|DSEC
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC6609455|XP_002034140.1|DSEC
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC6609036|XP_032573031.1|DSEC
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC6605158|XP_002029997.1|DSEC
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC6609046|XP_032572064.1|DSEC
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC6605159|XP_002029998.2|DSEC
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC6605923|XP_002030736.1|DSEC
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC6605926|XP_002030739.1|DSEC
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC6616787|XP_002041124.1|DSEC
