Orthogroup	DANA.longest_only	DSIM.longest_only
OG0000007	LOC6504215|XP_001965139.1|DANA	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC6505974|XP_001964709.1|DANA, LOC6505555|XP_001964708.1|DANA, LOC6505976|XP_032305603.1|DANA, LOC6505975|XP_001964710.1|DANA, LOC116654519|XP_032305561.1|DANA	LOC120284928|XP_039150400.1|DSIM, LOC6730135|XP_039150399.1|DSIM
OG0000007	LOC6504214|XP_001965140.1|DANA	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC6492986|XP_032310804.1|DANA	LOC6737273|XP_039149649.1|DSIM
OG0000007	LOC6507027|XP_001956797.1|DANA	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC6493536|XP_001957956.2|DANA	LOC6736957|XP_016030597.1|DSIM
OG0000007	LOC6506391|XP_001957958.1|DANA	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC6501231|XP_001954812.1|DANA	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC6506513|XP_001957739.1|DANA	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC6493433|XP_001957742.1|DANA	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC6504295|XP_001965067.1|DANA	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC6506512|XP_001957740.2|DANA	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC6503895|XP_001963800.1|DANA	LOC6725212|XP_002106235.2|DSIM
OG0000008	LOC6499974|XP_001953515.1|DANA	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM
OG0000008	LOC6499973|XP_001953518.1|DANA	LOC6726998|XP_016033494.2|DSIM
OG0000008	LOC6500585|XP_001953520.1|DANA	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC6500584|XP_001953519.1|DANA	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC6499972|XP_001953521.2|DANA	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC6500401|XP_001953140.1|DANA	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC6500399|XP_001953138.1|DANA	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC6500144|XP_001953137.1|DANA	LOC6727423|XP_016033975.1|DSIM
OG0000009	LOC6500400|XP_001953139.2|DANA	LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC6506633|XP_001957500.1|DANA	LOC6736925|XP_002083772.1|DSIM, LOC6736926|XP_002083773.1|DSIM
OG0000009	LOC6494113|XP_001960938.1|DANA	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC6500524|XP_001953390.1|DANA	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC6494922|XP_001959416.1|DANA	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM
OG0000010	LOC6500231|XP_001952977.1|DANA	LOC120285280|XP_039152696.1|DSIM
OG0000010	LOC116656007|XP_032310968.1|DANA	LOC120285282|XP_039152699.1|DSIM
OG0000011	LOC6503983|XP_014760411.1|DANA	LOC6730832|XP_016023246.1|DSIM, LOC6730831|XP_002077997.2|DSIM, LOC27207823|XP_016023441.1|DSIM
OG0000011	LOC6502747|XP_014760371.2|DANA	LOC27206207|XP_039149631.1|DSIM, LOC27208543|XP_016037023.1|DSIM
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC6502839|XP_001957409.2|DANA	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC6734133|XP_002081162.3|DSIM
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000014	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA	LOC120285345|XP_039153408.1|DSIM
OG0000014	LOC116655389|XP_032309141.1|DANA, LOC26514258|XP_032311543.1|DANA, LOC116655395|XP_032309151.1|DANA, LOC116656478|XP_032312029.1|DANA, LOC116655083|XP_032308038.1|DANA, LOC26514016|XP_032312054.1|DANA, LOC116656386|XP_032311769.1|DANA	LOC120285375|XP_039153883.1|DSIM
OG0000015	LOC26515394|XP_032307327.1|DANA, LOC26515478|XP_014762438.1|DANA	LOC27208270|XP_016038606.1|DSIM
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC6730642|XP_002077813.2|DSIM, LOC6739194|XP_002076105.3|DSIM, LOC6731349|XP_002078505.1|DSIM, LOC6731405|XP_002078558.1|DSIM
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC27206160|XP_016027033.1|DSIM
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC27207583|XP_016036303.1|DSIM
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC6736982|XP_002083829.1|DSIM
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC6729810|XP_002105113.1|DSIM, LOC27208716|XP_016036498.1|DSIM
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA	LOC6736297|XP_002083181.2|DSIM
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC6500082|XP_001953260.1|DANA	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC6733991|XP_002081035.1|DSIM, LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC6501933|XP_032308306.1|DANA, LOC6498525|XP_001962995.1|DANA	LOC27207833|XP_016038650.1|DSIM
OG0000025	LOC6496740|XP_001967888.2|DANA, LOC26513707|XP_032309216.1|DANA	LOC120285797|XP_039154346.1|DSIM
OG0000025	LOC6498725|XP_001967729.1|DANA	LOC120285798|XP_039154348.1|DSIM
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC6733757|XP_002080801.1|DSIM, LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC6731962|XP_016024641.1|DSIM, LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC6736718|XP_002083574.1|DSIM, LOC6730782|XP_002077950.2|DSIM, LOC6733504|XP_016026473.1|DSIM
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC6728383|XP_002103731.2|DSIM, LOC6728381|XP_016034991.1|DSIM
OG0000032	LOC6499843|XP_032305552.1|DANA	LOC6728387|XP_039151488.1|DSIM
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC6733291|XP_002080354.2|DSIM
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC6731186|XP_002078345.3|DSIM
OG0000035	LOC116655392|XP_032309148.1|DANA, LOC116655456|XP_032309239.1|DANA, LOC116655738|XP_032309482.1|DANA, LOC116655677|XP_032309434.1|DANA, LOC116656512|XP_032312047.1|DANA, LOC116656511|XP_032312046.1|DANA, LOC116654548|XP_032305690.1|DANA	LOC120285676|XP_039154249.1|DSIM, LOC120285439|XP_039154107.1|DSIM, LOC120285687|XP_039154278.1|DSIM
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC6727491|XP_002102871.2|DSIM, LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC27207643|XP_016039311.1|DSIM
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC6740324|XP_002077196.2|DSIM
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC6725586|XP_039153235.1|DSIM
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC6727642|XP_002103019.1|DSIM
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC6728556|XP_002103897.1|DSIM
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC6728557|XP_002103898.1|DSIM
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC6727641|XP_002103018.1|DSIM
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC6727638|XP_002103015.1|DSIM
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC6730355|XP_002105637.2|DSIM
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC6729591|XP_002104899.1|DSIM
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC6729598|XP_002104906.1|DSIM
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC27209427|XP_016038683.1|DSIM
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC6735085|XP_039148041.1|DSIM
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC6735089|XP_039148042.1|DSIM
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC6735090|XP_016028363.1|DSIM
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC27207593|XP_016035207.2|DSIM
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC6728570|XP_016035206.2|DSIM
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC6728574|XP_002103915.1|DSIM
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC6729601|XP_016036243.1|DSIM
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC6729605|XP_002104913.1|DSIM
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC6729606|XP_002104914.1|DSIM
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC6729602|XP_016036244.1|DSIM
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC6729604|XP_002104912.1|DSIM, LOC6729603|XP_016036245.1|DSIM
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC6728484|XP_016035123.1|DSIM
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC27207701|XP_016031376.1|DSIM
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC6737082|XP_002083929.1|DSIM
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC6737081|XP_002083928.1|DSIM
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC6727218|XP_002102610.2|DSIM
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC27208258|XP_039152751.1|DSIM
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC6726461|XP_002107418.1|DSIM
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC6726459|XP_016040040.1|DSIM
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC6729249|XP_002104570.1|DSIM
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC6729250|XP_016035903.2|DSIM
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM
