Orthogroup	DANA.longest_only	DSUB.longest_only
OG0000011	LOC6503972|XP_001965213.2|DANA, LOC6498068|XP_032307307.1|DANA, LOC6503983|XP_014760411.1|DANA, LOC6502747|XP_014760371.2|DANA	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC6502839|XP_001957409.2|DANA	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC6506167|XP_032310203.1|DANA, LOC6493788|XP_001958437.1|DANA, LOC6493792|XP_001958441.2|DANA, LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA, LOC6506166|XP_001958429.1|DANA	LOC117895272|XP_034658688.1|DSUB
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC6502914|XP_001967640.3|DANA	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC6502328|XP_014759082.1|DANA	LOC117892040|XP_034653856.1|DSUB
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA	LOC117892922|XP_034655128.1|DSUB, LOC117892927|XP_034655134.1|DSUB, LOC117892926|XP_034655132.1|DSUB, LOC117892918|XP_034655124.1|DSUB, LOC117892925|XP_034655130.1|DSUB
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC6500082|XP_001953260.1|DANA	LOC117896148|XP_034660114.1|DSUB
OG0000023	LOC6500077|XP_001953265.1|DANA	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC6502513|XP_001960684.2|DANA	LOC117889740|XP_034650054.1|DSUB
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC6499843|XP_032305552.1|DANA	LOC117899193|XP_034664947.1|DSUB
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC6500726|XP_032305502.1|DANA	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC6501373|XP_001955098.3|DANA, LOC6502622|XP_032305620.1|DANA, LOC116656581|XP_032312240.1|DANA	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC6504271|XP_032308876.1|DANA	LOC117903894|XP_034672287.1|DSUB
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC6500236|XP_001952967.2|DANA	LOC117896580|XP_034660876.1|DSUB
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC117903839|XP_034672183.1|DSUB
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC6500202|XP_001953032.2|DANA, LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC117898153|XP_034663242.1|DSUB
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC117892077|XP_034653957.1|DSUB
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC117891323|XP_034652630.1|DSUB
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC117891482|XP_034652852.1|DSUB
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC117892480|XP_034654625.1|DSUB
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC117893757|XP_034656383.1|DSUB
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC117891376|XP_034652704.1|DSUB
