Orthogroup	DANA.longest_only	DYAK.longest_only
OG0000007	LOC6493534|XP_001957954.1|DANA	LOC6533142|XP_002093868.1|DYAK
OG0000007	LOC6493532|XP_001957952.1|DANA	LOC6533140|XP_002093866.1|DYAK
OG0000007	LOC6504215|XP_001965139.1|DANA	LOC6527619|XP_002088707.1|DYAK
OG0000007	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA	LOC6528628|XP_002089670.1|DYAK
OG0000007	LOC6505974|XP_001964709.1|DANA, LOC6505555|XP_001964708.1|DANA, LOC6505976|XP_032305603.1|DANA, LOC6505975|XP_001964710.1|DANA, LOC116654519|XP_032305561.1|DANA	LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK
OG0000007	LOC6504214|XP_001965140.1|DANA	LOC6527618|XP_002088706.1|DYAK
OG0000007	LOC6492986|XP_032310804.1|DANA	LOC6532723|XP_002093465.1|DYAK
OG0000007	LOC6507027|XP_001956797.1|DANA	LOC6532724|XP_002093466.1|DYAK
OG0000007	LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA	LOC6527620|XP_002088708.1|DYAK
OG0000007	LOC6493536|XP_001957956.2|DANA	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC6506391|XP_001957958.1|DANA	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC6501231|XP_001954812.1|DANA	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC6506513|XP_001957739.1|DANA	LOC6532927|XP_002093663.1|DYAK
OG0000008	LOC6493433|XP_001957742.1|DANA	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC6504295|XP_001965067.1|DANA	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC6506512|XP_001957740.2|DANA	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC6503895|XP_001963800.1|DANA	LOC6524096|XP_002099960.1|DYAK
OG0000008	LOC6499974|XP_001953515.1|DANA	LOC6536139|XP_015047584.1|DYAK, LOC6536138|XP_039231652.1|DYAK
OG0000008	LOC6499973|XP_001953518.1|DANA	LOC6536141|XP_039231654.1|DYAK
OG0000008	LOC6500585|XP_001953520.1|DANA	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC6500584|XP_001953519.1|DANA	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC6499972|XP_001953521.2|DANA	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC6500401|XP_001953140.1|DANA	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC6500399|XP_001953138.1|DANA	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC6500144|XP_001953137.1|DANA	LOC6535720|XP_002096346.1|DYAK
OG0000009	LOC6500400|XP_001953139.2|DANA	LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC6506633|XP_001957500.1|DANA	LOC6533117|XP_002093843.1|DYAK, LOC6533118|XP_002093844.1|DYAK
OG0000009	LOC6494113|XP_001960938.1|DANA	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC6500524|XP_001953390.1|DANA	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC6494922|XP_001959416.1|DANA	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC6500231|XP_001952977.1|DANA	LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK
OG0000010	LOC116656007|XP_032310968.1|DANA	LOC120322218|XP_039233208.1|DYAK
OG0000011	LOC6503983|XP_014760411.1|DANA	LOC120320450|XP_039227155.1|DYAK, LOC6526687|XP_002087792.2|DYAK, LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC6502747|XP_014760371.2|DANA	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC6506691|XP_001957410.1|DANA	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC6502839|XP_001957409.2|DANA	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC6499942|XP_001953585.2|DANA	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC6495461|XP_014763319.1|DANA	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC6495181|XP_001958900.1|DANA	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC6495184|XP_001958896.1|DANA	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC6495188|XP_001958892.1|DANA	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC6495185|XP_001958895.2|DANA	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC6495691|XP_001959390.1|DANA	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC6495692|XP_001959391.1|DANA	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC26514216|XP_014763990.1|DANA	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC6495695|XP_001959394.1|DANA	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC6495696|XP_032306537.1|DANA	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC6494224|XP_001960708.1|DANA	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC6502959|XP_001963513.1|DANA	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC6494241|XP_001965950.1|DANA	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC6506687|XP_032309811.1|DANA	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC6500356|XP_001953043.1|DANA	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC6500746|XP_001953834.1|DANA	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000014	LOC116656446|XP_032311954.1|DANA, LOC116655390|XP_032309143.1|DANA	LOC120322409|XP_039233635.1|DYAK
OG0000014	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA	LOC120321092|XP_039228481.1|DYAK
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC6526496|XP_039227173.1|DYAK, LOC120320869|XP_039227770.1|DYAK, LOC6526950|XP_002088046.2|DYAK, LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC6530275|XP_002091207.2|DYAK
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC6538220|XP_039231078.1|DYAK, LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC6493789|XP_001958438.1|DANA	LOC26534941|XP_015049831.1|DYAK
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC6538324|XP_002098851.2|DYAK, LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC6538321|XP_002098848.1|DYAK, LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC6529647|XP_002090641.1|DYAK, LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC6500082|XP_001953260.1|DANA	LOC6536030|XP_002096645.2|DYAK
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC6530300|XP_002091227.1|DYAK, LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC6498525|XP_001962995.1|DANA	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC6528801|XP_002089833.1|DYAK, LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC6504294|XP_001965069.1|DANA	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK, LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC6532903|XP_002093639.1|DYAK, LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC6500726|XP_032305502.1|DANA	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC6535950|XP_002096566.1|DYAK
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC6531351|XP_002092155.1|DYAK, LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC6536871|XP_002097440.2|DYAK, LOC6529821|XP_002090802.3|DYAK, LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC6527117|XP_002088210.1|DYAK
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC6535647|XP_002096275.2|DYAK, LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC6538542|XP_002099064.1|DYAK
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC6538533|XP_002099055.1|DYAK
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC6538535|XP_039230997.1|DYAK, LOC6538534|XP_002099056.1|DYAK
OG0000042	LOC26515385|XP_014759495.2|DANA	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC6531111|XP_002091945.1|DYAK
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC6501040|XP_001954441.3|DANA	LOC6536588|XP_002097164.1|DYAK
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC6536590|XP_002097166.1|DYAK
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC6536584|XP_002097160.1|DYAK
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC6536592|XP_002097168.1|DYAK, LOC6536593|XP_039231638.1|DYAK, LOC6539005|XP_002099507.1|DYAK
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC6536594|XP_002097170.1|DYAK
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC6538530|XP_002099052.1|DYAK
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC6538526|XP_002099048.1|DYAK
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC6538525|XP_002099047.1|DYAK
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC6538529|XP_002099051.1|DYAK
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC6538527|XP_002099049.1|DYAK, LOC6538528|XP_002099050.1|DYAK
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC6537407|XP_002097963.3|DYAK
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC6533631|XP_002094338.1|DYAK
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC6533265|XP_002093991.2|DYAK
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC6533264|XP_002093990.1|DYAK
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC6535912|XP_002096528.1|DYAK
OG0000046	LOC6503183|XP_001963600.1|DANA	LOC6525175|XP_002101013.1|DYAK
OG0000046	LOC6502915|XP_001963599.1|DANA	LOC6525174|XP_002101012.1|DYAK
OG0000046	LOC6503185|XP_032311857.1|DANA	LOC6525176|XP_002101014.2|DYAK
OG0000046	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA	LOC6537904|XP_002098445.2|DYAK
OG0000046	LOC6501523|XP_001955420.3|DANA	LOC6537905|XP_039232534.1|DYAK
OG0000046	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA	LOC6537903|XP_002098444.1|DYAK, LOC6537902|XP_002098443.2|DYAK, LOC6537901|XP_002098442.1|DYAK, LOC6530015|XP_002090961.3|DYAK
OG0000047	LOC6496443|XP_001960921.1|DANA	LOC6531393|XP_002092196.1|DYAK
OG0000047	LOC6496440|XP_001960917.1|DANA	LOC6531396|XP_002092199.1|DYAK
OG0000047	LOC6496543|XP_001961111.1|DANA	LOC6529920|XP_002090877.1|DYAK
OG0000047	LOC6493464|XP_001957813.1|DANA	LOC6533594|XP_002094302.1|DYAK
OG0000047	LOC6494029|XP_001961117.1|DANA	LOC6529913|XP_002090870.1|DYAK
OG0000047	LOC6493465|XP_001957814.1|DANA	LOC6533595|XP_002094303.1|DYAK
OG0000048	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA	LOC6539501|XP_002086390.1|DYAK, LOC26534611|XP_015045057.1|DYAK
OG0000048	LOC6493171|XP_001957195.2|DANA	LOC6539644|XP_002086526.2|DYAK
OG0000048	LOC6493169|XP_001957191.1|DANA	LOC6539640|XP_002086529.1|DYAK
OG0000049	LOC6500644|XP_001953636.2|DANA	LOC6536652|XP_002097224.1|DYAK
OG0000049	LOC6499920|XP_001953633.1|DANA	LOC6537437|XP_002097993.1|DYAK
OG0000049	LOC6500645|XP_001953637.1|DANA	LOC6536653|XP_002097225.1|DYAK
OG0000049	LOC6499917|XP_001953639.1|DANA	LOC6536655|XP_002097227.1|DYAK
OG0000049	LOC6502640|XP_001953638.1|DANA	LOC6536654|XP_002097226.1|DYAK
OG0000049	LOC6499921|XP_001953632.1|DANA	LOC6537438|XP_002097994.1|DYAK
OG0000050	LOC6494319|XP_001960538.2|DANA	LOC6530239|XP_002091176.2|DYAK
OG0000050	LOC6502855|XP_001958555.2|DANA	LOC6535160|XP_039230152.1|DYAK
