Orthogroup	DANA.longest_only	DBIA.longest_only
OG0000013	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000014	LOC116656446|XP_032311954.1|DANA, LOC116655390|XP_032309143.1|DANA	LOC108021863|XP_016946143.1|DBIA
OG0000014	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA	LOC108022025|XP_016946391.1|DBIA
OG0000014	LOC116654535|XP_032305652.1|DANA, LOC116656408|XP_032311858.1|DANA, LOC116655579|XP_032309422.1|DANA	LOC108027391|XP_016954320.1|DBIA
OG0000015	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA	LOC108032335|XP_016961635.1|DBIA, LOC108032334|XP_016961634.1|DBIA, LOC108034674|XP_016965104.1|DBIA, LOC108033354|XP_016963153.1|DBIA, LOC108028934|XP_016956441.1|DBIA
OG0000015	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA	LOC108030294|XP_016958615.1|DBIA
OG0000015	LOC26514507|XP_014762338.1|DANA	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA
OG0000016	LOC6500386|XP_001953106.1|DANA	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC6495063|XP_001959144.1|DANA	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC6499904|XP_001953662.1|DANA	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC6494270|XP_001960623.3|DANA	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC6504746|XP_032309021.1|DANA	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC6496662|XP_001961354.1|DANA	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC6501076|XP_001954513.1|DANA	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC6493807|XP_014764542.1|DANA	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC6503036|XP_001963366.1|DANA	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC6494096|XP_001960985.1|DANA	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC6493898|XP_001961368.1|DANA	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA	LOC108026055|XP_016952238.1|DBIA
OG0000017	LOC6494709|XP_001959816.1|DANA	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC6496668|XP_001961367.1|DANA	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC6494707|XP_001959817.2|DANA	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC6498649|XP_001963243.2|DANA	LOC108027769|XP_016954820.1|DBIA, LOC108027730|XP_016954771.1|DBIA
OG0000018	LOC6493787|XP_001958436.1|DANA	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC6506162|XP_001958433.1|DANA	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC6506161|XP_001958434.1|DANA	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC6493789|XP_001958438.1|DANA	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA
OG0000019	LOC6505609|XP_001964601.1|DANA	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC6505610|XP_001964600.1|DANA	LOC108025229|XP_016951064.1|DBIA, LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC6505613|XP_032305481.1|DANA	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC6505612|XP_001964599.1|DANA	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC6505608|XP_001964602.1|DANA	LOC108025225|XP_016951061.1|DBIA, LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC6499398|XP_032312200.1|DANA	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC6494967|XP_001959313.1|DANA	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA, LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC6497508|XP_032307386.1|DANA	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC6500139|XP_032312147.1|DANA	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC6501153|XP_001954651.1|DANA	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC6506852|XP_001965261.1|DANA	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC6497510|XP_032307412.1|DANA	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC26515395|XP_032312045.1|DANA	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC6502914|XP_001967640.3|DANA	LOC108027081|XP_016953819.1|DBIA
OG0000021	LOC6494472|XP_001960263.1|DANA	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC6494465|XP_001960278.1|DANA	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC6496057|XP_001960127.1|DANA	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC6502328|XP_014759082.1|DANA	LOC108036897|XP_016968766.1|DBIA
OG0000021	LOC6503446|XP_001967498.1|DANA	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC6499833|XP_001953817.3|DANA	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC6503731|XP_032308490.1|DANA	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC6495509|XP_001959002.1|DANA	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC6492952|XP_001956727.1|DANA	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC6507069|XP_001956716.1|DANA	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC6492946|XP_001956717.1|DANA	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC6500077|XP_001953265.1|DANA	LOC108027146|XP_016953855.1|DBIA
OG0000023	LOC6500461|XP_001953266.1|DANA	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC6494760|XP_001959725.1|DANA	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC6500076|XP_001953267.1|DANA	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC6500083|XP_001953259.2|DANA	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC6500087|XP_001953255.2|DANA	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC6500085|XP_032312233.1|DANA	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC6500088|XP_014766376.1|DANA	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC116654715|XP_032306639.1|DANA	LOC108022668|XP_016947226.1|DBIA, LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC6495252|XP_001958753.1|DANA	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC6498256|XP_001962412.1|DANA	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC6495254|XP_001958751.1|DANA	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC6496529|XP_001961079.1|DANA	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC6501933|XP_032308306.1|DANA, LOC6498525|XP_001962995.1|DANA	LOC108023228|XP_016947991.1|DBIA
OG0000025	LOC6498725|XP_001967729.1|DANA	LOC108021904|XP_016946215.1|DBIA
OG0000026	LOC6505023|XP_001965614.1|DANA	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC6498214|XP_001962316.1|DANA	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC6502964|XP_001963504.1|DANA	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC6500045|XP_001953325.1|DANA	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC6497408|XP_001962144.1|DANA	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC6497406|XP_001962147.2|DANA	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC6497407|XP_001962145.1|DANA	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC6506315|XP_001958127.1|DANA, LOC116655856|XP_032310373.1|DANA	LOC108031851|XP_016961097.1|DBIA
OG0000028	LOC6493628|XP_001958129.1|DANA, LOC6493626|XP_001958124.2|DANA	LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA
OG0000028	LOC116655895|XP_032310688.1|DANA	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC6506803|XP_001957208.1|DANA	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC116655417|XP_032309201.1|DANA	LOC108036183|XP_016967662.1|DBIA, LOC108029337|XP_016957019.1|DBIA, LOC108036041|XP_016967472.1|DBIA
OG0000029	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC6506262|XP_014764698.1|DANA	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC6494711|XP_001959810.1|DANA	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC6504640|XP_001966489.1|DANA	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC6503160|XP_001963545.1|DANA	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA	LOC108032680|XP_016962144.1|DBIA, LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA	LOC108034388|XP_016964759.1|DBIA, LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC6496944|XP_001963083.2|DANA	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC6499841|XP_001953793.1|DANA	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC6500725|XP_032312300.1|DANA	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC6500722|XP_032312297.1|DANA	LOC108027231|XP_016954053.1|DBIA, LOC108027230|XP_016954052.1|DBIA
OG0000032	LOC6500728|XP_001953801.1|DANA	LOC108027028|XP_016953713.1|DBIA
OG0000032	LOC6500726|XP_032305502.1|DANA	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA
OG0000033	LOC6494619|XP_001959999.1|DANA	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC6494622|XP_001959998.3|DANA	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC6495993|XP_001960000.1|DANA	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC6501373|XP_001955098.3|DANA	LOC108027435|XP_016954372.1|DBIA
OG0000034	LOC6498174|XP_001962232.1|DANA	LOC108033817|XP_016963934.1|DBIA, LOC108036384|XP_016967978.1|DBIA, LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC6498552|XP_001963046.3|DANA	LOC108033284|XP_016963038.1|DBIA, LOC108023439|XP_016948422.1|DBIA, LOC108023578|XP_016948665.1|DBIA, LOC108023415|XP_016948374.1|DBIA
OG0000034	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA	LOC108036755|XP_016968570.1|DBIA
OG0000035	LOC116655392|XP_032309148.1|DANA, LOC116655456|XP_032309239.1|DANA, LOC116655738|XP_032309482.1|DANA, LOC116655677|XP_032309434.1|DANA, LOC116656512|XP_032312047.1|DANA, LOC116656511|XP_032312046.1|DANA, LOC116654548|XP_032305690.1|DANA	LOC108036822|XP_016968657.1|DBIA, LOC108035837|XP_016967071.1|DBIA
OG0000036	LOC6500465|XP_001953274.1|DANA	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC6505844|XP_001964473.1|DANA	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC6500980|XP_001954293.1|DANA	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC6499049|XP_001955412.1|DANA	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC6493979|XP_001961214.2|DANA	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC6498848|XP_001955809.2|DANA	LOC108032009|XP_016961298.1|DBIA, LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC6506319|XP_001958116.1|DANA	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC6492929|XP_032310430.1|DANA	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC6501134|XP_001954615.2|DANA	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC6502398|XP_001967387.3|DANA	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC6504273|XP_001967388.1|DANA	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC6503200|XP_032311880.1|DANA	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC6500947|XP_014766809.1|DANA	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC6501033|XP_001954424.1|DANA	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC6499533|XP_001954425.2|DANA	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC6500946|XP_001954224.1|DANA	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC6500944|XP_001954222.1|DANA	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC6505623|XP_001964581.1|DANA	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC6500348|XP_001953017.1|DANA	LOC108026081|XP_016952269.1|DBIA
OG0000041	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC6500352|XP_001953027.2|DANA	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC26513865|XP_032307158.1|DANA	LOC108026443|XP_016952869.1|DBIA, LOC108026441|XP_016952867.1|DBIA
OG0000042	LOC6495008|XP_001959230.2|DANA	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC6495010|XP_001959228.2|DANA	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC6495011|XP_001959229.1|DANA	LOC108029869|XP_016957848.1|DBIA
OG0000042	LOC6495009|XP_001959227.2|DANA	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC6499525|XP_001954440.1|DANA	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC6499523|XP_032311279.1|DANA	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC6501039|XP_001954437.1|DANA	LOC108024319|XP_016949710.1|DBIA, LOC108024782|XP_016950387.1|DBIA, LOC108025302|XP_016951186.1|DBIA
OG0000043	LOC6502673|XP_001954436.1|DANA	LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC6500203|XP_032305729.1|DANA	LOC108026455|XP_016952884.1|DBIA
OG0000044	LOC6500197|XP_001953036.1|DANA	LOC108026365|XP_016952771.1|DBIA
OG0000044	LOC26515569|XP_014767439.1|DANA	LOC108026364|XP_016952769.1|DBIA
OG0000044	LOC6500202|XP_001953032.2|DANA	LOC108026002|XP_016952181.1|DBIA
OG0000044	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA	LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA
OG0000044	LOC6499418|XP_001954679.1|DANA	LOC108025049|XP_016950795.1|DBIA
OG0000045	LOC6493486|XP_001957849.1|DANA	LOC108028610|XP_016956020.1|DBIA
OG0000045	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA
OG0000045	LOC6507632|XP_001956043.1|DANA	LOC108028181|XP_016955331.1|DBIA
OG0000045	LOC6507423|XP_032310209.1|DANA	LOC108028143|XP_016955289.1|DBIA
OG0000046	LOC6501716|XP_001955838.3|DANA	LOC108027349|XP_016954257.1|DBIA
