Orthogroup	DKIK.longest_only	Other
OG0000456	LOC108070562|XP_017016589.1|DKIK	CCAP1982_LOCUS10154|CAD7001662.1|CCAP
OG0000480	LOC108081689|XP_017032399.1|DKIK	LOC115263401|XP_029722545.1|AEAL
OG0000493	LOC108077890|XP_017026916.1|DKIK	LOC108014841|XP_016936538.2|DSUZ
OG0000585	LOC108072706|XP_017019431.1|DKIK	LOC6544395|XP_001971696.3|DERE
OG0000639	LOC108085804|XP_017038040.1|DKIK	LOC119766935|XP_038109439.1|CQUI
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC6047696|XP_038104663.1|CQUI
OG0000939	LOC108079583|XP_017029416.1|DKIK	LOC117893086|XP_034655403.1|DSUB
OG0000939	LOC108079583|XP_017029416.1|DKIK	LOC6901920|XP_033240727.1|DPSE
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC6035895|XP_038106137.1|CQUI
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC115269910|XP_029734571.1|AEAL
OG0001029	LOC108085869|XP_017038119.1|DKIK	LOC115262551|XP_029720817.1|AEAL, LOC109402256|XP_029732840.1|AEAL
OG0001029	LOC108085869|XP_017038119.1|DKIK	LOC120428402|XP_039449350.1|CPIP
OG0001029	LOC108085869|XP_017038119.1|DKIK	LOC6032857|XP_038119110.1|CQUI
OG0001029	LOC108085869|XP_017038119.1|DKIK	LOC118459516|XP_035778851.1|AALB
OG0001029	LOC108085869|XP_017038119.1|DKIK	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC119770659|XP_038121888.1|CQUI
OG0001094	LOC108074385|XP_017021900.1|DKIK	LOC6634092|XP_032289019.1|DVIR
OG0001094	LOC108074385|XP_017021900.1|DKIK	LOC111600341|XP_023172173.2|DHYD
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC108105089|XP_017067005.1|DEUG
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC108097794|XP_017055814.1|DFIC
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108157273|XP_017144754.1|DMIR
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC117185621|XP_033241653.1|DPSE
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC6594399|XP_002019345.1|DPER
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC117897781|XP_034662720.1|DSUB
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC117590148|XP_034138419.1|DGUA
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108113663|XP_017079828.1|DEUG
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC119562596|XP_037731746.1|DSUP
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108011176|XP_036677448.1|DSUZ
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC117140618|XP_033159525.1|DMAU
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC6620502|XP_032574842.1|DSEC
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC27208688|XP_039154232.1|DSIM
OG0001119	LOC108080752|XP_017031095.1|DKIK	scro|NP_001015473.1|DMEL
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC6540043|XP_002086910.2|DYAK
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC6544440|XP_001973810.2|DERE
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC110183954|XP_020807971.1|DSER
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108098668|XP_017057251.1|DFIC
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108098668|XP_017057251.1|DFIC
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108027956|XP_016955071.1|DBIA
OG0001119	LOC108080752|XP_017031095.1|DKIK	CCAP1982_LOCUS4136|CAD6995419.1|CCAP
OG0001119	LOC108080752|XP_017031095.1|DKIK	LOC108027956|XP_016955071.1|DBIA
OG0001284	LOC108081518|XP_017032225.1|DKIK	LOC26532832|XP_015044419.2|DPSE
OG0001340	LOC108083846|XP_017035317.1|DKIK	LOC115269180|XP_029733449.1|AEAL
OG0001481	LOC108079606|XP_017029456.1|DKIK	LOC110680971|XP_021712436.1|AAEG
OG0001521	LOC108072568|XP_017019249.1|DKIK	LOC115482924|XP_030079089.1|DHYD
OG0001568	LOC108077604|XP_017026489.1|DKIK	LOC117188390|XP_033248086.1|DMIR
OG0001573	LOC108078828|XP_017028405.1|DKIK	LOC115483418|XP_030081175.1|DHYD
OG0001573	LOC108078828|XP_017028405.1|DKIK	LOC117572790|XP_034111784.1|DALB
OG0001629	LOC108084745|XP_017036545.1|DKIK	LOC118879715|XP_036678511.1|DSUZ, LOC108011192|XP_036678509.1|DSUZ
OG0001634	LOC108082607|XP_017033579.1|DKIK	LOC110179907|XP_020803163.1|DSER, LOC110179909|XP_020803166.1|DSER
OG0001678	LOC108083457|XP_017034716.1|DKIK	LOC115764239|XP_030563016.1|DNOV
OG0001724	LOC108074686|XP_017022294.1|DKIK	LOC120431894|XP_039452957.1|CPIP
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC6049583|XP_038121941.1|CQUI
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC120416559|XP_039434224.1|CPIP, LOC120415184|XP_039432575.1|CPIP
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC115263509|XP_029722609.1|AEAL, LOC109623123|XP_019933165.2|AEAL, LOC115259617|XP_029716230.1|AEAL
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC118509604|XP_035906293.1|ASTE
OG0001726	LOC108083620|XP_017034980.1|DKIK	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB
OG0001795	LOC108072522|XP_017019182.1|DKIK	LOC6588877|XP_002015330.2|DPER
OG0001808	LOC108085690|XP_017037886.1|DKIK	LOC108010615|XP_036673627.1|DSUZ
OG0001812	LOC108083583|XP_017034932.1|DKIK	LOC119651076|XP_037910345.1|HILL
OG0001812	LOC108083583|XP_017034932.1|DKIK	LOC120775050|XP_039960965.1|BTRY
OG0001812	LOC108083583|XP_017034932.1|DKIK	LOC118461261|XP_035782275.1|AALB
OG0001812	LOC108083583|XP_017034932.1|DKIK	LOC118504326|XP_035894548.1|ASTE
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC108116628|XP_017084096.1|DEUG
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC110675359|XP_021695748.1|AAEG
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108009896|XP_016930103.1|DSUZ
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC119549404|XP_037713386.1|DSUP
OG0001999	LOC108085086|XP_017037044.1|DKIK	Hr3|NP_001334718.1|DMEL
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108022615|XP_016947144.1|DBIA
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108104799|XP_017066559.1|DEUG
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108096687|XP_017053978.1|DFIC
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC6494992|XP_032307087.1|DANA
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC6608474|XP_032571095.1|DSEC
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC6528880|XP_039227334.1|DYAK
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC120458323|XP_039501873.1|DSAN
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC6733832|XP_039148756.1|DSIM
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC117580340|XP_034122740.1|DGUA
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC117890291|XP_034650947.1|DSUB
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC6590613|XP_026842571.1|DPER
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108159921|XP_017149048.2|DMIR
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC4804201|XP_033233745.1|DPSE
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC108137930|XP_017115373.1|DELE
OG0001999	LOC108085086|XP_017037044.1|DKIK	CCAP1982_LOCUS23214|CAD7015266.1|CCAP
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC115482838|XP_030078932.1|DHYD
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC115482838|XP_030078932.1|DHYD
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC117191450|XP_033252203.1|DMIR
OG0001999	LOC108085086|XP_017037044.1|DKIK	LOC117191450|XP_033252203.1|DMIR
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC117902344|XP_034669535.1|DSUB
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC117587619|XP_034134367.1|DGUA
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC115625655|XP_030376642.1|SLEB
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6498034|XP_001961940.2|DANA
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108100975|XP_017060617.1|DFIC
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6628906|XP_002051550.1|DVIR
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC115759324|XP_030556095.1|DNOV
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC111598949|XP_023170198.2|DHYD
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC117563455|XP_034097694.1|DALB
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108607994|XP_017854641.1|DBUS
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108100975|XP_017060617.1|DFIC
OG0002007	LOC108074832|XP_017022522.1|DKIK	Pp2A-29B|NP_001245944.1|DMEL
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108036124|XP_016967598.1|DBIA
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6589072|XP_026844954.1|DPER
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108163364|XP_017154103.2|DMIR
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC119547543|XP_037710369.1|DSUP
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6611668|XP_032583375.1|DSEC
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108106168|XP_017068573.1|DEUG
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108021314|XP_016945457.1|DSUZ
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC117139414|XP_033157794.1|DMAU
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6731492|XP_016024169.1|DSIM
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC108149482|XP_017132587.1|DELE
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6543494|XP_015014537.1|DERE
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6902793|XP_002132530.3|DPSE
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC6527706|XP_015053783.1|DYAK
OG0002007	LOC108074832|XP_017022522.1|DKIK	LOC120446368|XP_039483236.1|DSAN
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC115258039|XP_029713915.1|AEAL
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC118464895|XP_035788540.1|AALB
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC26530985|XP_015024798.1|DVIR
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC110680424|XP_021711913.1|AAEG
OG0002337	LOC108078100|XP_017027187.1|DKIK	LOC119769564|XP_038118442.1|CQUI
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC6040429|XP_038121903.1|CQUI
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC120425470|XP_039446283.1|CPIP
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC109415190|XP_029710962.1|AEAL
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC5574208|XP_021694884.1|AAEG
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC118464696|XP_035788156.1|AALB
OG0002523	LOC108081670|XP_017032376.1|DKIK	LOC118505575|XP_035897424.1|ASTE, LOC118516169|XP_035917999.1|ASTE
OG0002705	LOC108079089|XP_017028804.1|DKIK	LOC115267175|XP_029729879.1|AEAL
OG0002734	LOC108083725|XP_017035123.1|DKIK	LOC109405133|XP_029735227.1|AEAL
OG0003017	LOC108080797|XP_017031178.1|DKIK	LOC110680521|XP_021712010.1|AAEG
OG0003133	LOC108072015|XP_017018484.1|DKIK	LOC120431803|XP_039452855.1|CPIP
OG0003213	LOC108082447|XP_017033307.1|DKIK	LOC115260214|XP_029717006.1|AEAL
OG0003257	LOC108084650|XP_017036430.1|DKIK	LOC115254881|XP_029708427.1|AEAL
OG0003533	LOC108078924|XP_017028558.1|DKIK	LOC119768640|XP_038114842.1|CQUI
OG0003552	LOC108072090|XP_017018590.1|DKIK	LOC117192295|XP_033252842.1|DMIR
OG0003649	LOC108073459|XP_017020583.1|DKIK	LOC110675955|XP_021697734.1|AAEG
OG0003998	LOC108075061|XP_017022868.1|DKIK	LOC110680396|XP_021711895.1|AAEG
OG0004626	LOC108076000|XP_017024143.1|DKIK	LOC120428971|XP_039450040.1|CPIP
OG0005415	LOC108078332|XP_017027622.1|DKIK	LOC118511687|XP_035910963.1|ASTE
OG0005415	LOC108078332|XP_017027622.1|DKIK	LOC118460741|XP_035781195.1|AALB
OG0005415	LOC108078332|XP_017027622.1|DKIK	LOC23687579|XP_021702256.1|AAEG
OG0005415	LOC108078332|XP_017027622.1|DKIK	LOC109420687|XP_019550665.1|AEAL
OG0005415	LOC108078332|XP_017027622.1|DKIK	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP
OG0005598	LOC108073479|XP_017020622.1|DKIK	LOC120424826|XP_039444981.1|CPIP
OG0005657	LOC108073215|XP_017020232.1|DKIK	LOC6041934|XP_038121645.1|CQUI
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC5573356|XP_001660842.2|AAEG
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC120412760|XP_039429286.1|CPIP
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC6035894|XP_001846007.2|CQUI
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC118503437|XP_035892590.1|ASTE
OG0007520	LOC108085070|XP_017037026.1|DKIK	LOC118465502|XP_035789712.1|AALB
OG0009137	LOC108082585|XP_017033533.1|DKIK	LOC26536008|XP_039228266.1|DYAK
OG0009230	LOC108080980|XP_017031398.1|DKIK	LOC120423238|XP_039442883.1|CPIP
OG0009283	LOC108077054|XP_017025698.1|DKIK	LOC111594404|XP_023163445.2|DHYD
OG0009516	LOC108082800|XP_017033840.1|DKIK	LOC111594209|XP_023163175.1|DHYD
OG0010294	LOC108070519|XP_017016508.1|DKIK	LOC120457699|XP_039501129.1|DSAN
OG0011427	LOC108081516|XP_017032223.1|DKIK	LOC117149980|XP_033172762.1|DMAU
