Orthogroup	DELE.longest_only	DBIA.longest_only
OG0000003	LOC108144468|XP_017124861.1|DELE	LOC108029931|XP_016957914.1|DBIA, LOC108030395|XP_016958768.1|DBIA, LOC108034850|XP_016965477.1|DBIA
OG0000003	LOC108144801|XP_017125415.1|DELE	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA
OG0000003	LOC108144820|XP_017125440.1|DELE	LOC108030173|XP_016958402.1|DBIA
OG0000003	LOC108145352|XP_017126230.1|DELE	LOC108029368|XP_016957084.1|DBIA
OG0000003	LOC108145367|XP_017126250.1|DELE	LOC108029347|XP_016957028.1|DBIA
OG0000007	LOC108142600|XP_017122060.1|DELE	LOC108028761|XP_016956223.1|DBIA
OG0000007	LOC108142393|XP_017121722.1|DELE	LOC108028706|XP_016956144.1|DBIA
OG0000007	LOC108142601|XP_017122061.1|DELE	LOC108028547|XP_016955936.1|DBIA
OG0000007	LOC108142394|XP_017121723.1|DELE	LOC108028546|XP_016955935.1|DBIA, LOC108027995|XP_016955111.1|DBIA
OG0000007	LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE	LOC108027672|XP_016954706.1|DBIA
OG0000007	LOC108148444|XP_017130968.1|DELE	LOC108025402|XP_016951367.1|DBIA
OG0000007	LOC108138842|XP_017116842.1|DELE	LOC108027675|XP_016954708.1|DBIA
OG0000007	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE	LOC108027854|XP_016954941.1|DBIA
OG0000007	LOC108142395|XP_017121724.1|DELE	LOC108028309|XP_016955521.1|DBIA
OG0000007	LOC108142396|XP_017121725.1|DELE	LOC108028310|XP_016955522.1|DBIA
OG0000008	LOC108149642|XP_017132905.1|DELE	LOC108032174|XP_016961516.1|DBIA
OG0000008	LOC108145869|XP_017126996.1|DELE	LOC108034858|XP_016965498.1|DBIA
OG0000008	LOC108145867|XP_017126995.1|DELE	LOC108034855|XP_016965493.1|DBIA
OG0000008	LOC108138029|XP_017115491.1|DELE	LOC108033465|XP_016963291.1|DBIA
OG0000008	LOC108145871|XP_017126998.1|DELE	LOC108034860|XP_016965500.1|DBIA
OG0000008	LOC108149861|XP_017133230.1|DELE	LOC108029542|XP_016957386.1|DBIA
OG0000008	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE	LOC108027365|XP_016954278.1|DBIA, LOC108027065|XP_016953763.1|DBIA
OG0000008	LOC108148325|XP_017130805.1|DELE	LOC108027095|XP_016953802.1|DBIA
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC108027071|XP_016953774.1|DBIA
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC108031158|XP_016959863.1|DBIA
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC108032245|XP_016961597.1|DBIA
OG0000009	LOC108144089|XP_017124230.1|DELE	LOC108031027|XP_016959717.1|DBIA
OG0000009	LOC108136793|XP_017113657.1|DELE	LOC108031475|XP_016960425.1|DBIA
OG0000009	LOC108137037|XP_017114025.1|DELE	LOC108032170|XP_016961513.1|DBIA
OG0000009	LOC108147392|XP_017129317.1|DELE	LOC108028108|XP_016955244.1|DBIA
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC108022184|XP_016946525.1|DBIA
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC108032134|XP_016961458.1|DBIA
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC108023117|XP_016947872.1|DBIA
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA
OG0000011	LOC108139056|XP_017117164.1|DELE	LOC108027845|XP_016954924.1|DBIA
OG0000011	LOC108146665|XP_017128206.1|DELE	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA
OG0000011	LOC108139057|XP_017117165.1|DELE	LOC108027698|XP_016954736.1|DBIA
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC108027694|XP_016954732.1|DBIA
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA
OG0000011	LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE	LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA
OG0000011	LOC108138785|XP_017116749.1|DELE	LOC108027705|XP_016954744.1|DBIA, LOC108027867|XP_016954970.1|DBIA
OG0000011	LOC108150498|XP_017134198.1|DELE	LOC108033517|XP_016963352.1|DBIA, LOC108033630|XP_016963538.1|DBIA
OG0000011	LOC108150409|XP_017134056.1|DELE	LOC108035164|XP_016966113.1|DBIA
OG0000011	LOC108138422|XP_017116107.1|DELE	LOC108024287|XP_016949675.1|DBIA
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC108035648|XP_016966843.1|DBIA
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC108035647|XP_016966842.1|DBIA
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC108024710|XP_016950292.1|DBIA
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC108026825|XP_016953482.1|DBIA
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC108026824|XP_016953480.1|DBIA
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC108026906|XP_016953604.1|DBIA
OG0000012	LOC108147065|XP_017128845.1|DELE	LOC108026521|XP_016952956.1|DBIA
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC108026886|XP_016953577.1|DBIA
OG0000012	LOC108145375|XP_017126259.1|DELE	LOC108026520|XP_016952955.1|DBIA
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC108026941|XP_016953643.1|DBIA
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC108022093|XP_016946425.1|DBIA
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC108022195|XP_016946536.1|DBIA
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC108023104|XP_016947858.1|DBIA
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC108022092|XP_016946424.1|DBIA
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC108022979|XP_016947693.1|DBIA
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC108022976|XP_016947689.1|DBIA
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC108036445|XP_016968074.1|DBIA
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC108030851|XP_016959521.1|DBIA
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC108031414|XP_016960303.1|DBIA
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC108034990|XP_016965812.1|DBIA
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC108024443|XP_016949852.1|DBIA
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC108026153|XP_016952377.1|DBIA
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC108033679|XP_016963624.1|DBIA
OG0000015	LOC108144259|XP_017124429.1|DELE	LOC108022080|XP_016946413.1|DBIA, LOC108022078|XP_016946412.1|DBIA
OG0000015	LOC108150437|XP_017134084.1|DELE	LOC108033497|XP_016963330.1|DBIA
OG0000015	LOC108149130|XP_017132027.1|DELE	LOC108028945|XP_016956453.1|DBIA
OG0000015	LOC108147777|XP_017129996.1|DELE, LOC108136717|XP_017113571.1|DELE	LOC108025662|XP_016951690.1|DBIA
OG0000015	LOC108147380|XP_017129303.1|DELE, LOC108140615|XP_017119021.1|DELE, LOC108140757|XP_017119232.1|DELE	LOC108025191|XP_016950990.1|DBIA, LOC108025488|XP_016951492.1|DBIA, LOC108025586|XP_016951603.1|DBIA
OG0000015	LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE	LOC108028922|XP_016956429.1|DBIA
OG0000015	LOC108149227|XP_017132148.1|DELE, LOC108138680|XP_017116516.1|DELE, LOC108134715|XP_017110604.1|DELE, LOC108149217|XP_017132136.1|DELE	LOC108028936|XP_016956444.1|DBIA
OG0000015	LOC108145615|XP_017126640.1|DELE, LOC108138032|XP_017115494.1|DELE	LOC108032340|XP_016961639.1|DBIA
OG0000015	LOC108147770|XP_017129989.1|DELE	LOC108032335|XP_016961635.1|DBIA
OG0000015	LOC108135473|XP_017111703.1|DELE	LOC108034674|XP_016965104.1|DBIA
OG0000015	LOC108138355|XP_017116015.1|DELE	LOC108033354|XP_016963153.1|DBIA
OG0000015	LOC108144693|XP_017125256.1|DELE	LOC108030294|XP_016958615.1|DBIA
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC108031488|XP_016960465.1|DBIA
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC108022510|XP_016946968.1|DBIA
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC108032049|XP_016961350.1|DBIA
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC108036535|XP_016968248.1|DBIA
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC108031387|XP_016960277.1|DBIA
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC108024269|XP_016949648.1|DBIA
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC108026160|XP_016952383.1|DBIA
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC108030823|XP_016959429.1|DBIA
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC108032967|XP_016962527.1|DBIA
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC108036348|XP_016967909.1|DBIA
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC108036878|XP_016968743.1|DBIA
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC108031941|XP_016961211.1|DBIA
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC108022955|XP_016947661.1|DBIA
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC108024069|XP_016949327.1|DBIA
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC108022064|XP_016946398.1|DBIA
OG0000017	LOC108147936|XP_017130210.1|DELE	LOC108027769|XP_016954820.1|DBIA
OG0000017	LOC108147886|XP_017130134.1|DELE	LOC108027730|XP_016954771.1|DBIA
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC108028400|XP_016955704.1|DBIA
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC108028081|XP_016955212.1|DBIA
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC108028402|XP_016955706.1|DBIA
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA
OG0000018	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE	LOC108028409|XP_016955715.1|DBIA, LOC108028410|XP_016955716.1|DBIA
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC108025227|XP_016951062.1|DBIA
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC108025229|XP_016951064.1|DBIA
OG0000019	LOC108148668|XP_017131291.1|DELE	LOC108025230|XP_016951066.1|DBIA
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC108025224|XP_016951060.1|DBIA
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC108025228|XP_016951063.1|DBIA
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC108025225|XP_016951061.1|DBIA
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC108025231|XP_016951067.1|DBIA
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC108026305|XP_016952678.1|DBIA
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC108026784|XP_016953432.1|DBIA
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA, LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC108036110|XP_016967573.1|DBIA
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC108027146|XP_016953855.1|DBIA
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE	LOC108023228|XP_016947991.1|DBIA
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC108148316|XP_017130795.1|DELE	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE	LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC108035881|XP_016967123.1|DBIA
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC108032680|XP_016962144.1|DBIA
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC108138948|XP_017117015.1|DELE	LOC108033238|XP_016962991.1|DBIA
OG0000031	LOC108150412|XP_017134059.1|DELE	LOC108033489|XP_016963320.1|DBIA
OG0000031	LOC108148078|XP_017130421.1|DELE	LOC108034388|XP_016964759.1|DBIA
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC108138166|XP_017115747.1|DELE	LOC108032586|XP_016961983.1|DBIA
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC108027230|XP_016954052.1|DBIA
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC108027028|XP_016953713.1|DBIA
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC108024481|XP_016949890.1|DBIA, LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC108141856|XP_017120938.1|DELE	LOC108035889|XP_016967133.1|DBIA
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC108028439|XP_016955758.1|DBIA
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC108027435|XP_016954372.1|DBIA
OG0000033	LOC108137918|XP_017115348.1|DELE	LOC108036212|XP_016967692.1|DBIA
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC108023439|XP_016948422.1|DBIA
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC108036755|XP_016968570.1|DBIA
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC108143777|XP_017123793.1|DELE	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC108026443|XP_016952869.1|DBIA
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC108029869|XP_016957848.1|DBIA
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC108136699|XP_017113511.1|DELE	LOC108024782|XP_016950387.1|DBIA
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC108025302|XP_016951186.1|DBIA
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC108026455|XP_016952884.1|DBIA
