Orthogroup	DELE.longest_only	DSAN.longest_only
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC108148668|XP_017131291.1|DELE	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC120444384|XP_039479923.1|DSAN, LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC120456451|XP_039499224.1|DSAN
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC108138948|XP_017117015.1|DELE	LOC120446453|XP_039483382.1|DSAN
OG0000031	LOC108150412|XP_017134059.1|DELE	LOC120444733|XP_039480594.1|DSAN
OG0000031	LOC108148078|XP_017130421.1|DELE	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC108138166|XP_017115747.1|DELE	LOC120443941|XP_039479322.1|DSAN
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC120453066|XP_039493525.1|DSAN
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC120451410|XP_039491015.1|DSAN
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC108137918|XP_017115348.1|DELE	LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC120458883|XP_039502653.1|DSAN
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC108143777|XP_017123793.1|DELE	LOC120452967|XP_039493393.1|DSAN
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC108143890|XP_017123952.1|DELE	LOC120451584|XP_039491329.1|DSAN
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC108137297|XP_017114407.1|DELE	LOC120456654|XP_039499520.1|DSAN
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC120446233|XP_039483037.1|DSAN
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC120446236|XP_039483040.1|DSAN
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC120446234|XP_039483038.1|DSAN
OG0000043	LOC108136707|XP_017113521.1|DELE	LOC120453988|XP_039494877.1|DSAN
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC120453019|XP_039493471.1|DSAN
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC120453637|XP_039494364.1|DSAN
OG0000043	LOC108136699|XP_017113511.1|DELE	LOC120454041|XP_039494968.1|DSAN
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC120452693|XP_039492981.1|DSAN
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC120453380|XP_039493988.1|DSAN
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC120452826|XP_039493165.1|DSAN
OG0000044	LOC108143753|XP_017123772.1|DELE	LOC120453510|XP_039494189.1|DSAN
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC120450906|XP_039490090.1|DSAN
OG0000044	LOC108143771|XP_017123788.1|DELE	LOC120451723|XP_039491559.1|DSAN
OG0000044	LOC108143751|XP_017123771.1|DELE	LOC120453660|XP_039494388.1|DSAN
OG0000044	LOC108143749|XP_017123769.1|DELE	LOC120453780|XP_039494561.1|DSAN
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC120453569|XP_039494260.1|DSAN
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC120448397|XP_039486321.1|DSAN
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC120448761|XP_039486880.1|DSAN
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC120448760|XP_039486879.1|DSAN
OG0000046	LOC108140976|XP_017119535.1|DELE	LOC120451867|XP_039491805.1|DSAN
OG0000046	LOC108134821|XP_017110764.1|DELE	LOC120455081|XP_039496878.1|DSAN
OG0000046	LOC108134933|XP_017110942.1|DELE	LOC120455080|XP_039496876.1|DSAN
OG0000046	LOC108147306|XP_017129219.1|DELE	LOC120453874|XP_039494712.1|DSAN
OG0000046	LOC108147302|XP_017129214.1|DELE	LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN
OG0000046	LOC108147114|XP_017128893.1|DELE	LOC120451794|XP_039491681.1|DSAN
OG0000046	LOC108144852|XP_017125488.1|DELE	LOC120446793|XP_039483883.1|DSAN
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC120446362|XP_039483228.1|DSAN
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC120446445|XP_039483359.1|DSAN
OG0000047	LOC108149120|XP_017132010.1|DELE	LOC120447165|XP_039484555.1|DSAN
OG0000047	LOC108150380|XP_017134008.1|DELE	LOC120449448|XP_039487853.1|DSAN
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC120446374|XP_039483239.1|DSAN
OG0000047	LOC108150178|XP_017133656.1|DELE	LOC120450023|XP_039488699.1|DSAN
OG0000048	LOC108145661|XP_017126703.1|DELE	LOC120448637|XP_039486695.1|DSAN, LOC120448833|XP_039486966.1|DSAN
OG0000048	LOC108146208|XP_017127615.1|DELE	LOC120447859|XP_039485400.1|DSAN
OG0000048	LOC108146209|XP_017127617.1|DELE	LOC120447862|XP_039485404.1|DSAN
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC120447858|XP_039485399.1|DSAN
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC120447864|XP_039485406.1|DSAN
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC120451912|XP_039491855.1|DSAN
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC120454479|XP_039495747.1|DSAN
