Orthogroup	DELE.longest_only	DERE.longest_only
OG0000008	LOC108145869|XP_017126996.1|DELE	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC108145867|XP_017126995.1|DELE	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC108138029|XP_017115491.1|DELE	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC108145871|XP_017126998.1|DELE	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC108149861|XP_017133230.1|DELE	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC108148323|XP_017130803.1|DELE	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC108148325|XP_017130805.1|DELE	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC108148321|XP_017130801.1|DELE	LOC6553019|XP_001979110.3|DERE
OG0000008	LOC108148322|XP_017130802.1|DELE	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC108136793|XP_017113657.1|DELE	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC108137037|XP_017114025.1|DELE	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC108139189|XP_017117303.1|DELE	LOC113564802|XP_026839451.1|DERE
OG0000011	LOC108139056|XP_017117164.1|DELE	LOC113564152|XP_026835545.1|DERE
OG0000011	LOC108136397|XP_017112996.1|DELE	LOC6550533|XP_001977930.3|DERE
OG0000011	LOC108146665|XP_017128206.1|DELE	LOC6540864|XP_001968531.3|DERE, LOC6540904|XP_026835063.1|DERE
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE	LOC6555031|XP_001981173.1|DERE
OG0000011	LOC108138785|XP_017116749.1|DELE	LOC113564144|XP_026835345.1|DERE, LOC113564056|XP_026834236.1|DERE
OG0000011	LOC108150498|XP_017134198.1|DELE	LOC6547227|XP_026836974.1|DERE, LOC113564269|XP_026836076.1|DERE, LOC6547226|XP_026836976.1|DERE
OG0000011	LOC108150409|XP_017134056.1|DELE	LOC6547233|XP_026836236.1|DERE
OG0000011	LOC108138422|XP_017116107.1|DELE	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC108134675|XP_017110562.1|DELE	LOC6541487|XP_001968624.1|DERE
OG0000015	LOC108147770|XP_017129989.1|DELE	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC108138355|XP_017116015.1|DELE	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC108138106|XP_017115592.1|DELE	LOC6541306|XP_001970208.1|DERE
OG0000015	LOC108141971|XP_017121111.1|DELE	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC6544876|XP_001973836.1|DERE
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC108147936|XP_017130210.1|DELE	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC6540718|XP_001968765.1|DERE
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC108141568|XP_017120503.1|DELE	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE
OG0000033	LOC108141763|XP_017120751.1|DELE	LOC6548263|XP_001974109.1|DERE
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC6553620|XP_001979278.1|DERE
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC6547627|XP_001976262.1|DERE
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC108143777|XP_017123793.1|DELE	LOC6554981|XP_001981824.1|DERE
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC6554991|XP_001981816.2|DERE
OG0000042	LOC108137297|XP_017114407.1|DELE	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC6547082|XP_001974654.1|DERE
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC108136707|XP_017113521.1|DELE	LOC6551884|XP_001980608.2|DERE
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC108143753|XP_017123772.1|DELE	LOC6554929|XP_001981808.1|DERE
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC6554928|XP_001981807.1|DERE
OG0000044	LOC108143771|XP_017123788.1|DELE	LOC6554932|XP_026836683.1|DERE
OG0000044	LOC108143751|XP_017123771.1|DELE	LOC6554930|XP_001981809.1|DERE
OG0000044	LOC108143749|XP_017123769.1|DELE	LOC6554931|XP_001981810.2|DERE
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC108140976|XP_017119535.1|DELE	LOC6553418|XP_001979316.1|DERE
OG0000046	LOC108134933|XP_017110942.1|DELE	LOC6550460|XP_001977787.1|DERE
OG0000046	LOC108147306|XP_017129219.1|DELE	LOC6554301|XP_001982125.2|DERE
OG0000046	LOC108147114|XP_017128893.1|DELE	LOC6554302|XP_001982126.1|DERE
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC6548915|XP_026836112.1|DERE
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC6548919|XP_001975347.1|DERE
OG0000047	LOC108149120|XP_017132010.1|DELE	LOC6549604|XP_001975737.1|DERE
OG0000047	LOC108150380|XP_017134008.1|DELE	LOC6546188|XP_001972281.1|DERE
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC6549507|XP_001975729.1|DERE
OG0000047	LOC108150178|XP_017133656.1|DELE	LOC6546189|XP_001972282.1|DERE
OG0000048	LOC108146209|XP_017127617.1|DELE	LOC6545047|XP_001973229.1|DERE
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC6545045|XP_001973227.2|DERE
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC6544963|XP_001973230.1|DERE
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC6552334|XP_001979793.1|DERE
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC6552331|XP_001979790.1|DERE
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC6552229|XP_001979794.1|DERE
OG0000049	LOC108140398|XP_017118595.1|DELE	LOC6552231|XP_001979796.1|DERE
OG0000049	LOC108140400|XP_017118597.1|DELE	LOC6552230|XP_001979795.1|DERE
OG0000049	LOC108140395|XP_017118592.1|DELE	LOC6552330|XP_001979789.1|DERE
OG0000050	LOC108143198|XP_017122940.1|DELE	LOC6544231|XP_001973747.1|DERE
OG0000050	LOC108143121|XP_017122851.1|DELE	LOC6544204|XP_026833494.1|DERE
OG0000050	LOC108143197|XP_017122939.1|DELE	LOC26526578|XP_026833595.1|DERE
OG0000050	LOC108143120|XP_017122849.1|DELE	LOC6544232|XP_026833594.1|DERE
OG0000050	LOC108143122|XP_017122852.1|DELE	LOC6544203|XP_001973745.2|DERE
OG0000051	LOC108143756|XP_017123775.1|DELE	LOC6552520|XP_001980945.1|DERE
OG0000051	LOC108143275|XP_017123079.1|DELE	LOC6553748|XP_001980366.1|DERE
OG0000051	LOC108141560|XP_017120493.1|DELE	LOC6553799|XP_001980447.1|DERE
OG0000052	LOC108135036|XP_017111063.1|DELE	LOC6552258|XP_001980739.1|DERE
OG0000052	LOC108136729|XP_017113543.1|DELE	LOC6555308|XP_001982081.1|DERE
OG0000052	LOC108135034|XP_017111060.1|DELE	LOC6552259|XP_001980740.3|DERE
OG0000052	LOC108135047|XP_017111075.1|DELE	LOC6552256|XP_001980737.2|DERE
OG0000052	LOC108135173|XP_017111287.1|DELE	LOC6552257|XP_001980738.1|DERE
OG0000052	LOC108145160|XP_017125875.1|DELE	LOC6547302|XP_001974728.1|DERE
