Orthogroup	DELE.longest_only	DNOV.longest_only
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC115760864|XP_030558278.1|DNOV, LOC115758060|XP_030554434.1|DNOV, LOC115762417|XP_030560473.1|DNOV
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC115760928|XP_030558363.1|DNOV
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC115759272|XP_030556034.1|DNOV
OG0000010	LOC108139189|XP_017117303.1|DELE	LOC115761953|XP_030559852.1|DNOV
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC115769277|XP_030569859.1|DNOV
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC115765906|XP_030565511.1|DNOV
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC115760603|XP_030557904.1|DNOV
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC115760694|XP_030558018.1|DNOV
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC115760695|XP_030558019.1|DNOV
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC115760604|XP_030557906.1|DNOV
OG0000012	LOC108147065|XP_017128845.1|DELE, LOC108145377|XP_017126261.1|DELE, LOC108145375|XP_017126259.1|DELE, LOC108145552|XP_017126542.1|DELE	LOC115758175|XP_030554576.1|DNOV, LOC115758176|XP_030554577.1|DNOV, LOC115760687|XP_030558014.1|DNOV, LOC115760690|XP_030558016.1|DNOV, LOC115760693|XP_030558017.1|DNOV, LOC115760901|XP_030558328.1|DNOV, LOC115761042|XP_030558517.1|DNOV
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE, LOC108137877|XP_017115304.1|DELE, LOC108137996|XP_017115460.1|DELE, LOC108137901|XP_017115330.1|DELE	LOC115760685|XP_030558012.1|DNOV
OG0000012	LOC108137950|XP_017115398.1|DELE, LOC108137951|XP_017115399.1|DELE	LOC115761057|XP_030558532.1|DNOV
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC115761021|XP_030558495.1|DNOV
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC115766810|XP_030566705.1|DNOV
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC115766254|XP_030565974.1|DNOV, LOC115766196|XP_030565905.1|DNOV
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC115766188|XP_030565895.1|DNOV
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC115761668|XP_030559377.1|DNOV
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC115764083|XP_030562793.1|DNOV, LOC115764084|XP_030562794.1|DNOV
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC115763707|XP_030562258.1|DNOV, LOC115763850|XP_030562479.1|DNOV, LOC115763708|XP_030562260.1|DNOV, LOC115763909|XP_030562575.1|DNOV, LOC115763733|XP_030562292.1|DNOV
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC115763530|XP_030562001.1|DNOV
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC115761678|XP_030559394.1|DNOV
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC115762276|XP_030560298.1|DNOV
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC115761707|XP_030559439.1|DNOV
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC115764479|XP_030563416.1|DNOV
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC115768679|XP_030569221.1|DNOV
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC115762287|XP_030560311.1|DNOV
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC115757701|XP_030553908.1|DNOV
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC115770022|XP_030570941.1|DNOV
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC115762311|XP_030560338.1|DNOV, LOC115762076|XP_030560028.1|DNOV
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC115759321|XP_030556091.1|DNOV, LOC115769464|XP_030570137.1|DNOV
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC115760654|XP_030557981.1|DNOV
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC115762485|XP_030560583.1|DNOV
OG0000017	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE	LOC115759266|XP_030556027.1|DNOV
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC115762746|XP_030560944.1|DNOV
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC115762718|XP_030560904.1|DNOV
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC115762873|XP_030561108.1|DNOV
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC115771722|XP_030573406.1|DNOV, LOC115771978|XP_030573757.1|DNOV
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC115771639|XP_030573299.1|DNOV
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC115771840|XP_030573582.1|DNOV
OG0000019	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE	LOC115771914|XP_030573663.1|DNOV
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC115764021|XP_030562712.1|DNOV
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC115762420|XP_030560475.1|DNOV
OG0000020	LOC108139069|XP_017117181.1|DELE, LOC108149435|XP_017132505.1|DELE	LOC115758764|XP_030555385.1|DNOV
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC115763800|XP_030562404.1|DNOV, LOC115763804|XP_030562407.1|DNOV, LOC115763801|XP_030562405.1|DNOV
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC115767924|XP_030568152.1|DNOV, LOC115767925|XP_030568154.1|DNOV
OG0000020	LOC108142115|XP_017121302.1|DELE, LOC108138888|XP_017116909.1|DELE	LOC115758337|XP_030554771.1|DNOV
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC115763104|XP_030561408.1|DNOV
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC115764505|XP_030563459.1|DNOV
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC115772083|XP_030573900.1|DNOV
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC115768613|XP_030569130.1|DNOV
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC115770843|XP_030572140.1|DNOV
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC115771758|XP_030573467.1|DNOV
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC115766401|XP_030566179.1|DNOV
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC115757997|XP_030554350.1|DNOV
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC115762577|XP_030560723.1|DNOV, LOC115762574|XP_030560719.1|DNOV, LOC115762578|XP_030560724.1|DNOV, LOC115762576|XP_030560721.1|DNOV
OG0000022	LOC108145945|XP_017127141.1|DELE, LOC108145941|XP_017127138.1|DELE	LOC115762575|XP_030560720.1|DNOV
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC115761508|XP_030559136.1|DNOV, LOC115761509|XP_030559137.1|DNOV
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC115761267|XP_030558841.1|DNOV
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC115761263|XP_030558837.1|DNOV
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC115761778|XP_030559575.1|DNOV
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC115761266|XP_030558840.1|DNOV, LOC115761265|XP_030558839.1|DNOV, LOC115761264|XP_030558838.1|DNOV
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC115761262|XP_030558836.1|DNOV
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC115761326|XP_030558919.1|DNOV
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC115761659|XP_030559359.1|DNOV
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC115761434|XP_030559060.1|DNOV
OG0000024	LOC108144322|XP_017124512.1|DELE, LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE, LOC108144321|XP_017124511.1|DELE	LOC115758279|XP_030554701.1|DNOV, LOC115758277|XP_030554700.1|DNOV, LOC115758204|XP_030554612.1|DNOV, LOC115758193|XP_030554595.1|DNOV
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC115763072|XP_030561360.1|DNOV
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC115764549|XP_030563528.1|DNOV
OG0000025	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE	LOC115758436|XP_030554952.1|DNOV
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC115771353|XP_030572886.1|DNOV
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC115758902|XP_030555559.1|DNOV
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC115764140|XP_030562874.1|DNOV
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC115765969|XP_030565582.1|DNOV
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC115765940|XP_030565545.1|DNOV
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC115769342|XP_030569963.1|DNOV
OG0000029	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE	LOC115763803|XP_030562410.1|DNOV, LOC115763796|XP_030562398.1|DNOV
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC115767739|XP_030567914.1|DNOV
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC115760078|XP_030557121.1|DNOV
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC115759228|XP_030555983.1|DNOV
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC115760655|XP_030557982.1|DNOV, LOC115760698|XP_030558023.1|DNOV
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC115767988|XP_030568248.1|DNOV
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC115766352|XP_030566111.1|DNOV
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC115760051|XP_030557082.1|DNOV
OG0000032	LOC108134794|XP_017110732.1|DELE, LOC108134793|XP_017110731.1|DELE	LOC115771910|XP_030573660.1|DNOV
OG0000032	LOC108141568|XP_017120503.1|DELE	LOC115771703|XP_030573383.1|DNOV
OG0000032	LOC108134776|XP_017110712.1|DELE, LOC108141567|XP_017120502.1|DELE	LOC115771907|XP_030573657.1|DNOV, LOC115764177|XP_030562923.1|DNOV, LOC115771908|XP_030573658.1|DNOV
OG0000033	LOC108141856|XP_017120938.1|DELE, LOC108141639|XP_017120598.1|DELE, LOC108141763|XP_017120751.1|DELE, LOC108145061|XP_017125731.1|DELE, LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC115762530|XP_030560671.1|DNOV
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC115765180|XP_030564463.1|DNOV, LOC115765742|XP_030565266.1|DNOV, LOC115766042|XP_030565673.1|DNOV
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC115758611|XP_030555202.1|DNOV
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC115758328|XP_030554757.1|DNOV, LOC115759021|XP_030555693.1|DNOV
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC115759323|XP_030556094.1|DNOV, LOC115758512|XP_030555064.1|DNOV
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC115761531|XP_030559163.1|DNOV
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC115759641|XP_030556490.1|DNOV
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC115764000|XP_030562680.1|DNOV
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC115772100|XP_030573922.1|DNOV
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC115761663|XP_030559406.1|DNOV
OG0000037	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE	LOC115761932|XP_030559822.1|DNOV
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC115769340|XP_030569961.1|DNOV
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC115769427|XP_030570094.1|DNOV
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC115764701|XP_030563759.1|DNOV
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC115766337|XP_030566090.1|DNOV
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC115767237|XP_030567298.1|DNOV
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC115766288|XP_030566016.1|DNOV
OG0000040	LOC108140733|XP_017119198.1|DELE, LOC108136930|XP_017113894.1|DELE	LOC115764750|XP_030563834.1|DNOV
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC115764751|XP_030563835.1|DNOV
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC115764712|XP_030563772.1|DNOV, LOC115764710|XP_030563770.1|DNOV, LOC115764711|XP_030563771.1|DNOV
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC115764684|XP_030563733.1|DNOV
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC115771625|XP_030573267.1|DNOV
OG0000041	LOC108143777|XP_017123793.1|DELE, LOC108143759|XP_017123778.1|DELE, LOC108143886|XP_017123949.1|DELE, LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC115770759|XP_030572032.1|DNOV, LOC115770764|XP_030572035.1|DNOV, LOC115770708|XP_030571966.1|DNOV
OG0000042	LOC108139192|XP_017117319.1|DELE, LOC108139163|XP_017117272.1|DELE, LOC108139199|XP_017117331.1|DELE, LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC115761613|XP_030559276.1|DNOV, LOC115766969|XP_030566923.1|DNOV, LOC115760708|XP_030558036.1|DNOV, LOC115760858|XP_030558271.1|DNOV, LOC115760707|XP_030558035.1|DNOV, LOC115771107|XP_030572527.1|DNOV, LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV, LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC115770548|XP_030571710.1|DNOV
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC115770561|XP_030571734.1|DNOV
OG0000043	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE, LOC108136702|XP_017113516.1|DELE	LOC115770570|XP_030571745.1|DNOV
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC115770712|XP_030571969.1|DNOV
OG0000044	LOC108143753|XP_017123772.1|DELE, LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC115770724|XP_030571983.1|DNOV, LOC115770670|XP_030571898.1|DNOV
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC115766148|XP_030565844.1|DNOV
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC115771022|XP_030572403.1|DNOV
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC115771240|XP_030572702.1|DNOV
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC115771239|XP_030572701.1|DNOV
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC115771237|XP_030572698.1|DNOV
OG0000046	LOC108134821|XP_017110764.1|DELE, LOC108134933|XP_017110942.1|DELE	LOC115768148|XP_030568502.1|DNOV
OG0000046	LOC108147306|XP_017129219.1|DELE, LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE	LOC115771633|XP_030573292.1|DNOV, LOC115771634|XP_030573293.1|DNOV, LOC115768146|XP_030568501.1|DNOV
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC115760745|XP_030558082.1|DNOV
OG0000047	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE	LOC115757956|XP_030554291.1|DNOV
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC115757840|XP_030554132.1|DNOV
OG0000048	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE	LOC115762856|XP_030561091.1|DNOV
OG0000048	LOC108146208|XP_017127615.1|DELE, LOC108146209|XP_017127617.1|DELE	LOC115762848|XP_030561084.1|DNOV
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC115762847|XP_030561083.1|DNOV
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC115762857|XP_030561093.1|DNOV
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC115761547|XP_030559189.1|DNOV
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC115761542|XP_030559185.1|DNOV
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC115761399|XP_030559017.1|DNOV
OG0000049	LOC108140400|XP_017118597.1|DELE	LOC115761457|XP_030559084.1|DNOV
OG0000049	LOC108140395|XP_017118592.1|DELE	LOC115761552|XP_030559195.1|DNOV
OG0000050	LOC108144105|XP_017124238.1|DELE	LOC115758280|XP_030554702.1|DNOV
OG0000050	LOC108143198|XP_017122940.1|DELE	LOC115770327|XP_030571425.1|DNOV
OG0000050	LOC108143121|XP_017122851.1|DELE	LOC115770328|XP_030571426.1|DNOV
OG0000050	LOC108143197|XP_017122939.1|DELE	LOC115770326|XP_030571424.1|DNOV
OG0000050	LOC108143120|XP_017122849.1|DELE	LOC115770322|XP_030571419.1|DNOV
OG0000051	LOC108143756|XP_017123775.1|DELE	LOC115763752|XP_030562324.1|DNOV
OG0000051	LOC108143275|XP_017123079.1|DELE	LOC115761373|XP_030558983.1|DNOV
OG0000052	LOC108135036|XP_017111063.1|DELE, LOC108136729|XP_017113543.1|DELE, LOC108135035|XP_017111062.1|DELE, LOC108135034|XP_017111060.1|DELE, LOC108135047|XP_017111075.1|DELE, LOC108135173|XP_017111287.1|DELE	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV
OG0000052	LOC108145160|XP_017125875.1|DELE	LOC115771518|XP_030573117.1|DNOV
OG0000052	LOC108145159|XP_017125874.1|DELE	LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC108145359|XP_017126241.1|DELE	LOC115771927|XP_030573689.1|DNOV
OG0000053	LOC108145358|XP_017126240.1|DELE	LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC108145357|XP_017126239.1|DELE	LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC108145356|XP_017126238.1|DELE	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC108145362|XP_017126243.1|DELE	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC108140678|XP_017119113.1|DELE	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC108140358|XP_017118542.1|DELE, LOC108140357|XP_017118541.1|DELE	LOC115770765|XP_030572036.1|DNOV
OG0000054	LOC108140635|XP_017119043.1|DELE, LOC108140634|XP_017119042.1|DELE	LOC115766097|XP_030565772.1|DNOV
OG0000055	LOC108148467|XP_017130988.1|DELE, LOC108148466|XP_017130987.1|DELE	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV
OG0000056	LOC108148700|XP_017131340.1|DELE	LOC115764820|XP_030563929.1|DNOV
OG0000056	LOC108148704|XP_017131344.1|DELE, LOC108148702|XP_017131342.1|DELE, LOC108148701|XP_017131341.1|DELE	LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC108143671|XP_017123671.1|DELE, LOC108138709|XP_017116548.1|DELE, LOC108139014|XP_017117106.1|DELE, LOC108143672|XP_017123672.1|DELE	LOC115758934|XP_030555595.1|DNOV
OG0000058	LOC108150544|XP_017134265.1|DELE	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV
OG0000058	LOC108149860|XP_017133229.1|DELE	LOC115766835|XP_030566732.1|DNOV
OG0000059	LOC108148904|XP_017131709.1|DELE	LOC115764095|XP_030562808.1|DNOV
OG0000059	LOC108148902|XP_017131707.1|DELE, LOC108148903|XP_017131708.1|DELE	LOC115764107|XP_030562822.1|DNOV
OG0000059	LOC108148901|XP_017131706.1|DELE	LOC115764042|XP_030562742.1|DNOV
OG0000059	LOC108148470|XP_017130991.1|DELE	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV
OG0000060	LOC108137714|XP_017115086.1|DELE	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC108138657|XP_017116487.1|DELE	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC108137459|XP_017114652.1|DELE	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC108143025|XP_017122707.1|DELE	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC108149967|XP_017133376.1|DELE	LOC115767352|XP_030567464.1|DNOV
OG0000060	LOC108148059|XP_017130401.1|DELE	LOC115759170|XP_030555902.1|DNOV
OG0000061	LOC108138018|XP_017115477.1|DELE	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC108138006|XP_017115465.1|DELE	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
OG0000061	LOC108138025|XP_017115485.1|DELE	LOC115763160|XP_030561472.1|DNOV
OG0000061	LOC108138035|XP_017115497.1|DELE	LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC108136516|XP_017113265.1|DELE	LOC115766456|XP_030566248.1|DNOV
OG0000062	LOC108138778|XP_017116734.1|DELE, LOC108138779|XP_017116735.1|DELE	LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC108135091|XP_017111151.1|DELE, LOC108135089|XP_017111149.1|DELE, LOC108135090|XP_017111150.1|DELE	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV
OG0000063	LOC108150132|XP_017133588.1|DELE	LOC115770341|XP_030571439.1|DNOV
OG0000063	LOC108150112|XP_017133565.1|DELE	LOC115770262|XP_030571339.1|DNOV
OG0000063	LOC108150366|XP_017133993.1|DELE, LOC108150356|XP_017133979.1|DELE	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000065	LOC108134781|XP_017110718.1|DELE	LOC115771835|XP_030573576.1|DNOV
