Orthogroup	DELE.longest_only	DSUZ.longest_only
OG0000007	LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE	LOC118879795|XP_036678702.1|DSUZ
OG0000007	LOC108148444|XP_017130968.1|DELE	LOC108017241|XP_036675632.1|DSUZ
OG0000007	LOC108138842|XP_017116842.1|DELE	LOC118876800|XP_036668611.1|DSUZ
OG0000007	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ
OG0000007	LOC108142396|XP_017121725.1|DELE	LOC108013030|XP_016934110.1|DSUZ
OG0000008	LOC108149642|XP_017132905.1|DELE	LOC108014183|XP_016935707.1|DSUZ
OG0000008	LOC108145869|XP_017126996.1|DELE	LOC108020044|XP_016943629.1|DSUZ
OG0000008	LOC108145867|XP_017126995.1|DELE	LOC118877368|XP_036671791.1|DSUZ
OG0000008	LOC108138029|XP_017115491.1|DELE	LOC108007042|XP_016926141.1|DSUZ
OG0000008	LOC108145871|XP_017126998.1|DELE	LOC108020009|XP_016943583.1|DSUZ
OG0000008	LOC108149861|XP_017133230.1|DELE	LOC108011129|XP_016931690.1|DSUZ
OG0000008	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE	LOC108014242|XP_016935768.1|DSUZ
OG0000008	LOC108148323|XP_017130803.1|DELE	LOC108014245|XP_016935771.2|DSUZ
OG0000008	LOC108148325|XP_017130805.1|DELE	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC108148321|XP_017130801.1|DELE	LOC108014235|XP_016935760.2|DSUZ
OG0000008	LOC108148322|XP_017130802.1|DELE	LOC108014237|XP_016935761.1|DSUZ
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC108144089|XP_017124230.1|DELE	LOC108011538|XP_036673111.1|DSUZ
OG0000009	LOC108136793|XP_017113657.1|DELE	LOC108015574|XP_036672879.1|DSUZ
OG0000009	LOC108137037|XP_017114025.1|DELE	LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC108147392|XP_017129317.1|DELE	LOC108011415|XP_036670407.1|DSUZ
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC108019245|XP_036673765.1|DSUZ
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC108008467|XP_016927811.1|DSUZ
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC108008503|XP_016927857.1|DSUZ
OG0000010	LOC108139189|XP_017117303.1|DELE	LOC108014626|XP_016936278.1|DSUZ
OG0000011	LOC108139056|XP_017117164.1|DELE	LOC108005601|XP_016924394.1|DSUZ
OG0000011	LOC108136397|XP_017112996.1|DELE	LOC108018989|XP_016942085.1|DSUZ
OG0000011	LOC108146665|XP_017128206.1|DELE	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ, LOC108010267|XP_016930620.1|DSUZ
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC108007943|XP_016927205.1|DSUZ
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE	LOC108011057|XP_016931608.2|DSUZ
OG0000011	LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE	LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ
OG0000011	LOC108138785|XP_017116749.1|DELE	LOC108009845|XP_016930030.1|DSUZ, LOC108007942|XP_016927238.1|DSUZ, LOC108007310|XP_016926446.1|DSUZ
OG0000011	LOC108150498|XP_017134198.1|DELE	LOC108020156|XP_036668757.1|DSUZ, LOC108014609|XP_016936264.1|DSUZ
OG0000011	LOC108150409|XP_017134056.1|DELE	LOC108014635|XP_016936289.1|DSUZ
OG0000011	LOC108138422|XP_017116107.1|DELE	LOC108005222|XP_016923902.1|DSUZ
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC108012408|XP_016933257.1|DSUZ
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC108012407|XP_016933256.1|DSUZ
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC108147065|XP_017128845.1|DELE	LOC108008915|XP_016928309.1|DSUZ
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC108008112|XP_016927391.1|DSUZ
OG0000012	LOC108145375|XP_017126259.1|DELE	LOC108008405|XP_016927739.1|DSUZ
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC108008513|XP_016927870.1|DSUZ
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC108008168|XP_036669662.1|DSUZ
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC108007391|XP_016926534.2|DSUZ
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC108144259|XP_017124429.1|DELE	LOC108008179|XP_016927458.2|DSUZ, LOC108008180|XP_016927459.1|DSUZ
OG0000015	LOC108150455|XP_017134109.1|DELE	LOC108015638|XP_016937623.1|DSUZ
OG0000015	LOC108139113|XP_017117214.1|DELE	LOC108014327|XP_016935890.1|DSUZ
OG0000015	LOC108149130|XP_017132027.1|DELE	LOC108013425|XP_016934779.1|DSUZ
OG0000015	LOC108147777|XP_017129996.1|DELE, LOC108136717|XP_017113571.1|DELE	LOC108005685|XP_016924535.1|DSUZ, LOC108013894|XP_016935421.1|DSUZ, LOC108012239|XP_036672398.1|DSUZ
OG0000015	LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE	LOC108006716|XP_016925749.1|DSUZ
OG0000015	LOC108138718|XP_017116558.1|DELE	LOC108021461|XP_016945722.1|DSUZ
OG0000015	LOC108145615|XP_017126640.1|DELE, LOC108138032|XP_017115494.1|DELE	LOC108009902|XP_016930118.1|DSUZ
OG0000015	LOC108147770|XP_017129989.1|DELE	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC108135473|XP_017111703.1|DELE	LOC108012640|XP_016933551.1|DSUZ
OG0000015	LOC108138355|XP_017116015.1|DELE	LOC108009429|XP_016929253.1|DSUZ, LOC108018082|XP_016941013.1|DSUZ
OG0000015	LOC108138106|XP_017115592.1|DELE	LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC108144693|XP_017125256.1|DELE	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC108147936|XP_017130210.1|DELE	LOC108010173|XP_036669903.1|DSUZ
OG0000017	LOC108147886|XP_017130134.1|DELE	LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ
OG0000018	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC108148668|XP_017131291.1|DELE	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC108148316|XP_017130795.1|DELE	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC108146070|XP_017127373.1|DELE	LOC118877232|XP_036670660.1|DSUZ, LOC118877535|XP_036672480.1|DSUZ
OG0000028	LOC108146073|XP_017127378.1|DELE	LOC118877531|XP_036672476.1|DSUZ, LOC118877235|XP_036670665.1|DSUZ, LOC108006595|XP_016925609.2|DSUZ, LOC118877534|XP_036672479.1|DSUZ, LOC118877234|XP_036670664.1|DSUZ, LOC108006593|XP_016925607.2|DSUZ, LOC118877529|XP_036672474.1|DSUZ, LOC118877236|XP_036670666.1|DSUZ, LOC118877532|XP_036672477.1|DSUZ, LOC108017026|XP_016939472.2|DSUZ, LOC118877533|XP_036672478.1|DSUZ
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC108138948|XP_017117015.1|DELE	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC108150412|XP_017134059.1|DELE	LOC118879756|XP_036678590.1|DSUZ
OG0000031	LOC108148078|XP_017130421.1|DELE	LOC108020065|XP_036671004.1|DSUZ
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC108138166|XP_017115747.1|DELE	LOC108016076|XP_016938162.1|DSUZ
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC108018396|XP_036672794.1|DSUZ
OG0000032	LOC108141568|XP_017120503.1|DELE	LOC108007821|XP_016927075.2|DSUZ
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC108018408|XP_016941455.1|DSUZ
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ, LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC108141856|XP_017120938.1|DELE	LOC118877527|XP_036672470.1|DSUZ, LOC108020436|XP_036671704.1|DSUZ
OG0000033	LOC108141639|XP_017120598.1|DELE	LOC108013705|XP_016935119.2|DSUZ
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	LOC108137918|XP_017115348.1|DELE	LOC108008234|XP_016927514.1|DSUZ
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC108007509|XP_016926684.2|DSUZ
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC108011927|XP_016932664.1|DSUZ
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC108019328|XP_036675087.1|DSUZ
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC108006404|XP_016925415.2|DSUZ
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC108011658|XP_016932343.2|DSUZ
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC108007854|XP_036674140.1|DSUZ
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC108018132|XP_016941074.1|DSUZ
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC108017560|XP_036672906.1|DSUZ
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC108020759|XP_016944626.2|DSUZ
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC108010653|XP_036670653.1|DSUZ
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC108016023|XP_016938107.2|DSUZ
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC108006280|XP_016925226.1|DSUZ
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC108006287|XP_016925235.1|DSUZ
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC108019017|XP_016942120.1|DSUZ
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC108016198|XP_036675321.1|DSUZ
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC108006036|XP_036674433.1|DSUZ
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC108006007|XP_036674432.1|DSUZ
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC108011397|XP_016932008.2|DSUZ
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC108007382|XP_016926528.2|DSUZ
