Orthogroup	DELE.longest_only	DEUG.longest_only
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC108116119|XP_017083332.1|DEUG
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC108117308|XP_017085159.1|DEUG
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC108117290|XP_017085135.1|DEUG
OG0000009	LOC108136793|XP_017113657.1|DELE	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG
OG0000009	LOC108137037|XP_017114025.1|DELE	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG
OG0000009	LOC108147392|XP_017129317.1|DELE	LOC108107590|XP_017070640.1|DEUG
OG0000009	LOC108147550|XP_017129624.1|DELE	LOC108107618|XP_017070676.1|DEUG
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC108107216|XP_017070122.1|DEUG
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC108111728|XP_017076770.1|DEUG
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC108106283|XP_017068739.1|DEUG
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG
OG0000011	LOC108146665|XP_017128206.1|DELE	LOC108111192|XP_017076075.1|DEUG
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE	LOC108108695|XP_017072289.1|DEUG
OG0000011	LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE	LOC108118231|XP_017086302.1|DEUG
OG0000011	LOC108138785|XP_017116749.1|DELE	LOC108102619|XP_017063216.1|DEUG, LOC108111193|XP_017076077.1|DEUG
OG0000011	LOC108150498|XP_017134198.1|DELE	LOC108118458|XP_017086666.1|DEUG, LOC108118456|XP_017086662.1|DEUG
OG0000011	LOC108138422|XP_017116107.1|DELE	LOC108103884|XP_017065103.1|DEUG
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC108105968|XP_017068261.1|DEUG
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC108105967|XP_017068260.1|DEUG
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC108109998|XP_017074326.1|DEUG
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC108113192|XP_017079208.1|DEUG
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC108113191|XP_017079207.1|DEUG
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC108113343|XP_017079393.1|DEUG
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC108113377|XP_017079435.1|DEUG
OG0000012	LOC108147065|XP_017128845.1|DELE	LOC108112229|XP_017077538.1|DEUG
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC108112131|XP_017077370.1|DEUG
OG0000012	LOC108145375|XP_017126259.1|DELE	LOC108112132|XP_017077371.1|DEUG
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC108112267|XP_017077578.1|DEUG
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC108106282|XP_017068738.1|DEUG
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC108106301|XP_017068761.1|DEUG
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC108106279|XP_017068735.1|DEUG
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC108106300|XP_017068760.1|DEUG
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC108106742|XP_017069468.1|DEUG
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC108106739|XP_017069464.1|DEUG
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC108106511|XP_017069094.1|DEUG
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC108104346|XP_017065833.1|DEUG
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC108105608|XP_017067774.1|DEUG
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC108105962|XP_017068250.1|DEUG
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC108116899|XP_017084498.1|DEUG
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC108116618|XP_017084081.1|DEUG
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC108106955|XP_017069721.1|DEUG
OG0000015	LOC108144259|XP_017124429.1|DELE	LOC108106287|XP_017068742.1|DEUG
OG0000015	LOC108150455|XP_017134109.1|DELE	LOC108118426|XP_017086597.1|DEUG
OG0000015	LOC108139113|XP_017117214.1|DELE	LOC108116823|XP_017084362.1|DEUG
OG0000015	LOC108147777|XP_017129996.1|DELE, LOC108136717|XP_017113571.1|DELE	LOC108110434|XP_017074990.1|DEUG, LOC108110435|XP_017074991.1|DEUG
OG0000015	LOC108134711|XP_017110595.1|DELE	LOC108106825|XP_017069551.1|DEUG
OG0000015	LOC108134675|XP_017110562.1|DELE	LOC108110504|XP_017075072.1|DEUG
OG0000015	LOC108149227|XP_017132148.1|DELE, LOC108138680|XP_017116516.1|DELE, LOC108134715|XP_017110604.1|DELE, LOC108149217|XP_017132136.1|DELE	LOC108110619|XP_017075207.1|DEUG
OG0000015	LOC108145615|XP_017126640.1|DELE, LOC108138032|XP_017115494.1|DELE	LOC108105143|XP_017067066.1|DEUG
OG0000015	LOC108147770|XP_017129989.1|DELE	LOC108111565|XP_017076580.1|DEUG
OG0000015	LOC108135473|XP_017111703.1|DELE	LOC108108656|XP_017072249.1|DEUG, LOC108108426|XP_017071967.1|DEUG
OG0000015	LOC108138355|XP_017116015.1|DELE	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG, LOC108106916|XP_017069656.1|DEUG
OG0000015	LOC108138106|XP_017115592.1|DELE	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC108116882|XP_017084468.1|DEUG
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC108109063|XP_017072885.1|DEUG
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC108117273|XP_017085115.1|DEUG
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC108113063|XP_017078988.1|DEUG
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC108103209|XP_017064088.1|DEUG
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC108110347|XP_017074869.1|DEUG
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC108105551|XP_017067677.1|DEUG
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC108108726|XP_017072348.1|DEUG
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC108103426|XP_017064385.1|DEUG
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC108112627|XP_017078221.1|DEUG
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC108104154|XP_017065544.1|DEUG
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC108109558|XP_017073619.1|DEUG
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC108115927|XP_017083050.1|DEUG
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC108109233|XP_017073194.1|DEUG
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC108110339|XP_017074859.1|DEUG
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC108109231|XP_017073193.1|DEUG
OG0000017	LOC108147936|XP_017130210.1|DELE	LOC108111034|XP_017075854.1|DEUG
OG0000017	LOC108147886|XP_017130134.1|DELE	LOC108110885|XP_017075635.1|DEUG
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC108107641|XP_017070716.1|DEUG
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC108107531|XP_017070561.1|DEUG
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC108108164|XP_017071591.1|DEUG
OG0000018	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE	LOC108107673|XP_017070750.1|DEUG
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC108115822|XP_017082901.1|DEUG
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC108115824|XP_017082904.1|DEUG
OG0000019	LOC108148668|XP_017131291.1|DELE	LOC108115825|XP_017082905.1|DEUG
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC108115829|XP_017082909.1|DEUG
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC108115823|XP_017082903.1|DEUG
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC108115820|XP_017082899.1|DEUG
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC108115821|XP_017082900.1|DEUG
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC108116051|XP_017083239.1|DEUG
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC108109261|XP_017073233.1|DEUG
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC108106167|XP_017068567.1|DEUG
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC108117182|XP_017084963.1|DEUG
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC108116455|XP_017083873.1|DEUG
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC108107046|XP_017069896.1|DEUG
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC108112706|XP_017078416.1|DEUG
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC108112288|XP_017077598.1|DEUG
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC108112285|XP_017077596.1|DEUG
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC108105026|XP_017066911.1|DEUG
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC108117533|XP_017085522.1|DEUG
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC108111770|XP_017076824.1|DEUG
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC108110043|XP_017074396.1|DEUG
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC108113005|XP_017078913.1|DEUG
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC108102780|XP_017063430.1|DEUG
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC108102797|XP_017063457.1|DEUG
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC108115114|XP_017081855.1|DEUG
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC108115112|XP_017081853.1|DEUG
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC108115052|XP_017081788.1|DEUG
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC108112507|XP_017077883.1|DEUG
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC108115111|XP_017081852.1|DEUG
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC108115051|XP_017081787.1|DEUG
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC108115158|XP_017081958.1|DEUG
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC108115110|XP_017081851.1|DEUG
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC108115157|XP_017081956.1|DEUG
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC108106508|XP_017069090.1|DEUG
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC108106506|XP_017069088.1|DEUG
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC108106500|XP_017069084.1|DEUG
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC108115421|XP_017082346.1|DEUG
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC108111932|XP_017077077.1|DEUG
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC108103147|XP_017064008.1|DEUG
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC108111839|XP_017076932.1|DEUG
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC108113449|XP_017079511.1|DEUG
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC108103585|XP_017064599.1|DEUG
OG0000026	LOC108148316|XP_017130795.1|DELE	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC108110172|XP_017074584.1|DEUG
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC108106863|XP_017069596.1|DEUG
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC108106871|XP_017069603.1|DEUG
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC108106870|XP_017069602.1|DEUG
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC108108455|XP_017071998.1|DEUG
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC108114276|XP_017080662.1|DEUG
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC108104771|XP_017066496.1|DEUG
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG
OG0000029	LOC108143811|XP_017123822.1|DELE	LOC108109435|XP_017073425.1|DEUG, LOC108109445|XP_017073433.1|DEUG
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC108108451|XP_017071993.1|DEUG
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC108104028|XP_017065349.1|DEUG
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC108104049|XP_017065385.1|DEUG
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC108104046|XP_017065382.1|DEUG
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC108109021|XP_017072783.1|DEUG
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC108103318|XP_017064237.1|DEUG
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC108104999|XP_017066865.1|DEUG
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC108105113|XP_017067036.1|DEUG
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC108105166|XP_017067095.1|DEUG
OG0000031	LOC108138948|XP_017117015.1|DELE	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG
OG0000031	LOC108150405|XP_017134051.1|DELE, LOC108138949|XP_017117016.1|DELE	LOC108103076|XP_017063913.1|DEUG
OG0000031	LOC108150412|XP_017134059.1|DELE	LOC108118411|XP_017086576.1|DEUG
OG0000031	LOC108148078|XP_017130421.1|DELE	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC108110574|XP_017075160.1|DEUG
OG0000031	LOC108148083|XP_017130428.1|DELE	LOC108110535|XP_017075106.1|DEUG
OG0000031	LOC108138166|XP_017115747.1|DELE	LOC108105167|XP_017067096.1|DEUG
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC108111003|XP_017075802.1|DEUG
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC108111805|XP_017076892.1|DEUG
OG0000032	LOC108141568|XP_017120503.1|DELE	LOC108111711|XP_017076750.1|DEUG
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC108111718|XP_017076758.1|DEUG
OG0000032	LOC108141567|XP_017120502.1|DELE	LOC108111814|XP_017076907.1|DEUG
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG
OG0000033	LOC108141856|XP_017120938.1|DELE	LOC108115450|XP_017082374.1|DEUG
OG0000033	LOC108141639|XP_017120598.1|DELE	LOC108115474|XP_017082423.1|DEUG
OG0000033	LOC108141763|XP_017120751.1|DELE	LOC108115417|XP_017082342.1|DEUG
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC108112609|XP_017078188.1|DEUG
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC108112610|XP_017078190.1|DEUG
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC108112608|XP_017078187.1|DEUG
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC108108576|XP_017072157.1|DEUG
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC108115098|XP_017081835.1|DEUG
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC108118404|XP_017086569.1|DEUG
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC108118494|XP_017086716.1|DEUG
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC108116805|XP_017084341.1|DEUG
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC108113407|XP_017079451.1|DEUG
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC108115061|XP_017081795.1|DEUG
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC108105599|XP_017067763.1|DEUG
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC108114960|XP_017081642.1|DEUG
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC108116661|XP_017084141.1|DEUG
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC108112000|XP_017077225.1|DEUG
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC108117112|XP_017084823.1|DEUG
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC108117111|XP_017084822.1|DEUG
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC108108735|XP_017072362.1|DEUG
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC108108809|XP_017072482.1|DEUG
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC108109615|XP_017073668.1|DEUG
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC108102893|XP_017063585.1|DEUG
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC108103025|XP_017063841.1|DEUG
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC108105051|XP_017066944.1|DEUG
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC108116469|XP_017083889.1|DEUG
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC108116470|XP_017083890.1|DEUG
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC108111562|XP_017076575.1|DEUG
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC108111548|XP_017076556.1|DEUG
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC108109350|XP_017073299.1|DEUG
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC108113782|XP_017079974.1|DEUG
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC108113689|XP_017079854.1|DEUG
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC108113801|XP_017079998.1|DEUG
OG0000042	LOC108137297|XP_017114407.1|DELE	LOC108108093|XP_017071481.1|DEUG
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC108112378|XP_017077703.1|DEUG
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC108112385|XP_017077715.1|DEUG
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC108112383|XP_017077713.1|DEUG
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC108112384|XP_017077714.1|DEUG
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC108116482|XP_017083904.1|DEUG
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC108116504|XP_017083929.1|DEUG
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC108105204|XP_017067144.1|DEUG
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC108116498|XP_017083919.1|DEUG
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC108113702|XP_017079868.1|DEUG
OG0000044	LOC108143753|XP_017123772.1|DELE	LOC108113679|XP_017079844.1|DEUG
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC108113668|XP_017079833.1|DEUG
OG0000044	LOC108143771|XP_017123788.1|DELE	LOC108113686|XP_017079852.1|DEUG
