Orthogroup	DELE.longest_only	DSUB.longest_only
OG0000003	LOC108145352|XP_017126230.1|DELE	LOC117890991|XP_034652033.1|DSUB
OG0000003	LOC108145367|XP_017126250.1|DELE	LOC117890982|XP_034652022.1|DSUB
OG0000007	LOC108135575|XP_017111853.1|DELE	LOC117894702|XP_034657776.1|DSUB
OG0000007	LOC108142393|XP_017121722.1|DELE	LOC117894589|XP_034657628.1|DSUB
OG0000007	LOC108138840|XP_017116840.1|DELE, LOC108138841|XP_017116841.1|DELE	LOC117900834|XP_034667236.1|DSUB
OG0000007	LOC108148444|XP_017130968.1|DELE, LOC108148696|XP_017131333.1|DELE, LOC108148697|XP_017131334.1|DELE, LOC108148759|XP_017131449.1|DELE, LOC108148468|XP_017130989.1|DELE	LOC117897982|XP_034662985.1|DSUB
OG0000007	LOC108138842|XP_017116842.1|DELE	LOC117900835|XP_034667237.1|DSUB
OG0000007	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE	LOC117901609|XP_034668319.1|DSUB
OG0000007	LOC108142395|XP_017121724.1|DELE	LOC117894591|XP_034657631.1|DSUB
OG0000007	LOC108142396|XP_017121725.1|DELE	LOC117894593|XP_034657634.1|DSUB
OG0000008	LOC108149642|XP_017132905.1|DELE	LOC117896362|XP_034660529.1|DSUB
OG0000008	LOC108145869|XP_017126996.1|DELE	LOC117895169|XP_034658523.1|DSUB
OG0000008	LOC108145867|XP_017126995.1|DELE	LOC117895168|XP_034658522.1|DSUB
OG0000008	LOC108138029|XP_017115491.1|DELE	LOC117902083|XP_034669067.1|DSUB
OG0000008	LOC108145871|XP_017126998.1|DELE	LOC117895171|XP_034658525.1|DSUB
OG0000008	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB
OG0000008	LOC108148325|XP_017130805.1|DELE	LOC117898640|XP_034664094.1|DSUB
OG0000008	LOC108148321|XP_017130801.1|DELE	LOC117898631|XP_034664083.1|DSUB
OG0000008	LOC108148322|XP_017130802.1|DELE	LOC117898634|XP_034664087.1|DSUB
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC117898636|XP_034664090.1|DSUB
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC117896628|XP_034660961.1|DSUB
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC117898287|XP_034663434.1|DSUB
OG0000009	LOC108144089|XP_017124230.1|DELE	LOC117899151|XP_034664850.1|DSUB
OG0000009	LOC108136793|XP_017113657.1|DELE, LOC108137037|XP_017114025.1|DELE	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB
OG0000009	LOC108147392|XP_017129317.1|DELE, LOC108147550|XP_017129624.1|DELE	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC117890282|XP_034650935.1|DSUB
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC117896426|XP_034660636.1|DSUB
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC117892376|XP_034654476.1|DSUB
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC117892374|XP_034654475.1|DSUB
OG0000011	LOC108139056|XP_017117164.1|DELE, LOC108136397|XP_017112996.1|DELE, LOC108146665|XP_017128206.1|DELE, LOC108139057|XP_017117165.1|DELE, LOC108138672|XP_017116504.1|DELE, LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE, LOC108134970|XP_017110989.1|DELE, LOC108138785|XP_017116749.1|DELE, LOC108150498|XP_017134198.1|DELE, LOC108150409|XP_017134056.1|DELE, LOC108138422|XP_017116107.1|DELE	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC108147065|XP_017128845.1|DELE, LOC108145377|XP_017126261.1|DELE	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC108145375|XP_017126259.1|DELE, LOC108145552|XP_017126542.1|DELE	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC108137996|XP_017115460.1|DELE, LOC108137901|XP_017115330.1|DELE	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC108144693|XP_017125256.1|DELE	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC117895268|XP_034658682.1|DSUB
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC108139069|XP_017117181.1|DELE, LOC108149435|XP_017132505.1|DELE	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC108148316|XP_017130795.1|DELE	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC108141568|XP_017120503.1|DELE	LOC117899193|XP_034664947.1|DSUB
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC108141567|XP_017120502.1|DELE	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC108135468|XP_017111699.1|DELE, LOC108135862|XP_017112252.1|DELE, LOC108137918|XP_017115348.1|DELE	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC108143777|XP_017123793.1|DELE, LOC108143759|XP_017123778.1|DELE	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC108137297|XP_017114407.1|DELE	LOC117903839|XP_034672183.1|DSUB
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC108139199|XP_017117331.1|DELE, LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC108136707|XP_017113521.1|DELE	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC108143753|XP_017123772.1|DELE, LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC108143771|XP_017123788.1|DELE, LOC108143751|XP_017123771.1|DELE, LOC108143749|XP_017123769.1|DELE	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC117898153|XP_034663242.1|DSUB
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC108140976|XP_017119535.1|DELE	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC108134821|XP_017110764.1|DELE, LOC108134933|XP_017110942.1|DELE	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC108147306|XP_017129219.1|DELE, LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC117891323|XP_034652630.1|DSUB
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC117891482|XP_034652852.1|DSUB
OG0000047	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE	LOC117892480|XP_034654625.1|DSUB
OG0000047	LOC108150380|XP_017134008.1|DELE	LOC117893757|XP_034656383.1|DSUB
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC117891376|XP_034652704.1|DSUB
OG0000047	LOC108150178|XP_017133656.1|DELE	LOC117895380|XP_034658890.1|DSUB
OG0000048	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC117894523|XP_034657528.1|DSUB
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC117894537|XP_034657548.1|DSUB
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC117898484|XP_034663812.1|DSUB
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC117898479|XP_034663805.1|DSUB
OG0000049	LOC108140400|XP_017118597.1|DELE	LOC117899170|XP_034664920.1|DSUB
OG0000049	LOC108140395|XP_017118592.1|DELE	LOC117898482|XP_034663809.1|DSUB
OG0000050	LOC108144105|XP_017124238.1|DELE	LOC117892195|XP_034654177.1|DSUB
OG0000050	LOC108143123|XP_017122853.1|DELE	LOC117893228|XP_034655655.1|DSUB
OG0000050	LOC108143198|XP_017122940.1|DELE	LOC117893221|XP_034655647.1|DSUB
OG0000050	LOC108143121|XP_017122851.1|DELE	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB
OG0000050	LOC108143197|XP_017122939.1|DELE	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB
OG0000050	LOC108143120|XP_017122849.1|DELE	LOC117893220|XP_034655645.1|DSUB
OG0000050	LOC108143122|XP_017122852.1|DELE	LOC117893224|XP_034655652.1|DSUB
OG0000051	LOC108143756|XP_017123775.1|DELE	LOC117896438|XP_034660657.1|DSUB
OG0000051	LOC108143275|XP_017123079.1|DELE	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB
OG0000051	LOC108136096|XP_017112560.1|DELE, LOC108141560|XP_017120493.1|DELE	LOC117898770|XP_034664295.1|DSUB, LOC117898095|XP_034663165.1|DSUB
OG0000052	LOC108135036|XP_017111063.1|DELE, LOC108136729|XP_017113543.1|DELE	LOC117898169|XP_034663268.1|DSUB
OG0000052	LOC108135035|XP_017111062.1|DELE, LOC108135034|XP_017111060.1|DELE, LOC108135047|XP_017111075.1|DELE, LOC108135173|XP_017111287.1|DELE	LOC117898249|XP_034663387.1|DSUB
OG0000052	LOC108145160|XP_017125875.1|DELE	LOC117892469|XP_034654613.1|DSUB
OG0000052	LOC108145159|XP_017125874.1|DELE	LOC117892468|XP_034654612.1|DSUB
OG0000053	LOC108145358|XP_017126240.1|DELE	LOC117890537|XP_034651353.1|DSUB
OG0000053	LOC108145357|XP_017126239.1|DELE	LOC117890535|XP_034651347.1|DSUB
OG0000053	LOC108145356|XP_017126238.1|DELE	LOC117890534|XP_034651344.1|DSUB
OG0000053	LOC108145362|XP_017126243.1|DELE	LOC117890538|XP_034651354.1|DSUB
OG0000054	LOC108140678|XP_017119113.1|DELE	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB
OG0000054	LOC108140358|XP_017118542.1|DELE, LOC108140357|XP_017118541.1|DELE	LOC117898651|XP_034664113.1|DSUB
OG0000054	LOC108140635|XP_017119043.1|DELE	LOC117898655|XP_034664119.1|DSUB
