Orthogroup	DELE.longest_only	DYAK.longest_only
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC108150498|XP_017134198.1|DELE	LOC6529533|XP_039228709.1|DYAK
OG0000011	LOC108150409|XP_017134056.1|DELE	LOC6529527|XP_039228713.1|DYAK
OG0000011	LOC108138422|XP_017116107.1|DELE	LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC108146667|XP_017128209.1|DELE	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000015	LOC108138780|XP_017116737.1|DELE	LOC6529704|XP_002090697.2|DYAK
OG0000015	LOC108147770|XP_017129989.1|DELE	LOC6526496|XP_039227173.1|DYAK
OG0000015	LOC108138355|XP_017116015.1|DELE	LOC6526950|XP_002088046.2|DYAK
OG0000015	LOC108138106|XP_017115592.1|DELE	LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC108144693|XP_017125256.1|DELE	LOC6530275|XP_002091207.2|DYAK
OG0000015	LOC108141971|XP_017121111.1|DELE	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC6538220|XP_039231078.1|DYAK
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC108147936|XP_017130210.1|DELE	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000018	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE	LOC26534941|XP_015049831.1|DYAK
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC108148669|XP_017131292.1|DELE	LOC6538324|XP_002098851.2|DYAK
OG0000019	LOC108148668|XP_017131291.1|DELE	LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC108148663|XP_017131286.1|DELE	LOC6538321|XP_002098848.1|DYAK
OG0000019	LOC108148665|XP_017131287.1|DELE	LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC6529647|XP_002090641.1|DYAK, LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC108145941|XP_017127138.1|DELE	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC108144322|XP_017124512.1|DELE	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC108138948|XP_017117015.1|DELE	LOC6529463|XP_002090465.2|DYAK
OG0000031	LOC108148078|XP_017130421.1|DELE	LOC6532903|XP_002093639.1|DYAK
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC108138166|XP_017115747.1|DELE	LOC6528983|XP_002090015.2|DYAK
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC6536802|XP_002097372.1|DYAK
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC6538141|XP_039231494.1|DYAK, LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC108141763|XP_017120751.1|DELE	LOC6530310|XP_039228063.1|DYAK
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC6534298|XP_002094979.1|DYAK
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC6535950|XP_002096566.1|DYAK
OG0000033	LOC108137918|XP_017115348.1|DELE	LOC6531401|XP_002092204.1|DYAK
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC6527117|XP_002088210.1|DYAK
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC6535647|XP_002096275.2|DYAK
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC108143777|XP_017123793.1|DELE	LOC6538543|XP_002099065.1|DYAK
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC6538533|XP_002099055.1|DYAK
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC6538534|XP_002099056.1|DYAK
OG0000042	LOC108137297|XP_017114407.1|DELE	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC6531111|XP_002091945.1|DYAK
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC6531110|XP_002091944.2|DYAK
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC108136707|XP_017113521.1|DELE	LOC6536588|XP_002097164.1|DYAK
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC6536590|XP_002097166.1|DYAK
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC6536584|XP_002097160.1|DYAK
OG0000043	LOC108136699|XP_017113511.1|DELE	LOC6536593|XP_039231638.1|DYAK
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC6539005|XP_002099507.1|DYAK
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC6536594|XP_002097170.1|DYAK
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC6538530|XP_002099052.1|DYAK
OG0000044	LOC108143753|XP_017123772.1|DELE	LOC6538526|XP_002099048.1|DYAK
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC6538525|XP_002099047.1|DYAK
OG0000044	LOC108143771|XP_017123788.1|DELE	LOC6538529|XP_002099051.1|DYAK
OG0000044	LOC108143751|XP_017123771.1|DELE	LOC6538527|XP_002099049.1|DYAK
OG0000044	LOC108143749|XP_017123769.1|DELE	LOC6538528|XP_002099050.1|DYAK
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC6537407|XP_002097963.3|DYAK
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC6533631|XP_002094338.1|DYAK
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC6533265|XP_002093991.2|DYAK
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC6533264|XP_002093990.1|DYAK
OG0000046	LOC108140976|XP_017119535.1|DELE	LOC6535912|XP_002096528.1|DYAK
OG0000046	LOC108134821|XP_017110764.1|DELE	LOC6525175|XP_002101013.1|DYAK
OG0000046	LOC108134933|XP_017110942.1|DELE	LOC6525174|XP_002101012.1|DYAK
OG0000046	LOC108147306|XP_017129219.1|DELE	LOC6537904|XP_002098445.2|DYAK
OG0000046	LOC108147302|XP_017129214.1|DELE	LOC6537903|XP_002098444.1|DYAK, LOC6537902|XP_002098443.2|DYAK
OG0000046	LOC108147114|XP_017128893.1|DELE	LOC6537901|XP_002098442.1|DYAK
OG0000046	LOC108144852|XP_017125488.1|DELE	LOC6530015|XP_002090961.3|DYAK
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC6531393|XP_002092196.1|DYAK
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC6531396|XP_002092199.1|DYAK
OG0000047	LOC108149120|XP_017132010.1|DELE	LOC6529920|XP_002090877.1|DYAK
OG0000047	LOC108150380|XP_017134008.1|DELE	LOC6533594|XP_002094302.1|DYAK
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC6529913|XP_002090870.1|DYAK
OG0000047	LOC108150178|XP_017133656.1|DELE	LOC6533595|XP_002094303.1|DYAK
OG0000048	LOC108145661|XP_017126703.1|DELE	LOC6539501|XP_002086390.1|DYAK, LOC26534611|XP_015045057.1|DYAK
OG0000048	LOC108146209|XP_017127617.1|DELE	LOC6539643|XP_002086528.1|DYAK
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC6539644|XP_002086526.2|DYAK
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC6539640|XP_002086529.1|DYAK
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC6536652|XP_002097224.1|DYAK
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC6537437|XP_002097993.1|DYAK
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC6536653|XP_002097225.1|DYAK
OG0000049	LOC108140398|XP_017118595.1|DELE	LOC6536655|XP_002097227.1|DYAK
OG0000049	LOC108140400|XP_017118597.1|DELE	LOC6536654|XP_002097226.1|DYAK
