Orthogroup	DELE.longest_only	DBUS.longest_only
OG0000004	LOC108135195|XP_017111306.1|DELE, LOC108134559|XP_017110400.1|DELE	LOC117134690|XP_033149085.1|DBUS
OG0000007	LOC108142600|XP_017122060.1|DELE	LOC108598463|XP_017840596.2|DBUS
OG0000007	LOC108142601|XP_017122061.1|DELE, LOC108142394|XP_017121723.1|DELE	LOC108598398|XP_017840509.2|DBUS, LOC108598382|XP_017840491.1|DBUS
OG0000007	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE	LOC117134784|XP_033149441.1|DBUS
OG0000008	LOC108149642|XP_017132905.1|DELE	LOC108602201|XP_017845739.1|DBUS
OG0000008	LOC108145867|XP_017126995.1|DELE	LOC108599783|XP_017842330.1|DBUS
OG0000008	LOC108138029|XP_017115491.1|DELE	LOC108597994|XP_017840102.1|DBUS
OG0000008	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE	LOC108604415|XP_017849370.2|DBUS, LOC108604417|XP_017849372.2|DBUS
OG0000008	LOC108148325|XP_017130805.1|DELE	LOC108601548|XP_017844935.1|DBUS
OG0000008	LOC108148321|XP_017130801.1|DELE	LOC108604418|XP_033150077.1|DBUS
OG0000008	LOC108148322|XP_017130802.1|DELE	LOC108602531|XP_017846153.1|DBUS
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC108602012|XP_017845504.1|DBUS
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC108604020|XP_017848755.1|DBUS
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC108601959|XP_017845435.1|DBUS
OG0000009	LOC108144089|XP_017124230.1|DELE	LOC108601444|XP_017844830.1|DBUS
OG0000009	LOC108136793|XP_017113657.1|DELE, LOC108137037|XP_017114025.1|DELE	LOC117134845|XP_033149872.1|DBUS, LOC108601840|XP_017845277.2|DBUS, LOC108600305|XP_017843283.1|DBUS
OG0000009	LOC108147392|XP_017129317.1|DELE, LOC108147550|XP_017129624.1|DELE	LOC108595303|XP_033149763.1|DBUS, LOC108595272|XP_017835977.1|DBUS, LOC108595263|XP_033149771.1|DBUS
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC108595579|XP_017836330.1|DBUS
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC108605315|XP_017850474.2|DBUS, LOC108605314|XP_017850472.1|DBUS, LOC108595103|XP_017835752.1|DBUS
OG0000010	LOC108139189|XP_017117303.1|DELE	LOC117134729|XP_033149263.1|DBUS
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC108599014|XP_017841282.1|DBUS
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC108595899|XP_017836677.1|DBUS
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC108594927|XP_017835552.1|DBUS, LOC108594926|XP_017835551.1|DBUS
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC108595898|XP_017836676.1|DBUS
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC108595900|XP_017836679.1|DBUS
OG0000012	LOC108147065|XP_017128845.1|DELE, LOC108145377|XP_017126261.1|DELE, LOC108145375|XP_017126259.1|DELE, LOC108145552|XP_017126542.1|DELE	LOC108594923|XP_033149125.1|DBUS, LOC108594922|XP_033149124.1|DBUS, LOC108594925|XP_033149126.1|DBUS, LOC108594924|XP_017835549.1|DBUS, LOC108595907|XP_033149147.1|DBUS
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE, LOC108137877|XP_017115304.1|DELE, LOC108137996|XP_017115460.1|DELE, LOC108137901|XP_017115330.1|DELE	LOC108597255|XP_017839199.1|DBUS
OG0000012	LOC108137950|XP_017115398.1|DELE, LOC108137951|XP_017115399.1|DELE	LOC108595402|XP_017836117.1|DBUS, LOC108597254|XP_017839197.1|DBUS
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC108596692|XP_017838201.1|DBUS
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC108606235|XP_017851657.1|DBUS
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC108603181|XP_017847228.1|DBUS
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC108599948|XP_017842685.1|DBUS
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC108603387|XP_017847647.1|DBUS
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC108602825|XP_017846548.1|DBUS, LOC108603356|XP_033149948.1|DBUS, LOC108602826|XP_017846549.2|DBUS
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC108603000|XP_017846884.1|DBUS
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC108596111|XP_017837026.1|DBUS
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC108603521|XP_017847904.1|DBUS
OG0000016	LOC108144651|XP_017125185.1|DELE	LOC108596316|XP_017837414.1|DBUS
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC108606266|XP_017851714.1|DBUS
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC108596191|XP_017837194.1|DBUS
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC108601639|XP_017845028.2|DBUS
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC108599665|XP_017842156.1|DBUS
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC108594623|XP_017835255.1|DBUS
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC108601423|XP_017844811.1|DBUS, LOC108601498|XP_033150126.1|DBUS, LOC108601497|XP_017844884.1|DBUS
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC108594615|XP_017835248.1|DBUS
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC108595879|XP_017836658.1|DBUS
OG0000017	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE	LOC108607612|XP_017854053.1|DBUS
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC108599199|XP_017841484.1|DBUS
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC108597971|XP_017840076.1|DBUS
OG0000018	LOC108142475|XP_017121848.1|DELE	LOC108599156|XP_017841431.1|DBUS
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC108602932|XP_017846764.1|DBUS, LOC108602934|XP_017846766.1|DBUS
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC108602931|XP_017846763.1|DBUS
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC108602936|XP_017846767.1|DBUS
OG0000019	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE	LOC108602933|XP_017846765.1|DBUS
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC108604342|XP_017849258.1|DBUS
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC108594958|XP_017835581.1|DBUS
OG0000020	LOC108139069|XP_017117181.1|DELE, LOC108149435|XP_017132505.1|DELE	LOC108607439|XP_017853757.2|DBUS
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC108603823|XP_017848442.1|DBUS
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC108604274|XP_033150157.1|DBUS, LOC108603677|XP_033150131.1|DBUS
OG0000020	LOC108142115|XP_017121302.1|DELE, LOC108138888|XP_017116909.1|DELE	LOC108607440|XP_017853760.2|DBUS
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC108595009|XP_017835632.1|DBUS
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC108595428|XP_017836145.1|DBUS
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC108594982|XP_017835604.1|DBUS
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC108605475|XP_017850651.1|DBUS
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC108602127|XP_017845643.1|DBUS
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC108606823|XP_017852795.1|DBUS
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC108595778|XP_017836559.1|DBUS
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LOC108599021|XP_017841291.1|DBUS, LOC108599849|XP_017842466.2|DBUS, LOC108599851|XP_017842468.2|DBUS, LOC108597894|XP_033149700.1|DBUS
OG0000023	LOC108140988|XP_017119550.1|DELE	LOC108601632|XP_017845020.1|DBUS
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC108601651|XP_017845040.1|DBUS
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC108604301|XP_017849208.1|DBUS
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC108596143|XP_017837125.1|DBUS
OG0000023	LOC108140985|XP_017119548.1|DELE	LOC108604433|XP_017849396.1|DBUS
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC108601245|XP_033150074.1|DBUS
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC108602727|XP_017846368.1|DBUS
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC108602726|XP_017846367.1|DBUS
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC117134644|XP_033150071.1|DBUS
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC108595136|XP_017835788.1|DBUS
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC108596281|XP_017837347.1|DBUS
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC108594614|XP_017835247.1|DBUS, LOC108594611|XP_017835243.1|DBUS
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC108607483|XP_017853815.1|DBUS
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC108606562|XP_017852268.1|DBUS
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC108597443|XP_017839499.1|DBUS
OG0000026	LOC108137717|XP_017115091.1|DELE, LOC108148316|XP_017130795.1|DELE	LOC108606994|XP_017853058.1|DBUS, LOC108606996|XP_017853059.2|DBUS, LOC108606997|XP_017853060.1|DBUS
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC108602219|XP_017845755.1|DBUS
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC108600961|XP_017844639.1|DBUS
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC108608302|XP_017855118.1|DBUS
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC108600155|XP_017843044.1|DBUS
OG0000028	LOC108146069|XP_017127372.1|DELE	LOC108598250|XP_017840354.1|DBUS
OG0000028	LOC108145772|XP_017126831.1|DELE	LOC108597900|XP_017840008.2|DBUS
OG0000029	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE	LOC108601292|XP_017844680.1|DBUS
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC108599285|XP_017841572.1|DBUS
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC108608102|XP_033150830.1|DBUS
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC108595036|XP_017835704.1|DBUS, LOC108595111|XP_017835820.1|DBUS
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC108594814|XP_017835442.1|DBUS, LOC108594815|XP_017835443.1|DBUS, LOC108594821|XP_033149207.1|DBUS, LOC108594803|XP_033149218.1|DBUS, LOC108594804|XP_033149217.1|DBUS
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC108605352|XP_017850510.1|DBUS
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC108603962|XP_017848657.1|DBUS, LOC108603979|XP_017848698.2|DBUS
OG0000031	LOC108138948|XP_017117015.1|DELE, LOC108150405|XP_017134051.1|DELE, LOC108138949|XP_017117016.1|DELE, LOC108150412|XP_017134059.1|DELE, LOC108148078|XP_017130421.1|DELE, LOC108147853|XP_017130100.1|DELE, LOC108148083|XP_017130428.1|DELE, LOC108138166|XP_017115747.1|DELE	LOC108600689|XP_033150743.1|DBUS, LOC108603988|XP_033150741.1|DBUS, LOC108594975|XP_017835600.2|DBUS
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC108596350|XP_017837498.1|DBUS
OG0000032	LOC108134794|XP_017110732.1|DELE, LOC108134793|XP_017110731.1|DELE, LOC108141568|XP_017120503.1|DELE	LOC108601631|XP_017845019.1|DBUS
OG0000032	LOC108134776|XP_017110712.1|DELE, LOC108141567|XP_017120502.1|DELE	LOC108601658|XP_017845046.1|DBUS, LOC108603626|XP_017848073.1|DBUS, LOC108603627|XP_017848074.1|DBUS, LOC108601630|XP_017845018.1|DBUS
OG0000033	LOC108141856|XP_017120938.1|DELE, LOC108141639|XP_017120598.1|DELE, LOC108141763|XP_017120751.1|DELE, LOC108145061|XP_017125731.1|DELE, LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC108596493|XP_017837798.1|DBUS
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC108594868|XP_017835496.1|DBUS
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC108600656|XP_017843844.2|DBUS
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC108608325|XP_017855153.2|DBUS
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC108598696|XP_017840911.1|DBUS, LOC108600688|XP_017843931.2|DBUS, LOC108597047|XP_017838843.1|DBUS
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC108601814|XP_017845240.1|DBUS
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC108604642|XP_017849680.1|DBUS
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC108602327|XP_017845903.1|DBUS, LOC108603042|XP_017846950.1|DBUS
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC108601330|XP_033149802.1|DBUS, LOC117134637|XP_033149940.1|DBUS
OG0000037	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE	LOC108602024|XP_017845515.1|DBUS, LOC108601648|XP_017845037.1|DBUS
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC108598255|XP_017840359.1|DBUS
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC108599609|XP_017842054.2|DBUS
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC108602969|XP_017846840.2|DBUS, LOC108601491|XP_017844877.1|DBUS
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC108605767|XP_017851059.1|DBUS, LOC108605331|XP_017850490.1|DBUS
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC108605392|XP_017850551.1|DBUS
OG0000040	LOC108140733|XP_017119198.1|DELE, LOC108136930|XP_017113894.1|DELE	LOC108601310|XP_017844699.1|DBUS
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC108603822|XP_017848441.1|DBUS
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC108604808|XP_017849901.1|DBUS
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC108601313|XP_017844701.1|DBUS, LOC108604809|XP_017849902.1|DBUS
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC117134625|XP_033150105.1|DBUS
OG0000041	LOC108143777|XP_017123793.1|DELE, LOC108143759|XP_017123778.1|DELE, LOC108143886|XP_017123949.1|DELE, LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC117134622|XP_033149982.1|DBUS, LOC108601499|XP_033149903.1|DBUS
OG0000042	LOC108139192|XP_017117319.1|DELE, LOC108139163|XP_017117272.1|DELE, LOC108139199|XP_017117331.1|DELE, LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC117134763|XP_033149297.1|DBUS, LOC108594910|XP_017835536.1|DBUS, LOC108595933|XP_017836709.1|DBUS, LOC108595930|XP_017836706.1|DBUS, LOC108594909|XP_017835535.1|DBUS, LOC108595936|XP_017836712.1|DBUS, LOC108594913|XP_017835540.1|DBUS, LOC108594912|XP_017835539.1|DBUS, LOC108594911|XP_017835537.1|DBUS, LOC108595931|XP_017836707.1|DBUS, LOC108595934|XP_017836710.1|DBUS, LOC108595935|XP_017836711.1|DBUS, LOC108595932|XP_017836708.1|DBUS
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC108601375|XP_033149906.1|DBUS
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC108602049|XP_017845549.1|DBUS
OG0000043	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE, LOC108136702|XP_017113516.1|DELE	LOC117134835|XP_033149811.1|DBUS
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC108602073|XP_017845582.1|DBUS
OG0000044	LOC108143753|XP_017123772.1|DELE, LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC108601821|XP_017845247.1|DBUS
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC108599876|XP_017842521.1|DBUS
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC108598309|XP_017840414.1|DBUS, LOC108599339|XP_017841631.2|DBUS
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC108598310|XP_017840415.1|DBUS
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC108598311|XP_017840416.1|DBUS
OG0000046	LOC108134821|XP_017110764.1|DELE, LOC108134933|XP_017110942.1|DELE	LOC108605644|XP_017850916.1|DBUS, LOC108607283|XP_017853469.1|DBUS
OG0000046	LOC108147306|XP_017129219.1|DELE, LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE	LOC108605353|XP_017850511.2|DBUS
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC108595113|XP_033148899.1|DBUS
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC108595086|XP_017835725.1|DBUS
OG0000047	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE	LOC108595112|XP_017835761.1|DBUS
OG0000047	LOC108150380|XP_017134008.1|DELE	LOC108601150|XP_033149649.1|DBUS
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC108597760|XP_017839960.1|DBUS
OG0000048	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE	LOC108599705|XP_017842191.2|DBUS, LOC108599704|XP_017842190.2|DBUS
OG0000048	LOC108146208|XP_017127615.1|DELE, LOC108146209|XP_017127617.1|DELE	LOC108599708|XP_017842194.1|DBUS, LOC108599701|XP_017842186.2|DBUS
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC108599702|XP_017842187.2|DBUS
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC108599709|XP_017842195.1|DBUS
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC108604094|XP_017848864.1|DBUS
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC108604092|XP_017848863.1|DBUS
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC108602189|XP_017845724.1|DBUS
OG0000049	LOC108140400|XP_017118597.1|DELE	LOC108602386|XP_017845985.1|DBUS
OG0000049	LOC108140395|XP_017118592.1|DELE	LOC108601428|XP_017844815.1|DBUS
OG0000050	LOC108143124|XP_017122854.1|DELE	LOC108598028|XP_017840131.1|DBUS
OG0000050	LOC108143121|XP_017122851.1|DELE	LOC108598030|XP_017840133.2|DBUS
OG0000050	LOC108143120|XP_017122849.1|DELE	LOC108598031|XP_017840135.1|DBUS
OG0000051	LOC108143756|XP_017123775.1|DELE	LOC108602122|XP_017845638.1|DBUS
OG0000051	LOC108143275|XP_017123079.1|DELE	LOC108603519|XP_017847901.1|DBUS
OG0000051	LOC108135018|XP_017111039.1|DELE, LOC108136096|XP_017112560.1|DELE, LOC108141560|XP_017120493.1|DELE	LOC108601326|XP_017844713.1|DBUS
OG0000052	LOC108135036|XP_017111063.1|DELE, LOC108136729|XP_017113543.1|DELE, LOC108135035|XP_017111062.1|DELE, LOC108135034|XP_017111060.1|DELE, LOC108135047|XP_017111075.1|DELE, LOC108135173|XP_017111287.1|DELE	LOC108602705|XP_017846348.1|DBUS, LOC108602704|XP_017846347.1|DBUS
OG0000052	LOC108145160|XP_017125875.1|DELE	LOC108595895|XP_017836674.1|DBUS, LOC108594866|XP_017835493.1|DBUS, LOC108595449|XP_017836175.2|DBUS, LOC108595766|XP_017836545.1|DBUS, LOC108596993|XP_017838752.1|DBUS
OG0000052	LOC108145159|XP_017125874.1|DELE	LOC108595795|XP_017836575.1|DBUS, LOC108595759|XP_017836537.1|DBUS
OG0000053	LOC108145359|XP_017126241.1|DELE	LOC108596657|XP_017838132.1|DBUS
OG0000053	LOC108145358|XP_017126240.1|DELE	LOC108596656|XP_017838131.1|DBUS
OG0000053	LOC108145357|XP_017126239.1|DELE	LOC108596363|XP_017837514.1|DBUS
OG0000053	LOC108145356|XP_017126238.1|DELE	LOC108596359|XP_017837509.1|DBUS
OG0000053	LOC108145362|XP_017126243.1|DELE	LOC108596165|XP_017837161.1|DBUS
OG0000054	LOC108140678|XP_017119113.1|DELE	LOC108604220|XP_017849074.1|DBUS, LOC108604256|XP_033150124.1|DBUS, LOC117134982|XP_033150557.1|DBUS
OG0000054	LOC108140358|XP_017118542.1|DELE, LOC108140357|XP_017118541.1|DELE	LOC108601496|XP_033150556.1|DBUS, LOC117134871|XP_033150125.1|DBUS
OG0000055	LOC108148467|XP_017130988.1|DELE, LOC108148466|XP_017130987.1|DELE	LOC108602318|XP_017845891.1|DBUS
OG0000055	LOC108148509|XP_017131036.1|DELE	LOC108602326|XP_017845902.1|DBUS, LOC108602376|XP_017845970.1|DBUS, LOC108602375|XP_017845969.1|DBUS
OG0000056	LOC108148700|XP_017131340.1|DELE	LOC108603613|XP_017848051.1|DBUS, LOC108603612|XP_017848050.1|DBUS
OG0000056	LOC108148704|XP_017131344.1|DELE, LOC108148702|XP_017131342.1|DELE, LOC108148701|XP_017131341.1|DELE	LOC108602080|XP_017845593.1|DBUS
OG0000056	LOC108135876|XP_017112266.1|DELE, LOC108135877|XP_017112269.1|DELE	LOC108598485|XP_017840632.1|DBUS
OG0000057	LOC108149908|XP_017133298.1|DELE	LOC117134803|XP_033149641.1|DBUS
OG0000058	LOC108143671|XP_017123671.1|DELE, LOC108138709|XP_017116548.1|DELE, LOC108139014|XP_017117106.1|DELE, LOC108143672|XP_017123672.1|DELE	LOC108602861|XP_017846639.2|DBUS, LOC108603814|XP_017848423.2|DBUS
OG0000058	LOC108150544|XP_017134265.1|DELE	LOC117135039|XP_033150759.1|DBUS
OG0000058	LOC108149860|XP_017133229.1|DELE	LOC108606881|XP_017852895.1|DBUS
OG0000059	LOC108148902|XP_017131707.1|DELE, LOC108148903|XP_017131708.1|DELE	LOC108601365|XP_017844754.1|DBUS, LOC108601366|XP_017844755.1|DBUS
OG0000059	LOC108148901|XP_017131706.1|DELE	LOC108602589|XP_017846217.1|DBUS
OG0000059	LOC108148470|XP_017130991.1|DELE	LOC108602779|XP_017846474.2|DBUS, LOC108601372|XP_017844761.1|DBUS, LOC108602778|XP_017846473.2|DBUS
OG0000060	LOC108137714|XP_017115086.1|DELE	LOC108605501|XP_017850738.1|DBUS
OG0000060	LOC108138657|XP_017116487.1|DELE	LOC108596314|XP_017837413.1|DBUS
OG0000060	LOC108137459|XP_017114652.1|DELE	LOC108602170|XP_017845695.1|DBUS
OG0000060	LOC108143025|XP_017122707.1|DELE	LOC108604124|XP_017848902.1|DBUS
OG0000060	LOC108149967|XP_017133376.1|DELE	LOC108605927|XP_017851236.1|DBUS
OG0000060	LOC108148059|XP_017130401.1|DELE	LOC108594930|XP_033150017.1|DBUS
OG0000061	LOC108138018|XP_017115477.1|DELE	LOC108602145|XP_017845670.1|DBUS
OG0000061	LOC108138006|XP_017115465.1|DELE	LOC108594753|XP_017835384.1|DBUS
OG0000061	LOC108138035|XP_017115497.1|DELE	LOC108603702|XP_017848228.1|DBUS, LOC108599637|XP_017842101.2|DBUS
OG0000062	LOC108136516|XP_017113265.1|DELE	LOC108606274|XP_017851741.1|DBUS
OG0000062	LOC108138778|XP_017116734.1|DELE, LOC108138779|XP_017116735.1|DELE	LOC108607908|XP_017854511.1|DBUS
OG0000063	LOC108150132|XP_017133588.1|DELE	LOC108598139|XP_033149614.1|DBUS
OG0000063	LOC108150112|XP_017133565.1|DELE	LOC108598875|XP_017841124.1|DBUS
OG0000063	LOC108150366|XP_017133993.1|DELE, LOC108150356|XP_017133979.1|DELE	LOC108598617|XP_017840805.2|DBUS, LOC108598825|XP_017841064.2|DBUS
OG0000065	LOC108134781|XP_017110718.1|DELE	LOC108602948|XP_017846787.1|DBUS
OG0000065	LOC108141665|XP_017120628.1|DELE, LOC108134782|XP_017110720.1|DELE, LOC108135129|XP_017111226.1|DELE, LOC108135083|XP_017111141.1|DELE, LOC108135130|XP_017111227.1|DELE	LOC108604232|XP_017849089.1|DBUS, LOC108597099|XP_017838955.1|DBUS
OG0000066	LOC108148300|XP_017130771.1|DELE, LOC108148542|XP_017131073.1|DELE	LOC108605823|XP_017851118.1|DBUS
OG0000066	LOC108135204|XP_017111317.1|DELE	LOC108596039|XP_017836905.1|DBUS
OG0000066	LOC108140441|XP_017118660.1|DELE	LOC108602400|XP_017846000.1|DBUS
OG0000066	LOC108140875|XP_017119394.1|DELE	LOC108606855|XP_017852841.1|DBUS
OG0000066	LOC108135378|XP_017111558.1|DELE	LOC108606023|XP_017851338.1|DBUS
