Orthogroup	DELE.longest_only	DKIK.longest_only
OG0000008	LOC108148322|XP_017130802.1|DELE	LOC108080419|XP_017030641.1|DKIK
OG0000008	LOC108148324|XP_017130804.1|DELE	LOC108080455|XP_017030681.1|DKIK
OG0000009	LOC108137036|XP_017114024.1|DELE	LOC108076150|XP_017024404.1|DKIK
OG0000009	LOC108136709|XP_017113523.1|DELE	LOC108076246|XP_017024517.1|DKIK
OG0000009	LOC108144089|XP_017124230.1|DELE	LOC108085665|XP_017037844.1|DKIK
OG0000009	LOC108136793|XP_017113657.1|DELE	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK
OG0000009	LOC108137037|XP_017114025.1|DELE	LOC108075985|XP_017024164.1|DKIK
OG0000009	LOC108144916|XP_017125568.1|DELE	LOC108070751|XP_017016837.1|DKIK
OG0000009	LOC108135151|XP_017111261.1|DELE	LOC108080446|XP_017030671.1|DKIK
OG0000009	LOC108137992|XP_017115455.1|DELE	LOC108082335|XP_017033154.1|DKIK
OG0000009	LOC108137889|XP_017115317.1|DELE	LOC108082367|XP_017033197.1|DKIK
OG0000010	LOC108139189|XP_017117303.1|DELE	LOC108072854|XP_017019661.1|DKIK
OG0000011	LOC108136397|XP_017112996.1|DELE	LOC108074353|XP_017021868.1|DKIK, LOC108084761|XP_017036565.1|DKIK, LOC108084804|XP_017036651.1|DKIK, LOC108083260|XP_017034457.1|DKIK, LOC108084805|XP_017036652.1|DKIK, LOC108084755|XP_017036555.1|DKIK, LOC108083234|XP_017034430.1|DKIK, LOC108078960|XP_017028605.1|DKIK, LOC108072111|XP_017018626.1|DKIK, LOC108079747|XP_017029651.1|DKIK, LOC108078767|XP_017028297.1|DKIK, LOC108079746|XP_017029649.1|DKIK
OG0000011	LOC108146665|XP_017128206.1|DELE, LOC108139057|XP_017117165.1|DELE	LOC108077100|XP_017025772.1|DKIK
OG0000011	LOC108138672|XP_017116504.1|DELE	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK
OG0000011	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK
OG0000011	LOC108134970|XP_017110989.1|DELE	LOC108072833|XP_017019613.1|DKIK
OG0000011	LOC108150498|XP_017134198.1|DELE, LOC108150409|XP_017134056.1|DELE, LOC108138422|XP_017116107.1|DELE	LOC108074515|XP_017022082.1|DKIK
OG0000011	LOC108146666|XP_017128208.1|DELE	LOC108075323|XP_017023218.1|DKIK
OG0000011	LOC108139281|XP_017117466.1|DELE	LOC108073175|XP_017020170.1|DKIK
OG0000012	LOC108145523|XP_017126497.1|DELE	LOC108076784|XP_017025279.1|DKIK
OG0000012	LOC108145522|XP_017126496.1|DELE	LOC108076783|XP_017025278.1|DKIK
OG0000012	LOC108145538|XP_017126526.1|DELE	LOC108076799|XP_017025312.1|DKIK
OG0000012	LOC108145542|XP_017126531.1|DELE	LOC108076590|XP_017024991.1|DKIK
OG0000012	LOC108145377|XP_017126261.1|DELE	LOC108076575|XP_017024974.1|DKIK
OG0000012	LOC108145375|XP_017126259.1|DELE	LOC108076815|XP_017025335.1|DKIK, LOC108076574|XP_017024973.1|DKIK
OG0000012	LOC108145552|XP_017126542.1|DELE	LOC108076609|XP_017025012.1|DKIK
OG0000012	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE	LOC108082430|XP_017033289.1|DKIK
OG0000012	LOC108137877|XP_017115304.1|DELE	LOC108082433|XP_017033293.1|DKIK
OG0000012	LOC108137996|XP_017115460.1|DELE	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK
OG0000012	LOC108137901|XP_017115330.1|DELE	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK
OG0000012	LOC108137950|XP_017115398.1|DELE	LOC108082347|XP_017033172.1|DKIK
OG0000012	LOC108137951|XP_017115399.1|DELE	LOC108082319|XP_017033138.1|DKIK
OG0000013	LOC108149749|XP_017133029.1|DELE	LOC108074734|XP_017022389.1|DKIK
OG0000013	LOC108137631|XP_017114906.1|DELE	LOC108079326|XP_017029113.1|DKIK
OG0000013	LOC108134833|XP_017110785.1|DELE	LOC108084190|XP_017035777.1|DKIK
OG0000013	LOC108146660|XP_017128198.1|DELE	LOC108075225|XP_017023059.1|DKIK
OG0000013	LOC108135085|XP_017111146.1|DELE	LOC108080801|XP_017031181.1|DKIK
OG0000013	LOC108136687|XP_017113497.1|DELE	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK
OG0000015	LOC108144259|XP_017124429.1|DELE, LOC108150455|XP_017134109.1|DELE	LOC108082548|XP_017033482.1|DKIK, LOC108082527|XP_017033449.1|DKIK
OG0000015	LOC108134674|XP_017110561.1|DELE, LOC108149322|XP_017132271.1|DELE, LOC108138718|XP_017116558.1|DELE	LOC108086091|XP_017038403.1|DKIK
OG0000015	LOC108134711|XP_017110595.1|DELE, LOC108134675|XP_017110562.1|DELE	LOC108074481|XP_017022042.1|DKIK
OG0000015	LOC108138355|XP_017116015.1|DELE, LOC108138106|XP_017115592.1|DELE	LOC108085342|XP_017037387.1|DKIK
OG0000015	LOC108144693|XP_017125256.1|DELE	LOC108073116|XP_017020100.1|DKIK
OG0000016	LOC108139227|XP_017117379.1|DELE	LOC108074071|XP_017021434.1|DKIK
OG0000016	LOC108145428|XP_017126326.1|DELE	LOC108078132|XP_017027246.1|DKIK
OG0000016	LOC108135797|XP_017112156.1|DELE	LOC108085727|XP_017037944.1|DKIK
OG0000016	LOC108140881|XP_017119405.1|DELE	LOC108084467|XP_017036167.1|DKIK
OG0000016	LOC108134657|XP_017110539.1|DELE	LOC108071378|XP_017017603.1|DKIK
OG0000016	LOC108140478|XP_017118708.1|DELE	LOC108081075|XP_017031544.1|DKIK
OG0000016	LOC108143220|XP_017123005.1|DELE	LOC108075195|XP_017023019.1|DKIK
OG0000017	LOC108136374|XP_017112976.1|DELE	LOC108083777|XP_017035189.1|DKIK
OG0000017	LOC108149934|XP_017133339.1|DELE	LOC108076702|XP_017025149.1|DKIK
OG0000017	LOC108134991|XP_017111013.1|DELE	LOC108074963|XP_017022684.1|DKIK
OG0000017	LOC108144019|XP_017124134.1|DELE	LOC108085024|XP_017036959.1|DKIK
OG0000017	LOC108137351|XP_017114475.1|DELE	LOC108083626|XP_017034986.1|DKIK
OG0000017	LOC108143462|XP_017123388.1|DELE	LOC108076532|XP_017024932.1|DKIK
OG0000017	LOC108141554|XP_017120482.1|DELE	LOC108070625|XP_017016677.1|DKIK
OG0000017	LOC108143281|XP_017123085.1|DELE	LOC108076530|XP_017024931.1|DKIK
OG0000017	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	LOC108142474|XP_017121847.1|DELE	LOC108071595|XP_017017864.1|DKIK
OG0000018	LOC108142172|XP_017121346.1|DELE	LOC108071573|XP_017017843.1|DKIK
OG0000018	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE	LOC108071585|XP_017017855.1|DKIK
OG0000018	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE	LOC108071604|XP_017017875.1|DKIK
OG0000019	LOC108148666|XP_017131288.1|DELE	LOC108084990|XP_017036905.1|DKIK
OG0000019	LOC108148669|XP_017131292.1|DELE, LOC108148668|XP_017131291.1|DELE	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK
OG0000019	LOC108148661|XP_017131282.1|DELE	LOC108084902|XP_017036785.1|DKIK
OG0000019	LOC108148667|XP_017131289.1|DELE	LOC108084991|XP_017036906.1|DKIK
OG0000019	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	LOC108148802|XP_017131514.1|DELE	LOC108075744|XP_017023787.1|DKIK
OG0000020	LOC108145240|XP_017125995.1|DELE	LOC108082576|XP_017033522.1|DKIK
OG0000020	LOC108139069|XP_017117181.1|DELE	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK
OG0000020	LOC108149435|XP_017132505.1|DELE	LOC108074835|XP_017022525.1|DKIK
OG0000020	LOC108136813|XP_017113705.1|DELE	LOC108077930|XP_017026994.1|DKIK
OG0000020	LOC108140627|XP_017119032.1|DELE	LOC108072156|XP_017018689.1|DKIK
OG0000020	LOC108142115|XP_017121302.1|DELE	LOC108074862|XP_017022564.1|DKIK
OG0000020	LOC108138888|XP_017116909.1|DELE	LOC108074823|XP_017022510.1|DKIK
OG0000021	LOC108143679|XP_017123678.1|DELE	LOC108072344|XP_017018923.1|DKIK
OG0000021	LOC108143658|XP_017123658.1|DELE	LOC108085116|XP_017037095.1|DKIK
OG0000021	LOC108144237|XP_017124406.1|DELE	LOC108072889|XP_017019701.1|DKIK
OG0000021	LOC108140888|XP_017119410.1|DELE	LOC108083858|XP_017035332.1|DKIK
OG0000021	LOC108139148|XP_017117255.1|DELE	LOC108073195|XP_017020199.1|DKIK
OG0000021	LOC108134787|XP_017110724.1|DELE	LOC108077813|XP_017026825.1|DKIK
OG0000021	LOC108137723|XP_017115107.1|DELE	LOC108080856|XP_017031249.1|DKIK
OG0000022	LOC108144256|XP_017124426.1|DELE	LOC108082382|XP_017033212.1|DKIK
OG0000022	LOC108145706|XP_017126756.1|DELE	LOC108071489|XP_017017741.1|DKIK
OG0000022	LOC108145945|XP_017127141.1|DELE	LOC108071509|XP_017017764.1|DKIK
OG0000023	LOC108140990|XP_017119554.1|DELE	LOC108084054|XP_017035562.1|DKIK
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	LOC108137536|XP_017114748.1|DELE	LOC108078099|XP_017027186.1|DKIK
OG0000023	LOC108140949|XP_017119506.1|DELE	LOC108084052|XP_017035560.1|DKIK
OG0000023	LOC108141054|XP_017119691.1|DELE	LOC108084215|XP_017035827.1|DKIK
OG0000023	LOC108141157|XP_017119872.1|DELE	LOC108084051|XP_017035559.1|DKIK
OG0000023	LOC108141055|XP_017119693.1|DELE	LOC108084214|XP_017035825.1|DKIK
OG0000024	LOC108144321|XP_017124511.1|DELE	LOC108078191|XP_017027348.1|DKIK
OG0000024	LOC108144317|XP_017124507.1|DELE	LOC108078192|XP_017027349.1|DKIK
OG0000024	LOC108134565|XP_017110407.1|DELE	LOC108072495|XP_017019150.1|DKIK
OG0000024	LOC108149067|XP_017131913.1|DELE	LOC108070821|XP_017016922.1|DKIK
OG0000025	LOC108136491|XP_017113196.1|DELE	LOC108086239|XP_017038600.1|DKIK
OG0000026	LOC108142200|XP_017121376.1|DELE	LOC108074121|XP_017021510.1|DKIK
OG0000026	LOC108148207|XP_017130606.1|DELE	LOC108072841|XP_017019625.1|DKIK
OG0000026	LOC108137717|XP_017115091.1|DELE	LOC108079334|XP_017029126.1|DKIK
OG0000026	LOC108148316|XP_017130795.1|DELE	LOC108070686|XP_017016752.1|DKIK
OG0000026	LOC108140970|XP_017119526.1|DELE	LOC108075406|XP_017023320.1|DKIK
OG0000027	LOC108138066|XP_017115531.1|DELE	LOC108079592|XP_017029427.1|DKIK
OG0000027	LOC108138053|XP_017115518.1|DELE	LOC108079587|XP_017029421.1|DKIK
OG0000027	LOC108138043|XP_017115505.1|DELE	LOC108079588|XP_017029422.1|DKIK
OG0000029	LOC108141306|XP_017120062.1|DELE	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK
OG0000029	LOC108143743|XP_017123764.1|DELE	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK
OG0000029	LOC108143811|XP_017123822.1|DELE	LOC108071401|XP_017017633.1|DKIK
OG0000029	LOC108135556|XP_017111792.1|DELE	LOC108080624|XP_017030937.1|DKIK
OG0000030	LOC108138030|XP_017115492.1|DELE	LOC108075768|XP_017023819.1|DKIK
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	LOC108075896|XP_017024005.1|DKIK
OG0000030	LOC108138092|XP_017115567.1|DELE	LOC108075779|XP_017023830.1|DKIK
OG0000030	LOC108147758|XP_017129978.1|DELE	LOC108077325|XP_017026102.1|DKIK
OG0000030	LOC108143463|XP_017123389.1|DELE	LOC108076242|XP_017024479.1|DKIK
OG0000030	LOC108136286|XP_017112860.1|DELE	LOC108083344|XP_017034576.1|DKIK
OG0000030	LOC108147607|XP_017129735.1|DELE	LOC108079999|XP_017030054.1|DKIK
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	LOC108082121|XP_017032911.1|DKIK
OG0000031	LOC108147853|XP_017130100.1|DELE	LOC108075780|XP_017023827.1|DKIK
OG0000031	LOC108142073|XP_017121248.1|DELE	LOC108077225|XP_017025972.1|DKIK
OG0000032	LOC108134794|XP_017110732.1|DELE	LOC108077711|XP_017026651.1|DKIK
OG0000032	LOC108134793|XP_017110731.1|DELE	LOC108077714|XP_017026653.1|DKIK
OG0000032	LOC108134776|XP_017110712.1|DELE	LOC108077846|XP_017026865.1|DKIK
OG0000032	LOC108141567|XP_017120502.1|DELE	LOC108074977|XP_017022699.1|DKIK
OG0000033	LOC108148602|XP_017131169.1|DELE	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	LOC108145061|XP_017125731.1|DELE	LOC108080716|XP_017031056.1|DKIK
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	LOC108080717|XP_017031057.1|DKIK
OG0000033	LOC108145060|XP_017125730.1|DELE	LOC108080718|XP_017031058.1|DKIK
OG0000033	LOC108135468|XP_017111699.1|DELE	LOC108084001|XP_017035503.1|DKIK
OG0000033	LOC108135862|XP_017112252.1|DELE	LOC108076855|XP_017025374.1|DKIK
OG0000033	LOC108137918|XP_017115348.1|DELE	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK
OG0000034	LOC108150425|XP_017134072.1|DELE	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	LOC108150530|XP_017134248.1|DELE	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	LOC108134580|XP_017110423.1|DELE	LOC108082755|XP_017033759.1|DKIK
OG0000036	LOC108141221|XP_017119962.1|DELE	LOC108084034|XP_017035539.1|DKIK
OG0000036	LOC108141229|XP_017119974.1|DELE	LOC108081215|XP_017031778.1|DKIK
OG0000036	LOC108141167|XP_017119884.1|DELE	LOC108080827|XP_017031220.1|DKIK
OG0000036	LOC108134742|XP_017110664.1|DELE	LOC108081087|XP_017031565.1|DKIK
OG0000037	LOC108145158|XP_017125873.1|DELE	LOC108082568|XP_017033513.1|DKIK
OG0000037	LOC108135854|XP_017112236.1|DELE	LOC108073148|XP_017020150.1|DKIK
OG0000037	LOC108135829|XP_017112201.1|DELE	LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC108146067|XP_017127370.1|DELE	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC108146005|XP_017127248.1|DELE	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC108148259|XP_017130681.1|DELE	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC108135451|XP_017111682.1|DELE	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC108135405|XP_017111592.1|DELE	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC108147617|XP_017129742.1|DELE	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC108140733|XP_017119198.1|DELE	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC108136930|XP_017113894.1|DELE	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC108136932|XP_017113896.1|DELE	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC108140405|XP_017118609.1|DELE	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC108143008|XP_017122685.1|DELE	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC108143777|XP_017123793.1|DELE	LOC108071265|XP_017017445.1|DKIK
OG0000041	LOC108143759|XP_017123778.1|DELE	LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC108143886|XP_017123949.1|DELE	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	LOC108139192|XP_017117319.1|DELE	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC108139163|XP_017117272.1|DELE	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC108139199|XP_017117331.1|DELE	LOC108076656|XP_017025079.1|DKIK
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC108139178|XP_017117292.1|DELE	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC108136707|XP_017113521.1|DELE	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC108136884|XP_017113826.1|DELE	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC108137000|XP_017113987.1|DELE	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK
OG0000043	LOC108136699|XP_017113511.1|DELE	LOC108081483|XP_017032171.1|DKIK
OG0000043	LOC108142914|XP_017122491.1|DELE	LOC108086038|XP_017038347.1|DKIK
OG0000043	LOC108136702|XP_017113516.1|DELE	LOC108081480|XP_017032168.1|DKIK
OG0000044	LOC108143748|XP_017123768.1|DELE	LOC108071988|XP_017018451.1|DKIK
OG0000044	LOC108143753|XP_017123772.1|DELE	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	LOC108072010|XP_017018477.1|DKIK
OG0000044	LOC108143771|XP_017123788.1|DELE	LOC108072006|XP_017018472.1|DKIK
OG0000044	LOC108143751|XP_017123771.1|DELE	LOC108072020|XP_017018489.1|DKIK
OG0000044	LOC108143749|XP_017123769.1|DELE	LOC108072017|XP_017018486.1|DKIK
OG0000044	LOC108140749|XP_017119215.1|DELE	LOC108082753|XP_017033762.1|DKIK
OG0000045	LOC108150162|XP_017133621.1|DELE	LOC108073518|XP_017020682.1|DKIK
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK
OG0000045	LOC108146641|XP_017128175.1|DELE	LOC108073894|XP_017021172.1|DKIK
OG0000045	LOC108146602|XP_017128138.1|DELE	LOC108073882|XP_017021156.1|DKIK
OG0000046	LOC108140976|XP_017119535.1|DELE	LOC108075359|XP_017023259.1|DKIK
OG0000046	LOC108134821|XP_017110764.1|DELE	LOC108083339|XP_017034572.1|DKIK
OG0000046	LOC108134933|XP_017110942.1|DELE	LOC108083340|XP_017034573.1|DKIK
OG0000046	LOC108147306|XP_017129219.1|DELE	LOC108080985|XP_017031400.1|DKIK
OG0000046	LOC108147302|XP_017129214.1|DELE	LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK
OG0000046	LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE	LOC108080934|XP_017031327.1|DKIK, LOC108080984|XP_017031399.1|DKIK, LOC108080895|XP_017031286.1|DKIK, LOC108080933|XP_017031326.1|DKIK
OG0000047	LOC108137997|XP_017115461.1|DELE	LOC108076173|XP_017024393.1|DKIK
OG0000047	LOC108137888|XP_017115315.1|DELE	LOC108076538|XP_017024940.1|DKIK
OG0000047	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE	LOC108080858|XP_017031251.1|DKIK
OG0000047	LOC108149847|XP_017133213.1|DELE	LOC108078780|XP_017028320.1|DKIK
OG0000047	LOC108150178|XP_017133656.1|DELE	LOC108071908|XP_017018345.1|DKIK
OG0000048	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE	LOC108084399|XP_017036085.1|DKIK, LOC108084435|XP_017036132.1|DKIK
OG0000048	LOC108146208|XP_017127615.1|DELE	LOC108084438|XP_017036136.1|DKIK
OG0000048	LOC108146209|XP_017127617.1|DELE	LOC108084434|XP_017036131.1|DKIK
OG0000048	LOC108146206|XP_017127613.1|DELE	LOC108084433|XP_017036130.1|DKIK
OG0000048	LOC108146211|XP_017127619.1|DELE	LOC108084436|XP_017036133.1|DKIK
OG0000049	LOC108140399|XP_017118596.1|DELE	LOC108084080|XP_017035590.1|DKIK
OG0000049	LOC108140396|XP_017118593.1|DELE	LOC108084068|XP_017035576.1|DKIK
OG0000049	LOC108140391|XP_017118587.1|DELE	LOC108084077|XP_017035587.1|DKIK
OG0000049	LOC108140398|XP_017118595.1|DELE	LOC108084022|XP_017035524.1|DKIK
