Orthogroup	DELE.longest_only	DMEL.longest_only
OG0000012	LOC108137950|XP_017115398.1|DELE	CG33012|NP_788335.2|DMEL
OG0000012	LOC108137951|XP_017115399.1|DELE	CG13160|NP_001260918.1|DMEL
OG0000013	LOC108149749|XP_017133029.1|DELE	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC108137631|XP_017114906.1|DELE	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC108134833|XP_017110785.1|DELE	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC108146660|XP_017128198.1|DELE	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC108135085|XP_017111146.1|DELE	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC108136687|XP_017113497.1|DELE	Hsp68|NP_524474.1|DMEL
OG0000013	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC108138780|XP_017116737.1|DELE	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC108149227|XP_017132148.1|DELE, LOC108138680|XP_017116516.1|DELE, LOC108134715|XP_017110604.1|DELE, LOC108149217|XP_017132136.1|DELE	CG43797|NP_001260012.1|DMEL
OG0000015	LOC108147770|XP_017129989.1|DELE	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC108138355|XP_017116015.1|DELE	CG15818|NP_609116.1|DMEL
OG0000015	LOC108144693|XP_017125256.1|DELE	CG7763|NP_001356891.1|DMEL
OG0000016	LOC108139227|XP_017117379.1|DELE	Act87E|NP_477091.1|DMEL
OG0000016	LOC108145428|XP_017126326.1|DELE	Act57B|NP_523800.1|DMEL
OG0000016	LOC108135797|XP_017112156.1|DELE	Arp1|NP_524331.2|DMEL
OG0000016	LOC108144651|XP_017125185.1|DELE	Arp53D|NP_477037.2|DMEL
OG0000016	LOC108140881|XP_017119405.1|DELE	Act5C|NP_511052.1|DMEL
OG0000016	LOC108134657|XP_017110539.1|DELE	Act42A|NP_523625.1|DMEL
OG0000016	LOC108140478|XP_017118708.1|DELE	Act88F|NP_524367.1|DMEL
OG0000016	LOC108143220|XP_017123005.1|DELE	Act79B|NP_524210.1|DMEL
OG0000017	LOC108136374|XP_017112976.1|DELE	Or7a|NP_511081.1|DMEL
OG0000017	LOC108149934|XP_017133339.1|DELE	Or43b|NP_523656.2|DMEL
OG0000017	LOC108134991|XP_017111013.1|DELE	Or42a|NP_523622.2|DMEL
OG0000017	LOC108144019|XP_017124134.1|DELE	Or85a|NP_524277.1|DMEL
OG0000017	LOC108143462|XP_017123388.1|DELE	Or59b|NP_523822.1|DMEL
OG0000017	LOC108141554|XP_017120482.1|DELE	Or42b|NP_523624.2|DMEL
OG0000017	LOC108143281|XP_017123085.1|DELE	Or59c|NP_523823.1|DMEL
OG0000017	LOC108147936|XP_017130210.1|DELE	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108142474|XP_017121847.1|DELE	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108142172|XP_017121346.1|DELE	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC108142475|XP_017121848.1|DELE	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC108148666|XP_017131288.1|DELE	CG6283|NP_651524.1|DMEL
OG0000019	LOC108148669|XP_017131292.1|DELE	CG17192|NP_651522.1|DMEL
OG0000019	LOC108148668|XP_017131291.1|DELE	CG17191|NP_651523.1|DMEL
OG0000019	LOC108148661|XP_017131282.1|DELE	CG6296|NP_651520.1|DMEL
OG0000019	LOC108148667|XP_017131289.1|DELE	CG6295|NP_651521.1|DMEL
OG0000019	LOC108148663|XP_017131286.1|DELE	CG6277|NP_651525.1|DMEL
OG0000019	LOC108148665|XP_017131287.1|DELE	CG6271|NP_651526.1|DMEL
OG0000020	LOC108148802|XP_017131514.1|DELE	rdog|NP_651678.1|DMEL
OG0000020	LOC108145240|XP_017125995.1|DELE	CG10505|NP_611571.2|DMEL
OG0000020	LOC108139069|XP_017117181.1|DELE	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC108149435|XP_017132505.1|DELE	CG7627|NP_001245943.1|DMEL
OG0000020	LOC108136813|XP_017113705.1|DELE	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108140627|XP_017119032.1|DELE	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108142115|XP_017121302.1|DELE	CG9270|NP_995741.2|DMEL
OG0000020	LOC108138888|XP_017116909.1|DELE	CG31793|NP_609930.4|DMEL
OG0000021	LOC108143679|XP_017123678.1|DELE	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108143658|XP_017123658.1|DELE	PpD5|NP_524707.1|DMEL
OG0000021	LOC108144237|XP_017124406.1|DELE	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108140888|XP_017119410.1|DELE	flw|NP_727418.1|DMEL
OG0000021	LOC108139148|XP_017117255.1|DELE	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108134787|XP_017110724.1|DELE	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108137723|XP_017115107.1|DELE	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108144256|XP_017124426.1|DELE	CG7798|NP_611098.1|DMEL
OG0000022	LOC108145706|XP_017126756.1|DELE	LysX|NP_523881.1|DMEL
OG0000022	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE	LysD|NP_476823.1|DMEL
OG0000022	LOC108145945|XP_017127141.1|DELE	LysS|NP_476829.1|DMEL
OG0000022	LOC108145941|XP_017127138.1|DELE	LysP|NP_476828.1|DMEL
OG0000023	LOC108140988|XP_017119550.1|DELE	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC108140990|XP_017119554.1|DELE	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108137536|XP_017114748.1|DELE	gas|NP_611678.1|DMEL
OG0000023	LOC108140985|XP_017119548.1|DELE	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC108140949|XP_017119506.1|DELE	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108141054|XP_017119691.1|DELE	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108141157|XP_017119872.1|DELE	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108141055|XP_017119693.1|DELE	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108144322|XP_017124512.1|DELE	betaTry|NP_524904.1|DMEL
OG0000024	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC108144321|XP_017124511.1|DELE	alphaTry|NP_476771.1|DMEL
OG0000024	LOC108144317|XP_017124507.1|DELE	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108134565|XP_017110407.1|DELE	CG17571|NP_610109.1|DMEL
OG0000024	LOC108149067|XP_017131913.1|DELE	Ser8|NP_610874.1|DMEL
OG0000025	LOC108136491|XP_017113196.1|DELE	His3.3A|NP_523479.1|DMEL
OG0000026	LOC108142200|XP_017121376.1|DELE	antdh|NP_572695.2|DMEL
OG0000026	LOC108148207|XP_017130606.1|DELE	CG9150|NP_608991.2|DMEL
OG0000026	LOC108137717|XP_017115091.1|DELE	CG9360|NP_572746.1|DMEL
OG0000026	LOC108140970|XP_017119526.1|DELE	CG3301|NP_650964.1|DMEL
OG0000027	LOC108138066|XP_017115531.1|DELE	Acp1|NP_477115.1|DMEL
OG0000027	LOC108138053|XP_017115518.1|DELE	CG7203|NP_609143.2|DMEL
OG0000027	LOC108138043|XP_017115505.1|DELE	CG7214|NP_609141.1|DMEL
OG0000028	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL
OG0000028	LOC108146069|XP_017127372.1|DELE	CG14095|NP_649112.1|DMEL
OG0000028	LOC108145772|XP_017126831.1|DELE	CG13068|NP_648856.1|DMEL
OG0000029	LOC108141306|XP_017120062.1|DELE	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC108143743|XP_017123764.1|DELE	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108135556|XP_017111792.1|DELE	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108138030|XP_017115492.1|DELE	Or33c|NP_523555.1|DMEL
OG0000030	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE	Or33a|NP_523553.1|DMEL
OG0000030	LOC108138092|XP_017115567.1|DELE	Or33b|NP_523554.1|DMEL
OG0000030	LOC108147758|XP_017129978.1|DELE	Or23a|NP_523458.3|DMEL
OG0000030	LOC108143463|XP_017123389.1|DELE	Or59a|NP_523821.1|DMEL
OG0000030	LOC108136286|XP_017112860.1|DELE	Or2a|NP_525046.1|DMEL
OG0000030	LOC108147607|XP_017129735.1|DELE	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE	CG4793|NP_723941.2|DMEL
OG0000031	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108138948|XP_017117015.1|DELE	SPH93|NP_609840.1|DMEL
OG0000031	LOC108148078|XP_017130421.1|DELE	CG14990|NP_647856.2|DMEL
OG0000031	LOC108147853|XP_017130100.1|DELE	CG3117|NP_608722.2|DMEL
OG0000031	LOC108138166|XP_017115747.1|DELE	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC108142073|XP_017121248.1|DELE	CG5390|NP_609374.1|DMEL
OG0000032	LOC108134776|XP_017110712.1|DELE	GstD8|NP_524916.1|DMEL
OG0000032	LOC108141567|XP_017120502.1|DELE	GstD2|NP_524912.1|DMEL
OG0000033	LOC108148602|XP_017131169.1|DELE	CheB98a|NP_652269.3|DMEL
OG0000033	LOC108141763|XP_017120751.1|DELE	CheB38b|NP_995735.1|DMEL
OG0000033	LOC108145061|XP_017125731.1|DELE	CheB42c|NP_995764.2|DMEL
OG0000033	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE	CheB42b|NP_995763.1|DMEL
OG0000033	LOC108145060|XP_017125730.1|DELE	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108135468|XP_017111699.1|DELE	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC108135862|XP_017112252.1|DELE	CheB93b|NP_732641.2|DMEL
OG0000033	LOC108137918|XP_017115348.1|DELE	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC108150425|XP_017134072.1|DELE	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108150530|XP_017134248.1|DELE	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC108134580|XP_017110423.1|DELE	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108141221|XP_017119962.1|DELE	Sp7|NP_649734.2|DMEL
OG0000036	LOC108141229|XP_017119974.1|DELE	ea|NP_524362.2|DMEL
OG0000036	LOC108141167|XP_017119884.1|DELE	MP1|NP_001303421.1|DMEL
OG0000036	LOC108134742|XP_017110664.1|DELE	SPE|NP_651168.1|DMEL
OG0000037	LOC108145158|XP_017125873.1|DELE	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC108135854|XP_017112236.1|DELE	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC108135829|XP_017112201.1|DELE	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108146067|XP_017127370.1|DELE	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108146005|XP_017127248.1|DELE	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108148259|XP_017130681.1|DELE	CG42564|NP_649651.2|DMEL
OG0000039	LOC108135451|XP_017111682.1|DELE	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108135405|XP_017111592.1|DELE	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108147617|XP_017129742.1|DELE	CG32679|NP_727412.2|DMEL
OG0000040	LOC108140733|XP_017119198.1|DELE	CG17803|NP_650657.2|DMEL
OG0000040	LOC108136930|XP_017113894.1|DELE	CG6689|NP_650051.1|DMEL
OG0000040	LOC108136932|XP_017113896.1|DELE	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE	CG17806|NP_650658.1|DMEL
OG0000040	LOC108140405|XP_017118609.1|DELE	Odj|NP_650661.1|DMEL
OG0000040	LOC108143008|XP_017122685.1|DELE	CG1792|NP_651878.1|DMEL
OG0000041	LOC108143777|XP_017123793.1|DELE	CG31300|NP_651373.2|DMEL
OG0000041	LOC108143759|XP_017123778.1|DELE	CG11893|NP_651375.1|DMEL
OG0000041	LOC108143886|XP_017123949.1|DELE	CG31436|NP_733096.1|DMEL
OG0000041	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE	CG31370|NP_733095.2|DMEL
OG0000042	LOC108137297|XP_017114407.1|DELE	CG34028|NP_001033838.1|DMEL
OG0000042	LOC108139192|XP_017117319.1|DELE	CG14502|NP_611311.1|DMEL
OG0000042	LOC108139163|XP_017117272.1|DELE	CG18539|NP_611315.3|DMEL
OG0000042	LOC108139199|XP_017117331.1|DELE	CG18536|NP_611312.1|DMEL
OG0000042	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE	CG18537|NP_611313.1|DMEL
OG0000042	LOC108139178|XP_017117292.1|DELE	CG18540|NP_611316.2|DMEL
OG0000043	LOC108136707|XP_017113521.1|DELE	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC108136884|XP_017113826.1|DELE	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC108136699|XP_017113511.1|DELE	Ugt35E2|NP_652623.2|DMEL
OG0000043	LOC108142914|XP_017122491.1|DELE	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC108136702|XP_017113516.1|DELE	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC108143748|XP_017123768.1|DELE	CG31087|NP_733100.1|DMEL
OG0000044	LOC108143753|XP_017123772.1|DELE	CG10562|NP_651385.3|DMEL
OG0000044	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC108143771|XP_017123788.1|DELE	CG10559|NP_651382.2|DMEL
OG0000044	LOC108143751|XP_017123771.1|DELE	CG10560|NP_651384.2|DMEL
OG0000044	LOC108143749|XP_017123769.1|DELE	CG10553|NP_651383.1|DMEL
OG0000044	LOC108140749|XP_017119215.1|DELE	CG6908|NP_650105.1|DMEL
OG0000045	LOC108150162|XP_017133621.1|DELE	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC108146641|XP_017128175.1|DELE	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC108146602|XP_017128138.1|DELE	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC108140976|XP_017119535.1|DELE	CG5892|NP_650959.2|DMEL
OG0000046	LOC108134821|XP_017110764.1|DELE	CG14219|NP_608322.1|DMEL
OG0000046	LOC108134933|XP_017110942.1|DELE	CG14205|NP_608323.1|DMEL
OG0000046	LOC108147306|XP_017129219.1|DELE	CG16723|NP_651159.3|DMEL
OG0000046	LOC108147302|XP_017129214.1|DELE	CG33337|NP_996269.2|DMEL
OG0000046	LOC108147114|XP_017128893.1|DELE	CG10182|NP_651158.1|DMEL
OG0000046	LOC108144852|XP_017125488.1|DELE	CG13325|NP_610836.1|DMEL
OG0000047	LOC108137997|XP_017115461.1|DELE	loopin-1|NP_001097338.1|DMEL
OG0000047	LOC108137888|XP_017115315.1|DELE	S-Lap8|NP_611132.1|DMEL
OG0000047	LOC108149120|XP_017132010.1|DELE	S-Lap5|NP_610892.1|DMEL
OG0000047	LOC108150380|XP_017134008.1|DELE	S-Lap3|NP_648394.1|DMEL
OG0000047	LOC108149847|XP_017133213.1|DELE	S-Lap7|NP_610900.1|DMEL
OG0000047	LOC108150178|XP_017133656.1|DELE	S-Lap4|NP_729613.1|DMEL
OG0000048	LOC108145662|XP_017126704.1|DELE	CG13060|NP_648873.1|DMEL
OG0000048	LOC108145661|XP_017126703.1|DELE	CG13041|NP_648872.1|DMEL
OG0000048	LOC108146208|XP_017127615.1|DELE	CG13043|NP_648868.2|DMEL
OG0000048	LOC108146209|XP_017127617.1|DELE	CG13063|NP_648869.1|DMEL
OG0000048	LOC108146206|XP_017127613.1|DELE	CG13044|NP_648867.1|DMEL
OG0000048	LOC108146211|XP_017127619.1|DELE	CG13042|NP_648870.1|DMEL
OG0000049	LOC108140399|XP_017118596.1|DELE	CG4053|NP_650601.2|DMEL
OG0000049	LOC108140396|XP_017118593.1|DELE	CG5246|NP_650603.1|DMEL
OG0000049	LOC108140391|XP_017118587.1|DELE	CG17475|NP_650600.2|DMEL
OG0000049	LOC108140398|XP_017118595.1|DELE	CG31269|NP_001097818.1|DMEL
OG0000049	LOC108140400|XP_017118597.1|DELE	CG31265|NP_650599.1|DMEL
OG0000049	LOC108140395|XP_017118592.1|DELE	CG5255|NP_650604.1|DMEL
OG0000050	LOC108144105|XP_017124238.1|DELE	CG13193|NP_610699.1|DMEL
OG0000050	LOC108143123|XP_017122853.1|DELE	CG33766|NP_001027140.1|DMEL
OG0000050	LOC108143198|XP_017122940.1|DELE	CG33770|NP_001027144.2|DMEL
OG0000050	LOC108143121|XP_017122851.1|DELE	CG33769|NP_001027143.1|DMEL
OG0000050	LOC108143197|XP_017122939.1|DELE	CG33767|NP_001027141.1|DMEL
OG0000050	LOC108143120|XP_017122849.1|DELE	CG33771|NP_001027145.3|DMEL
OG0000050	LOC108143122|XP_017122852.1|DELE	CG33768|NP_001027142.2|DMEL
OG0000051	LOC108143756|XP_017123775.1|DELE	Cyp313b1|NP_649807.1|DMEL
OG0000051	LOC108143275|XP_017123079.1|DELE	Cyp313a4|NP_650224.3|DMEL
OG0000051	LOC108141560|XP_017120493.1|DELE	Cyp313a3|NP_650170.2|DMEL
OG0000052	LOC108135036|XP_017111063.1|DELE	CG16904|NP_649957.1|DMEL
OG0000052	LOC108136729|XP_017113543.1|DELE	CG31141|NP_732912.2|DMEL
OG0000052	LOC108135035|XP_017111062.1|DELE	eloF|NP_649956.1|DMEL
OG0000052	LOC108135034|XP_017111060.1|DELE	CG8534|NP_649955.1|DMEL
OG0000052	LOC108135047|XP_017111075.1|DELE	CG9458|NP_731419.1|DMEL
OG0000052	LOC108135173|XP_017111287.1|DELE	CG9459|NP_649958.2|DMEL
OG0000052	LOC108145160|XP_017125875.1|DELE	CG17821|NP_725820.2|DMEL
OG0000052	LOC108145159|XP_017125874.1|DELE	CG18609|NP_611365.2|DMEL
OG0000053	LOC108145359|XP_017126241.1|DELE	Mal-A8|NP_610384.1|DMEL
OG0000053	LOC108145358|XP_017126240.1|DELE	Mal-A7|NP_610383.1|DMEL
