Orthogroup	DMEL.longest_only	DEUG.longest_only
OG0000011	CG4318|NP_572860.2|DMEL	LOC108103884|XP_017065103.1|DEUG
OG0000011	CG17361|NP_648678.3|DMEL	LOC108105968|XP_017068261.1|DEUG
OG0000011	CG17359|NP_648679.1|DMEL	LOC108105967|XP_017068260.1|DEUG
OG0000011	CG8319|NP_649920.2|DMEL	LOC108109998|XP_017074326.1|DEUG
OG0000012	CG9416|NP_611415.2|DMEL	LOC108113192|XP_017079208.1|DEUG
OG0000012	CG10051|NP_611414.1|DMEL	LOC108113191|XP_017079207.1|DEUG
OG0000012	CG11961|NP_725876.1|DMEL	LOC108113343|XP_017079393.1|DEUG
OG0000012	CG10062|NP_001261089.1|DMEL	LOC108113377|XP_017079435.1|DEUG
OG0000012	CG10081|NP_611418.1|DMEL	LOC108112131|XP_017077370.1|DEUG
OG0000012	CG10073|NP_001261090.1|DMEL	LOC108112267|XP_017077578.1|DEUG
OG0000012	CG30047|NP_725141.1|DMEL	LOC108106282|XP_017068738.1|DEUG
OG0000012	CG30049|NP_725142.3|DMEL	LOC108106301|XP_017068761.1|DEUG
OG0000012	CG30043|NP_725143.1|DMEL	LOC108106279|XP_017068735.1|DEUG
OG0000012	CG33012|NP_788335.2|DMEL	LOC108106742|XP_017069468.1|DEUG
OG0000012	CG13160|NP_001260918.1|DMEL	LOC108106739|XP_017069464.1|DEUG
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC108106511|XP_017069094.1|DEUG
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC108104346|XP_017065833.1|DEUG
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC108105608|XP_017067774.1|DEUG
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC108105962|XP_017068250.1|DEUG
OG0000013	Hsc70-2|NP_524339.1|DMEL	LOC108116899|XP_017084498.1|DEUG
OG0000013	Hsp68|NP_524474.1|DMEL	LOC108116618|XP_017084081.1|DEUG
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG
OG0000015	lectin-37Db|NP_001188847.1|DMEL	LOC108106955|XP_017069721.1|DEUG
OG0000015	CG43797|NP_001260012.1|DMEL	LOC108110619|XP_017075207.1|DEUG
OG0000015	lectin-22C|NP_001137766.1|DMEL	LOC108111565|XP_017076580.1|DEUG
OG0000015	CG15818|NP_609116.1|DMEL	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG
OG0000016	Act87E|NP_477091.1|DMEL	LOC108116882|XP_017084468.1|DEUG
OG0000016	Act57B|NP_523800.1|DMEL	LOC108109063|XP_017072885.1|DEUG
OG0000016	Arp1|NP_524331.2|DMEL	LOC108117273|XP_017085115.1|DEUG
OG0000016	Arp53D|NP_477037.2|DMEL	LOC108113063|XP_017078988.1|DEUG
OG0000016	Act5C|NP_511052.1|DMEL	LOC108103209|XP_017064088.1|DEUG
OG0000016	Act42A|NP_523625.1|DMEL	LOC108110347|XP_017074869.1|DEUG
OG0000016	Act88F|NP_524367.1|DMEL	LOC108105551|XP_017067677.1|DEUG
OG0000016	Act79B|NP_524210.1|DMEL	LOC108108726|XP_017072348.1|DEUG
OG0000017	Or7a|NP_511081.1|DMEL	LOC108103426|XP_017064385.1|DEUG
OG0000017	Or43b|NP_523656.2|DMEL	LOC108112627|XP_017078221.1|DEUG
OG0000017	Or42a|NP_523622.2|DMEL	LOC108104154|XP_017065544.1|DEUG
OG0000017	Or85a|NP_524277.1|DMEL	LOC108109558|XP_017073619.1|DEUG
OG0000017	Or98a|NP_524536.2|DMEL	LOC108116012|XP_017083185.1|DEUG
OG0000017	Or59b|NP_523822.1|DMEL	LOC108109233|XP_017073194.1|DEUG
OG0000017	Or42b|NP_523624.2|DMEL	LOC108110339|XP_017074859.1|DEUG
OG0000017	Or59c|NP_523823.1|DMEL	LOC108109231|XP_017073193.1|DEUG
OG0000017	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL	LOC108111034|XP_017075854.1|DEUG
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC108107641|XP_017070716.1|DEUG
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC108107531|XP_017070561.1|DEUG
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC108108164|XP_017071591.1|DEUG
OG0000018	Lcp65Af|NP_477274.1|DMEL	LOC108107661|XP_017070737.1|DEUG
OG0000019	CG6283|NP_651524.1|DMEL	LOC108115822|XP_017082901.1|DEUG
OG0000019	CG17192|NP_651522.1|DMEL	LOC108115824|XP_017082904.1|DEUG
OG0000019	CG17191|NP_651523.1|DMEL	LOC108115825|XP_017082905.1|DEUG
OG0000019	CG6296|NP_651520.1|DMEL	LOC108115829|XP_017082909.1|DEUG
OG0000019	CG6295|NP_651521.1|DMEL	LOC108115823|XP_017082903.1|DEUG
OG0000019	CG6277|NP_651525.1|DMEL	LOC108115820|XP_017082899.1|DEUG
OG0000019	CG6271|NP_651526.1|DMEL	LOC108115821|XP_017082900.1|DEUG
OG0000020	rdog|NP_651678.1|DMEL	LOC108116051|XP_017083239.1|DEUG
OG0000020	CG10505|NP_611571.2|DMEL	LOC108109261|XP_017073233.1|DEUG
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG
OG0000020	CG7627|NP_001245943.1|DMEL	LOC108106167|XP_017068567.1|DEUG
OG0000020	CG4562|NP_001262747.1|DMEL	LOC108117182|XP_017084963.1|DEUG
OG0000020	Mrp4|NP_650086.2|DMEL	LOC108116455|XP_017083873.1|DEUG
OG0000020	CG31793|NP_609930.4|DMEL	LOC108107046|XP_017069896.1|DEUG
OG0000021	PpD6|NP_524947.1|DMEL	LOC108110545|XP_017075123.1|DEUG
OG0000021	PpN58A|NP_477384.1|DMEL	LOC108112706|XP_017078416.1|DEUG
OG0000021	PpD5|NP_524707.1|DMEL	LOC108112288|XP_017077598.1|DEUG
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC108112285|XP_017077596.1|DEUG
OG0000021	Pp1-Y2|NP_001015497.4|DMEL	LOC108109877|XP_017074162.1|DEUG
OG0000021	flw|NP_727418.1|DMEL	LOC108105026|XP_017066911.1|DEUG
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC108117533|XP_017085522.1|DEUG
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC108111770|XP_017076824.1|DEUG
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC108110043|XP_017074396.1|DEUG
OG0000022	CG7798|NP_611098.1|DMEL	LOC108113005|XP_017078913.1|DEUG
OG0000022	LysX|NP_523881.1|DMEL	LOC108102780|XP_017063430.1|DEUG
OG0000022	LysE|NP_476827.2|DMEL	LOC108102802|XP_017063462.1|DEUG
OG0000022	LysD|NP_476823.1|DMEL	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG
OG0000022	LysS|NP_476829.1|DMEL	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG
OG0000022	LysP|NP_476828.1|DMEL	LOC108102797|XP_017063457.1|DEUG
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC108115114|XP_017081855.1|DEUG
OG0000023	alpha-Est3|NP_524267.2|DMEL	LOC108115112|XP_017081853.1|DEUG
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC108115052|XP_017081788.1|DEUG
OG0000023	gas|NP_611678.1|DMEL	LOC108112507|XP_017077883.1|DEUG
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC108115111|XP_017081852.1|DEUG
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC108115051|XP_017081787.1|DEUG
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC108115158|XP_017081958.1|DEUG
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC108115110|XP_017081851.1|DEUG
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC108115157|XP_017081956.1|DEUG
OG0000024	betaTry|NP_524904.1|DMEL	LOC108106508|XP_017069090.1|DEUG
OG0000024	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG
OG0000024	alphaTry|NP_476771.1|DMEL	LOC108106506|XP_017069088.1|DEUG
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC108106500|XP_017069084.1|DEUG
OG0000024	CG17571|NP_610109.1|DMEL	LOC108115421|XP_017082346.1|DEUG
OG0000024	thetaTry|NP_523693.1|DMEL	LOC108106503|XP_017069087.1|DEUG
OG0000024	Ser8|NP_610874.1|DMEL	LOC108111932|XP_017077077.1|DEUG
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC108103147|XP_017064008.1|DEUG
OG0000025	His3_CG33809|NP_001027294.1|DMEL, His3_CG33863|NP_001027383.1|DMEL, His3_CG33806|NP_001027289.1|DMEL	LOC108103398|XP_017064344.1|DEUG
OG0000026	antdh|NP_572695.2|DMEL	LOC108111839|XP_017076932.1|DEUG
OG0000026	CG9150|NP_608991.2|DMEL	LOC108113449|XP_017079511.1|DEUG
OG0000026	CG9360|NP_572746.1|DMEL	LOC108103585|XP_017064599.1|DEUG
OG0000026	CG3301|NP_650964.1|DMEL	LOC108110172|XP_017074584.1|DEUG
OG0000027	Acp1|NP_477115.1|DMEL	LOC108106863|XP_017069596.1|DEUG
OG0000027	CG7203|NP_609143.2|DMEL	LOC108106871|XP_017069603.1|DEUG
OG0000027	CG7214|NP_609141.1|DMEL	LOC108106870|XP_017069602.1|DEUG
OG0000028	CG14095|NP_649112.1|DMEL	LOC108108455|XP_017071998.1|DEUG
OG0000028	CG13068|NP_648856.1|DMEL	LOC108114276|XP_017080662.1|DEUG
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC108104771|XP_017066496.1|DEUG
OG0000029	CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL	LOC108106174|XP_017068584.1|DEUG
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG
OG0000029	CheA75a|NP_649035.2|DMEL	LOC108108451|XP_017071993.1|DEUG
OG0000030	Or33c|NP_523555.1|DMEL	LOC108104028|XP_017065349.1|DEUG
OG0000030	Or33a|NP_523553.1|DMEL	LOC108104049|XP_017065385.1|DEUG
OG0000030	Or33b|NP_523554.1|DMEL	LOC108104046|XP_017065382.1|DEUG
OG0000030	Or23a|NP_523458.3|DMEL	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG
OG0000030	Or59a|NP_523821.1|DMEL	LOC108109021|XP_017072783.1|DEUG
OG0000030	Or2a|NP_525046.1|DMEL	LOC108103318|XP_017064237.1|DEUG
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC108104999|XP_017066865.1|DEUG
OG0000031	CG4793|NP_723941.2|DMEL	LOC108105113|XP_017067036.1|DEUG
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC108105166|XP_017067095.1|DEUG
OG0000031	SPH93|NP_609840.1|DMEL	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG
OG0000031	CG14990|NP_647856.2|DMEL	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG
OG0000031	CG3117|NP_608722.2|DMEL	LOC108110574|XP_017075160.1|DEUG
OG0000031	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL	LOC108105167|XP_017067096.1|DEUG
OG0000031	CG5390|NP_609374.1|DMEL	LOC108111003|XP_017075802.1|DEUG
OG0000032	GstD1|NP_524326.1|DMEL	LOC108111801|XP_017076881.1|DEUG
OG0000032	GstD8|NP_524916.1|DMEL	LOC108111718|XP_017076758.1|DEUG
OG0000032	GstD2|NP_524912.1|DMEL	LOC108111814|XP_017076907.1|DEUG
OG0000032	GstD7|NP_525114.1|DMEL	LOC108111713|XP_017076752.1|DEUG
OG0000033	CheB98a|NP_652269.3|DMEL	LOC108115913|XP_017083039.1|DEUG
OG0000033	CheB38a|NP_995736.1|DMEL	LOC108115445|XP_017082370.1|DEUG
OG0000033	CheB38c|NP_610061.2|DMEL	LOC108115429|XP_017082354.1|DEUG
OG0000033	CheB38b|NP_995735.1|DMEL	LOC108115417|XP_017082342.1|DEUG
OG0000033	CheB42c|NP_995764.2|DMEL	LOC108112609|XP_017078188.1|DEUG
OG0000033	CheB42b|NP_995763.1|DMEL	LOC108112610|XP_017078190.1|DEUG
OG0000033	CheB42a|NP_995765.1|DMEL	LOC108112608|XP_017078187.1|DEUG
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC108108576|XP_017072157.1|DEUG
OG0000033	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL	LOC108115098|XP_017081835.1|DEUG
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC108112351|XP_017077669.1|DEUG
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC108118404|XP_017086569.1|DEUG
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC108118408|XP_017086572.1|DEUG
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC108118494|XP_017086716.1|DEUG
OG0000034	Ugt37A1|NP_523607.2|DMEL	LOC108115439|XP_017082363.1|DEUG
OG0000034	Ugt37A3|NP_650229.2|DMEL	LOC108116805|XP_017084341.1|DEUG
OG0000034	Ugt37A2|NP_650228.1|DMEL	LOC108116981|XP_017084632.1|DEUG
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC108113407|XP_017079451.1|DEUG
OG0000036	Sp7|NP_649734.2|DMEL	LOC108115061|XP_017081795.1|DEUG
OG0000036	ea|NP_524362.2|DMEL	LOC108105599|XP_017067763.1|DEUG
OG0000036	MP1|NP_001303421.1|DMEL	LOC108114960|XP_017081642.1|DEUG
OG0000036	SPE|NP_651168.1|DMEL	LOC108116661|XP_017084141.1|DEUG
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC108112000|XP_017077225.1|DEUG
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC108117112|XP_017084823.1|DEUG
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC108117111|XP_017084822.1|DEUG
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC108108735|XP_017072362.1|DEUG
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC108108809|XP_017072482.1|DEUG
OG0000039	CG42564|NP_649651.2|DMEL	LOC108109615|XP_017073668.1|DEUG
OG0000039	Ag5r|NP_524770.1|DMEL	LOC108102893|XP_017063585.1|DEUG
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC108103025|XP_017063841.1|DEUG
OG0000039	CG32679|NP_727412.2|DMEL	LOC108105051|XP_017066944.1|DEUG
OG0000040	CG6689|NP_650051.1|DMEL	LOC108116469|XP_017083889.1|DEUG
OG0000040	CG4820|NP_001097748.1|DMEL	LOC108116470|XP_017083890.1|DEUG
OG0000040	CG17806|NP_650658.1|DMEL	LOC108111562|XP_017076575.1|DEUG
OG0000040	CG17802|NP_650659.2|DMEL	LOC108111560|XP_017076573.1|DEUG
OG0000040	Odj|NP_650661.1|DMEL	LOC108111548|XP_017076556.1|DEUG
OG0000040	CG1792|NP_651878.1|DMEL	LOC108109350|XP_017073299.1|DEUG
OG0000041	CG31104|NP_733090.1|DMEL	LOC108113674|XP_017079839.1|DEUG
OG0000041	CG11893|NP_651375.1|DMEL	LOC108113782|XP_017079974.1|DEUG
OG0000041	CG31436|NP_733096.1|DMEL	LOC108113689|XP_017079854.1|DEUG
OG0000041	CG31370|NP_733095.2|DMEL	LOC108113801|XP_017079998.1|DEUG
OG0000042	CG34028|NP_001033838.1|DMEL	LOC108108093|XP_017071481.1|DEUG
OG0000042	CG14502|NP_611311.1|DMEL	LOC108112378|XP_017077703.1|DEUG
OG0000042	CG18539|NP_611315.3|DMEL	LOC108112385|XP_017077715.1|DEUG
OG0000042	CG18536|NP_611312.1|DMEL	LOC108112383|XP_017077713.1|DEUG
OG0000042	CG18538|NP_611314.2|DMEL	LOC108112381|XP_017077708.1|DEUG
OG0000042	CG18537|NP_611313.1|DMEL	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG
OG0000042	CG18540|NP_611316.2|DMEL	LOC108112384|XP_017077714.1|DEUG
OG0000043	Ugt302C1|NP_652626.1|DMEL	LOC108116482|XP_017083904.1|DEUG
OG0000043	Ugt302E1|NP_652625.2|DMEL	LOC108116483|XP_017083905.1|DEUG
OG0000043	Ugt35E1|NP_652622.3|DMEL	LOC108116497|XP_017083918.1|DEUG
OG0000043	Ugt35D1|NP_651866.1|DMEL	LOC108105204|XP_017067144.1|DEUG
OG0000043	Ugt35B1|NP_524313.2|DMEL	LOC108116498|XP_017083919.1|DEUG
OG0000044	CG31087|NP_733100.1|DMEL	LOC108113702|XP_017079868.1|DEUG
OG0000044	CG10562|NP_651385.3|DMEL	LOC108113679|XP_017079844.1|DEUG
OG0000044	CHKov1|NP_001097918.1|DMEL	LOC108113668|XP_017079833.1|DEUG
OG0000044	CG10559|NP_651382.2|DMEL	LOC108113686|XP_017079852.1|DEUG
OG0000044	CG10560|NP_651384.2|DMEL	LOC108113695|XP_017079861.1|DEUG
OG0000044	CG10553|NP_651383.1|DMEL	LOC108113682|XP_017079848.1|DEUG
OG0000044	CG6908|NP_650105.1|DMEL	LOC108116281|XP_017083557.1|DEUG
OG0000045	Cpr67Fb|NP_648420.1|DMEL	LOC108114047|XP_017080284.1|DEUG
OG0000045	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG
OG0000045	Cpr65Ec|NP_648077.1|DMEL	LOC108107675|XP_017070752.1|DEUG
OG0000045	Cpr65Eb|NP_648076.3|DMEL	LOC108107619|XP_017070678.1|DEUG
OG0000046	CG5892|NP_650959.2|DMEL	LOC108110175|XP_017074588.1|DEUG
OG0000046	CG14219|NP_608322.1|DMEL	LOC108104996|XP_017066862.1|DEUG
OG0000046	CG14205|NP_608323.1|DMEL	LOC108104997|XP_017066863.1|DEUG
