Orthogroup	DMEL.longest_only	DKIK.longest_only
OG0000004	His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL	LOC108083332|XP_017034568.1|DKIK
OG0000005	His2B_CG33880|NP_001027355.1|DMEL, His2B_CG33890|NP_001027330.1|DMEL, His2B_CG33874|NP_001027370.1|DMEL, His2B_CG33906|NP_001027291.1|DMEL, His2B_CG33910|NP_001027283.1|DMEL, His2B_CG33902|NP_001027300.1|DMEL, His2B_CG33870|NP_001027380.1|DMEL, His2B_CG33886|NP_001027340.1|DMEL, His2B_CG33888|NP_001027335.1|DMEL, His2B_CG33894|NP_001027320.1|DMEL, His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL, His2B_CG33908|NP_001027287.1|DMEL, His2B_CG33884|NP_001027345.1|DMEL, His2B_CG33876|NP_001027365.1|DMEL, His2B_CG33878|NP_001027360.1|DMEL, His2B_CG33898|NP_001027310.1|DMEL, His2B_CG17949|NP_724342.1|DMEL, His2B_CG33882|NP_001027350.1|DMEL, His2B_CG33904|NP_001027296.1|DMEL, His2B_CG33872|NP_001027375.1|DMEL, His2B_CG33896|NP_001027315.1|DMEL, His2B_CG33868|NP_001027385.1|DMEL	LOC108085749|XP_017037978.1|DKIK
OG0000006	His2A_CG33835|NP_001027336.1|DMEL, His2A_CG33826|NP_001027321.1|DMEL, His2A_CG33850|NP_001027361.1|DMEL, His2A_CG31618|NP_724343.1|DMEL, His2A_CG33847|NP_001027356.1|DMEL, His2A_CG33832|NP_001027331.1|DMEL, His2A_CG33820|NP_001027311.1|DMEL, His2A_CG33814|NP_001027301.1|DMEL	LOC108072846|XP_017019650.1|DKIK
OG0000006	His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL	LOC108074091|XP_017021471.1|DKIK, LOC108070732|XP_017016820.1|DKIK
OG0000007	Jon65Aiii|NP_648013.1|DMEL	LOC108071584|XP_017017854.1|DKIK
OG0000007	Jon25Bii|NP_608882.1|DMEL	LOC108086265|XP_017038640.1|DKIK
OG0000007	Jon44E|NP_724699.1|DMEL	LOC108078491|XP_017027862.1|DKIK
OG0000007	Jon25Bi|NP_001033873.1|DMEL	LOC108086266|XP_017038642.1|DKIK
OG0000007	Jon66Cii|NP_648217.1|DMEL	LOC108078726|XP_017028216.1|DKIK
OG0000007	Jon66Ci|NP_729372.1|DMEL	LOC108078727|XP_017028217.1|DKIK
OG0000007	Jon25Biii|NP_608881.1|DMEL	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK
OG0000007	Jon65Aii|NP_648014.1|DMEL	LOC108071626|XP_017017898.1|DKIK
OG0000007	Jon65Ai|NP_648015.1|DMEL	LOC108071627|XP_017017899.1|DKIK
OG0000008	Cpr92A|NP_650813.2|DMEL	LOC108081759|XP_017032449.1|DKIK
OG0000008	Cpr64Ad|NP_647875.1|DMEL	LOC108072724|XP_017019474.1|DKIK
OG0000008	Crys|NP_476906.1|DMEL	LOC108075890|XP_017023993.1|DKIK
OG0000008	Cpr64Ab|NP_647873.2|DMEL	LOC108072727|XP_017019476.1|DKIK
OG0000008	Cpr5C|NP_572266.1|DMEL	LOC108070862|XP_017016987.1|DKIK
OG0000008	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL	LOC108080420|XP_017030642.1|DKIK, LOC108080449|XP_017030674.1|DKIK
OG0000008	Ccp84Ad|NP_649680.1|DMEL	LOC108080451|XP_017030677.1|DKIK
OG0000008	Ccp84Af|NP_649678.1|DMEL	LOC108080456|XP_017030682.1|DKIK
OG0000008	Ccp84Ae|NP_649679.1|DMEL	LOC108080419|XP_017030641.1|DKIK
OG0000008	Ccp84Ag|NP_649677.1|DMEL	LOC108080455|XP_017030681.1|DKIK
OG0000009	CG11453|NP_650832.1|DMEL	LOC108076150|XP_017024404.1|DKIK
OG0000009	CG11391|NP_650830.1|DMEL	LOC108076246|XP_017024517.1|DKIK
OG0000009	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK
OG0000009	CG11407|NP_650831.1|DMEL	LOC108075985|XP_017024164.1|DKIK
OG0000009	CG4563|NP_611913.1|DMEL	LOC108070751|XP_017016837.1|DKIK
OG0000009	CG4830|NP_650160.1|DMEL	LOC108080446|XP_017030671.1|DKIK
OG0000009	CG8834|NP_610779.1|DMEL	LOC108082335|XP_017033154.1|DKIK
OG0000010	His4_CG33885|NP_001027342.1|DMEL	LOC108072854|XP_017019661.1|DKIK
OG0000010	His4_CG33899|NP_001027307.1|DMEL	LOC108073959|XP_017021281.1|DKIK
OG0000011	CG44002|NP_608754.1|DMEL	LOC108077100|XP_017025772.1|DKIK
OG0000011	CG15436|NP_608840.1|DMEL	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK
OG0000011	Neu2|NP_649316.1|DMEL	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK
OG0000011	CG4318|NP_572860.2|DMEL	LOC108074515|XP_017022082.1|DKIK
OG0000011	CG17359|NP_648679.1|DMEL	LOC108075323|XP_017023218.1|DKIK
OG0000011	CG8319|NP_649920.2|DMEL	LOC108073175|XP_017020170.1|DKIK
OG0000012	CG9416|NP_611415.2|DMEL	LOC108076784|XP_017025279.1|DKIK
OG0000012	CG10051|NP_611414.1|DMEL	LOC108076783|XP_017025278.1|DKIK
OG0000012	CG11961|NP_725876.1|DMEL	LOC108076799|XP_017025312.1|DKIK
OG0000012	CG10062|NP_001261089.1|DMEL	LOC108076590|XP_017024991.1|DKIK
OG0000012	CG10081|NP_611418.1|DMEL	LOC108076575|XP_017024974.1|DKIK
OG0000012	CG10073|NP_001261090.1|DMEL	LOC108076609|XP_017025012.1|DKIK
OG0000012	CG30047|NP_725141.1|DMEL	LOC108082430|XP_017033289.1|DKIK
OG0000012	CG30049|NP_725142.3|DMEL	LOC108082433|XP_017033293.1|DKIK
OG0000012	CG30043|NP_725143.1|DMEL	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK
OG0000012	CG33012|NP_788335.2|DMEL	LOC108082347|XP_017033172.1|DKIK
OG0000012	CG13160|NP_001260918.1|DMEL	LOC108082319|XP_017033138.1|DKIK
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC108074734|XP_017022389.1|DKIK
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC108079326|XP_017029113.1|DKIK
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC108084190|XP_017035777.1|DKIK
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC108075225|XP_017023059.1|DKIK
OG0000013	Hsc70-2|NP_524339.1|DMEL	LOC108080801|XP_017031181.1|DKIK
OG0000013	Hsp68|NP_524474.1|DMEL	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK
OG0000015	lectin-24A|NP_652637.1|DMEL	LOC108086091|XP_017038403.1|DKIK
OG0000015	CG15818|NP_609116.1|DMEL	LOC108085342|XP_017037387.1|DKIK
OG0000015	CG7763|NP_001356891.1|DMEL	LOC108073116|XP_017020100.1|DKIK
OG0000016	Act87E|NP_477091.1|DMEL	LOC108074071|XP_017021434.1|DKIK
OG0000016	Act57B|NP_523800.1|DMEL	LOC108078132|XP_017027246.1|DKIK
OG0000016	Arp1|NP_524331.2|DMEL	LOC108085727|XP_017037944.1|DKIK
OG0000016	Act5C|NP_511052.1|DMEL	LOC108084467|XP_017036167.1|DKIK
OG0000016	Act42A|NP_523625.1|DMEL	LOC108071378|XP_017017603.1|DKIK
OG0000016	Act88F|NP_524367.1|DMEL	LOC108081075|XP_017031544.1|DKIK
OG0000016	Act79B|NP_524210.1|DMEL	LOC108075195|XP_017023019.1|DKIK
OG0000017	Or7a|NP_511081.1|DMEL	LOC108083777|XP_017035189.1|DKIK
OG0000017	Or43b|NP_523656.2|DMEL	LOC108076702|XP_017025149.1|DKIK
OG0000017	Or42a|NP_523622.2|DMEL	LOC108074963|XP_017022684.1|DKIK
OG0000017	Or85a|NP_524277.1|DMEL	LOC108085024|XP_017036959.1|DKIK
OG0000017	Or98a|NP_524536.2|DMEL	LOC108083626|XP_017034986.1|DKIK
OG0000017	Or59b|NP_523822.1|DMEL	LOC108076532|XP_017024932.1|DKIK
OG0000017	Or42b|NP_523624.2|DMEL	LOC108070625|XP_017016677.1|DKIK
OG0000017	Or59c|NP_523823.1|DMEL	LOC108076530|XP_017024931.1|DKIK
OG0000017	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC108071595|XP_017017864.1|DKIK
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC108071573|XP_017017843.1|DKIK
OG0000019	CG6283|NP_651524.1|DMEL	LOC108084990|XP_017036905.1|DKIK
OG0000019	CG17192|NP_651522.1|DMEL, CG17191|NP_651523.1|DMEL	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK
OG0000019	CG6296|NP_651520.1|DMEL	LOC108084902|XP_017036785.1|DKIK
OG0000019	CG6295|NP_651521.1|DMEL	LOC108084991|XP_017036906.1|DKIK
OG0000019	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	rdog|NP_651678.1|DMEL	LOC108075744|XP_017023787.1|DKIK
OG0000020	CG10505|NP_611571.2|DMEL	LOC108082576|XP_017033522.1|DKIK
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK
OG0000020	CG7627|NP_001245943.1|DMEL	LOC108074835|XP_017022525.1|DKIK
OG0000020	CG4562|NP_001262747.1|DMEL	LOC108077930|XP_017026994.1|DKIK
OG0000020	Mrp4|NP_650086.2|DMEL	LOC108072156|XP_017018689.1|DKIK
OG0000020	CG9270|NP_995741.2|DMEL	LOC108074862|XP_017022564.1|DKIK
OG0000020	CG31793|NP_609930.4|DMEL	LOC108074823|XP_017022510.1|DKIK
OG0000021	Pp1-Y1|NP_001104152.3|DMEL	LOC108072937|XP_017019783.1|DKIK
OG0000021	PpN58A|NP_477384.1|DMEL	LOC108072344|XP_017018923.1|DKIK
OG0000021	PpD5|NP_524707.1|DMEL	LOC108085116|XP_017037095.1|DKIK
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC108072889|XP_017019701.1|DKIK
OG0000021	Pp1-Y2|NP_001015497.4|DMEL	LOC108072267|XP_017018826.1|DKIK
OG0000021	flw|NP_727418.1|DMEL	LOC108083858|XP_017035332.1|DKIK
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC108073195|XP_017020199.1|DKIK
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC108077813|XP_017026825.1|DKIK
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC108080856|XP_017031249.1|DKIK
OG0000022	CG7798|NP_611098.1|DMEL	LOC108082382|XP_017033212.1|DKIK
OG0000022	LysX|NP_523881.1|DMEL	LOC108071489|XP_017017741.1|DKIK
OG0000022	LysS|NP_476829.1|DMEL	LOC108071509|XP_017017764.1|DKIK
OG0000023	alpha-Est3|NP_524267.2|DMEL	LOC108084054|XP_017035562.1|DKIK
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	gas|NP_611678.1|DMEL	LOC108078099|XP_017027186.1|DKIK
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC108084052|XP_017035560.1|DKIK
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC108084215|XP_017035827.1|DKIK
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC108084051|XP_017035559.1|DKIK
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC108084214|XP_017035825.1|DKIK
OG0000024	alphaTry|NP_476771.1|DMEL	LOC108078191|XP_017027348.1|DKIK
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC108078192|XP_017027349.1|DKIK
OG0000024	CG17571|NP_610109.1|DMEL	LOC108072495|XP_017019150.1|DKIK
OG0000024	thetaTry|NP_523693.1|DMEL	LOC108078211|XP_017027385.1|DKIK
OG0000024	Ser8|NP_610874.1|DMEL	LOC108070821|XP_017016922.1|DKIK
OG0000025	His3.3A|NP_523479.1|DMEL	LOC108086239|XP_017038600.1|DKIK
OG0000025	His3_CG33839|NP_001027343.1|DMEL	LOC108081074|XP_017031548.1|DKIK
OG0000026	antdh|NP_572695.2|DMEL	LOC108074121|XP_017021510.1|DKIK
OG0000026	CG9150|NP_608991.2|DMEL	LOC108072841|XP_017019625.1|DKIK
OG0000026	CG9360|NP_572746.1|DMEL	LOC108079334|XP_017029126.1|DKIK
OG0000026	CG3301|NP_650964.1|DMEL	LOC108075406|XP_017023320.1|DKIK
OG0000027	Acp1|NP_477115.1|DMEL	LOC108079592|XP_017029427.1|DKIK
OG0000027	CG7203|NP_609143.2|DMEL	LOC108079587|XP_017029421.1|DKIK
OG0000027	CG7214|NP_609141.1|DMEL	LOC108079588|XP_017029422.1|DKIK
OG0000028	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL	LOC108083651|XP_017035012.1|DKIK, LOC108083637|XP_017034996.1|DKIK
OG0000029	CheA86a|NP_001027174.1|DMEL	LOC108082661|XP_017033647.1|DKIK
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK
OG0000029	CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL	LOC108085551|XP_017037679.1|DKIK
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK
OG0000029	CheA75a|NP_649035.2|DMEL	LOC108080624|XP_017030937.1|DKIK
OG0000030	Or33c|NP_523555.1|DMEL	LOC108075768|XP_017023819.1|DKIK
OG0000030	Or33a|NP_523553.1|DMEL	LOC108075896|XP_017024005.1|DKIK
OG0000030	Or33b|NP_523554.1|DMEL	LOC108075779|XP_017023830.1|DKIK
OG0000030	Or23a|NP_523458.3|DMEL	LOC108077325|XP_017026102.1|DKIK
OG0000030	Or59a|NP_523821.1|DMEL	LOC108076242|XP_017024479.1|DKIK
OG0000030	Or2a|NP_525046.1|DMEL	LOC108083344|XP_017034576.1|DKIK
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC108079999|XP_017030054.1|DKIK
OG0000031	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC108082121|XP_017032911.1|DKIK
OG0000031	CG3117|NP_608722.2|DMEL	LOC108075780|XP_017023827.1|DKIK
OG0000031	CG5390|NP_609374.1|DMEL	LOC108077225|XP_017025972.1|DKIK
OG0000032	GstD1|NP_524326.1|DMEL	LOC108077824|XP_017026839.1|DKIK
OG0000032	GstD10|NP_652713.1|DMEL	LOC108077790|XP_017026779.1|DKIK
OG0000032	GstD9|NP_650181.1|DMEL	LOC108077612|XP_017026507.1|DKIK
OG0000032	GstD8|NP_524916.1|DMEL	LOC108077846|XP_017026865.1|DKIK
OG0000032	GstD2|NP_524912.1|DMEL	LOC108074977|XP_017022699.1|DKIK
OG0000032	GstD7|NP_525114.1|DMEL	LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK
OG0000032	GstD6|NP_524915.1|DMEL	LOC108077628|XP_017026527.1|DKIK
OG0000033	CheB98a|NP_652269.3|DMEL	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	CheB42c|NP_995764.2|DMEL	LOC108080716|XP_017031056.1|DKIK
OG0000033	CheB42b|NP_995763.1|DMEL	LOC108080717|XP_017031057.1|DKIK
OG0000033	CheB42a|NP_995765.1|DMEL	LOC108080718|XP_017031058.1|DKIK
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC108084001|XP_017035503.1|DKIK
OG0000033	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL	LOC108076855|XP_017025374.1|DKIK
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC108076138|XP_017024355.1|DKIK
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK
OG0000034	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC108076836|XP_017025354.1|DKIK
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC108082755|XP_017033759.1|DKIK
OG0000036	Sp7|NP_649734.2|DMEL	LOC108084034|XP_017035539.1|DKIK
OG0000036	ea|NP_524362.2|DMEL	LOC108081215|XP_017031778.1|DKIK
OG0000036	MP1|NP_001303421.1|DMEL	LOC108080827|XP_017031220.1|DKIK
OG0000036	SPE|NP_651168.1|DMEL	LOC108081087|XP_017031565.1|DKIK
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC108082568|XP_017033513.1|DKIK
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC108073148|XP_017020150.1|DKIK
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC108073159|XP_017020158.1|DKIK
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC108083255|XP_017034451.1|DKIK
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC108083246|XP_017034442.1|DKIK
OG0000039	CG42564|NP_649651.2|DMEL	LOC108081169|XP_017031714.1|DKIK
OG0000039	Ag5r|NP_524770.1|DMEL	LOC108071695|XP_017017998.1|DKIK
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC108071709|XP_017018018.1|DKIK
OG0000039	CG32679|NP_727412.2|DMEL	LOC108082955|XP_017034059.1|DKIK
OG0000040	CG17803|NP_650657.2|DMEL	LOC108070642|XP_017016699.1|DKIK
OG0000040	CG6689|NP_650051.1|DMEL	LOC108084882|XP_017036766.1|DKIK
OG0000040	CG4820|NP_001097748.1|DMEL	LOC108084883|XP_017036767.1|DKIK
OG0000040	CG17806|NP_650658.1|DMEL	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	CG17802|NP_650659.2|DMEL	LOC108070662|XP_017016722.1|DKIK
OG0000040	Odj|NP_650661.1|DMEL	LOC108070710|XP_017016793.1|DKIK
OG0000040	CG1792|NP_651878.1|DMEL	LOC108084976|XP_017036887.1|DKIK
OG0000041	CG31300|NP_651373.2|DMEL	LOC108071265|XP_017017445.1|DKIK
OG0000041	CG11893|NP_651375.1|DMEL	LOC108071358|XP_017017589.1|DKIK
OG0000041	CG31436|NP_733096.1|DMEL	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	CG13659|NP_651378.1|DMEL, CG31370|NP_733095.2|DMEL	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	CG14502|NP_611311.1|DMEL	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	CG18539|NP_611315.3|DMEL	LOC108076658|XP_017025082.1|DKIK
OG0000042	CG18536|NP_611312.1|DMEL	LOC108076656|XP_017025079.1|DKIK
OG0000042	CG18538|NP_611314.2|DMEL, CG18537|NP_611313.1|DMEL	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	CG18540|NP_611316.2|DMEL	LOC108076657|XP_017025080.1|DKIK
OG0000043	Ugt302K1|NP_652620.1|DMEL	LOC108081486|XP_017032174.1|DKIK
OG0000043	Ugt302C1|NP_652626.1|DMEL	LOC108081508|XP_017032216.1|DKIK
OG0000043	Ugt302E1|NP_652625.2|DMEL	LOC108081485|XP_017032173.1|DKIK
OG0000043	Ugt35E2|NP_652623.2|DMEL	LOC108081483|XP_017032171.1|DKIK
OG0000043	Ugt35D1|NP_651866.1|DMEL	LOC108086038|XP_017038347.1|DKIK
OG0000043	Ugt35B1|NP_524313.2|DMEL	LOC108081480|XP_017032168.1|DKIK
OG0000044	CG31087|NP_733100.1|DMEL	LOC108071988|XP_017018451.1|DKIK
OG0000044	CG10562|NP_651385.3|DMEL	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK
OG0000044	CHKov1|NP_001097918.1|DMEL	LOC108072010|XP_017018477.1|DKIK
OG0000044	CG10559|NP_651382.2|DMEL	LOC108072006|XP_017018472.1|DKIK
OG0000044	CG10560|NP_651384.2|DMEL	LOC108072020|XP_017018489.1|DKIK
OG0000044	CG10553|NP_651383.1|DMEL	LOC108072017|XP_017018486.1|DKIK
OG0000044	CG6908|NP_650105.1|DMEL	LOC108082753|XP_017033762.1|DKIK
OG0000045	Cpr67Fb|NP_648420.1|DMEL	LOC108073518|XP_017020682.1|DKIK
OG0000045	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK
OG0000045	Cpr65Ec|NP_648077.1|DMEL	LOC108073894|XP_017021172.1|DKIK
OG0000045	Cpr65Eb|NP_648076.3|DMEL	LOC108073882|XP_017021156.1|DKIK
OG0000046	CG5892|NP_650959.2|DMEL	LOC108075359|XP_017023259.1|DKIK
OG0000046	CG14219|NP_608322.1|DMEL	LOC108083339|XP_017034572.1|DKIK
OG0000046	CG14205|NP_608323.1|DMEL	LOC108083340|XP_017034573.1|DKIK
OG0000046	CG14204|NP_608321.1|DMEL	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK
OG0000046	CG16723|NP_651159.3|DMEL	LOC108080985|XP_017031400.1|DKIK
