Orthogroup	DMEL.longest_only	DELE.longest_only
OG0000009	CG8834|NP_610779.1|DMEL	LOC108137992|XP_017115455.1|DELE
OG0000010	His4_CG33885|NP_001027342.1|DMEL	LOC108139189|XP_017117303.1|DELE
OG0000011	CG44002|NP_608754.1|DMEL	LOC108146665|XP_017128206.1|DELE
OG0000011	CG15436|NP_608840.1|DMEL	LOC108138672|XP_017116504.1|DELE
OG0000011	Neu2|NP_649316.1|DMEL	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE
OG0000011	CG4318|NP_572860.2|DMEL	LOC108138422|XP_017116107.1|DELE
OG0000011	CG17361|NP_648678.3|DMEL	LOC108146667|XP_017128209.1|DELE
OG0000011	CG17359|NP_648679.1|DMEL	LOC108146666|XP_017128208.1|DELE
OG0000011	CG8319|NP_649920.2|DMEL	LOC108139281|XP_017117466.1|DELE
OG0000012	CG9416|NP_611415.2|DMEL	LOC108145523|XP_017126497.1|DELE
OG0000012	CG10051|NP_611414.1|DMEL	LOC108145522|XP_017126496.1|DELE
OG0000012	CG11961|NP_725876.1|DMEL	LOC108145538|XP_017126526.1|DELE
OG0000012	CG10062|NP_001261089.1|DMEL	LOC108145542|XP_017126531.1|DELE
OG0000012	CG10081|NP_611418.1|DMEL	LOC108145377|XP_017126261.1|DELE
OG0000012	CG10073|NP_001261090.1|DMEL	LOC108145552|XP_017126542.1|DELE
OG0000012	CG30047|NP_725141.1|DMEL	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	CG30049|NP_725142.3|DMEL	LOC108137877|XP_017115304.1|DELE
OG0000012	CG30043|NP_725143.1|DMEL	LOC108137996|XP_017115460.1|DELE
OG0000012	CG33012|NP_788335.2|DMEL	LOC108137950|XP_017115398.1|DELE
OG0000012	CG13160|NP_001260918.1|DMEL	LOC108137951|XP_017115399.1|DELE
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC108149749|XP_017133029.1|DELE
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC108137631|XP_017114906.1|DELE
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC108134833|XP_017110785.1|DELE
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC108146660|XP_017128198.1|DELE
OG0000013	Hsc70-2|NP_524339.1|DMEL	LOC108135085|XP_017111146.1|DELE
OG0000013	Hsp68|NP_524474.1|DMEL	LOC108136687|XP_017113497.1|DELE
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	lectin-37Db|NP_001188847.1|DMEL	LOC108138780|XP_017116737.1|DELE
OG0000015	CG43797|NP_001260012.1|DMEL	LOC108149227|XP_017132148.1|DELE, LOC108138680|XP_017116516.1|DELE, LOC108134715|XP_017110604.1|DELE, LOC108149217|XP_017132136.1|DELE
OG0000015	lectin-22C|NP_001137766.1|DMEL	LOC108147770|XP_017129989.1|DELE
OG0000015	CG15818|NP_609116.1|DMEL	LOC108138355|XP_017116015.1|DELE
OG0000015	CG7763|NP_001356891.1|DMEL	LOC108144693|XP_017125256.1|DELE
OG0000016	Act87E|NP_477091.1|DMEL	LOC108139227|XP_017117379.1|DELE
OG0000016	Act57B|NP_523800.1|DMEL	LOC108145428|XP_017126326.1|DELE
OG0000016	Arp1|NP_524331.2|DMEL	LOC108135797|XP_017112156.1|DELE
OG0000016	Arp53D|NP_477037.2|DMEL	LOC108144651|XP_017125185.1|DELE
OG0000016	Act5C|NP_511052.1|DMEL	LOC108140881|XP_017119405.1|DELE
OG0000016	Act42A|NP_523625.1|DMEL	LOC108134657|XP_017110539.1|DELE
OG0000016	Act88F|NP_524367.1|DMEL	LOC108140478|XP_017118708.1|DELE
OG0000016	Act79B|NP_524210.1|DMEL	LOC108143220|XP_017123005.1|DELE
OG0000017	Or7a|NP_511081.1|DMEL	LOC108136374|XP_017112976.1|DELE
OG0000017	Or43b|NP_523656.2|DMEL	LOC108149934|XP_017133339.1|DELE
OG0000017	Or42a|NP_523622.2|DMEL	LOC108134991|XP_017111013.1|DELE
OG0000017	Or85a|NP_524277.1|DMEL	LOC108144019|XP_017124134.1|DELE
OG0000017	Or59b|NP_523822.1|DMEL	LOC108143462|XP_017123388.1|DELE
OG0000017	Or42b|NP_523624.2|DMEL	LOC108141554|XP_017120482.1|DELE
OG0000017	Or59c|NP_523823.1|DMEL	LOC108143281|XP_017123085.1|DELE
OG0000017	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL	LOC108147936|XP_017130210.1|DELE
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC108142474|XP_017121847.1|DELE
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC108142172|XP_017121346.1|DELE
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC108142475|XP_017121848.1|DELE
OG0000019	CG6283|NP_651524.1|DMEL	LOC108148666|XP_017131288.1|DELE
OG0000019	CG17192|NP_651522.1|DMEL	LOC108148669|XP_017131292.1|DELE
OG0000019	CG17191|NP_651523.1|DMEL	LOC108148668|XP_017131291.1|DELE
OG0000019	CG6296|NP_651520.1|DMEL	LOC108148661|XP_017131282.1|DELE
OG0000019	CG6295|NP_651521.1|DMEL	LOC108148667|XP_017131289.1|DELE
OG0000019	CG6277|NP_651525.1|DMEL	LOC108148663|XP_017131286.1|DELE
OG0000019	CG6271|NP_651526.1|DMEL	LOC108148665|XP_017131287.1|DELE
OG0000020	rdog|NP_651678.1|DMEL	LOC108148802|XP_017131514.1|DELE
OG0000020	CG10505|NP_611571.2|DMEL	LOC108145240|XP_017125995.1|DELE
OG0000020	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL	LOC108139069|XP_017117181.1|DELE
OG0000020	CG7627|NP_001245943.1|DMEL	LOC108149435|XP_017132505.1|DELE
OG0000020	CG4562|NP_001262747.1|DMEL	LOC108136813|XP_017113705.1|DELE
OG0000020	Mrp4|NP_650086.2|DMEL	LOC108140627|XP_017119032.1|DELE
OG0000020	CG9270|NP_995741.2|DMEL	LOC108142115|XP_017121302.1|DELE
OG0000020	CG31793|NP_609930.4|DMEL	LOC108138888|XP_017116909.1|DELE
OG0000021	PpN58A|NP_477384.1|DMEL	LOC108143679|XP_017123678.1|DELE
OG0000021	PpD5|NP_524707.1|DMEL	LOC108143658|XP_017123658.1|DELE
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC108144237|XP_017124406.1|DELE
OG0000021	flw|NP_727418.1|DMEL	LOC108140888|XP_017119410.1|DELE
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC108139148|XP_017117255.1|DELE
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC108134787|XP_017110724.1|DELE
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC108137723|XP_017115107.1|DELE
OG0000022	CG7798|NP_611098.1|DMEL	LOC108144256|XP_017124426.1|DELE
OG0000022	LysX|NP_523881.1|DMEL	LOC108145706|XP_017126756.1|DELE
OG0000022	LysD|NP_476823.1|DMEL	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LysS|NP_476829.1|DMEL	LOC108145945|XP_017127141.1|DELE
OG0000022	LysP|NP_476828.1|DMEL	LOC108145941|XP_017127138.1|DELE
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC108140988|XP_017119550.1|DELE
OG0000023	alpha-Est3|NP_524267.2|DMEL	LOC108140990|XP_017119554.1|DELE
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	gas|NP_611678.1|DMEL	LOC108137536|XP_017114748.1|DELE
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC108140985|XP_017119548.1|DELE
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC108140949|XP_017119506.1|DELE
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC108141054|XP_017119691.1|DELE
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC108141157|XP_017119872.1|DELE
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC108141055|XP_017119693.1|DELE
OG0000024	betaTry|NP_524904.1|DMEL	LOC108144322|XP_017124512.1|DELE
OG0000024	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	alphaTry|NP_476771.1|DMEL	LOC108144321|XP_017124511.1|DELE
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC108144317|XP_017124507.1|DELE
OG0000024	CG17571|NP_610109.1|DMEL	LOC108134565|XP_017110407.1|DELE
OG0000024	Ser8|NP_610874.1|DMEL	LOC108149067|XP_017131913.1|DELE
OG0000025	His3.3A|NP_523479.1|DMEL	LOC108136491|XP_017113196.1|DELE
OG0000026	antdh|NP_572695.2|DMEL	LOC108142200|XP_017121376.1|DELE
OG0000026	CG9150|NP_608991.2|DMEL	LOC108148207|XP_017130606.1|DELE
OG0000026	CG9360|NP_572746.1|DMEL	LOC108137717|XP_017115091.1|DELE
OG0000026	CG3301|NP_650964.1|DMEL	LOC108140970|XP_017119526.1|DELE
OG0000027	Acp1|NP_477115.1|DMEL	LOC108138066|XP_017115531.1|DELE
OG0000027	CG7203|NP_609143.2|DMEL	LOC108138053|XP_017115518.1|DELE
OG0000027	CG7214|NP_609141.1|DMEL	LOC108138043|XP_017115505.1|DELE
OG0000028	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL	LOC108146071|XP_017127374.1|DELE, LOC108146072|XP_017127376.1|DELE
OG0000028	CG14095|NP_649112.1|DMEL	LOC108146069|XP_017127372.1|DELE
OG0000028	CG13068|NP_648856.1|DMEL	LOC108145772|XP_017126831.1|DELE
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC108141306|XP_017120062.1|DELE
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC108143743|XP_017123764.1|DELE
OG0000029	CheA75a|NP_649035.2|DMEL	LOC108135556|XP_017111792.1|DELE
OG0000030	Or33c|NP_523555.1|DMEL	LOC108138030|XP_017115492.1|DELE
OG0000030	Or33a|NP_523553.1|DMEL	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	Or33b|NP_523554.1|DMEL	LOC108138092|XP_017115567.1|DELE
OG0000030	Or23a|NP_523458.3|DMEL	LOC108147758|XP_017129978.1|DELE
OG0000030	Or59a|NP_523821.1|DMEL	LOC108143463|XP_017123389.1|DELE
OG0000030	Or2a|NP_525046.1|DMEL	LOC108136286|XP_017112860.1|DELE
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC108147607|XP_017129735.1|DELE
OG0000031	CG4793|NP_723941.2|DMEL	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	SPH93|NP_609840.1|DMEL	LOC108138948|XP_017117015.1|DELE
OG0000031	CG14990|NP_647856.2|DMEL	LOC108148078|XP_017130421.1|DELE
OG0000031	CG3117|NP_608722.2|DMEL	LOC108147853|XP_017130100.1|DELE
OG0000031	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL	LOC108138166|XP_017115747.1|DELE
OG0000031	CG5390|NP_609374.1|DMEL	LOC108142073|XP_017121248.1|DELE
OG0000032	GstD8|NP_524916.1|DMEL	LOC108134776|XP_017110712.1|DELE
OG0000032	GstD2|NP_524912.1|DMEL	LOC108141567|XP_017120502.1|DELE
OG0000033	CheB98a|NP_652269.3|DMEL	LOC108148602|XP_017131169.1|DELE
OG0000033	CheB38b|NP_995735.1|DMEL	LOC108141763|XP_017120751.1|DELE
OG0000033	CheB42c|NP_995764.2|DMEL	LOC108145061|XP_017125731.1|DELE
OG0000033	CheB42b|NP_995763.1|DMEL	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	CheB42a|NP_995765.1|DMEL	LOC108145060|XP_017125730.1|DELE
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC108135468|XP_017111699.1|DELE
OG0000033	CheB93b|NP_732641.2|DMEL	LOC108135862|XP_017112252.1|DELE
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC108137918|XP_017115348.1|DELE
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC108150425|XP_017134072.1|DELE
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC108150530|XP_017134248.1|DELE
OG0000034	Ugt37A3|NP_650229.2|DMEL	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC108134580|XP_017110423.1|DELE
OG0000036	Sp7|NP_649734.2|DMEL	LOC108141221|XP_017119962.1|DELE
OG0000036	ea|NP_524362.2|DMEL	LOC108141229|XP_017119974.1|DELE
OG0000036	MP1|NP_001303421.1|DMEL	LOC108141167|XP_017119884.1|DELE
OG0000036	SPE|NP_651168.1|DMEL	LOC108134742|XP_017110664.1|DELE
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC108145158|XP_017125873.1|DELE
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC108135854|XP_017112236.1|DELE
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC108135829|XP_017112201.1|DELE
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC108146067|XP_017127370.1|DELE
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC108146005|XP_017127248.1|DELE
OG0000039	CG42564|NP_649651.2|DMEL	LOC108148259|XP_017130681.1|DELE
OG0000039	Ag5r|NP_524770.1|DMEL	LOC108135451|XP_017111682.1|DELE
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC108135405|XP_017111592.1|DELE
OG0000039	CG32679|NP_727412.2|DMEL	LOC108147617|XP_017129742.1|DELE
OG0000040	CG17803|NP_650657.2|DMEL	LOC108140733|XP_017119198.1|DELE
OG0000040	CG6689|NP_650051.1|DMEL	LOC108136930|XP_017113894.1|DELE
OG0000040	CG4820|NP_001097748.1|DMEL	LOC108136932|XP_017113896.1|DELE
OG0000040	CG17806|NP_650658.1|DMEL	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	Odj|NP_650661.1|DMEL	LOC108140405|XP_017118609.1|DELE
OG0000040	CG1792|NP_651878.1|DMEL	LOC108143008|XP_017122685.1|DELE
OG0000041	CG31300|NP_651373.2|DMEL	LOC108143777|XP_017123793.1|DELE
OG0000041	CG11893|NP_651375.1|DMEL	LOC108143759|XP_017123778.1|DELE
OG0000041	CG31436|NP_733096.1|DMEL	LOC108143886|XP_017123949.1|DELE
OG0000041	CG31370|NP_733095.2|DMEL	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	CG34028|NP_001033838.1|DMEL	LOC108137297|XP_017114407.1|DELE
OG0000042	CG14502|NP_611311.1|DMEL	LOC108139192|XP_017117319.1|DELE
OG0000042	CG18539|NP_611315.3|DMEL	LOC108139163|XP_017117272.1|DELE
OG0000042	CG18536|NP_611312.1|DMEL	LOC108139199|XP_017117331.1|DELE
OG0000042	CG18537|NP_611313.1|DMEL	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	CG18540|NP_611316.2|DMEL	LOC108139178|XP_017117292.1|DELE
OG0000043	Ugt302K1|NP_652620.1|DMEL	LOC108136707|XP_017113521.1|DELE
OG0000043	Ugt302C1|NP_652626.1|DMEL	LOC108136884|XP_017113826.1|DELE
OG0000043	Ugt35E2|NP_652623.2|DMEL	LOC108136699|XP_017113511.1|DELE
OG0000043	Ugt35D1|NP_651866.1|DMEL	LOC108142914|XP_017122491.1|DELE
OG0000043	Ugt35B1|NP_524313.2|DMEL	LOC108136702|XP_017113516.1|DELE
OG0000044	CG31087|NP_733100.1|DMEL	LOC108143748|XP_017123768.1|DELE
OG0000044	CG10562|NP_651385.3|DMEL	LOC108143753|XP_017123772.1|DELE
OG0000044	CHKov1|NP_001097918.1|DMEL	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	CG10559|NP_651382.2|DMEL	LOC108143771|XP_017123788.1|DELE
OG0000044	CG10560|NP_651384.2|DMEL	LOC108143751|XP_017123771.1|DELE
OG0000044	CG10553|NP_651383.1|DMEL	LOC108143749|XP_017123769.1|DELE
OG0000044	CG6908|NP_650105.1|DMEL	LOC108140749|XP_017119215.1|DELE
OG0000045	Cpr67Fb|NP_648420.1|DMEL	LOC108150162|XP_017133621.1|DELE
OG0000045	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	Cpr65Ec|NP_648077.1|DMEL	LOC108146641|XP_017128175.1|DELE
OG0000045	Cpr65Eb|NP_648076.3|DMEL	LOC108146602|XP_017128138.1|DELE
OG0000046	CG5892|NP_650959.2|DMEL	LOC108140976|XP_017119535.1|DELE
OG0000046	CG14219|NP_608322.1|DMEL	LOC108134821|XP_017110764.1|DELE
OG0000046	CG14205|NP_608323.1|DMEL	LOC108134933|XP_017110942.1|DELE
OG0000046	CG16723|NP_651159.3|DMEL	LOC108147306|XP_017129219.1|DELE
OG0000046	CG33337|NP_996269.2|DMEL	LOC108147302|XP_017129214.1|DELE
OG0000046	CG10182|NP_651158.1|DMEL	LOC108147114|XP_017128893.1|DELE
OG0000046	CG13325|NP_610836.1|DMEL	LOC108144852|XP_017125488.1|DELE
OG0000047	loopin-1|NP_001097338.1|DMEL	LOC108137997|XP_017115461.1|DELE
OG0000047	S-Lap8|NP_611132.1|DMEL	LOC108137888|XP_017115315.1|DELE
OG0000047	S-Lap5|NP_610892.1|DMEL	LOC108149120|XP_017132010.1|DELE
OG0000047	S-Lap3|NP_648394.1|DMEL	LOC108150380|XP_017134008.1|DELE
OG0000047	S-Lap7|NP_610900.1|DMEL	LOC108149847|XP_017133213.1|DELE
OG0000047	S-Lap4|NP_729613.1|DMEL	LOC108150178|XP_017133656.1|DELE
OG0000048	CG13060|NP_648873.1|DMEL	LOC108145662|XP_017126704.1|DELE
OG0000048	CG13041|NP_648872.1|DMEL	LOC108145661|XP_017126703.1|DELE
OG0000048	CG13043|NP_648868.2|DMEL	LOC108146208|XP_017127615.1|DELE
OG0000048	CG13063|NP_648869.1|DMEL	LOC108146209|XP_017127617.1|DELE
OG0000048	CG13044|NP_648867.1|DMEL	LOC108146206|XP_017127613.1|DELE
OG0000048	CG13042|NP_648870.1|DMEL	LOC108146211|XP_017127619.1|DELE
OG0000049	CG4053|NP_650601.2|DMEL	LOC108140399|XP_017118596.1|DELE
OG0000049	CG5246|NP_650603.1|DMEL	LOC108140396|XP_017118593.1|DELE
OG0000049	CG17475|NP_650600.2|DMEL	LOC108140391|XP_017118587.1|DELE
OG0000049	CG31269|NP_001097818.1|DMEL	LOC108140398|XP_017118595.1|DELE
OG0000049	CG31265|NP_650599.1|DMEL	LOC108140400|XP_017118597.1|DELE
OG0000049	CG5255|NP_650604.1|DMEL	LOC108140395|XP_017118592.1|DELE
OG0000050	CG13193|NP_610699.1|DMEL	LOC108144105|XP_017124238.1|DELE
OG0000050	CG33766|NP_001027140.1|DMEL	LOC108143123|XP_017122853.1|DELE
OG0000050	CG33770|NP_001027144.2|DMEL	LOC108143198|XP_017122940.1|DELE
OG0000050	CG33769|NP_001027143.1|DMEL	LOC108143121|XP_017122851.1|DELE
OG0000050	CG33767|NP_001027141.1|DMEL	LOC108143197|XP_017122939.1|DELE
OG0000050	CG33771|NP_001027145.3|DMEL	LOC108143120|XP_017122849.1|DELE
OG0000050	CG33768|NP_001027142.2|DMEL	LOC108143122|XP_017122852.1|DELE
OG0000051	Cyp313b1|NP_649807.1|DMEL	LOC108143756|XP_017123775.1|DELE
OG0000051	Cyp313a4|NP_650224.3|DMEL	LOC108143275|XP_017123079.1|DELE
OG0000051	Cyp313a3|NP_650170.2|DMEL	LOC108141560|XP_017120493.1|DELE
OG0000052	CG16904|NP_649957.1|DMEL	LOC108135036|XP_017111063.1|DELE
OG0000052	CG31141|NP_732912.2|DMEL	LOC108136729|XP_017113543.1|DELE
OG0000052	eloF|NP_649956.1|DMEL	LOC108135035|XP_017111062.1|DELE
OG0000052	CG8534|NP_649955.1|DMEL	LOC108135034|XP_017111060.1|DELE
OG0000052	CG9458|NP_731419.1|DMEL	LOC108135047|XP_017111075.1|DELE
OG0000052	CG9459|NP_649958.2|DMEL	LOC108135173|XP_017111287.1|DELE
OG0000052	CG17821|NP_725820.2|DMEL	LOC108145160|XP_017125875.1|DELE
OG0000052	CG18609|NP_611365.2|DMEL	LOC108145159|XP_017125874.1|DELE
OG0000053	Mal-A8|NP_610384.1|DMEL	LOC108145359|XP_017126241.1|DELE
OG0000053	Mal-A7|NP_610383.1|DMEL	LOC108145358|XP_017126240.1|DELE
