Orthogroup	DMEL.longest_only	DSIM.longest_only
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000015	lectin-37Db|NP_001188847.1|DMEL	LOC6732807|XP_002079920.3|DSIM
OG0000015	lectin-24A|NP_652637.1|DMEL	LOC6730910|XP_002078074.1|DSIM
OG0000015	lectin-22C|NP_001137766.1|DMEL	LOC6730642|XP_002077813.2|DSIM
OG0000015	CG15358|NP_608629.3|DMEL	LOC6739194|XP_002076105.3|DSIM
OG0000015	CG15818|NP_609116.1|DMEL	LOC6731349|XP_002078505.1|DSIM
OG0000015	CG7763|NP_001356891.1|DMEL	LOC27206160|XP_016027033.1|DSIM
OG0000016	Act87E|NP_477091.1|DMEL	LOC6728214|XP_016034853.1|DSIM
OG0000016	Act57B|NP_523800.1|DMEL	LOC6735456|XP_002082396.1|DSIM
OG0000016	Arp1|NP_524331.2|DMEL	LOC6728317|XP_002103666.1|DSIM
OG0000016	Arp53D|NP_477037.2|DMEL	LOC6734815|XP_016028043.1|DSIM
OG0000016	Act5C|NP_511052.1|DMEL	LOC6725225|XP_016038239.1|DSIM
OG0000016	Act42A|NP_523625.1|DMEL	LOC6733183|XP_016026067.1|DSIM
OG0000016	Act88F|NP_524367.1|DMEL	LOC6727955|XP_016034553.1|DSIM
OG0000016	Act79B|NP_524210.1|DMEL	LOC6739089|XP_016032930.1|DSIM
OG0000017	Or7a|NP_511081.1|DMEL	LOC6740020|XP_002076907.2|DSIM
OG0000017	Or43b|NP_523656.2|DMEL	LOC6733445|XP_002080502.2|DSIM
OG0000017	Or42a|NP_523622.2|DMEL	LOC6733173|XP_002080249.1|DSIM
OG0000017	Or85a|NP_524277.1|DMEL	LOC6740754|XP_016035626.1|DSIM
OG0000017	Or98a|NP_524536.2|DMEL	LOC6729887|XP_002105190.2|DSIM
OG0000017	Or59b|NP_523822.1|DMEL	LOC6735880|XP_002082790.1|DSIM
OG0000017	Or42b|NP_523624.2|DMEL	LOC6733175|XP_002080251.2|DSIM
OG0000017	Or59c|NP_523823.1|DMEL	LOC6735881|XP_002082791.1|DSIM
OG0000017	Or22b|NP_477425.1|DMEL	LOC6730585|XP_016023026.1|DSIM
OG0000017	Or22a|NP_523453.1|DMEL	LOC6730584|XP_002077763.1|DSIM
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC6736980|XP_002083827.1|DSIM
OG0000018	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL	LOC6736987|XP_002083834.1|DSIM
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC6736983|XP_002083830.1|DSIM
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC6736982|XP_002083829.1|DSIM
OG0000018	Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL	LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM
OG0000019	CG6283|NP_651524.1|DMEL	LOC6729811|XP_002105114.1|DSIM
OG0000019	CG17192|NP_651522.1|DMEL	LOC6729810|XP_002105113.1|DSIM
OG0000019	CG17191|NP_651523.1|DMEL	LOC27208716|XP_016036498.1|DSIM
OG0000019	CG6296|NP_651520.1|DMEL	LOC6729806|XP_002105109.2|DSIM
OG0000019	CG6295|NP_651521.1|DMEL	LOC6729809|XP_002105112.1|DSIM
OG0000019	CG6277|NP_651525.1|DMEL	LOC6729812|XP_002105115.1|DSIM
OG0000019	CG6271|NP_651526.1|DMEL	LOC6729813|XP_002105116.1|DSIM
OG0000020	rdog|NP_651678.1|DMEL	LOC6730019|XP_002105313.2|DSIM
OG0000020	CG10505|NP_611571.2|DMEL	LOC6735524|XP_016028869.1|DSIM
OG0000020	CG31792|NP_724148.2|DMEL	LOC27207807|XP_039147183.1|DSIM
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC6733705|XP_002080752.3|DSIM
OG0000020	CG7627|NP_001245943.1|DMEL	LOC6731489|XP_016024167.1|DSIM
OG0000020	CG4562|NP_001262747.1|DMEL	LOC6727407|XP_016033953.2|DSIM
OG0000020	Mrp4|NP_650086.2|DMEL	LOC6728507|XP_016035147.1|DSIM
OG0000020	CG9270|NP_995741.2|DMEL	LOC6733023|XP_016025710.1|DSIM
OG0000020	CG31793|NP_609930.4|DMEL	LOC6732748|XP_016025473.2|DSIM
OG0000021	PpD6|NP_524947.1|DMEL	LOC6730820|XP_002077987.1|DSIM
OG0000021	PpN58A|NP_477384.1|DMEL	LOC6735639|XP_002082557.1|DSIM
OG0000021	PpD5|NP_524707.1|DMEL	LOC6739483|XP_002076381.1|DSIM
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC27206609|XP_016028304.1|DSIM
OG0000021	flw|NP_727418.1|DMEL	LOC6725592|XP_039153232.1|DSIM
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC6729419|XP_002104734.2|DSIM
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC6728358|XP_016034980.1|DSIM
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC6726014|XP_016039394.1|DSIM
OG0000022	CG7798|NP_611098.1|DMEL	LOC27206614|XP_039147853.1|DSIM
OG0000022	LysX|NP_523881.1|DMEL	LOC6736292|XP_002083176.1|DSIM
OG0000022	LysE|NP_476827.2|DMEL	LOC6736297|XP_002083181.2|DSIM
OG0000022	LysD|NP_476823.1|DMEL	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM
OG0000022	LysS|NP_476829.1|DMEL	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LysP|NP_476828.1|DMEL	LOC27207148|XP_016029776.1|DSIM
OG0000023	alpha-Est6|NP_524262.1|DMEL	LOC6727100|XP_002102493.1|DSIM
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC6727104|XP_002102497.2|DSIM
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC6727107|XP_016033584.1|DSIM
OG0000023	gas|NP_611678.1|DMEL	LOC6735713|XP_002082629.1|DSIM
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC6727106|XP_039151383.1|DSIM
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC6727099|XP_002102492.1|DSIM
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC6727095|XP_016033580.1|DSIM
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC6727097|XP_002102490.1|DSIM
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC6727094|XP_016033578.1|DSIM
OG0000024	betaTry|NP_524904.1|DMEL	LOC6733991|XP_002081035.1|DSIM
OG0000024	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM
OG0000024	alphaTry|NP_476771.1|DMEL	LOC27209398|XP_016027021.1|DSIM
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC6733990|XP_002081034.2|DSIM
OG0000024	CG17571|NP_610109.1|DMEL	LOC6732909|XP_002080014.1|DSIM
OG0000024	thetaTry|NP_523693.1|DMEL	LOC6733989|XP_002081033.1|DSIM
OG0000024	Ser8|NP_610874.1|DMEL	LOC6739427|XP_002076329.1|DSIM
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC27207833|XP_016038650.1|DSIM
OG0000025	His3_CG33848|NP_001027358.1|DMEL, His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL	LOC120285797|XP_039154346.1|DSIM
OG0000026	antdh|NP_572695.2|DMEL	LOC6725654|XP_002106661.1|DSIM
OG0000026	CG9150|NP_608991.2|DMEL	LOC6731167|XP_002078325.1|DSIM
OG0000026	CG9360|NP_572746.1|DMEL	LOC6725713|XP_002106716.1|DSIM
OG0000026	CG3301|NP_650964.1|DMEL	LOC6727211|XP_002102603.1|DSIM
OG0000027	Acp1|NP_477115.1|DMEL	LOC6731383|XP_002078536.1|DSIM
OG0000027	CG7203|NP_609143.2|DMEL	LOC6731386|XP_002078539.1|DSIM
OG0000027	CG7214|NP_609141.1|DMEL	LOC6731384|XP_002078537.1|DSIM
OG0000028	CG14095|NP_649112.1|DMEL	LOC6738680|XP_039149230.1|DSIM
OG0000028	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL	LOC6738681|XP_016032508.2|DSIM, LOC120284827|XP_039150150.1|DSIM
OG0000028	CG13068|NP_648856.1|DMEL	LOC120284696|XP_039148939.1|DSIM
OG0000029	CheA86a|NP_001027174.1|DMEL	LOC6739710|XP_002076603.1|DSIM
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC6733757|XP_002080801.1|DSIM
OG0000029	CheA56a|NP_001027438.1|DMEL	LOC6735151|XP_002082126.1|DSIM
OG0000029	CheA29a|NP_788004.1|DMEL	LOC6731526|XP_002078674.1|DSIM
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC6728974|XP_002104302.1|DSIM
OG0000029	CheA75a|NP_649035.2|DMEL	LOC27208471|XP_016032409.1|DSIM
OG0000030	Or33c|NP_523555.1|DMEL	LOC6732024|XP_016024722.1|DSIM
OG0000030	Or33a|NP_523553.1|DMEL	LOC6732022|XP_002079155.1|DSIM
OG0000030	Or33b|NP_523554.1|DMEL	LOC6732023|XP_002079156.1|DSIM
OG0000030	Or23a|NP_523458.3|DMEL	LOC6730745|XP_002077913.2|DSIM
OG0000030	Or59a|NP_523821.1|DMEL	LOC6735876|XP_002082786.1|DSIM
OG0000030	Or2a|NP_525046.1|DMEL	LOC27208281|XP_039152536.1|DSIM
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC6740355|XP_002077222.1|DSIM
OG0000031	CG4793|NP_723941.2|DMEL	LOC6732472|XP_016025109.1|DSIM
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC6732447|XP_002079568.2|DSIM
OG0000031	CG14990|NP_647856.2|DMEL	LOC6736718|XP_002083574.1|DSIM
OG0000031	CG3117|NP_608722.2|DMEL	LOC6730782|XP_002077950.2|DSIM
OG0000031	CG5390|NP_609374.1|DMEL	LOC6731777|XP_016024472.1|DSIM
OG0000032	GstD1|NP_524326.1|DMEL	LOC6728385|XP_016034993.2|DSIM
OG0000032	GstD8|NP_524916.1|DMEL	LOC6728378|XP_002103726.1|DSIM
OG0000033	CheB98a|NP_652269.3|DMEL	LOC6729955|XP_039150847.1|DSIM
OG0000033	CheB38a|NP_995736.1|DMEL	LOC6732999|XP_002080078.1|DSIM
OG0000033	CheB38c|NP_610061.2|DMEL	LOC6733000|XP_016025683.2|DSIM
OG0000033	CheB38b|NP_995735.1|DMEL	LOC6732998|XP_016025682.1|DSIM
OG0000033	CheB42c|NP_995764.2|DMEL	LOC6733292|XP_016026219.1|DSIM
OG0000033	CheB42b|NP_995763.1|DMEL	LOC6733291|XP_002080354.2|DSIM
OG0000033	CheB42a|NP_995765.1|DMEL	LOC6733297|XP_016026220.1|DSIM
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC6738496|XP_002085302.1|DSIM
OG0000033	CheB93b|NP_732641.2|DMEL	LOC6727186|XP_002102578.1|DSIM
OG0000033	CheB93a|NP_650970.2|DMEL	LOC6727187|XP_002102579.2|DSIM
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC6734776|XP_002081779.1|DSIM
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC6734775|XP_016027979.1|DSIM
OG0000034	Ugt37C1|NP_525007.1|DMEL	LOC6734824|XP_002081826.2|DSIM
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC6732560|XP_002079679.3|DSIM
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC6732561|XP_002079680.1|DSIM
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC27209034|XP_016025242.1|DSIM
OG0000034	Ugt37A1|NP_523607.2|DMEL	LOC6732919|XP_002080023.2|DSIM
OG0000034	Ugt37A3|NP_650229.2|DMEL	LOC6728308|XP_016034943.1|DSIM
OG0000034	Ugt37A2|NP_650228.1|DMEL	LOC6728309|XP_016034944.1|DSIM
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC6731186|XP_002078345.3|DSIM
OG0000036	Sp7|NP_649734.2|DMEL	LOC6727116|XP_002102509.1|DSIM
OG0000036	ea|NP_524362.2|DMEL	LOC6727985|XP_002103337.2|DSIM
OG0000036	MP1|NP_001303421.1|DMEL	LOC6726665|XP_039151600.1|DSIM
OG0000036	SPE|NP_651168.1|DMEL	LOC6729259|XP_016035909.1|DSIM
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC6735171|XP_016028454.1|DSIM
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC6727491|XP_002102871.2|DSIM
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC6727490|XP_002102870.2|DSIM
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC6738693|XP_002085495.1|DSIM
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC6738696|XP_016032514.1|DSIM
OG0000039	CG42564|NP_649651.2|DMEL	LOC6726964|XP_002102366.2|DSIM
OG0000039	Ag5r|NP_524770.1|DMEL	LOC27207643|XP_016039311.1|DSIM
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC6740324|XP_002077196.2|DSIM
OG0000039	CG32679|NP_727412.2|DMEL	LOC6725586|XP_039153235.1|DSIM
OG0000040	CG17803|NP_650657.2|DMEL	LOC6727642|XP_002103019.1|DSIM
OG0000040	CG6689|NP_650051.1|DMEL	LOC6728556|XP_002103897.1|DSIM
