Orthogroup	DMEL.longest_only	DSEC.longest_only
OG0000007	Jon99Fi|NP_651800.2|DMEL, Jon99Fii|NP_651799.1|DMEL	LOC6612871|XP_002037363.1|DSEC
OG0000007	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL	LOC6612775|XP_032579057.1|DSEC
OG0000007	Jon25Bi|NP_001033873.1|DMEL	LOC6613407|XP_032570241.1|DSEC
OG0000007	Jon66Cii|NP_648217.1|DMEL	LOC6604871|XP_002029716.1|DSEC
OG0000007	Jon66Ci|NP_729372.1|DMEL	LOC6604870|XP_002029715.1|DSEC
OG0000007	Jon25Biii|NP_608881.1|DMEL	LOC6613405|XP_032574637.1|DSEC
OG0000007	Jon65Aii|NP_648014.1|DMEL	LOC6610955|XP_032575304.1|DSEC
OG0000007	Jon65Ai|NP_648015.1|DMEL	LOC6610956|XP_002035513.1|DSEC
OG0000008	Cpr92A|NP_650813.2|DMEL	LOC6619063|XP_002043304.1|DSEC
OG0000008	Cpr64Aa|NP_647872.1|DMEL	LOC6610740|XP_002035306.1|DSEC
OG0000008	Cpr64Ad|NP_647875.1|DMEL	LOC6610743|XP_002035309.1|DSEC
OG0000008	Crys|NP_476906.1|DMEL	LOC6617678|XP_002041991.1|DSEC
OG0000008	Cpr64Ab|NP_647873.2|DMEL	LOC6610741|XP_002035307.2|DSEC
OG0000008	Cpr5C|NP_572266.1|DMEL	LOC6612353|XP_002036862.1|DSEC
OG0000008	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	Ccp84Ad|NP_649680.1|DMEL	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	Ccp84Af|NP_649678.1|DMEL	LOC116801478|XP_032577234.1|DSEC
OG0000008	Ccp84Ac|NP_649681.1|DMEL	LOC6614149|XP_002038602.2|DSEC
OG0000008	Ccp84Ae|NP_649679.1|DMEL	LOC116801482|XP_032577264.1|DSEC
OG0000008	Ccp84Ag|NP_649677.1|DMEL	LOC116801721|XP_032578777.1|DSEC
OG0000009	CG11453|NP_650832.1|DMEL	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	CG11391|NP_650830.1|DMEL	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	CG11407|NP_650831.1|DMEL	LOC6619042|XP_032576485.1|DSEC
OG0000009	CG5568|NP_647992.1|DMEL	LOC6610926|XP_032574591.1|DSEC
OG0000009	CG18586|NP_647993.2|DMEL	LOC116801150|XP_032574906.1|DSEC
OG0000009	CG4563|NP_611913.1|DMEL	LOC6618810|XP_002043059.1|DSEC
OG0000009	CG4830|NP_650160.1|DMEL	LOC6606719|XP_002031518.1|DSEC
OG0000009	CG8834|NP_610779.1|DMEL	LOC6608841|XP_002033555.1|DSEC
OG0000010	His4_CG33907|NP_001027288.1|DMEL, His4_CG33905|NP_001027293.1|DMEL, His4_CG33883|NP_001027347.1|DMEL	LOC6606375|XP_032579311.1|DSEC
OG0000011	CG44002|NP_608754.1|DMEL	LOC6613214|XP_002037693.2|DSEC
OG0000011	CG15436|NP_608840.1|DMEL	LOC6613356|XP_002037830.1|DSEC
OG0000011	Neu2|NP_649316.1|DMEL	LOC6616450|XP_032574488.1|DSEC
OG0000011	CG4318|NP_572860.2|DMEL	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	CG17361|NP_648678.3|DMEL	LOC6605626|XP_002030444.2|DSEC
OG0000011	CG17359|NP_648679.1|DMEL	LOC6605627|XP_002030445.2|DSEC
OG0000011	CG8319|NP_649920.2|DMEL	LOC6607077|XP_002031865.1|DSEC
OG0000012	CG9416|NP_611415.2|DMEL	LOC6609925|XP_002034575.2|DSEC
OG0000012	CG10051|NP_611414.1|DMEL	LOC6609924|XP_002034574.2|DSEC
OG0000012	CG11961|NP_725876.1|DMEL	LOC6609923|XP_032571611.1|DSEC
OG0000012	CG10062|NP_001261089.1|DMEL	LOC6609926|XP_002034576.1|DSEC
OG0000012	CG10081|NP_611418.1|DMEL	LOC6609929|XP_032571342.1|DSEC
OG0000012	CG10073|NP_001261090.1|DMEL	LOC6609927|XP_002034577.1|DSEC
OG0000012	CG30047|NP_725141.1|DMEL	LOC6608817|XP_032571423.1|DSEC
OG0000012	CG30049|NP_725142.3|DMEL	LOC6608818|XP_032571424.1|DSEC
OG0000012	CG30043|NP_725143.1|DMEL	LOC6608819|XP_002033533.2|DSEC
OG0000012	CG33012|NP_788335.2|DMEL	LOC6608821|XP_032571618.1|DSEC
OG0000012	CG13160|NP_001260918.1|DMEL	LOC6608822|XP_032571615.1|DSEC
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC6609116|XP_002033818.1|DSEC
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC6619913|XP_032582274.1|DSEC
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC6606301|XP_002031106.1|DSEC
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC6605619|XP_032575697.1|DSEC
OG0000013	Hsc70-2|NP_524339.1|DMEL	LOC6606578|XP_002031379.1|DSEC
OG0000013	Hsp68|NP_524474.1|DMEL	LOC6607674|XP_002032439.2|DSEC
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000015	lectin-37Db|NP_001188847.1|DMEL	LOC6614679|XP_002039106.1|DSEC
OG0000015	lectin-24A|NP_652637.1|DMEL	LOC6613280|XP_002037757.1|DSEC
OG0000015	lectin-22C|NP_001137766.1|DMEL	LOC116803534|XP_032583120.1|DSEC
OG0000015	CG15358|NP_608629.3|DMEL	LOC6617420|XP_032571737.1|DSEC
OG0000015	CG15818|NP_609116.1|DMEL	LOC6611526|XP_002036067.1|DSEC
OG0000015	CG7763|NP_001356891.1|DMEL	LOC6608675|XP_002033404.2|DSEC
OG0000016	Act87E|NP_477091.1|DMEL	LOC6606525|XP_002031326.2|DSEC
OG0000016	Act57B|NP_523800.1|DMEL	LOC6615268|XP_002039673.2|DSEC
OG0000016	Arp1|NP_524331.2|DMEL	LOC6606623|XP_002031424.1|DSEC
OG0000016	Arp53D|NP_477037.2|DMEL	LOC6609492|XP_032572820.1|DSEC
OG0000016	Act5C|NP_511052.1|DMEL	LOC6612339|XP_002036849.1|DSEC
OG0000016	Act42A|NP_523625.1|DMEL	LOC6619144|XP_002043384.1|DSEC
OG0000016	Act88F|NP_524367.1|DMEL	LOC6606248|XP_002031056.2|DSEC
OG0000016	Act79B|NP_524210.1|DMEL	LOC6616531|XP_002040890.1|DSEC
OG0000017	Or7a|NP_511081.1|DMEL	LOC6620183|XP_002044394.1|DSEC
OG0000017	Or43b|NP_523656.2|DMEL	LOC6608076|XP_002032824.1|DSEC
OG0000017	Or42a|NP_523622.2|DMEL	LOC6619131|XP_002043371.1|DSEC
OG0000017	Or85a|NP_524277.1|DMEL	LOC6607277|XP_002032056.1|DSEC
OG0000017	Or98a|NP_524536.2|DMEL	LOC6618718|XP_002042977.1|DSEC
OG0000017	Or59b|NP_523822.1|DMEL	LOC6615716|XP_032571357.1|DSEC
OG0000017	Or42b|NP_523624.2|DMEL	LOC6619133|XP_002043373.1|DSEC
OG0000017	Or59c|NP_523823.1|DMEL	LOC6615717|XP_002040088.1|DSEC
OG0000017	Or22a|NP_523453.1|DMEL	LOC6617387|XP_032577559.1|DSEC
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC6610980|XP_002035537.1|DSEC
OG0000018	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL	LOC6610987|XP_002035544.1|DSEC
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC6610983|XP_002035540.1|DSEC
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC6621634|XP_002045742.2|DSEC
OG0000019	CG6283|NP_651524.1|DMEL	LOC6617118|XP_002041445.1|DSEC
OG0000019	CG17192|NP_651522.1|DMEL	LOC6617116|XP_002041443.2|DSEC
OG0000019	CG17191|NP_651523.1|DMEL	LOC6617117|XP_002041444.1|DSEC
OG0000019	CG6296|NP_651520.1|DMEL	LOC6617113|XP_002041440.2|DSEC
OG0000019	CG6295|NP_651521.1|DMEL	LOC6617114|XP_002041441.1|DSEC
OG0000019	CG6277|NP_651525.1|DMEL	LOC6617119|XP_002041446.1|DSEC
OG0000019	CG6271|NP_651526.1|DMEL	LOC6617120|XP_032579359.1|DSEC
OG0000020	rdog|NP_651678.1|DMEL	LOC116801805|XP_032579403.1|DSEC
OG0000020	CG10505|NP_611571.2|DMEL	LOC6615344|XP_002039742.1|DSEC
OG0000020	CG31792|NP_724148.2|DMEL	LOC6614620|XP_002039048.1|DSEC
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC6608343|XP_032571142.1|DSEC
OG0000020	CG7627|NP_001245943.1|DMEL	LOC6611665|XP_032583373.1|DSEC
OG0000020	CG4562|NP_001262747.1|DMEL	LOC6619030|XP_032578205.1|DSEC
OG0000020	Mrp4|NP_650086.2|DMEL	LOC6606811|XP_002031608.2|DSEC
OG0000020	CG9270|NP_995741.2|DMEL	LOC6618224|XP_032583413.1|DSEC
OG0000020	CG31793|NP_609930.4|DMEL	LOC6614621|XP_002039049.1|DSEC
OG0000021	PpD6|NP_524947.1|DMEL	LOC6613204|XP_002037684.1|DSEC
OG0000021	Pp1-Y1|NP_001104152.3|DMEL	LOC116803465|XP_032583061.1|DSEC
OG0000021	PpN58A|NP_477384.1|DMEL	LOC6615454|XP_002039834.1|DSEC
OG0000021	PpD5|NP_524707.1|DMEL	LOC6615468|XP_002039848.1|DSEC
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC6609714|XP_002034371.1|DSEC
OG0000021	Pp1-Y2|NP_001015497.4|DMEL	LOC116803406|XP_032583029.1|DSEC
OG0000021	flw|NP_727418.1|DMEL	LOC6617550|XP_032580648.1|DSEC
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC6607757|XP_002032520.1|DSEC
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC6606667|XP_002031467.1|DSEC
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC6620369|XP_002044577.1|DSEC
OG0000022	CG7798|NP_611098.1|DMEL	LOC6609401|XP_002034086.1|DSEC
OG0000022	LysX|NP_523881.1|DMEL	LOC6610269|XP_002034864.1|DSEC
OG0000022	LysE|NP_476827.2|DMEL	LOC6610278|XP_002034873.2|DSEC
OG0000022	LysD|NP_476823.1|DMEL	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LysP|NP_476828.1|DMEL	LOC116801300|XP_032575946.1|DSEC
OG0000023	alpha-Est6|NP_524262.1|DMEL	LOC6614266|XP_002038706.1|DSEC
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC6614270|XP_002038710.2|DSEC
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC6614272|XP_002038712.1|DSEC
OG0000023	gas|NP_611678.1|DMEL	LOC6615538|XP_002039917.1|DSEC
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC6614271|XP_032578446.1|DSEC
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC6614265|XP_002038705.1|DSEC
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC6614261|XP_032579066.1|DSEC
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC6614263|XP_002038703.1|DSEC
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC6614259|XP_032579064.1|DSEC
OG0000024	betaTry|NP_524904.1|DMEL	LOC116800706|XP_032573066.1|DSEC
OG0000024	alphaTry|NP_476771.1|DMEL	LOC6608650|XP_002033384.1|DSEC
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC6608651|XP_032573063.1|DSEC
OG0000024	CG17571|NP_610109.1|DMEL	LOC6618118|XP_002042417.2|DSEC
OG0000024	thetaTry|NP_523693.1|DMEL	LOC6608649|XP_032571742.1|DSEC
OG0000024	Ser8|NP_610874.1|DMEL	LOC6609002|XP_002033708.1|DSEC
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC6613440|XP_002037914.1|DSEC
OG0000026	antdh|NP_572695.2|DMEL	LOC6617640|XP_002041953.1|DSEC
OG0000026	CG9150|NP_608991.2|DMEL	LOC6613582|XP_002038050.1|DSEC
OG0000026	CG9360|NP_572746.1|DMEL	LOC6619909|XP_002044121.1|DSEC
OG0000026	CG3301|NP_650964.1|DMEL	LOC6620024|XP_002044237.2|DSEC
OG0000027	Acp1|NP_477115.1|DMEL	LOC6611562|XP_002036100.1|DSEC
OG0000027	CG7203|NP_609143.2|DMEL	LOC6611565|XP_002036103.2|DSEC
OG0000027	CG7214|NP_609141.1|DMEL	LOC6611563|XP_002036101.1|DSEC
OG0000028	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL	LOC116801284|XP_032575821.1|DSEC, LOC6619351|XP_032575820.1|DSEC
OG0000028	CG13068|NP_648856.1|DMEL	LOC6605908|XP_002030721.1|DSEC
OG0000029	CheA86a|NP_001027174.1|DMEL	LOC6606884|XP_002031678.1|DSEC
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC6608399|XP_002033133.1|DSEC
OG0000029	CheA56a|NP_001027438.1|DMEL	LOC6609830|XP_002034482.1|DSEC
OG0000029	CheA29a|NP_788004.1|DMEL	LOC6611703|XP_002036237.1|DSEC
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC6607309|XP_002032088.1|DSEC
OG0000029	CheA75a|NP_649035.2|DMEL	LOC6618299|XP_002042572.1|DSEC
OG0000030	Or33c|NP_523555.1|DMEL	LOC6617677|XP_032583255.1|DSEC
OG0000030	Or33a|NP_523553.1|DMEL	LOC6617675|XP_002041988.1|DSEC
OG0000030	Or33b|NP_523554.1|DMEL	LOC6617676|XP_002041989.1|DSEC
OG0000030	Or23a|NP_523458.3|DMEL	LOC6613129|XP_002037610.2|DSEC
OG0000030	Or59a|NP_523821.1|DMEL	LOC6615712|XP_002040083.1|DSEC
OG0000030	Or2a|NP_525046.1|DMEL	LOC6616124|XP_002040489.1|DSEC
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC6615087|XP_032581969.1|DSEC
OG0000031	CG4793|NP_723941.2|DMEL	LOC6613654|XP_002038124.2|DSEC
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC6611386|XP_002035931.1|DSEC
OG0000031	SPH93|NP_609840.1|DMEL	LOC116803563|XP_032583263.1|DSEC
OG0000031	CG14990|NP_647856.2|DMEL	LOC6610715|XP_032575982.1|DSEC
OG0000031	CG3117|NP_608722.2|DMEL	LOC6613163|XP_002037644.1|DSEC
OG0000031	CG5390|NP_609374.1|DMEL	LOC6611956|XP_002036473.1|DSEC
OG0000032	GstD1|NP_524326.1|DMEL	LOC6606692|XP_002031492.2|DSEC
OG0000032	GstD10|NP_652713.1|DMEL	LOC6606694|XP_002031494.1|DSEC
OG0000032	GstD9|NP_650181.1|DMEL	LOC6606693|XP_002031493.1|DSEC
OG0000032	GstD8|NP_524916.1|DMEL	LOC6606685|XP_002031485.1|DSEC
OG0000032	GstD4|NP_524913.1|DMEL	LOC6606688|XP_002031488.1|DSEC
OG0000033	CheB98a|NP_652269.3|DMEL	LOC6612608|XP_032578226.1|DSEC
OG0000033	CheB38a|NP_995736.1|DMEL	LOC6618199|XP_032571400.1|DSEC
OG0000033	CheB38c|NP_610061.2|DMEL	LOC6618200|XP_032577814.1|DSEC
OG0000033	CheB38b|NP_995735.1|DMEL	LOC6618198|XP_002042473.1|DSEC
OG0000033	CheB42c|NP_995764.2|DMEL	LOC6607913|XP_002032667.1|DSEC
OG0000033	CheB42b|NP_995763.1|DMEL	LOC6607912|XP_002032666.2|DSEC
OG0000033	CheB42a|NP_995765.1|DMEL	LOC6607918|XP_002032668.1|DSEC
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC6606119|XP_002030927.1|DSEC
OG0000033	CheB93b|NP_732641.2|DMEL	LOC6614345|XP_002038784.1|DSEC
OG0000033	CheB93a|NP_650970.2|DMEL	LOC6614346|XP_032579053.1|DSEC
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC6609451|XP_002034136.1|DSEC
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC6609450|XP_002034135.2|DSEC
OG0000034	Ugt37C1|NP_525007.1|DMEL	LOC6609502|XP_032572499.1|DSEC
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC6614428|XP_002038861.1|DSEC
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC6614429|XP_032583720.1|DSEC
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC6614430|XP_002038863.1|DSEC
OG0000034	Ugt37A1|NP_523607.2|DMEL	LOC6618128|XP_032583108.1|DSEC
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC6613602|XP_002038072.1|DSEC
OG0000036	Sp7|NP_649734.2|DMEL	LOC6614280|XP_002038720.1|DSEC
OG0000036	ea|NP_524362.2|DMEL	LOC6606280|XP_032578992.1|DSEC
OG0000036	MP1|NP_001303421.1|DMEL	LOC6613804|XP_032577945.1|DSEC
OG0000036	SPE|NP_651168.1|DMEL	LOC6607601|XP_002032369.2|DSEC
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC6609848|XP_002034500.1|DSEC
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC6619109|XP_002043349.1|DSEC
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC6619108|XP_002043348.1|DSEC
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC6619358|XP_002043575.1|DSEC
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC6619360|XP_032575071.1|DSEC
OG0000039	CG42564|NP_649651.2|DMEL	LOC6614108|XP_032577608.1|DSEC
OG0000039	Ag5r|NP_524770.1|DMEL	LOC6619553|XP_002043768.1|DSEC
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC6619552|XP_002043767.1|DSEC
OG0000039	CG32679|NP_727412.2|DMEL	LOC6617545|XP_032581966.1|DSEC
OG0000040	CG17803|NP_650657.2|DMEL	LOC6616682|XP_002041037.1|DSEC
OG0000040	CG6689|NP_650051.1|DMEL	LOC6606863|XP_002031657.1|DSEC
OG0000040	CG4820|NP_001097748.1|DMEL	LOC6606864|XP_002031658.1|DSEC
OG0000040	CG17806|NP_650658.1|DMEL	LOC6616681|XP_002041036.1|DSEC
OG0000040	CG17802|NP_650659.2|DMEL	LOC6616680|XP_002041035.2|DSEC
OG0000040	Odj|NP_650661.1|DMEL	LOC6616678|XP_002041033.1|DSEC
OG0000040	CG1792|NP_651878.1|DMEL	LOC6619507|XP_002043722.1|DSEC
OG0000041	CG31300|NP_651373.2|DMEL	LOC6619701|XP_002043916.1|DSEC
OG0000041	CG31104|NP_733090.1|DMEL	LOC6619702|XP_002043917.1|DSEC
OG0000041	CG11893|NP_651375.1|DMEL	LOC6619703|XP_032579544.1|DSEC
OG0000041	CG31436|NP_733096.1|DMEL	LOC6619709|XP_002043924.1|DSEC
OG0000041	CG31370|NP_733095.2|DMEL	LOC6619708|XP_032579543.1|DSEC
OG0000042	CG34028|NP_001033838.1|DMEL	LOC6617460|XP_002041777.2|DSEC
OG0000042	CG14502|NP_611311.1|DMEL	LOC6609765|XP_002034419.1|DSEC
OG0000042	CG18539|NP_611315.3|DMEL	LOC6609768|XP_002034422.2|DSEC
OG0000042	CG18536|NP_611312.1|DMEL	LOC6609766|XP_032571746.1|DSEC
OG0000042	CG18538|NP_611314.2|DMEL	LOC6609767|XP_032571748.1|DSEC
OG0000042	CG18537|NP_611313.1|DMEL	LOC116800694|XP_032572982.1|DSEC
OG0000042	CG18540|NP_611316.2|DMEL	LOC6609769|XP_002034423.2|DSEC
OG0000043	Ugt302K1|NP_652620.1|DMEL	LOC6606882|XP_002031676.2|DSEC
OG0000043	Ugt302C1|NP_652626.1|DMEL	LOC6606880|XP_002031674.2|DSEC
OG0000043	Ugt302E1|NP_652625.2|DMEL	LOC6606881|XP_032578763.1|DSEC
OG0000043	Ugt35E1|NP_652622.3|DMEL	LOC6606877|XP_032576948.1|DSEC
OG0000043	Ugt35E2|NP_652623.2|DMEL	LOC6606875|XP_002031669.2|DSEC
OG0000043	Ugt35D1|NP_651866.1|DMEL	LOC6612980|XP_002037471.1|DSEC
OG0000043	Ugt35B1|NP_524313.2|DMEL	LOC6606874|XP_002031668.1|DSEC
OG0000044	CG31087|NP_733100.1|DMEL	LOC6619712|XP_032578272.1|DSEC
OG0000044	CG10562|NP_651385.3|DMEL	LOC6619716|XP_002043931.1|DSEC
OG0000044	CHKov1|NP_001097918.1|DMEL	LOC6619717|XP_002043932.1|DSEC
OG0000044	CG10559|NP_651382.2|DMEL	LOC6619713|XP_032578123.1|DSEC
OG0000044	CG10560|NP_651384.2|DMEL	LOC6619715|XP_002043930.1|DSEC
OG0000044	CG10553|NP_651383.1|DMEL	LOC6619714|XP_002043929.1|DSEC
OG0000045	Cpr67Fb|NP_648420.1|DMEL	LOC6605191|XP_002030030.1|DSEC
OG0000045	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC
OG0000045	Cpr65Ec|NP_648077.1|DMEL	LOC6611095|XP_002035652.1|DSEC
OG0000045	Cpr65Eb|NP_648076.3|DMEL	LOC6611094|XP_002035651.1|DSEC
OG0000046	CG5892|NP_650959.2|DMEL	LOC6620032|XP_032578694.1|DSEC
OG0000046	CG14219|NP_608322.1|DMEL	LOC6615012|XP_002039429.1|DSEC
OG0000046	CG14205|NP_608323.1|DMEL	LOC6615013|XP_002039430.2|DSEC
OG0000046	CG14204|NP_608321.1|DMEL	LOC6615011|XP_032581038.1|DSEC
