Orthogroup	DMEL.longest_only	DMAU.longest_only
OG0000016	Act87E|NP_477091.1|DMEL	LOC117143253|XP_033163704.1|DMAU
OG0000016	Act57B|NP_523800.1|DMEL	LOC117136077|XP_033152622.1|DMAU
OG0000016	Arp1|NP_524331.2|DMEL	LOC117144517|XP_033165627.1|DMAU
OG0000016	Arp53D|NP_477037.2|DMEL	LOC117137377|XP_033154680.1|DMAU
OG0000016	Act5C|NP_511052.1|DMEL	LOC117148789|XP_033172290.1|DMAU
OG0000016	Act42A|NP_523625.1|DMEL	LOC117135957|XP_033152442.1|DMAU
OG0000016	Act88F|NP_524367.1|DMEL	LOC117145868|XP_033167581.1|DMAU
OG0000016	Act79B|NP_524210.1|DMEL	LOC117140134|XP_033158791.1|DMAU
OG0000017	Or7a|NP_511081.1|DMEL	LOC117146549|XP_033168738.1|DMAU
OG0000017	Or43b|NP_523656.2|DMEL	LOC117138274|XP_033156132.1|DMAU
OG0000017	Or42a|NP_523622.2|DMEL	LOC117136736|XP_033153658.1|DMAU
OG0000017	Or85a|NP_524277.1|DMEL	LOC117144510|XP_033165592.1|DMAU
OG0000017	Or98a|NP_524536.2|DMEL	LOC117144632|XP_033165817.1|DMAU
OG0000017	Or59b|NP_523822.1|DMEL	LOC117137416|XP_033154735.1|DMAU
OG0000017	Or42b|NP_523624.2|DMEL	LOC117136539|XP_033153380.1|DMAU
OG0000017	Or59c|NP_523823.1|DMEL	LOC117137415|XP_033154734.1|DMAU
OG0000017	Or22b|NP_477425.1|DMEL	LOC117150949|XP_033174013.1|DMAU
OG0000017	Or22a|NP_523453.1|DMEL	LOC117139948|XP_033158530.1|DMAU
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC117141482|XP_033160851.1|DMAU
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC117141483|XP_033160852.1|DMAU
OG0000019	CG6283|NP_651524.1|DMEL	LOC117143233|XP_033163675.1|DMAU
OG0000019	CG17192|NP_651522.1|DMEL	LOC117143237|XP_033163678.1|DMAU
OG0000019	CG17191|NP_651523.1|DMEL	LOC117143236|XP_033163677.1|DMAU
OG0000019	CG6296|NP_651520.1|DMEL	LOC117143229|XP_033163670.1|DMAU
OG0000019	CG6295|NP_651521.1|DMEL	LOC117143234|XP_033163676.1|DMAU
OG0000019	CG6277|NP_651525.1|DMEL	LOC117143231|XP_033163673.1|DMAU
OG0000019	CG6271|NP_651526.1|DMEL	LOC117143232|XP_033163674.1|DMAU
OG0000020	rdog|NP_651678.1|DMEL	LOC117143636|XP_033164304.1|DMAU
OG0000020	CG10505|NP_611571.2|DMEL	LOC117136475|XP_033153300.1|DMAU
OG0000020	CG31792|NP_724148.2|DMEL	LOC117139859|XP_033158405.1|DMAU
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC117138462|XP_033156478.1|DMAU
OG0000020	CG7627|NP_001245943.1|DMEL	LOC117140141|XP_033158803.1|DMAU
OG0000020	CG4562|NP_001262747.1|DMEL	LOC117145918|XP_033167668.1|DMAU
OG0000020	Mrp4|NP_650086.2|DMEL	LOC117143368|XP_033163935.1|DMAU
OG0000020	CG9270|NP_995741.2|DMEL	LOC117135687|XP_033151982.1|DMAU
OG0000020	CG31793|NP_609930.4|DMEL	LOC117139836|XP_033158373.1|DMAU
OG0000021	PpD6|NP_524947.1|DMEL	LOC117135318|XP_033151407.1|DMAU
OG0000021	Pp1-Y1|NP_001104152.3|DMEL	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	PpN58A|NP_477384.1|DMEL	LOC117136145|XP_033152741.1|DMAU
OG0000021	PpD5|NP_524707.1|DMEL	LOC117136571|XP_033153419.1|DMAU
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC117136553|XP_033153398.1|DMAU
OG0000021	Pp1-Y2|NP_001015497.4|DMEL	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	flw|NP_727418.1|DMEL	LOC117146855|XP_033169316.1|DMAU
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC117142241|XP_033161985.1|DMAU
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC117143646|XP_033164316.1|DMAU
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC117148061|XP_033171143.1|DMAU
OG0000022	CG7798|NP_611098.1|DMEL	LOC117138252|XP_033156103.1|DMAU
OG0000022	LysX|NP_523881.1|DMEL	LOC117139751|XP_033158206.1|DMAU
OG0000022	LysD|NP_476823.1|DMEL	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU
OG0000022	LysS|NP_476829.1|DMEL	LOC117139203|XP_033157266.1|DMAU
OG0000022	LysP|NP_476828.1|DMEL	LOC117139198|XP_033157262.1|DMAU
OG0000023	alpha-Est6|NP_524262.1|DMEL	LOC117144283|XP_033165277.1|DMAU
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC117144284|XP_033165278.1|DMAU
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC117144282|XP_033165275.1|DMAU
OG0000023	gas|NP_611678.1|DMEL	LOC117135977|XP_033152481.1|DMAU
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC117145126|XP_033166537.1|DMAU
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC117144278|XP_033165272.1|DMAU
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC117144775|XP_033166033.1|DMAU
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC117144277|XP_033165271.1|DMAU
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC117144765|XP_033166018.1|DMAU
OG0000024	betaTry|NP_524904.1|DMEL	LOC117137467|XP_033154805.1|DMAU
OG0000024	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU
OG0000024	alphaTry|NP_476771.1|DMEL	LOC117137862|XP_033155468.1|DMAU
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC117136255|XP_033152953.1|DMAU
OG0000024	CG17571|NP_610109.1|DMEL	LOC117150619|XP_033173479.1|DMAU
OG0000024	thetaTry|NP_523693.1|DMEL	LOC117136506|XP_033153341.1|DMAU
OG0000024	Ser8|NP_610874.1|DMEL	LOC117135440|XP_033151508.1|DMAU
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC117143378|XP_033163951.1|DMAU
OG0000026	antdh|NP_572695.2|DMEL	LOC117148470|XP_033171735.1|DMAU
OG0000026	CG9150|NP_608991.2|DMEL	LOC117135160|XP_033151111.1|DMAU
OG0000026	CG9360|NP_572746.1|DMEL	LOC117146899|XP_033169397.1|DMAU
OG0000026	CG3301|NP_650964.1|DMEL	LOC117145491|XP_033167059.1|DMAU
OG0000027	Acp1|NP_477115.1|DMEL	LOC117142835|XP_033162961.1|DMAU
OG0000027	CG7203|NP_609143.2|DMEL	LOC117140739|XP_033159710.1|DMAU
OG0000027	CG7214|NP_609141.1|DMEL	LOC117150817|XP_033173768.1|DMAU
OG0000028	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL	LOC117139375|XP_033157515.1|DMAU
OG0000028	CG14095|NP_649112.1|DMEL	LOC117139373|XP_033157513.1|DMAU
OG0000028	CG14096|NP_649113.1|DMEL	LOC117139374|XP_033157514.1|DMAU
OG0000028	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU
OG0000028	CG13068|NP_648856.1|DMEL	LOC117141110|XP_033160324.1|DMAU
OG0000029	CheA86a|NP_001027174.1|DMEL	LOC117145028|XP_033166421.1|DMAU
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC117136167|XP_033152799.1|DMAU
OG0000029	CheA56a|NP_001027438.1|DMEL	LOC117136614|XP_033153490.1|DMAU
OG0000029	CheA29a|NP_788004.1|DMEL	LOC117135122|XP_033151033.1|DMAU
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC117144854|XP_033166148.1|DMAU
OG0000029	CheA75a|NP_649035.2|DMEL	LOC117140740|XP_033159707.1|DMAU
OG0000030	Or33c|NP_523555.1|DMEL	LOC117150768|XP_033173696.1|DMAU
OG0000030	Or33a|NP_523553.1|DMEL	LOC117137293|XP_033154560.1|DMAU
OG0000030	Or33b|NP_523554.1|DMEL	LOC117150769|XP_033173697.1|DMAU
OG0000030	Or23a|NP_523458.3|DMEL	LOC117143350|XP_033163916.1|DMAU
OG0000030	Or59a|NP_523821.1|DMEL	LOC117137054|XP_033154154.1|DMAU
OG0000030	Or2a|NP_525046.1|DMEL	LOC117148684|XP_033172115.1|DMAU
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	CG4793|NP_723941.2|DMEL	LOC117144354|XP_033165364.1|DMAU
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC117145782|XP_033167456.1|DMAU
OG0000031	SPH93|NP_609840.1|DMEL	LOC117135426|XP_033151476.1|DMAU
OG0000031	CG14990|NP_647856.2|DMEL	LOC117138977|XP_033156935.1|DMAU
OG0000031	CG3117|NP_608722.2|DMEL	LOC117135570|XP_033151785.1|DMAU
OG0000031	CG5390|NP_609374.1|DMEL	LOC117150913|XP_033173999.1|DMAU
OG0000032	GstD1|NP_524326.1|DMEL	LOC117145857|XP_033167568.1|DMAU
OG0000032	GstD10|NP_652713.1|DMEL	LOC117145860|XP_033167571.1|DMAU
OG0000032	GstD9|NP_650181.1|DMEL	LOC117145859|XP_033167570.1|DMAU
OG0000033	CheB98a|NP_652269.3|DMEL	LOC117144719|XP_033165948.1|DMAU
OG0000033	CheB38a|NP_995736.1|DMEL	LOC117143209|XP_033163650.1|DMAU
OG0000033	CheB38c|NP_610061.2|DMEL	LOC117150287|XP_033172997.1|DMAU
OG0000033	CheB38b|NP_995735.1|DMEL	LOC117143200|XP_033163638.1|DMAU
OG0000033	CheB42c|NP_995764.2|DMEL	LOC117138299|XP_033156190.1|DMAU
OG0000033	CheB42b|NP_995763.1|DMEL	LOC117138297|XP_033156188.1|DMAU
OG0000033	CheB42a|NP_995765.1|DMEL	LOC117138298|XP_033156189.1|DMAU
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC117140273|XP_033158989.1|DMAU
OG0000033	CheB93b|NP_732641.2|DMEL	LOC117144413|XP_033165445.1|DMAU
OG0000033	CheB93a|NP_650970.2|DMEL	LOC117144938|XP_033166283.1|DMAU
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC117137789|XP_033155336.1|DMAU
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC117137724|XP_033155189.1|DMAU
OG0000034	Ugt37C1|NP_525007.1|DMEL	LOC117138566|XP_033156617.1|DMAU
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC117141167|XP_033160397.1|DMAU
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC117150484|XP_033173274.1|DMAU
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC117150483|XP_033173273.1|DMAU
OG0000034	Ugt37A1|NP_523607.2|DMEL	LOC117149319|XP_033172656.1|DMAU
OG0000034	Ugt37A3|NP_650229.2|DMEL	LOC117143947|XP_033164772.1|DMAU
OG0000034	Ugt37A2|NP_650228.1|DMEL	LOC117145446|XP_033166996.1|DMAU
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC117143867|XP_033164627.1|DMAU
OG0000036	Sp7|NP_649734.2|DMEL	LOC117145150|XP_033166581.1|DMAU
OG0000036	ea|NP_524362.2|DMEL	LOC117145004|XP_033166383.1|DMAU
OG0000036	MP1|NP_001303421.1|DMEL	LOC117145915|XP_033167661.1|DMAU
OG0000036	SPE|NP_651168.1|DMEL	LOC117145828|XP_033167521.1|DMAU
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC117137024|XP_033154116.1|DMAU
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC117145239|XP_033166706.1|DMAU
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC117143582|XP_033164221.1|DMAU
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC117139364|XP_033157507.1|DMAU
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC117141232|XP_033160483.1|DMAU
OG0000039	CG42564|NP_649651.2|DMEL	LOC117144249|XP_033165219.1|DMAU
OG0000039	Ag5r|NP_524770.1|DMEL	LOC117148457|XP_033171719.1|DMAU
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC117147454|XP_033170230.1|DMAU
OG0000039	CG32679|NP_727412.2|DMEL	LOC117146886|XP_033169374.1|DMAU
OG0000040	CG17803|NP_650657.2|DMEL	LOC117145128|XP_033166540.1|DMAU
OG0000040	CG6689|NP_650051.1|DMEL	LOC117143448|XP_033164046.1|DMAU
OG0000040	CG4820|NP_001097748.1|DMEL	LOC117143449|XP_033164048.1|DMAU
OG0000040	CG17806|NP_650658.1|DMEL	LOC117144294|XP_033165289.1|DMAU
OG0000040	CG17802|NP_650659.2|DMEL	LOC117144293|XP_033165288.1|DMAU
OG0000040	Odj|NP_650661.1|DMEL	LOC117143965|XP_033164790.1|DMAU
OG0000040	CG1792|NP_651878.1|DMEL	LOC117143756|XP_033164463.1|DMAU
OG0000041	CG31300|NP_651373.2|DMEL	LOC117143749|XP_033164453.1|DMAU
OG0000041	CG11893|NP_651375.1|DMEL	LOC117144930|XP_033166274.1|DMAU
OG0000041	CG13658|NP_651374.2|DMEL	LOC117143589|XP_033164228.1|DMAU
OG0000041	CG31436|NP_733096.1|DMEL	LOC117145103|XP_033166514.1|DMAU
OG0000041	CG13659|NP_651378.1|DMEL	LOC117144174|XP_033165110.1|DMAU
OG0000041	CG31370|NP_733095.2|DMEL	LOC117145105|XP_033166515.1|DMAU
OG0000042	CG34028|NP_001033838.1|DMEL	LOC117146870|XP_033169351.1|DMAU
OG0000042	CG14502|NP_611311.1|DMEL	LOC117138472|XP_033156493.1|DMAU
OG0000042	CG18539|NP_611315.3|DMEL	LOC117138473|XP_033156494.1|DMAU
OG0000042	CG18536|NP_611312.1|DMEL	LOC117138470|XP_033156490.1|DMAU
OG0000042	CG18540|NP_611316.2|DMEL	LOC117138471|XP_033156492.1|DMAU
OG0000043	Ugt302K1|NP_652620.1|DMEL	LOC117143574|XP_033164210.1|DMAU
OG0000043	Ugt302C1|NP_652626.1|DMEL	LOC117143570|XP_033164205.1|DMAU
OG0000043	Ugt302E1|NP_652625.2|DMEL	LOC117143572|XP_033164208.1|DMAU
OG0000043	Ugt35E1|NP_652622.3|DMEL	LOC117143571|XP_033164207.1|DMAU
OG0000043	Ugt35E2|NP_652623.2|DMEL	LOC117143573|XP_033164209.1|DMAU
OG0000043	Ugt35D1|NP_651866.1|DMEL	LOC117145745|XP_033167398.1|DMAU
OG0000043	Ugt35B1|NP_524313.2|DMEL	LOC117143372|XP_033163938.1|DMAU
OG0000044	CG31087|NP_733100.1|DMEL	LOC117143901|XP_033164698.1|DMAU
OG0000044	CG10562|NP_651385.3|DMEL	LOC117143451|XP_033164051.1|DMAU
OG0000044	CHKov1|NP_001097918.1|DMEL	LOC117145465|XP_033167027.1|DMAU
OG0000044	CG10559|NP_651382.2|DMEL	LOC117145163|XP_033166599.1|DMAU
OG0000044	CG10560|NP_651384.2|DMEL	LOC117143590|XP_033164229.1|DMAU
OG0000044	CG10553|NP_651383.1|DMEL	LOC117143652|XP_033164322.1|DMAU
OG0000044	CG6908|NP_650105.1|DMEL	LOC117143435|XP_033164032.1|DMAU
OG0000045	Cpr67Fb|NP_648420.1|DMEL	LOC117139739|XP_033158187.1|DMAU
OG0000045	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL	LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
