Orthogroup	DMEL.longest_only	DMIR.longest_only
OG0000012	CG10062|NP_001261089.1|DMEL	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR
OG0000012	CG10081|NP_611418.1|DMEL	LOC108161008|XP_017150804.1|DMIR, LOC117185969|XP_033248320.1|DMIR, LOC108157993|XP_033248087.1|DMIR
OG0000012	CG10073|NP_001261090.1|DMEL	LOC108160910|XP_017150675.1|DMIR
OG0000012	CG30047|NP_725141.1|DMEL	LOC108158925|XP_017147218.1|DMIR
OG0000012	CG30049|NP_725142.3|DMEL	LOC108158929|XP_017147224.1|DMIR
OG0000012	CG30043|NP_725143.1|DMEL	LOC108158928|XP_017147221.1|DMIR
OG0000012	CG33012|NP_788335.2|DMEL	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR
OG0000012	CG13160|NP_001260918.1|DMEL	LOC108158927|XP_017147219.1|DMIR
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC108152903|XP_017138042.1|DMIR
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC108157123|XP_017144495.1|DMIR, LOC108156384|XP_017143289.1|DMIR
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC108151516|XP_033243870.1|DMIR
OG0000013	Hsp68|NP_524474.1|DMEL	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC117187120|XP_033245008.1|DMIR, LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR, LOC108154002|XP_033245010.1|DMIR
OG0000015	CG7763|NP_001356891.1|DMEL	LOC117189153|XP_033250113.1|DMIR, LOC108162329|XP_017152508.1|DMIR, LOC108162330|XP_017152509.1|DMIR
OG0000016	Act87E|NP_477091.1|DMEL	LOC108156024|XP_017142762.1|DMIR
OG0000016	Act57B|NP_523800.1|DMEL	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR
OG0000016	Arp1|NP_524331.2|DMEL	LOC108155657|XP_017142098.1|DMIR
OG0000016	Arp53D|NP_477037.2|DMEL	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	Act5C|NP_511052.1|DMEL	LOC108154361|XP_017140118.1|DMIR
OG0000016	Act42A|NP_523625.1|DMEL	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR
OG0000016	Act88F|NP_524367.1|DMEL	LOC108156493|XP_017143475.1|DMIR
OG0000016	Act79B|NP_524210.1|DMEL	LOC108150995|XP_017134834.1|DMIR
OG0000017	Or7a|NP_511081.1|DMEL	LOC108153009|XP_017138281.1|DMIR
OG0000017	Or43b|NP_523656.2|DMEL	LOC108160150|XP_017149453.1|DMIR
OG0000017	Or42a|NP_523622.2|DMEL	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR
OG0000017	Or98a|NP_524536.2|DMEL	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR
OG0000017	Or59b|NP_523822.1|DMEL	LOC108160759|XP_017150448.1|DMIR
OG0000017	Or42b|NP_523624.2|DMEL	LOC108159970|XP_017149142.1|DMIR
OG0000017	Or59c|NP_523823.1|DMEL	LOC108157934|XP_017145566.1|DMIR
OG0000017	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC108150828|XP_017134625.1|DMIR
OG0000018	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL	LOC108165544|XP_017157106.1|DMIR
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC108150791|XP_017134583.1|DMIR
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC108150854|XP_017134645.1|DMIR
OG0000018	Lcp65Af|NP_477274.1|DMEL, Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR, LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR
OG0000019	CG6283|NP_651524.1|DMEL	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR
OG0000019	CG6296|NP_651520.1|DMEL	LOC108157037|XP_017144339.1|DMIR
OG0000019	CG6295|NP_651521.1|DMEL	LOC108157043|XP_017144347.2|DMIR
OG0000019	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR
OG0000020	rdog|NP_651678.1|DMEL	LOC108156412|XP_017143346.1|DMIR
OG0000020	CG10505|NP_611571.2|DMEL	LOC108159642|XP_033248178.1|DMIR
OG0000020	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL, CG7627|NP_001245943.1|DMEL	LOC108163672|XP_017154587.1|DMIR
OG0000020	CG4562|NP_001262747.1|DMEL	LOC108155178|XP_017141337.1|DMIR
OG0000020	Mrp4|NP_650086.2|DMEL	LOC108156137|XP_017142939.1|DMIR
OG0000020	CG9270|NP_995741.2|DMEL	LOC108163835|XP_033249247.1|DMIR
OG0000020	CG31793|NP_609930.4|DMEL	LOC108163643|XP_017154542.1|DMIR
OG0000021	PpD6|NP_524947.1|DMEL	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	Pp1-Y1|NP_001104152.3|DMEL	LOC108159771|XP_017148818.1|DMIR, LOC117193201|XP_033253843.1|DMIR
OG0000021	PpN58A|NP_477384.1|DMEL	LOC108159581|XP_017148519.1|DMIR
OG0000021	PpD5|NP_524707.1|DMEL	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	Pp1-Y2|NP_001015497.4|DMEL	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR
OG0000021	flw|NP_727418.1|DMEL	LOC108164567|XP_033246575.1|DMIR
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC108156061|XP_017142833.1|DMIR
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC108156847|XP_017144055.1|DMIR
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC108164951|XP_017156435.1|DMIR
OG0000022	CG7798|NP_611098.1|DMEL	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LysX|NP_523881.1|DMEL	LOC108152468|XP_017137324.1|DMIR
OG0000022	LysE|NP_476827.2|DMEL, LysB|NP_523882.1|DMEL, LysD|NP_476823.1|DMEL	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR
OG0000022	LysS|NP_476829.1|DMEL	LOC108152470|XP_017137327.1|DMIR
OG0000022	LysP|NP_476828.1|DMEL	LOC108152469|XP_017137325.1|DMIR
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC108153857|XP_033244801.1|DMIR
OG0000023	alpha-Est3|NP_524267.2|DMEL	LOC108155686|XP_017142144.1|DMIR
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC108155685|XP_017142143.1|DMIR
OG0000023	gas|NP_611678.1|DMEL	LOC108158830|XP_017147022.1|DMIR
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC108153856|XP_033244802.1|DMIR
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC108157164|XP_017144562.1|DMIR
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC108156708|XP_017143845.1|DMIR
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC108156707|XP_017143844.1|DMIR
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC108156709|XP_033245059.1|DMIR
OG0000024	alphaTry|NP_476771.1|DMEL	LOC108160883|XP_017150641.1|DMIR
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	CG17571|NP_610109.1|DMEL	LOC108161382|XP_017151119.1|DMIR
OG0000024	thetaTry|NP_523693.1|DMEL	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR
OG0000024	Ser8|NP_610874.1|DMEL	LOC108159455|XP_017148242.1|DMIR
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC108157728|XP_017145391.1|DMIR
OG0000025	His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL	LOC108156793|XP_017143960.1|DMIR
OG0000026	antdh|NP_572695.2|DMEL	LOC108150850|XP_017134646.1|DMIR
OG0000026	CG9150|NP_608991.2|DMEL	LOC108162957|XP_033248732.1|DMIR
OG0000026	CG9360|NP_572746.1|DMEL	LOC108165129|XP_017156683.1|DMIR
OG0000026	CG3301|NP_650964.1|DMEL	LOC108157162|XP_017144561.1|DMIR
OG0000027	Acp1|NP_477115.1|DMEL	LOC108162948|XP_017153432.1|DMIR
OG0000027	CG7203|NP_609143.2|DMEL	LOC108162949|XP_017153433.1|DMIR
OG0000027	CG7214|NP_609141.1|DMEL	LOC108162947|XP_017153431.1|DMIR
OG0000028	CG14095|NP_649112.1|DMEL	LOC108165421|XP_017156949.1|DMIR
OG0000028	CG13068|NP_648856.1|DMEL	LOC108151302|XP_017135327.1|DMIR
OG0000029	CheA46a|NP_001027399.1|DMEL, CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC108154578|XP_017140369.1|DMIR
OG0000029	CheA75a|NP_649035.2|DMEL	LOC108150820|XP_017134616.1|DMIR
OG0000030	Or33c|NP_523555.1|DMEL	LOC108161306|XP_017151015.1|DMIR
OG0000030	Or33a|NP_523553.1|DMEL	LOC108161304|XP_017151013.1|DMIR
OG0000030	Or33b|NP_523554.1|DMEL	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR
OG0000030	Or23a|NP_523458.3|DMEL	LOC108161162|XP_017150872.2|DMIR
OG0000030	Or59a|NP_523821.1|DMEL	LOC108160793|XP_017150492.1|DMIR
OG0000030	Or2a|NP_525046.1|DMEL	LOC108151546|XP_033246807.1|DMIR
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC108154542|XP_017140365.1|DMIR
OG0000031	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC108163859|XP_017154864.1|DMIR
OG0000031	CG14990|NP_647856.2|DMEL, CG3117|NP_608722.2|DMEL	LOC108161143|XP_033248838.1|DMIR, LOC108161141|XP_033248476.1|DMIR
OG0000031	CG5390|NP_609374.1|DMEL	LOC108161610|XP_017151398.1|DMIR
OG0000032	GstD1|NP_524326.1|DMEL	LOC108156619|XP_017143664.1|DMIR
OG0000032	GstD10|NP_652713.1|DMEL	LOC108157651|XP_017145290.1|DMIR
OG0000032	GstD9|NP_650181.1|DMEL	LOC108156620|XP_017143665.1|DMIR
OG0000032	GstD8|NP_524916.1|DMEL	LOC108157634|XP_017145264.1|DMIR
OG0000032	GstD4|NP_524913.1|DMEL, GstD2|NP_524912.1|DMEL, GstD5|NP_524914.3|DMEL, GstD3|NP_788656.1|DMEL, GstD7|NP_525114.1|DMEL, GstD6|NP_524915.1|DMEL	LOC108156618|XP_017143663.1|DMIR
OG0000033	CheB98a|NP_652269.3|DMEL	LOC108156558|XP_017143572.1|DMIR
OG0000033	CheB42c|NP_995764.2|DMEL	LOC117189759|XP_033250731.1|DMIR, LOC108159420|XP_017148176.1|DMIR
OG0000033	CheB42a|NP_995765.1|DMEL	LOC117187710|XP_033246345.1|DMIR, LOC108159419|XP_017148175.2|DMIR
OG0000033	CheB74a|NP_001027134.1|DMEL, CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL, CheB53b|NP_001014531.1|DMEL, CheB53a|NP_001014530.1|DMEL	LOC108153999|XP_033244121.1|DMIR
OG0000034	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL	LOC108164271|XP_017155403.1|DMIR
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC108164069|XP_033249364.1|DMIR
OG0000034	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC108162131|XP_017152200.1|DMIR
OG0000036	Sp7|NP_649734.2|DMEL	LOC108157733|XP_017145397.1|DMIR
OG0000036	ea|NP_524362.2|DMEL	LOC117187198|XP_033245230.1|DMIR
OG0000036	MP1|NP_001303421.1|DMEL	LOC108157106|XP_017144468.1|DMIR
OG0000036	SPE|NP_651168.1|DMEL	LOC108155635|XP_017142061.1|DMIR
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC108160263|XP_017149626.1|DMIR
OG0000037	Cyp12a5|NP_650782.1|DMEL, Cyp12a4|NP_650783.2|DMEL	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC108165231|XP_017156759.1|DMIR
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC108151159|XP_017135077.1|DMIR
OG0000039	CG42564|NP_649651.2|DMEL	LOC108153891|XP_033244233.1|DMIR
OG0000039	Ag5r|NP_524770.1|DMEL	LOC108165184|XP_017156747.1|DMIR
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC108165291|XP_017156818.1|DMIR
OG0000039	CG32679|NP_727412.2|DMEL	LOC108160708|XP_017150372.1|DMIR
OG0000040	CG17803|NP_650657.2|DMEL	LOC108154697|XP_017140535.2|DMIR
OG0000040	CG6689|NP_650051.1|DMEL	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR
OG0000040	CG4820|NP_001097748.1|DMEL	LOC108154216|XP_017139931.1|DMIR
OG0000040	CG17806|NP_650658.1|DMEL	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR
