Orthogroup	DMEL.longest_only	DSUZ.longest_only
OG0000010	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL	LOC118879264|XP_036678040.1|DSUZ
OG0000010	His4_CG33885|NP_001027342.1|DMEL	LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ
OG0000010	His4_CG33909|NP_001027284.1|DMEL	LOC118879273|XP_036678050.1|DSUZ
OG0000010	His4_CG33899|NP_001027307.1|DMEL	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000010	His4_CG33883|NP_001027347.1|DMEL	LOC118877315|XP_036671409.1|DSUZ, LOC118877317|XP_036671430.1|DSUZ
OG0000011	CG44002|NP_608754.1|DMEL	LOC108010267|XP_016930620.1|DSUZ
OG0000011	CG15436|NP_608840.1|DMEL	LOC108007943|XP_016927205.1|DSUZ
OG0000011	Neu2|NP_649316.1|DMEL	LOC108011057|XP_016931608.2|DSUZ
OG0000011	CG4318|NP_572860.2|DMEL	LOC108005222|XP_016923902.1|DSUZ
OG0000011	CG17361|NP_648678.3|DMEL	LOC108012408|XP_016933257.1|DSUZ
OG0000011	CG17359|NP_648679.1|DMEL	LOC108012407|XP_016933256.1|DSUZ
OG0000011	CG8319|NP_649920.2|DMEL	LOC118877899|XP_036674305.1|DSUZ
OG0000012	CG9416|NP_611415.2|DMEL	LOC108010292|XP_016930652.1|DSUZ
OG0000012	CG10051|NP_611414.1|DMEL	LOC108009919|XP_016930137.1|DSUZ
OG0000012	CG11961|NP_725876.1|DMEL	LOC108009918|XP_016930133.2|DSUZ
OG0000012	CG10062|NP_001261089.1|DMEL	LOC108010305|XP_016930677.1|DSUZ
OG0000012	CG10081|NP_611418.1|DMEL	LOC108008112|XP_016927391.1|DSUZ
OG0000012	CG10073|NP_001261090.1|DMEL	LOC108008893|XP_036669248.1|DSUZ
OG0000012	CG30047|NP_725141.1|DMEL	LOC108008513|XP_016927870.1|DSUZ
OG0000012	CG30049|NP_725142.3|DMEL	LOC108008168|XP_036669662.1|DSUZ
OG0000012	CG30043|NP_725143.1|DMEL	LOC108009570|XP_016929524.1|DSUZ
OG0000012	CG33012|NP_788335.2|DMEL	LOC108009569|XP_016929521.1|DSUZ
OG0000012	CG13160|NP_001260918.1|DMEL	LOC108009571|XP_016929527.1|DSUZ
OG0000013	Hsc70-5|NP_523741.2|DMEL	LOC108009479|XP_016929350.1|DSUZ
OG0000013	Hsc70-3|NP_727563.1|DMEL	LOC108005296|XP_016923987.1|DSUZ
OG0000013	Hsc70-4|NP_524356.1|DMEL	LOC108004911|XP_016923486.2|DSUZ
OG0000013	Hsc70-1|NP_524063.1|DMEL	LOC108012921|XP_016933934.1|DSUZ
OG0000013	Hsc70-2|NP_524339.1|DMEL	LOC108018484|XP_016941530.2|DSUZ
OG0000013	Hsp68|NP_524474.1|DMEL	LOC108015759|XP_036673283.1|DSUZ
OG0000013	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL	LOC108007391|XP_016926534.2|DSUZ
OG0000015	lectin-37Db|NP_001188847.1|DMEL	LOC108016959|XP_016939387.2|DSUZ
OG0000015	lectin-24A|NP_652637.1|DMEL	LOC108009237|XP_016928898.1|DSUZ
OG0000015	lectin-22C|NP_001137766.1|DMEL	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	CG15358|NP_608629.3|DMEL	LOC108010859|XP_016931327.1|DSUZ
OG0000015	CG15818|NP_609116.1|DMEL	LOC108009429|XP_016929253.1|DSUZ
OG0000015	CG7763|NP_001356891.1|DMEL	LOC108010103|XP_016930413.1|DSUZ
OG0000016	Act87E|NP_477091.1|DMEL	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	Act57B|NP_523800.1|DMEL	LOC108009286|XP_016929004.1|DSUZ
OG0000016	Arp1|NP_524331.2|DMEL	LOC108008079|XP_016927358.2|DSUZ
OG0000016	Arp53D|NP_477037.2|DMEL	LOC108009982|XP_016930246.1|DSUZ
OG0000016	Act5C|NP_511052.1|DMEL	LOC108011133|XP_016931695.1|DSUZ
OG0000016	Act42A|NP_523625.1|DMEL	LOC108010965|XP_016931470.1|DSUZ
OG0000016	Act88F|NP_524367.1|DMEL	LOC108006430|XP_016925443.1|DSUZ
OG0000016	Act79B|NP_524210.1|DMEL	LOC108007764|XP_016927008.1|DSUZ
OG0000017	Or7a|NP_511081.1|DMEL	LOC108018993|XP_036676279.1|DSUZ
OG0000017	Or43b|NP_523656.2|DMEL	LOC108009448|XP_016929291.1|DSUZ
OG0000017	Or42a|NP_523622.2|DMEL	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	Or85a|NP_524277.1|DMEL	LOC108006071|XP_036673105.1|DSUZ
OG0000017	Or98a|NP_524536.2|DMEL	LOC108015782|XP_016937825.2|DSUZ
OG0000017	Or59b|NP_523822.1|DMEL	LOC108009905|XP_016930117.1|DSUZ
OG0000017	Or42b|NP_523624.2|DMEL	LOC108019403|XP_016942713.1|DSUZ
OG0000017	Or59c|NP_523823.1|DMEL	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL	LOC108010173|XP_036669903.1|DSUZ
OG0000018	Cpr65Av|NP_729146.1|DMEL	LOC108012738|XP_016933660.1|DSUZ
OG0000018	Lcp65Ac|NP_477279.1|DMEL	LOC108012644|XP_016933559.1|DSUZ
OG0000018	Lcp65Ad|NP_477278.1|DMEL	LOC108012663|XP_016933579.1|DSUZ
OG0000019	CG6283|NP_651524.1|DMEL	LOC108016142|XP_016938246.1|DSUZ
OG0000019	CG17192|NP_651522.1|DMEL	LOC108016122|XP_036675619.1|DSUZ
OG0000019	CG17191|NP_651523.1|DMEL	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	CG6296|NP_651520.1|DMEL	LOC108016158|XP_036675606.1|DSUZ
OG0000019	CG6295|NP_651521.1|DMEL	LOC108016141|XP_016938245.1|DSUZ
OG0000019	CG6277|NP_651525.1|DMEL	LOC108016139|XP_016938240.1|DSUZ
OG0000019	CG6271|NP_651526.1|DMEL	LOC108016146|XP_016938250.2|DSUZ
OG0000020	rdog|NP_651678.1|DMEL	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	CG10505|NP_611571.2|DMEL	LOC108009233|XP_016928887.1|DSUZ
OG0000020	CG31792|NP_724148.2|DMEL	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ
OG0000020	l_2_03659|NP_001260823.1|DMEL	LOC108010328|XP_016930743.1|DSUZ
OG0000020	CG7627|NP_001245943.1|DMEL	LOC108021143|XP_036673557.1|DSUZ
OG0000020	CG4562|NP_001262747.1|DMEL	LOC108015714|XP_036672549.1|DSUZ
OG0000020	Mrp4|NP_650086.2|DMEL	LOC108010610|XP_036674725.1|DSUZ
OG0000020	CG9270|NP_995741.2|DMEL	LOC108021708|XP_016946031.1|DSUZ
OG0000020	CG31793|NP_609930.4|DMEL	LOC108021147|XP_016945207.1|DSUZ
OG0000021	PpD6|NP_524947.1|DMEL	LOC108015921|XP_016937993.1|DSUZ
OG0000021	PpN58A|NP_477384.1|DMEL	LOC108009589|XP_016929550.1|DSUZ
OG0000021	PpD5|NP_524707.1|DMEL	LOC108009874|XP_016930066.1|DSUZ
OG0000021	PpY-55A|NP_476689.1|DMEL	LOC108008720|XP_016928109.1|DSUZ
OG0000021	flw|NP_727418.1|DMEL	LOC108012220|XP_036675724.1|DSUZ
OG0000021	Pp1alpha-96A|NP_524484.1|DMEL	LOC108006427|XP_036673222.1|DSUZ
OG0000021	Pp1-87B|NP_524937.1|DMEL	LOC108018719|XP_036672548.1|DSUZ
OG0000021	Pp1-13C|NP_524921.1|DMEL	LOC108005418|XP_036676931.1|DSUZ
OG0000022	CG7798|NP_611098.1|DMEL	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LysX|NP_523881.1|DMEL	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LysD|NP_476823.1|DMEL	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LysS|NP_476829.1|DMEL	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LysP|NP_476828.1|DMEL	LOC108013018|XP_016934098.1|DSUZ
OG0000023	alpha-Est6|NP_524262.1|DMEL	LOC108013955|XP_036675219.1|DSUZ
OG0000023	alpha-Est5|NP_001246965.1|DMEL	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	alpha-Est3|NP_524267.2|DMEL	LOC108013952|XP_016935450.2|DSUZ
OG0000023	alpha-Est2|NP_524268.3|DMEL	LOC108019337|XP_016942646.2|DSUZ
OG0000023	gas|NP_611678.1|DMEL	LOC108009166|XP_016928770.1|DSUZ
OG0000023	alpha-Est1|NP_524269.3|DMEL	LOC108018731|XP_036675082.1|DSUZ
OG0000023	alpha-Est7|NP_524261.1|DMEL	LOC108013954|XP_016935453.2|DSUZ
OG0000023	alpha-Est9|NP_731165.2|DMEL	LOC108013962|XP_016935466.1|DSUZ
OG0000023	alpha-Est8|NP_524259.2|DMEL	LOC108013947|XP_036675218.1|DSUZ
OG0000023	alpha-Est10|NP_001246962.1|DMEL	LOC108013965|XP_016935470.1|DSUZ
OG0000024	betaTry|NP_524904.1|DMEL	LOC108010072|XP_016930375.2|DSUZ
OG0000024	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	alphaTry|NP_476771.1|DMEL	LOC108010252|XP_016930594.2|DSUZ
OG0000024	epsilonTry|NP_525112.1|DMEL	LOC108010071|XP_016930374.1|DSUZ
OG0000024	CG17571|NP_610109.1|DMEL	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	Ser8|NP_610874.1|DMEL	LOC108019756|XP_016943207.1|DSUZ
OG0000025	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL	LOC108016763|XP_016939005.1|DSUZ
OG0000025	His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL	LOC108016331|XP_036678431.1|DSUZ
OG0000026	antdh|NP_572695.2|DMEL	LOC108004556|XP_016922979.1|DSUZ
OG0000026	CG9150|NP_608991.2|DMEL	LOC108010503|XP_036668665.1|DSUZ
OG0000026	CG9360|NP_572746.1|DMEL	LOC108005489|XP_016924284.1|DSUZ
OG0000026	CG3301|NP_650964.1|DMEL	LOC108013851|XP_016935328.2|DSUZ
OG0000027	Acp1|NP_477115.1|DMEL	LOC118879783|XP_036678676.1|DSUZ
OG0000027	CG7203|NP_609143.2|DMEL	LOC108021423|XP_016945624.1|DSUZ
OG0000027	CG7214|NP_609141.1|DMEL	LOC108015770|XP_036678674.1|DSUZ
OG0000028	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ
OG0000028	CG14095|NP_649112.1|DMEL	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	CG13068|NP_648856.1|DMEL	LOC118877366|XP_036671777.1|DSUZ
OG0000029	CheA86a|NP_001027174.1|DMEL	LOC108018422|XP_016941467.2|DSUZ
OG0000029	CheA46a|NP_001027399.1|DMEL	LOC108008251|XP_016927530.2|DSUZ
OG0000029	CheA29a|NP_788004.1|DMEL	LOC108013363|XP_016938502.2|DSUZ
OG0000029	CheA84a|NP_001027150.1|DMEL	LOC108018480|XP_016941526.2|DSUZ
OG0000029	CheA75a|NP_649035.2|DMEL	LOC108019543|XP_016942870.2|DSUZ
OG0000030	Or33c|NP_523555.1|DMEL	LOC108013240|XP_036677776.1|DSUZ
OG0000030	Or33a|NP_523553.1|DMEL	LOC108019494|XP_016942847.1|DSUZ
OG0000030	Or33b|NP_523554.1|DMEL	LOC108012924|XP_016933943.1|DSUZ
OG0000030	Or23a|NP_523458.3|DMEL	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	Or59a|NP_523821.1|DMEL	LOC108008957|XP_016928357.1|DSUZ
OG0000030	Or2a|NP_525046.1|DMEL	LOC108016627|XP_016938811.1|DSUZ
OG0000030	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	CG4793|NP_723941.2|DMEL	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL	LOC108016065|XP_016938150.1|DSUZ
OG0000031	SPH93|NP_609840.1|DMEL	LOC108021690|XP_016946003.1|DSUZ
OG0000031	CG14990|NP_647856.2|DMEL	LOC108020065|XP_036671004.1|DSUZ
OG0000031	CG3117|NP_608722.2|DMEL	LOC108008340|XP_016927698.1|DSUZ
OG0000031	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL	LOC108016076|XP_016938162.1|DSUZ
OG0000031	CG5390|NP_609374.1|DMEL	LOC108017973|XP_016940764.1|DSUZ
OG0000032	GstD1|NP_524326.1|DMEL	LOC108018357|XP_036672791.1|DSUZ
OG0000032	GstD8|NP_524916.1|DMEL	LOC108018408|XP_016941455.1|DSUZ
OG0000032	GstD3|NP_788656.1|DMEL	LOC108007771|XP_016927017.1|DSUZ
OG0000032	GstD7|NP_525114.1|DMEL	LOC118877584|XP_036672749.1|DSUZ
OG0000033	CheB98a|NP_652269.3|DMEL	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	CheB38c|NP_610061.2|DMEL	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ
OG0000033	CheB42c|NP_995764.2|DMEL	LOC108017678|XP_016940276.1|DSUZ
OG0000033	CheB42b|NP_995763.1|DMEL	LOC108017971|XP_016940757.1|DSUZ
OG0000033	CheB42a|NP_995765.1|DMEL	LOC108017970|XP_016940756.2|DSUZ
OG0000033	CheB74a|NP_001027134.1|DMEL	LOC108010515|XP_016930878.2|DSUZ
OG0000033	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	CheB53b|NP_001014531.1|DMEL	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ
OG0000033	CheB53a|NP_001014530.1|DMEL	LOC108008234|XP_016927514.1|DSUZ
OG0000034	Ugt37C2|NP_652629.1|DMEL	LOC108021477|XP_016945708.1|DSUZ
OG0000034	Ugt37E1|NP_652628.2|DMEL	LOC108021476|XP_016945707.1|DSUZ
OG0000034	Ugt37D1|NP_652627.2|DMEL	LOC108021724|XP_016946052.1|DSUZ
OG0000034	Ugt37A1|NP_523607.2|DMEL	LOC108009317|XP_016929074.1|DSUZ
OG0000034	Ugt37A3|NP_650229.2|DMEL	LOC108007509|XP_016926684.2|DSUZ
OG0000034	Ugt37A2|NP_650228.1|DMEL	LOC108005688|XP_016924502.2|DSUZ
OG0000034	Ugt37B1|NP_525008.2|DMEL	LOC108011927|XP_016932664.1|DSUZ
OG0000036	Sp7|NP_649734.2|DMEL	LOC108019328|XP_036675087.1|DSUZ
OG0000036	ea|NP_524362.2|DMEL	LOC108006404|XP_016925415.2|DSUZ
OG0000036	MP1|NP_001303421.1|DMEL	LOC108011658|XP_016932343.2|DSUZ
OG0000036	SPE|NP_651168.1|DMEL	LOC108007854|XP_036674140.1|DSUZ
OG0000037	Cyp12b2|NP_611370.2|DMEL	LOC108018132|XP_016941074.1|DSUZ
OG0000037	Cyp12a5|NP_650782.1|DMEL	LOC108017560|XP_036672906.1|DSUZ
OG0000037	Cyp12a4|NP_650783.2|DMEL	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
OG0000038	Cpr76Bb|NP_649121.1|DMEL	LOC108020759|XP_016944626.2|DSUZ
OG0000038	Cpr76Bd|NP_001262052.1|DMEL	LOC108010653|XP_036670653.1|DSUZ
OG0000039	CG42564|NP_649651.2|DMEL	LOC108016023|XP_016938107.2|DSUZ
OG0000039	Ag5r|NP_524770.1|DMEL	LOC108006280|XP_016925226.1|DSUZ
OG0000039	Ag5r2|NP_524689.2|DMEL	LOC108006287|XP_016925235.1|DSUZ
OG0000039	CG32679|NP_727412.2|DMEL	LOC108019017|XP_016942120.1|DSUZ
OG0000040	CG17803|NP_650657.2|DMEL	LOC108016198|XP_036675321.1|DSUZ
OG0000040	CG6689|NP_650051.1|DMEL	LOC108006036|XP_036674433.1|DSUZ
OG0000040	CG4820|NP_001097748.1|DMEL	LOC108006007|XP_036674432.1|DSUZ
OG0000040	CG17806|NP_650658.1|DMEL	LOC108011397|XP_016932008.2|DSUZ
OG0000040	CG17802|NP_650659.2|DMEL	LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ
OG0000040	Odj|NP_650661.1|DMEL	LOC108007382|XP_016926528.2|DSUZ
OG0000040	CG1792|NP_651878.1|DMEL	LOC108010783|XP_016931200.1|DSUZ
OG0000041	CG31300|NP_651373.2|DMEL	LOC108012086|XP_016932852.2|DSUZ
OG0000041	CG31104|NP_733090.1|DMEL	LOC108007903|XP_036674596.1|DSUZ
OG0000041	CG11893|NP_651375.1|DMEL	LOC108007889|XP_036674680.1|DSUZ
OG0000041	CG13658|NP_651374.2|DMEL	LOC108007905|XP_016927163.2|DSUZ
OG0000041	CG31436|NP_733096.1|DMEL	LOC108007918|XP_016927178.2|DSUZ
OG0000042	CG34028|NP_001033838.1|DMEL	LOC108011952|XP_016932694.2|DSUZ
