Orthogroup	DPER.longest_only	DMIR.longest_only
OG0000007	LOC6589529|XP_002015017.1|DPER	LOC108164169|XP_017155268.2|DMIR
OG0000007	LOC6601483|XP_026847920.1|DPER	LOC108152483|XP_017137346.1|DMIR
OG0000007	LOC6601458|XP_026847765.1|DPER	LOC108152484|XP_017137347.1|DMIR
OG0000008	LOC6594328|XP_026850351.1|DPER	LOC108154982|XP_017141010.1|DMIR
OG0000008	LOC6601897|XP_026849381.1|DPER	LOC108151537|XP_017135681.1|DMIR
OG0000008	LOC6601898|XP_002026947.1|DPER	LOC108151536|XP_017135679.1|DMIR
OG0000008	LOC6595506|XP_002020611.1|DPER	LOC108161577|XP_017151355.1|DMIR
OG0000008	LOC113566715|XP_026849382.1|DPER	LOC108151539|XP_017135683.2|DMIR
OG0000008	LOC6591446|XP_026851133.1|DPER	LOC108154402|XP_017140161.1|DMIR
OG0000008	LOC6591826|XP_002016976.2|DPER	LOC108153895|XP_033244232.1|DMIR
OG0000008	LOC6591824|XP_026846323.1|DPER	LOC108154495|XP_017140285.1|DMIR
OG0000008	LOC6591822|XP_002016972.1|DPER	LOC108154515|XP_017140305.2|DMIR
OG0000008	LOC6591825|XP_026846385.1|DPER	LOC108153896|XP_017139483.1|DMIR
OG0000008	LOC6591827|XP_002016977.1|DPER	LOC108154491|XP_017140280.1|DMIR
OG0000009	LOC6594636|XP_026850331.1|DPER	LOC108157813|XP_017145500.1|DMIR
OG0000009	LOC6594634|XP_002019930.1|DPER	LOC108154360|XP_017140115.1|DMIR
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER	LOC108157783|XP_017145461.1|DMIR
OG0000009	LOC6594558|XP_026850291.1|DPER	LOC108157739|XP_017145406.1|DMIR
OG0000009	LOC6591365|XP_002017250.2|DPER	LOC108157842|XP_017145534.1|DMIR
OG0000009	LOC6604573|XP_026840043.1|DPER	LOC108157418|XP_017144958.2|DMIR
OG0000009	LOC6591362|XP_002017247.1|DPER	LOC108157419|XP_017144960.2|DMIR
OG0000009	LOC6591562|XP_002017111.1|DPER	LOC108154524|XP_017140312.1|DMIR
OG0000009	LOC6601280|XP_026841960.1|DPER	LOC108158206|XP_017145918.1|DMIR, LOC117192818|XP_033253474.1|DMIR
OG0000009	LOC6591389|XP_002017359.1|DPER	LOC108154377|XP_017140130.1|DMIR
OG0000009	LOC6590982|XP_002016547.1|DPER	LOC108160943|XP_017150721.1|DMIR
OG0000009	LOC6590981|XP_002016546.2|DPER	LOC108158336|XP_017146065.1|DMIR
OG0000010	LOC113567423|XP_026850962.1|DPER	LOC117187310|XP_033245574.1|DMIR, LOC108156705|XP_033245573.1|DMIR
OG0000010	LOC113567388|XP_026850893.1|DPER, LOC113567422|XP_026850961.1|DPER, LOC113567406|XP_026850934.1|DPER, LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER, LOC113567414|XP_026850949.1|DPER	LOC117187315|XP_033245579.1|DMIR, LOC108156795|XP_017143963.1|DMIR
OG0000010	LOC113567250|XP_026850220.1|DPER	LOC117187312|XP_033245576.1|DMIR
OG0000011	LOC113565948|XP_026845158.1|DPER	LOC117185903|XP_033249904.1|DMIR
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER	LOC117185695|XP_017152271.2|DMIR
OG0000011	LOC113565666|XP_026844171.1|DPER	LOC108163065|XP_017153628.2|DMIR, LOC117188829|XP_033249173.1|DMIR, LOC108161855|XP_033249172.1|DMIR
OG0000011	LOC6599995|XP_026849180.1|DPER	LOC108164675|XP_017156017.1|DMIR
OG0000011	LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER	LOC108162187|XP_017152275.1|DMIR
OG0000011	LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER	LOC108162186|XP_017152273.1|DMIR
OG0000011	LOC113565733|XP_026844523.1|DPER	LOC117188852|XP_033249240.1|DMIR
OG0000011	LOC6595426|XP_002020848.1|DPER	LOC108161557|XP_017151330.1|DMIR
OG0000011	LOC6595439|XP_002020860.2|DPER	LOC108163629|XP_017154523.1|DMIR
OG0000011	LOC113565830|XP_026844917.1|DPER	LOC108162188|XP_017152278.1|DMIR
OG0000011	LOC6595395|XP_026844752.1|DPER	LOC108163972|XP_017155018.1|DMIR
OG0000011	LOC6595396|XP_026844748.1|DPER	LOC117185693|XP_017154036.1|DMIR
OG0000011	LOC6595365|XP_002020801.1|DPER	LOC117188957|XP_033249531.1|DMIR
OG0000011	LOC6595392|XP_026844750.1|DPER	LOC108162812|XP_017153212.1|DMIR
OG0000011	LOC6595366|XP_002020802.2|DPER	LOC108163322|XP_033249532.1|DMIR
OG0000011	LOC6595391|XP_026844351.1|DPER	LOC108162815|XP_017153219.1|DMIR
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	LOC108165384|XP_017156911.1|DMIR
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC108153161|XP_017138453.1|DMIR
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC108154131|XP_017139754.1|DMIR
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC108159199|XP_017147755.1|DMIR
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC117185759|XP_033246859.1|DMIR, LOC108159198|XP_017147751.2|DMIR
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC117190016|XP_033250998.1|DMIR, LOC108159196|XP_017147750.1|DMIR
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR
OG0000012	LOC113565188|XP_026842345.1|DPER	LOC108161008|XP_017150804.1|DMIR
OG0000012	LOC6589913|XP_026842148.1|DPER	LOC117185969|XP_033248320.1|DMIR
OG0000012	LOC6590584|XP_026841794.1|DPER	LOC108157993|XP_033248087.1|DMIR
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC108160910|XP_017150675.1|DMIR
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC108158925|XP_017147218.1|DMIR
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC108158929|XP_017147224.1|DMIR
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC108158928|XP_017147221.1|DMIR
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC108158927|XP_017147219.1|DMIR
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC108152903|XP_017138042.1|DMIR
OG0000013	LOC6594205|XP_002019664.1|DPER	LOC108157123|XP_017144495.1|DMIR
OG0000013	LOC6594496|XP_002019695.1|DPER	LOC108156384|XP_017143289.1|DMIR
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC108151516|XP_033243870.1|DMIR
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR
OG0000013	LOC6598714|XP_002023893.1|DPER	LOC117187120|XP_033245008.1|DMIR
OG0000013	LOC6598715|XP_026850871.1|DPER	LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR
OG0000015	LOC113565257|XP_026842907.1|DPER	LOC108154428|XP_017140186.1|DMIR
OG0000015	LOC6589937|XP_002015965.1|DPER	LOC108158178|XP_017145884.1|DMIR, LOC117190962|XP_033251844.1|DMIR
OG0000015	LOC6599931|XP_002025059.1|DPER	LOC108160103|XP_017149386.1|DMIR
OG0000015	LOC113565410|XP_026843113.1|DPER	LOC117189153|XP_033250113.1|DMIR
OG0000015	LOC6593385|XP_002019084.1|DPER	LOC108162329|XP_017152508.1|DMIR, LOC108162330|XP_017152509.1|DMIR
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC108156024|XP_017142762.1|DMIR
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC117190705|XP_033251658.1|DMIR
OG0000016	LOC6595672|XP_002020732.2|DPER	LOC117189116|XP_033250014.1|DMIR, LOC108161538|XP_033250015.1|DMIR
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC108155657|XP_017142098.1|DMIR
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	LOC6596237|XP_002021770.1|DPER	LOC108162328|XP_017152507.1|DMIR
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC108154361|XP_017140118.1|DMIR
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC108156493|XP_017143475.1|DMIR
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC108150995|XP_017134834.1|DMIR
OG0000017	LOC6598163|XP_026846248.1|DPER	LOC108153009|XP_017138281.1|DMIR
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC108160150|XP_017149453.1|DMIR
OG0000017	LOC6602148|XP_002027095.1|DPER	LOC108159969|XP_017149141.1|DMIR
OG0000017	LOC6602132|XP_002027094.1|DPER	LOC108158038|XP_017145672.2|DMIR
OG0000017	LOC6591189|XP_002015913.2|DPER	LOC117191555|XP_033252276.1|DMIR
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC108160759|XP_017150448.1|DMIR
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC108159970|XP_017149142.1|DMIR
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC108157934|XP_017145566.1|DMIR
OG0000017	LOC6595669|XP_002020729.1|DPER	LOC108161535|XP_017151304.1|DMIR
OG0000017	LOC6595691|XP_002020717.1|DPER	LOC108161536|XP_017151305.1|DMIR
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC108150828|XP_017134625.1|DMIR
OG0000018	LOC6601452|XP_002026454.1|DPER	LOC108165544|XP_017157106.1|DMIR
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC108150791|XP_017134583.1|DMIR
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC108150854|XP_017134645.1|DMIR
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR
OG0000018	LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR
OG0000018	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER	LOC108150838|XP_017134636.2|DMIR, LOC108165543|XP_017157105.1|DMIR
OG0000019	LOC6587177|XP_002013000.1|DPER	LOC108157046|XP_017144351.1|DMIR
OG0000019	LOC6587211|XP_002013001.2|DPER	LOC108157045|XP_017144349.1|DMIR
OG0000019	LOC113564910|XP_026840077.1|DPER	LOC108157044|XP_017144348.1|DMIR
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC108157037|XP_017144339.1|DMIR
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC108157043|XP_017144347.2|DMIR
OG0000019	LOC6587295|XP_002013004.1|DPER	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR
OG0000019	LOC6587205|XP_002013002.1|DPER	LOC108157040|XP_017144345.2|DMIR
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC108156412|XP_017143346.1|DMIR
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC108159642|XP_033248178.1|DMIR
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC108163672|XP_017154587.1|DMIR
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC108155178|XP_017141337.1|DMIR
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC108156137|XP_017142939.1|DMIR
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC108163835|XP_033249247.1|DMIR
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC108163643|XP_017154542.1|DMIR
OG0000021	LOC6603691|XP_002028659.1|DPER	LOC108153591|XP_017139161.1|DMIR
OG0000021	LOC6592715|XP_002018082.1|DPER	LOC117185775|XP_033246995.1|DMIR
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	LOC6592714|XP_026841677.1|DPER	LOC108159771|XP_017148818.1|DMIR, LOC117193201|XP_033253843.1|DMIR
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC108159581|XP_017148519.1|DMIR
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	LOC6592712|XP_002018079.1|DPER	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC108164567|XP_033246575.1|DMIR
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC108156061|XP_017142833.1|DMIR
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC108156847|XP_017144055.1|DMIR
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC108164951|XP_017156435.1|DMIR
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC108152468|XP_017137324.1|DMIR
OG0000022	LOC6601062|XP_002026117.2|DPER	LOC117186204|XP_033242420.1|DMIR
OG0000022	LOC6601060|XP_002026115.1|DPER	LOC108152475|XP_017137334.2|DMIR
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC108152470|XP_017137327.1|DMIR
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC108152469|XP_017137325.1|DMIR
OG0000022	LOC113566794|XP_026849744.1|DPER	LOC108152471|XP_017137328.1|DMIR
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC108153857|XP_033244801.1|DMIR
OG0000023	LOC6594355|XP_002019534.1|DPER	LOC108155686|XP_017142144.1|DMIR
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC108155685|XP_017142143.1|DMIR
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC108158830|XP_017147022.1|DMIR
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC108153856|XP_033244802.1|DMIR
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC108156708|XP_017143845.1|DMIR
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC108156707|XP_017143844.1|DMIR
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC108156709|XP_033245059.1|DMIR
OG0000024	LOC6592576|XP_002017741.1|DPER	LOC108160774|XP_017150465.1|DMIR, LOC117193757|XP_033254378.1|DMIR
OG0000024	LOC6592577|XP_002017742.1|DPER	LOC108160813|XP_017150525.2|DMIR
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC108160883|XP_017150641.1|DMIR
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC108161382|XP_017151119.1|DMIR
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC108159455|XP_017148242.1|DMIR
OG0000025	LOC6599955|XP_002025032.1|DPER	LOC108157728|XP_017145391.1|DMIR
OG0000025	LOC6604122|XP_002029055.1|DPER	LOC108156793|XP_017143960.1|DMIR
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC108150850|XP_017134646.1|DMIR
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC108162957|XP_033248732.1|DMIR
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC108165129|XP_017156683.1|DMIR
OG0000026	LOC6587226|XP_002013258.1|DPER	LOC108157803|XP_017145484.1|DMIR
OG0000026	LOC6587539|XP_002013259.1|DPER	LOC108155726|XP_017142223.1|DMIR
OG0000026	LOC6587439|XP_026847477.1|DPER	LOC108154308|XP_017140053.1|DMIR
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC108157162|XP_017144561.1|DMIR
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC108162948|XP_017153432.1|DMIR
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC108162949|XP_017153433.1|DMIR
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC108162947|XP_017153431.1|DMIR
OG0000028	LOC113566562|XP_026848458.1|DPER, LOC113566573|XP_026848580.1|DPER, LOC6602376|XP_026848583.1|DPER	LOC108165232|XP_017156760.1|DMIR
OG0000028	LOC6602403|XP_002027408.2|DPER	LOC117186464|XP_033243221.1|DMIR
OG0000028	LOC113566574|XP_026848581.1|DPER, LOC113566575|XP_026848582.1|DPER	LOC108165418|XP_033243407.1|DMIR, LOC108165419|XP_017156946.1|DMIR
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC108165421|XP_017156949.1|DMIR
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC108151302|XP_017135327.1|DMIR
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR
OG0000029	LOC6590423|XP_002016595.1|DPER	LOC117190365|XP_033251334.1|DMIR, LOC108157998|XP_017145630.1|DMIR
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC108154578|XP_017140369.1|DMIR
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC108150820|XP_017134616.1|DMIR
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC108161306|XP_017151015.1|DMIR
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC108161304|XP_017151013.1|DMIR
OG0000030	LOC6595502|XP_002020607.1|DPER	LOC108161303|XP_017151011.1|DMIR
OG0000030	LOC6595504|XP_002020609.1|DPER	LOC108161305|XP_017151014.1|DMIR
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC108161162|XP_017150872.2|DMIR
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC108160793|XP_017150492.1|DMIR
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC108151546|XP_033246807.1|DMIR
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC108154542|XP_017140365.1|DMIR
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC108163859|XP_017154864.1|DMIR
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER	LOC108161143|XP_033248838.1|DMIR
OG0000031	LOC6596432|XP_002021830.2|DPER	LOC108161141|XP_033248476.1|DMIR
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC108161610|XP_017151398.1|DMIR
OG0000032	LOC6598612|XP_002023857.1|DPER	LOC108156619|XP_017143664.1|DMIR
OG0000032	LOC6598610|XP_026850099.1|DPER	LOC108157651|XP_017145290.1|DMIR
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC108156621|XP_017143666.1|DMIR
OG0000032	LOC6598611|XP_026840271.1|DPER	LOC108156620|XP_017143665.1|DMIR
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC108157634|XP_017145264.1|DMIR
