Orthogroup	DPER.longest_only	DMEL.longest_only
OG0000003	LOC6596552|XP_002021689.1|DPER	Cyp6a16|NP_001285631.1|DMEL
OG0000006	LOC113565363|XP_026842914.1|DPER	His2A_CG33826|NP_001027321.1|DMEL
OG0000006	LOC113565364|XP_026842915.1|DPER, LOC113567237|XP_026850207.1|DPER, LOC113567385|XP_026850890.1|DPER, LOC113567411|XP_026850946.1|DPER, LOC6604168|XP_002029102.2|DPER	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC113567418|XP_026850957.1|DPER	His2A_CG31618|NP_724343.1|DMEL
OG0000006	LOC6587306|XP_002013133.1|DPER	His2A_CG33814|NP_001027301.1|DMEL
OG0000006	LOC113567402|XP_026850930.1|DPER	His2A_CG33865|NP_001027386.1|DMEL, His2A_CG33829|NP_001027326.1|DMEL, His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL, His2A_CG33844|NP_001027351.1|DMEL
OG0000007	LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC6601482|XP_002026422.2|DPER	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC6596309|XP_002021479.1|DPER	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC6592462|XP_002017797.1|DPER	Jon44E|NP_724699.1|DMEL
OG0000007	LOC6596310|XP_002021480.2|DPER	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC6601214|XP_002026310.2|DPER	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC6589529|XP_002015017.1|DPER	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC6601483|XP_026847920.1|DPER	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC6601458|XP_026847765.1|DPER	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC6594328|XP_026850351.1|DPER	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC6601897|XP_026849381.1|DPER	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC6601898|XP_002026947.1|DPER	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC6595506|XP_002020611.1|DPER	Crys|NP_476906.1|DMEL
OG0000008	LOC113566715|XP_026849382.1|DPER	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC6591826|XP_002016976.2|DPER	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC6591822|XP_002016972.1|DPER	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC6591825|XP_026846385.1|DPER	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC6591827|XP_002016977.1|DPER	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC6594636|XP_026850331.1|DPER	CG11453|NP_650832.1|DMEL
OG0000009	LOC6594634|XP_002019930.1|DPER	CG11391|NP_650830.1|DMEL
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL, CG11407|NP_650831.1|DMEL
OG0000009	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER	CG5568|NP_647992.1|DMEL, CG18586|NP_647993.2|DMEL
OG0000009	LOC6601280|XP_026841960.1|DPER	CG4563|NP_611913.1|DMEL
OG0000009	LOC6591389|XP_002017359.1|DPER	CG4830|NP_650160.1|DMEL
OG0000009	LOC6590982|XP_002016547.1|DPER	CG8834|NP_610779.1|DMEL
OG0000010	LOC113567423|XP_026850962.1|DPER	His4_CG33903|NP_001027297.1|DMEL, His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL, His4_CG33871|NP_001027377.1|DMEL, His4_CG33887|NP_001027337.1|DMEL
OG0000010	LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER	His4_CG33885|NP_001027342.1|DMEL
OG0000010	LOC113567250|XP_026850220.1|DPER	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER	CG44002|NP_608754.1|DMEL, CG15436|NP_608840.1|DMEL, Neu2|NP_649316.1|DMEL, CG4318|NP_572860.2|DMEL
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	CG17361|NP_648678.3|DMEL
OG0000011	LOC6599733|XP_002024838.2|DPER	CG17359|NP_648679.1|DMEL
OG0000011	LOC6591544|XP_002017188.1|DPER	CG8319|NP_649920.2|DMEL
OG0000012	LOC6589910|XP_026840670.1|DPER	CG9416|NP_611415.2|DMEL
OG0000012	LOC6589909|XP_002016518.1|DPER	CG10051|NP_611414.1|DMEL
OG0000012	LOC6589908|XP_026841658.1|DPER	CG11961|NP_725876.1|DMEL
OG0000012	LOC6589911|XP_026840671.1|DPER	CG10062|NP_001261089.1|DMEL
OG0000012	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER	CG10081|NP_611418.1|DMEL
OG0000012	LOC6589912|XP_002016521.1|DPER	CG10073|NP_001261090.1|DMEL
OG0000012	LOC6590586|XP_002016525.1|DPER	CG30047|NP_725141.1|DMEL
OG0000012	LOC6590587|XP_002016526.1|DPER	CG30049|NP_725142.3|DMEL
OG0000012	LOC6590588|XP_002016527.1|DPER	CG30043|NP_725143.1|DMEL
OG0000012	LOC6590215|XP_002016528.1|DPER	CG33012|NP_788335.2|DMEL
OG0000012	LOC6590216|XP_002016529.1|DPER	CG13160|NP_001260918.1|DMEL
OG0000013	LOC6600889|XP_026840828.1|DPER	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6598353|XP_002023428.2|DPER	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6602278|XP_002027327.1|DPER	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC113564954|XP_026840479.1|DPER	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	Hsp68|NP_524474.1|DMEL
OG0000013	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER	CG7763|NP_001356891.1|DMEL
OG0000016	LOC6587871|XP_002013173.2|DPER	Act87E|NP_477091.1|DMEL
OG0000016	LOC6593077|XP_002017890.1|DPER	Act57B|NP_523800.1|DMEL
OG0000016	LOC6587678|XP_002013954.1|DPER	Arp1|NP_524331.2|DMEL
OG0000016	LOC6601585|XP_002026606.2|DPER	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6599243|XP_002024300.1|DPER	Act5C|NP_511052.1|DMEL
OG0000016	LOC6592910|XP_002018578.1|DPER	Act42A|NP_523625.1|DMEL
OG0000016	LOC6587745|XP_026840230.1|DPER	Act88F|NP_524367.1|DMEL
OG0000016	LOC6602189|XP_026848039.1|DPER	Act79B|NP_524210.1|DMEL
OG0000017	LOC6598163|XP_026846248.1|DPER	Or7a|NP_511081.1|DMEL
OG0000017	LOC6590466|XP_002016652.1|DPER	Or43b|NP_523656.2|DMEL
OG0000017	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER	Or42a|NP_523622.2|DMEL
OG0000017	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER	Or98a|NP_524536.2|DMEL
OG0000017	LOC6592612|XP_002018160.1|DPER	Or59b|NP_523822.1|DMEL
OG0000017	LOC6602127|XP_002027093.1|DPER	Or42b|NP_523624.2|DMEL
OG0000017	LOC6592611|XP_002018159.1|DPER	Or59c|NP_523823.1|DMEL
OG0000017	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC6601448|XP_002026450.1|DPER	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC6601452|XP_002026454.1|DPER	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL
OG0000018	LOC6601451|XP_002026453.1|DPER	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6601450|XP_002026452.1|DPER	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	Lcp65Af|NP_477274.1|DMEL, Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	CG6283|NP_651524.1|DMEL
OG0000019	LOC6588514|XP_002012998.2|DPER	CG6296|NP_651520.1|DMEL
OG0000019	LOC6587186|XP_002012999.1|DPER	CG6295|NP_651521.1|DMEL
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL
OG0000020	LOC6594838|XP_002020242.2|DPER	rdog|NP_651678.1|DMEL
OG0000020	LOC6590666|XP_002015941.1|DPER	CG10505|NP_611571.2|DMEL
OG0000020	LOC6589657|XP_002014518.1|DPER	CG31792|NP_724148.2|DMEL, l_2_03659|NP_001260823.1|DMEL, CG7627|NP_001245943.1|DMEL
OG0000020	LOC6594627|XP_026850533.1|DPER	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6594128|XP_002019432.1|DPER	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6593366|XP_002018585.1|DPER	CG9270|NP_995741.2|DMEL
OG0000020	LOC6589656|XP_026844645.1|DPER	CG31793|NP_609930.4|DMEL
OG0000021	LOC6592713|XP_002018080.1|DPER	PpD6|NP_524947.1|DMEL
OG0000021	LOC6592714|XP_026841677.1|DPER	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC6592588|XP_002018070.2|DPER	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6592233|XP_002018052.1|DPER	PpD5|NP_524707.1|DMEL
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6592712|XP_002018079.1|DPER	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC6599244|XP_026848260.1|DPER	flw|NP_727418.1|DMEL
OG0000021	LOC113565817|XP_026844838.1|DPER	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6598730|XP_026840231.1|DPER	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC6597578|XP_026848930.1|DPER	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC6593244|XP_026840814.1|DPER	CG7798|NP_611098.1|DMEL
OG0000022	LOC6601032|XP_002026120.1|DPER	LysX|NP_523881.1|DMEL
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LysE|NP_476827.2|DMEL, LysB|NP_523882.1|DMEL, LysD|NP_476823.1|DMEL
OG0000022	LOC113566793|XP_026849743.1|DPER	LysS|NP_476829.1|DMEL
OG0000022	LOC113566797|XP_026849748.1|DPER	LysP|NP_476828.1|DMEL
OG0000023	LOC6594351|XP_026840807.1|DPER	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC6594350|XP_002019529.2|DPER	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC6594355|XP_002019534.1|DPER	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC6594114|XP_002019536.2|DPER	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6590773|XP_002016461.1|DPER	gas|NP_611678.1|DMEL
OG0000023	LOC6594113|XP_002019535.2|DPER	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6594346|XP_002019525.2|DPER	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC6594348|XP_002019527.1|DPER	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6594344|XP_002019523.1|DPER	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC6592579|XP_002017744.1|DPER	alphaTry|NP_476771.1|DMEL
OG0000024	LOC6592578|XP_002017743.2|DPER	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6593580|XP_002018871.1|DPER	CG17571|NP_610109.1|DMEL
OG0000024	LOC6592580|XP_002017745.1|DPER	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6591036|XP_002016629.1|DPER	Ser8|NP_610874.1|DMEL
OG0000025	LOC6599955|XP_002025032.1|DPER	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC6604122|XP_002029055.1|DPER	His3_CG33848|NP_001027358.1|DMEL, His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000025	LOC113567384|XP_026850889.1|DPER	His3_CG33806|NP_001027289.1|DMEL
OG0000026	LOC6598208|XP_002023333.1|DPER	antdh|NP_572695.2|DMEL
OG0000026	LOC6589226|XP_002014215.1|DPER	CG9150|NP_608991.2|DMEL
OG0000026	LOC6600343|XP_026848406.1|DPER	CG9360|NP_572746.1|DMEL
OG0000026	LOC6598768|XP_002023910.1|DPER	CG3301|NP_650964.1|DMEL
OG0000027	LOC6589175|XP_002014624.1|DPER	Acp1|NP_477115.1|DMEL
OG0000027	LOC6589890|XP_026844932.1|DPER	CG7203|NP_609143.2|DMEL
OG0000027	LOC6589176|XP_002014625.1|DPER	CG7214|NP_609141.1|DMEL
OG0000028	LOC6602374|XP_026848578.1|DPER	CG14095|NP_649112.1|DMEL
OG0000028	LOC6599696|XP_002024949.1|DPER	CG13068|NP_648856.1|DMEL
OG0000029	LOC6592269|XP_002017847.2|DPER	CheA46a|NP_001027399.1|DMEL, CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL
OG0000029	LOC6587627|XP_026841612.1|DPER	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC6599019|XP_002024136.1|DPER	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6595505|XP_002020610.1|DPER	Or33c|NP_523555.1|DMEL
OG0000030	LOC6595503|XP_002020608.1|DPER	Or33a|NP_523553.1|DMEL
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	Or33b|NP_523554.1|DMEL
OG0000030	LOC6596396|XP_002021549.2|DPER	Or23a|NP_523458.3|DMEL
OG0000030	LOC6592616|XP_002018164.1|DPER	Or59a|NP_523821.1|DMEL
OG0000030	LOC6600142|XP_002025259.1|DPER	Or2a|NP_525046.1|DMEL
OG0000030	LOC6597331|XP_002022519.1|DPER	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6603379|XP_002028365.1|DPER	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	CG14990|NP_647856.2|DMEL, CG3117|NP_608722.2|DMEL
OG0000031	LOC6589468|XP_002014413.1|DPER	CG5390|NP_609374.1|DMEL
OG0000032	LOC6598612|XP_002023857.1|DPER	GstD1|NP_524326.1|DMEL
OG0000032	LOC6598610|XP_026850099.1|DPER	GstD10|NP_652713.1|DMEL
OG0000032	LOC6598611|XP_026840271.1|DPER	GstD9|NP_650181.1|DMEL
OG0000032	LOC6598616|XP_002023861.1|DPER	GstD8|NP_524916.1|DMEL
OG0000032	LOC6598615|XP_002023860.1|DPER	GstD4|NP_524913.1|DMEL, GstD2|NP_524912.1|DMEL, GstD5|NP_524914.3|DMEL, GstD3|NP_788656.1|DMEL, GstD7|NP_525114.1|DMEL, GstD6|NP_524915.1|DMEL
OG0000033	LOC6594755|XP_002020092.1|DPER	CheB98a|NP_652269.3|DMEL
OG0000033	LOC6590958|XP_002015543.1|DPER	CheB42c|NP_995764.2|DMEL
OG0000033	LOC6590962|XP_002015544.1|DPER	CheB42a|NP_995765.1|DMEL
OG0000033	LOC6598819|XP_002023931.1|DPER	CheB74a|NP_001027134.1|DMEL, CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL, CheB53b|NP_001014531.1|DMEL, CheB53a|NP_001014530.1|DMEL
OG0000034	LOC6589244|XP_002014736.2|DPER	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6589243|XP_002014735.1|DPER	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC6589242|XP_002014734.1|DPER	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC6593808|XP_026844827.1|DPER	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC6594433|XP_002019545.1|DPER	Sp7|NP_649734.2|DMEL
OG0000036	LOC6587691|XP_002013731.1|DPER	ea|NP_524362.2|DMEL
OG0000036	LOC6594383|XP_002019297.1|DPER	MP1|NP_001303421.1|DMEL
OG0000036	LOC6594996|XP_002020162.1|DPER	SPE|NP_651168.1|DMEL
OG0000037	LOC6590968|XP_002015904.2|DPER	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	Cyp12a5|NP_650782.1|DMEL, Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6602410|XP_002027415.1|DPER	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6602412|XP_026848529.1|DPER	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6591968|XP_026846968.1|DPER	CG42564|NP_649651.2|DMEL
OG0000039	LOC6598396|XP_002023519.1|DPER	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6598397|XP_002023520.1|DPER	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6599449|XP_026847206.1|DPER	CG32679|NP_727412.2|DMEL
OG0000040	LOC113566301|XP_026847173.1|DPER	CG17803|NP_650657.2|DMEL
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	CG6689|NP_650051.1|DMEL
OG0000040	LOC6594422|XP_002019754.1|DPER	CG4820|NP_001097748.1|DMEL
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	CG17806|NP_650658.1|DMEL
OG0000040	LOC6594617|XP_002019840.1|DPER	CG17802|NP_650659.2|DMEL
OG0000040	LOC6594616|XP_002019839.1|DPER	Odj|NP_650661.1|DMEL
OG0000040	LOC6587705|XP_002012978.2|DPER	CG1792|NP_651878.1|DMEL
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	CG31300|NP_651373.2|DMEL, CG31104|NP_733090.1|DMEL, CG11893|NP_651375.1|DMEL, CG13658|NP_651374.2|DMEL
OG0000041	LOC6591518|XP_002017066.1|DPER	CG31436|NP_733096.1|DMEL
OG0000041	LOC6591551|XP_002017060.1|DPER	CG13659|NP_651378.1|DMEL, CG31370|NP_733095.2|DMEL
OG0000042	LOC6597209|XP_002022617.2|DPER	CG34028|NP_001033838.1|DMEL
OG0000042	LOC6592870|XP_026842041.1|DPER	CG14502|NP_611311.1|DMEL
OG0000042	LOC6592873|XP_002018540.1|DPER	CG18539|NP_611315.3|DMEL
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	CG18536|NP_611312.1|DMEL, CG18538|NP_611314.2|DMEL, CG18537|NP_611313.1|DMEL
OG0000042	LOC6592874|XP_002018541.2|DPER	CG18540|NP_611316.2|DMEL
OG0000043	LOC6594473|XP_002019739.2|DPER	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC6594474|XP_002019740.1|DPER	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC6594478|XP_002019744.1|DPER	Ugt35E1|NP_652622.3|DMEL, Ugt35E2|NP_652623.2|DMEL, Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC6594479|XP_002019745.1|DPER	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC6591553|XP_026847828.1|DPER	CG31087|NP_733100.1|DMEL
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	CG10562|NP_651385.3|DMEL, CHKov1|NP_001097918.1|DMEL
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	CG10559|NP_651382.2|DMEL, CG10560|NP_651384.2|DMEL, CG10553|NP_651383.1|DMEL
OG0000044	LOC113564933|XP_026840246.1|DPER	CG6908|NP_650105.1|DMEL
OG0000045	LOC6603693|XP_002028666.1|DPER	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC6601537|XP_002026551.1|DPER	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC6595948|XP_002021076.1|DPER	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC6598792|XP_002023903.1|DPER	CG5892|NP_650959.2|DMEL
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	CG14219|NP_608322.1|DMEL, CG14205|NP_608323.1|DMEL
OG0000046	LOC6591074|XP_002015712.2|DPER	CG14204|NP_608321.1|DMEL
OG0000046	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	CG16723|NP_651159.3|DMEL, CG10183|NP_651160.3|DMEL, CG33337|NP_996269.2|DMEL, CG10182|NP_651158.1|DMEL, CG13325|NP_610836.1|DMEL
OG0000047	LOC6589933|XP_002015961.2|DPER	S-Lap8|NP_611132.1|DMEL
OG0000047	LOC6592655|XP_026842447.1|DPER	S-Lap5|NP_610892.1|DMEL
OG0000047	LOC6592377|XP_002017999.1|DPER	S-Lap7|NP_610900.1|DMEL
OG0000048	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER	CG13060|NP_648873.1|DMEL, CG13041|NP_648872.1|DMEL
OG0000048	LOC6599882|XP_002024936.1|DPER	CG13044|NP_648867.1|DMEL
OG0000048	LOC6599879|XP_002024933.1|DPER	CG13042|NP_648870.1|DMEL
