Orthogroup	DPER.longest_only	DSEC.longest_only
OG0000008	LOC6601897|XP_026849381.1|DPER	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC6601898|XP_002026947.1|DPER	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC6595506|XP_002020611.1|DPER	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC113566715|XP_026849382.1|DPER	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	LOC6591826|XP_002016976.2|DPER	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC6591822|XP_002016972.1|DPER	LOC6614149|XP_002038602.2|DSEC
OG0000008	LOC6591825|XP_026846385.1|DPER	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC6591827|XP_002016977.1|DPER	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC6594636|XP_026850331.1|DPER	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC6594634|XP_002019930.1|DPER	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC, LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER	LOC6610926|XP_032574591.1|DSEC, LOC116801150|XP_032574906.1|DSEC
OG0000009	LOC6601280|XP_026841960.1|DPER	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC6591389|XP_002017359.1|DPER	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC6590982|XP_002016547.1|DPER	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC6590981|XP_002016546.2|DPER	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC113567250|XP_026850220.1|DPER	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER	LOC6613215|XP_002037694.2|DSEC, LOC6613214|XP_002037693.2|DSEC, LOC6613356|XP_002037830.1|DSEC, LOC6616450|XP_032574488.1|DSEC, LOC6613355|XP_032576619.1|DSEC, LOC6614408|XP_032583172.1|DSEC, LOC6614413|XP_032577346.1|DSEC, LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC6608819|XP_002033533.2|DSEC, LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC113564954|XP_026840479.1|DPER	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000015	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER	LOC6608675|XP_002033404.2|DSEC
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC6598163|XP_026846248.1|DPER	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC6601452|XP_002026454.1|DPER	LOC6610987|XP_002035544.1|DSEC
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC6621634|XP_002045742.2|DSEC
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC, LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC6592714|XP_026841677.1|DPER	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC6592712|XP_002018079.1|DPER	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC6610278|XP_002034873.2|DSEC, LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC6594351|XP_026840807.1|DPER	LOC6614266|XP_002038706.1|DSEC
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC6596516|XP_002021511.1|DPER, LOC6599955|XP_002025032.1|DPER	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC6608399|XP_002033133.1|DSEC, LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	LOC6610715|XP_032575982.1|DSEC, LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC6598612|XP_002023857.1|DPER	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC6598610|XP_026850099.1|DPER	LOC6606694|XP_002031494.1|DSEC
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC6598611|XP_026840271.1|DPER	LOC6606693|XP_002031493.1|DSEC
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC6606685|XP_002031485.1|DSEC
OG0000032	LOC6598615|XP_002023860.1|DPER	LOC6606688|XP_002031488.1|DSEC
OG0000033	LOC6594755|XP_002020092.1|DPER	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC6590958|XP_002015543.1|DPER	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC6590962|XP_002015544.1|DPER	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC6598819|XP_002023931.1|DPER	LOC6606119|XP_002030927.1|DSEC, LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC, LOC6609451|XP_002034136.1|DSEC, LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC6589244|XP_002014736.2|DPER	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC6589243|XP_002014735.1|DPER	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC6589242|XP_002014734.1|DPER	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC6593808|XP_026844827.1|DPER	LOC6613602|XP_002038072.1|DSEC
OG0000036	LOC6594433|XP_002019545.1|DPER	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC6587691|XP_002013731.1|DPER	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC6594383|XP_002019297.1|DPER	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC6594996|XP_002020162.1|DPER	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC6590968|XP_002015904.2|DPER	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	LOC6619109|XP_002043349.1|DSEC, LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC6602410|XP_002027415.1|DPER	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC6602412|XP_026848529.1|DPER	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC6591968|XP_026846968.1|DPER	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC6598396|XP_002023519.1|DPER	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC6598397|XP_002023520.1|DPER	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC6599449|XP_026847206.1|DPER	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC113566301|XP_026847173.1|DPER	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC6594422|XP_002019754.1|DPER	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC6594617|XP_002019840.1|DPER	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC6594616|XP_002019839.1|DPER	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC6587705|XP_002012978.2|DPER	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	LOC6619701|XP_002043916.1|DSEC, LOC6619702|XP_002043917.1|DSEC, LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC6591518|XP_002017066.1|DPER	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC6591551|XP_002017060.1|DPER	LOC6619708|XP_032579543.1|DSEC, LOC116801819|XP_032579546.1|DSEC, LOC116801818|XP_032579545.1|DSEC
OG0000042	LOC6597209|XP_002022617.2|DPER	LOC6617460|XP_002041777.2|DSEC
OG0000042	LOC6592870|XP_026842041.1|DPER	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC6592873|XP_002018540.1|DPER	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	LOC6609766|XP_032571746.1|DSEC, LOC6609767|XP_032571748.1|DSEC, LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC6592874|XP_002018541.2|DPER	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC6594473|XP_002019739.2|DPER	LOC6606882|XP_002031676.2|DSEC
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC6594474|XP_002019740.1|DPER	LOC6606881|XP_032578763.1|DSEC
OG0000043	LOC6594076|XP_002019736.1|DPER	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC6594478|XP_002019744.1|DPER	LOC6606877|XP_032576948.1|DSEC, LOC6606875|XP_002031669.2|DSEC, LOC6612980|XP_002037471.1|DSEC
OG0000043	LOC6594479|XP_002019745.1|DPER	LOC6606874|XP_002031668.1|DSEC
OG0000044	LOC6591553|XP_026847828.1|DPER	LOC6619712|XP_032578272.1|DSEC
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	LOC6619716|XP_002043931.1|DSEC, LOC6619717|XP_002043932.1|DSEC
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	LOC6619713|XP_032578123.1|DSEC, LOC6619715|XP_002043930.1|DSEC, LOC6619714|XP_002043929.1|DSEC
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC6605191|XP_002030030.1|DSEC
OG0000045	LOC6601537|XP_002026551.1|DPER	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC
OG0000045	LOC6595948|XP_002021076.1|DPER	LOC6611095|XP_002035652.1|DSEC
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC6611094|XP_002035651.1|DSEC
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC6620032|XP_032578694.1|DSEC
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	LOC6615012|XP_002039429.1|DSEC, LOC6615013|XP_002039430.2|DSEC
OG0000046	LOC6591074|XP_002015712.2|DPER	LOC6615011|XP_032581038.1|DSEC
OG0000046	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	LOC6607592|XP_032578892.1|DSEC, LOC6618806|XP_002043055.1|DSEC, LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC
OG0000047	LOC6589933|XP_002015961.2|DPER	LOC6609455|XP_002034140.1|DSEC
OG0000047	LOC6592655|XP_026842447.1|DPER	LOC6609036|XP_032573031.1|DSEC
OG0000047	LOC6592377|XP_002017999.1|DPER	LOC6609046|XP_032572064.1|DSEC
OG0000048	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC
OG0000048	LOC6599882|XP_002024936.1|DPER	LOC6605923|XP_002030736.1|DSEC
OG0000048	LOC6599879|XP_002024933.1|DPER	LOC6605926|XP_002030739.1|DSEC
OG0000049	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER	LOC6616787|XP_002041124.1|DSEC
OG0000049	LOC6598735|XP_002023804.1|DPER	LOC6616784|XP_002041121.1|DSEC
OG0000049	LOC6598764|XP_002023798.1|DPER	LOC6616790|XP_032578183.1|DSEC
OG0000049	LOC6598765|XP_002023799.1|DPER	LOC6616789|XP_002041126.1|DSEC
OG0000049	LOC6598736|XP_026840083.1|DPER	LOC6616783|XP_002041120.1|DSEC
OG0000050	LOC6600939|XP_002026041.2|DPER	LOC6608707|XP_002033431.1|DSEC
OG0000050	LOC6603416|XP_002028421.2|DPER	LOC6616568|XP_002040927.1|DSEC
