Orthogroup	DPER.longest_only	DSIM.longest_only
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC6736982|XP_002083829.1|DSIM
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC6736975|XP_002083822.1|DSIM, LOC120284721|XP_039149126.1|DSIM, LOC6736977|XP_016030614.1|DSIM, LOC120284720|XP_039149125.1|DSIM
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM, LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC6736297|XP_002083181.2|DSIM, LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC6594351|XP_026840807.1|DPER	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC6596516|XP_002021511.1|DPER, LOC6599955|XP_002025032.1|DPER	LOC27207833|XP_016038650.1|DSIM
OG0000025	LOC6604122|XP_002029055.1|DPER	LOC120285797|XP_039154346.1|DSIM
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC6733757|XP_002080801.1|DSIM, LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC6731962|XP_016024641.1|DSIM, LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	LOC6736718|XP_002083574.1|DSIM, LOC6730782|XP_002077950.2|DSIM
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC6598612|XP_002023857.1|DPER	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC6594755|XP_002020092.1|DPER	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC6590958|XP_002015543.1|DPER	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC6590962|XP_002015544.1|DPER	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC6598819|XP_002023931.1|DPER	LOC6738496|XP_002085302.1|DSIM, LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM, LOC6734776|XP_002081779.1|DSIM, LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC6589244|XP_002014736.2|DPER	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC6589243|XP_002014735.1|DPER	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC6589242|XP_002014734.1|DPER	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM
OG0000034	LOC6593808|XP_026844827.1|DPER	LOC6731186|XP_002078345.3|DSIM
OG0000036	LOC6594433|XP_002019545.1|DPER	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC6587691|XP_002013731.1|DPER	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC6594383|XP_002019297.1|DPER	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC6594996|XP_002020162.1|DPER	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC6590968|XP_002015904.2|DPER	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	LOC6727491|XP_002102871.2|DSIM, LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC6602410|XP_002027415.1|DPER	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC6602412|XP_026848529.1|DPER	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC6591968|XP_026846968.1|DPER	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC6598396|XP_002023519.1|DPER	LOC27207643|XP_016039311.1|DSIM
OG0000039	LOC6598397|XP_002023520.1|DPER	LOC6740324|XP_002077196.2|DSIM
OG0000039	LOC6599449|XP_026847206.1|DPER	LOC6725586|XP_039153235.1|DSIM
OG0000040	LOC113566301|XP_026847173.1|DPER	LOC6727642|XP_002103019.1|DSIM
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	LOC6728556|XP_002103897.1|DSIM
OG0000040	LOC6594422|XP_002019754.1|DPER	LOC6728557|XP_002103898.1|DSIM
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	LOC6727641|XP_002103018.1|DSIM
OG0000040	LOC6594617|XP_002019840.1|DPER	LOC6727640|XP_016034235.1|DSIM
OG0000040	LOC6594616|XP_002019839.1|DPER	LOC6727638|XP_002103015.1|DSIM
OG0000040	LOC6587705|XP_002012978.2|DPER	LOC6730355|XP_002105637.2|DSIM
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	LOC6729586|XP_002104894.1|DSIM, LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM, LOC6729591|XP_002104899.1|DSIM, LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM
OG0000041	LOC6591518|XP_002017066.1|DPER	LOC6729598|XP_002104906.1|DSIM
OG0000041	LOC6591551|XP_002017060.1|DPER	LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM
OG0000042	LOC6597209|XP_002022617.2|DPER	LOC27209427|XP_016038683.1|DSIM
OG0000042	LOC6592870|XP_026842041.1|DPER	LOC6735085|XP_039148041.1|DSIM
OG0000042	LOC6592873|XP_002018540.1|DPER	LOC6735089|XP_039148042.1|DSIM
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM, LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM
OG0000042	LOC6592874|XP_002018541.2|DPER	LOC6735090|XP_016028363.1|DSIM
OG0000043	LOC6594473|XP_002019739.2|DPER	LOC27207593|XP_016035207.2|DSIM
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	LOC6728570|XP_016035206.2|DSIM
OG0000043	LOC6594474|XP_002019740.1|DPER	LOC6728571|XP_002103912.1|DSIM
OG0000043	LOC6594076|XP_002019736.1|DPER	LOC6728574|XP_002103915.1|DSIM
OG0000043	LOC6594478|XP_002019744.1|DPER	LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM
OG0000044	LOC6591553|XP_026847828.1|DPER	LOC6729601|XP_016036243.1|DSIM
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	LOC6729605|XP_002104913.1|DSIM, LOC6729606|XP_002104914.1|DSIM
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	LOC6729602|XP_016036244.1|DSIM, LOC6729604|XP_002104912.1|DSIM, LOC6729603|XP_016036245.1|DSIM
OG0000044	LOC113564933|XP_026840246.1|DPER	LOC6728484|XP_016035123.1|DSIM
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC27207701|XP_016031376.1|DSIM
OG0000045	LOC6601537|XP_002026551.1|DPER	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM
OG0000045	LOC6595948|XP_002021076.1|DPER	LOC6737082|XP_002083929.1|DSIM
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC6737081|XP_002083928.1|DSIM
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC6727218|XP_002102610.2|DSIM
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM
OG0000046	LOC6591074|XP_002015712.2|DPER	LOC6726459|XP_016040040.1|DSIM
