Orthogroup	DPER.longest_only	DSAN.longest_only
OG0000003	LOC6591236|XP_002016682.2|DPER	LOC120458379|XP_039501933.1|DSAN
OG0000003	LOC6591237|XP_026840952.1|DPER, LOC6591238|XP_002016684.1|DPER	LOC120458377|XP_039501931.1|DSAN, LOC120458378|XP_039501932.1|DSAN
OG0000003	LOC6596552|XP_002021689.1|DPER	LOC120458775|XP_039502488.1|DSAN
OG0000005	LOC113566308|XP_026847198.1|DPER, LOC6599391|XP_002024443.1|DPER	LOC120457958|XP_039501397.1|DSAN, LOC120457959|XP_039501398.1|DSAN
OG0000006	LOC113565363|XP_026842914.1|DPER	LOC120457932|XP_039501372.1|DSAN
OG0000006	LOC113567385|XP_026850890.1|DPER, LOC113567411|XP_026850946.1|DPER	LOC120457931|XP_039501371.1|DSAN
OG0000006	LOC113567028|XP_026850039.1|DPER	LOC120457935|XP_039501376.1|DSAN
OG0000006	LOC113567402|XP_026850930.1|DPER	LOC120457937|XP_039501378.1|DSAN, LOC120457936|XP_039501377.1|DSAN, LOC120457670|XP_039501096.1|DSAN
OG0000007	LOC6595910|XP_002021056.1|DPER	LOC120450299|XP_039489171.1|DSAN
OG0000007	LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER	LOC120449593|XP_039488092.1|DSAN
OG0000007	LOC6601482|XP_002026422.2|DPER	LOC120449309|XP_039487635.1|DSAN
OG0000007	LOC6596309|XP_002021479.1|DPER	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC6592462|XP_002017797.1|DPER	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC6596310|XP_002021480.2|DPER	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC6601214|XP_002026310.2|DPER	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC6589529|XP_002015017.1|DPER	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC6601483|XP_026847920.1|DPER	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC6601458|XP_026847765.1|DPER	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC6594328|XP_026850351.1|DPER	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC6601897|XP_026849381.1|DPER	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC6601898|XP_002026947.1|DPER	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC6595506|XP_002020611.1|DPER	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC113566715|XP_026849382.1|DPER	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN
OG0000008	LOC6591826|XP_002016976.2|DPER	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC6591822|XP_002016972.1|DPER	LOC120453053|XP_039493508.1|DSAN
OG0000008	LOC6591825|XP_026846385.1|DPER	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC6591827|XP_002016977.1|DPER	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC6594636|XP_026850331.1|DPER	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC6594634|XP_002019930.1|DPER	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER	LOC120454581|XP_039495924.1|DSAN, LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER	LOC120447920|XP_039485510.1|DSAN, LOC120447921|XP_039485511.1|DSAN
OG0000009	LOC6601280|XP_026841960.1|DPER	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC6591389|XP_002017359.1|DPER	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC6590982|XP_002016547.1|DPER	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC6590981|XP_002016546.2|DPER	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC6587285|XP_002013134.1|DPER, LOC113567423|XP_026850962.1|DPER	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER	LOC120457684|XP_039501107.1|DSAN
OG0000010	LOC113567414|XP_026850949.1|DPER	LOC120457972|XP_039501407.1|DSAN
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER	LOC120456909|XP_039499973.1|DSAN, LOC120458387|XP_039501940.1|DSAN, LOC120458388|XP_039501941.1|DSAN, LOC120458054|XP_039501501.1|DSAN, LOC120458044|XP_039501490.1|DSAN, LOC120449699|XP_039488248.1|DSAN, LOC120454523|XP_039495825.1|DSAN, LOC120444818|XP_039480708.1|DSAN, LOC120447070|XP_039484395.1|DSAN, LOC120445760|XP_039482290.1|DSAN, LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC120446410|XP_039483290.1|DSAN, LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC113564954|XP_026840479.1|DPER	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000015	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER	LOC120445789|XP_039482329.1|DSAN
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC6598163|XP_026846248.1|DPER	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER	LOC120452471|XP_039492644.1|DSAN, LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC6601452|XP_002026454.1|DPER	LOC120449281|XP_039487598.1|DSAN
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC120444384|XP_039479923.1|DSAN, LOC120445506|XP_039481897.1|DSAN, LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC6599955|XP_002025032.1|DPER	LOC120456451|XP_039499224.1|DSAN
OG0000025	LOC6604122|XP_002029055.1|DPER	LOC120457929|XP_039501366.1|DSAN
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC120450915|XP_039490111.1|DSAN, LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	LOC120450501|XP_039489486.1|DSAN, LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC6598612|XP_002023857.1|DPER	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC6598610|XP_026850099.1|DPER	LOC120453292|XP_039493855.1|DSAN
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC6598611|XP_026840271.1|DPER	LOC120451611|XP_039491379.1|DSAN
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC120451410|XP_039491015.1|DSAN
OG0000032	LOC6598615|XP_002023860.1|DPER	LOC120451635|XP_039491427.1|DSAN
OG0000033	LOC6594755|XP_002020092.1|DPER	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC6590958|XP_002015543.1|DPER	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC6590962|XP_002015544.1|DPER	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC6598819|XP_002023931.1|DPER	LOC120447695|XP_039485159.1|DSAN, LOC120452485|XP_039492667.1|DSAN, LOC120446152|XP_039482915.1|DSAN, LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC6589244|XP_002014736.2|DPER	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC6589243|XP_002014735.1|DPER	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC6589242|XP_002014734.1|DPER	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	LOC120453778|XP_039494559.1|DSAN, LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC6593808|XP_026844827.1|DPER	LOC120458883|XP_039502653.1|DSAN
OG0000036	LOC6594433|XP_002019545.1|DPER	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC6587691|XP_002013731.1|DPER	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC6594383|XP_002019297.1|DPER	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC6594996|XP_002020162.1|DPER	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC6590968|XP_002015904.2|DPER	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	LOC120451056|XP_039490346.1|DSAN, LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC6602410|XP_002027415.1|DPER	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC6602412|XP_026848529.1|DPER	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC6591968|XP_026846968.1|DPER	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC6598396|XP_002023519.1|DPER	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC6598397|XP_002023520.1|DPER	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC6599449|XP_026847206.1|DPER	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC113566301|XP_026847173.1|DPER	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC6594422|XP_002019754.1|DPER	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC6594617|XP_002019840.1|DPER	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC6594616|XP_002019839.1|DPER	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC6587705|XP_002012978.2|DPER	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	LOC120452967|XP_039493393.1|DSAN, LOC120452968|XP_039493395.1|DSAN, LOC120451583|XP_039491328.1|DSAN, LOC120453870|XP_039494709.1|DSAN
OG0000041	LOC6591518|XP_002017066.1|DPER	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC6591551|XP_002017060.1|DPER	LOC120451584|XP_039491329.1|DSAN, LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC6597209|XP_002022617.2|DPER	LOC120456654|XP_039499520.1|DSAN
OG0000042	LOC6592870|XP_026842041.1|DPER	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC6592873|XP_002018540.1|DPER	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	LOC120446233|XP_039483037.1|DSAN, LOC120446235|XP_039483039.1|DSAN, LOC120446236|XP_039483040.1|DSAN
OG0000042	LOC6592874|XP_002018541.2|DPER	LOC120446234|XP_039483038.1|DSAN
OG0000043	LOC6594473|XP_002019739.2|DPER	LOC120453988|XP_039494877.1|DSAN
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	LOC120453019|XP_039493471.1|DSAN
OG0000043	LOC6594474|XP_002019740.1|DPER	LOC120453349|XP_039493953.1|DSAN
OG0000043	LOC6594076|XP_002019736.1|DPER	LOC120453637|XP_039494364.1|DSAN
OG0000043	LOC6594478|XP_002019744.1|DPER	LOC120452792|XP_039493119.1|DSAN, LOC120454041|XP_039494968.1|DSAN, LOC120452693|XP_039492981.1|DSAN
OG0000043	LOC6594479|XP_002019745.1|DPER	LOC120453380|XP_039493988.1|DSAN
OG0000044	LOC6591553|XP_026847828.1|DPER	LOC120452826|XP_039493165.1|DSAN
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	LOC120453510|XP_039494189.1|DSAN, LOC120450906|XP_039490090.1|DSAN
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	LOC120451723|XP_039491559.1|DSAN, LOC120453660|XP_039494388.1|DSAN, LOC120453780|XP_039494561.1|DSAN
OG0000044	LOC113564933|XP_026840246.1|DPER	LOC120453569|XP_039494260.1|DSAN
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC120448397|XP_039486321.1|DSAN
OG0000045	LOC6601537|XP_002026551.1|DPER	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN
OG0000045	LOC6595948|XP_002021076.1|DPER	LOC120448761|XP_039486880.1|DSAN
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC120448760|XP_039486879.1|DSAN
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC120451867|XP_039491805.1|DSAN
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	LOC120455081|XP_039496878.1|DSAN, LOC120455080|XP_039496876.1|DSAN
OG0000046	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	LOC120453874|XP_039494712.1|DSAN, LOC120454242|XP_039495288.1|DSAN, LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN, LOC120451794|XP_039491681.1|DSAN, LOC120446793|XP_039483883.1|DSAN
OG0000047	LOC6589933|XP_002015961.2|DPER	LOC120446445|XP_039483359.1|DSAN
OG0000047	LOC6592655|XP_026842447.1|DPER	LOC120447165|XP_039484555.1|DSAN
