Orthogroup	DPER.longest_only	DANA.longest_only
OG0000009	LOC6594636|XP_026850331.1|DPER	LOC6500401|XP_001953140.1|DANA
OG0000009	LOC6594634|XP_002019930.1|DPER	LOC6500399|XP_001953138.1|DANA
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER	LOC6500144|XP_001953137.1|DANA, LOC6500400|XP_001953139.2|DANA
OG0000009	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER	LOC6506633|XP_001957500.1|DANA
OG0000009	LOC6601280|XP_026841960.1|DPER	LOC6494113|XP_001960938.1|DANA
OG0000009	LOC6591389|XP_002017359.1|DPER	LOC6500524|XP_001953390.1|DANA
OG0000009	LOC6590982|XP_002016547.1|DPER	LOC6494922|XP_001959416.1|DANA
OG0000009	LOC6590981|XP_002016546.2|DPER	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA, LOC6494924|XP_001959414.1|DANA
OG0000010	LOC113567423|XP_026850962.1|DPER	LOC6500231|XP_001952977.1|DANA
OG0000010	LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER	LOC116656007|XP_032310968.1|DANA
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER	LOC6503972|XP_001965213.2|DANA, LOC6498068|XP_032307307.1|DANA, LOC6503983|XP_014760411.1|DANA, LOC6502747|XP_014760371.2|DANA
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	LOC6506691|XP_001957410.1|DANA
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC6502839|XP_001957409.2|DANA
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC6495691|XP_001959390.1|DANA
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC6495692|XP_001959391.1|DANA
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC6495695|XP_001959394.1|DANA
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC6495696|XP_032306537.1|DANA
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC113564954|XP_026840479.1|DPER	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000015	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC6598163|XP_026846248.1|DPER	LOC6503036|XP_001963366.1|DANA
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC6494096|XP_001960985.1|DANA
OG0000017	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC6494707|XP_001959817.2|DANA
OG0000017	LOC6595695|XP_026843975.1|DPER	LOC26515517|XP_032311043.1|DANA
OG0000017	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER	LOC6498649|XP_001963243.2|DANA
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC6506162|XP_001958433.1|DANA
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC6506161|XP_001958434.1|DANA
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC6493789|XP_001958438.1|DANA
OG0000018	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER	LOC6506167|XP_032310203.1|DANA, LOC6493788|XP_001958437.1|DANA, LOC6493792|XP_001958441.2|DANA, LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA, LOC6506166|XP_001958429.1|DANA
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC6506852|XP_001965261.1|DANA
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC6497510|XP_032307412.1|DANA
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC6592714|XP_026841677.1|DPER	LOC6502914|XP_001967640.3|DANA
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC6592712|XP_002018079.1|DPER	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC6492952|XP_001956727.1|DANA
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA, LOC6492948|XP_001956720.1|DANA
OG0000022	LOC6601030|XP_002026118.2|DPER, LOC6604616|XP_002029500.2|DPER, LOC113566795|XP_026849746.1|DPER, LOC6601061|XP_002026116.1|DPER, LOC113566796|XP_026849747.1|DPER	LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC6507069|XP_001956716.1|DANA
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC6492946|XP_001956717.1|DANA
OG0000023	LOC6594351|XP_026840807.1|DPER	LOC6500082|XP_001953260.1|DANA
OG0000023	LOC6594355|XP_002019534.1|DPER	LOC6500077|XP_001953265.1|DANA
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC6599955|XP_002025032.1|DPER	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC6604122|XP_002029055.1|DPER	LOC6496740|XP_001967888.2|DANA, LOC26513707|XP_032309216.1|DANA
OG0000025	LOC113567416|XP_026850955.1|DPER	LOC116655705|XP_032309460.1|DANA
OG0000025	LOC113567384|XP_026850889.1|DPER	LOC116655982|XP_032310866.1|DANA
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC6502964|XP_001963504.1|DANA
OG0000026	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC116655895|XP_032310688.1|DANA
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC6506803|XP_001957208.1|DANA
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC116655417|XP_032309201.1|DANA
OG0000029	LOC6590423|XP_002016595.1|DPER	LOC6502513|XP_001960684.2|DANA
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC6598612|XP_002023857.1|DPER	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC6500725|XP_032312300.1|DANA
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC6500728|XP_001953801.1|DANA
OG0000032	LOC6598615|XP_002023860.1|DPER	LOC6500726|XP_032305502.1|DANA
OG0000033	LOC6590958|XP_002015543.1|DPER	LOC6494619|XP_001959999.1|DANA
OG0000033	LOC6590962|XP_002015544.1|DPER	LOC6495993|XP_001960000.1|DANA
OG0000033	LOC6598819|XP_002023931.1|DPER	LOC6501373|XP_001955098.3|DANA, LOC6502622|XP_032305620.1|DANA, LOC116656581|XP_032312240.1|DANA
OG0000034	LOC6589244|XP_002014736.2|DPER	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC6589243|XP_002014735.1|DPER	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC6589242|XP_002014734.1|DPER	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	LOC6498552|XP_001963046.3|DANA
OG0000034	LOC6593808|XP_026844827.1|DPER	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC6594433|XP_002019545.1|DPER	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC6587691|XP_002013731.1|DPER	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC6594383|XP_002019297.1|DPER	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC6594997|XP_002020163.1|DPER	LOC116656032|XP_032311076.1|DANA
OG0000036	LOC6594996|XP_002020162.1|DPER	LOC6499049|XP_001955412.1|DANA
OG0000037	LOC6590968|XP_002015904.2|DPER	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC6602410|XP_002027415.1|DPER	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC6602412|XP_026848529.1|DPER	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC6591968|XP_026846968.1|DPER	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC6598396|XP_002023519.1|DPER	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC6598397|XP_002023520.1|DPER	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC6598395|XP_002023518.2|DPER	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC6599449|XP_026847206.1|DPER	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC113566301|XP_026847173.1|DPER	LOC6500947|XP_014766809.1|DANA
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC6594422|XP_002019754.1|DPER	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC6594616|XP_002019839.1|DPER	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC6587705|XP_002012978.2|DPER	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC6591518|XP_002017066.1|DPER	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC6591551|XP_002017060.1|DPER	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC6597209|XP_002022617.2|DPER	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC6592870|XP_026842041.1|DPER	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC6592873|XP_002018540.1|DPER	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC6592874|XP_002018541.2|DPER	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC6594473|XP_002019739.2|DPER	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC6594076|XP_002019736.1|DPER	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC6594478|XP_002019744.1|DPER	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC6594479|XP_002019745.1|DPER	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC6591553|XP_026847828.1|DPER	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	LOC6500202|XP_001953032.2|DANA, LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC113564933|XP_026840246.1|DPER	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC6601537|XP_002026551.1|DPER	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC6595948|XP_002021076.1|DPER	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC6501716|XP_001955838.3|DANA
