Orthogroup	DPER.longest_only	DELE.longest_only
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER	LOC108139056|XP_017117164.1|DELE, LOC108136397|XP_017112996.1|DELE, LOC108146665|XP_017128206.1|DELE, LOC108139057|XP_017117165.1|DELE, LOC108138672|XP_017116504.1|DELE, LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE, LOC108143859|XP_017123910.1|DELE, LOC108137357|XP_017114480.1|DELE, LOC108134970|XP_017110989.1|DELE, LOC108138785|XP_017116749.1|DELE, LOC108150498|XP_017134198.1|DELE, LOC108150409|XP_017134056.1|DELE, LOC108138422|XP_017116107.1|DELE
OG0000011	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER	LOC108147065|XP_017128845.1|DELE, LOC108145377|XP_017126261.1|DELE
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC108145375|XP_017126259.1|DELE, LOC108145552|XP_017126542.1|DELE
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC108137996|XP_017115460.1|DELE, LOC108137901|XP_017115330.1|DELE
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC113564954|XP_026840479.1|DPER	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER	LOC108144693|XP_017125256.1|DELE
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC6598163|XP_026846248.1|DPER	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER	LOC108147936|XP_017130210.1|DELE, LOC108147886|XP_017130134.1|DELE
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC6601451|XP_002026453.1|DPER	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC108142476|XP_017121849.1|DELE, LOC108142480|XP_017121852.1|DELE, LOC108142478|XP_017121851.1|DELE, LOC108142483|XP_017121857.1|DELE, LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER	LOC108148663|XP_017131286.1|DELE, LOC108148665|XP_017131287.1|DELE
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC108139069|XP_017117181.1|DELE, LOC108149435|XP_017132505.1|DELE
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC6589656|XP_026844645.1|DPER	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC6594355|XP_002019534.1|DPER	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC6599955|XP_002025032.1|DPER	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC108143743|XP_017123764.1|DELE, LOC108143811|XP_017123822.1|DELE
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC6600142|XP_002025259.1|DPER	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC6597331|XP_002022519.1|DPER	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC6603379|XP_002028365.1|DPER	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE, LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER	LOC108148078|XP_017130421.1|DELE, LOC108147853|XP_017130100.1|DELE
OG0000031	LOC6589468|XP_002014413.1|DPER	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC6598613|XP_002023858.2|DPER	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC6598616|XP_002023861.1|DPER	LOC108134776|XP_017110712.1|DELE
OG0000032	LOC6598615|XP_002023860.1|DPER	LOC108141567|XP_017120502.1|DELE
OG0000033	LOC6594755|XP_002020092.1|DPER	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC6590958|XP_002015543.1|DPER	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC6590962|XP_002015544.1|DPER	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC6598819|XP_002023931.1|DPER	LOC108135468|XP_017111699.1|DELE, LOC108135862|XP_017112252.1|DELE, LOC108137918|XP_017115348.1|DELE
OG0000034	LOC6589244|XP_002014736.2|DPER	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC6589242|XP_002014734.1|DPER	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC6593808|XP_026844827.1|DPER	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC6594433|XP_002019545.1|DPER	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC6587691|XP_002013731.1|DPER	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC6594383|XP_002019297.1|DPER	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC6594996|XP_002020162.1|DPER	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC6590968|XP_002015904.2|DPER	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER	LOC108135854|XP_017112236.1|DELE, LOC108135829|XP_017112201.1|DELE
OG0000038	LOC6602410|XP_002027415.1|DPER	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC6602412|XP_026848529.1|DPER	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC6591968|XP_026846968.1|DPER	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC6598396|XP_002023519.1|DPER	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC6598397|XP_002023520.1|DPER	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC6599449|XP_026847206.1|DPER	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC113566301|XP_026847173.1|DPER	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC6594422|XP_002019754.1|DPER	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC6594616|XP_002019839.1|DPER	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC6587705|XP_002012978.2|DPER	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER	LOC108143777|XP_017123793.1|DELE, LOC108143759|XP_017123778.1|DELE
OG0000041	LOC6591518|XP_002017066.1|DPER	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC6591551|XP_002017060.1|DPER	LOC108143890|XP_017123952.1|DELE, LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC6597209|XP_002022617.2|DPER	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC6592870|XP_026842041.1|DPER	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC6592873|XP_002018540.1|DPER	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER	LOC108139199|XP_017117331.1|DELE, LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC6592874|XP_002018541.2|DPER	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC6594473|XP_002019739.2|DPER	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC6594076|XP_002019736.1|DPER	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC6594478|XP_002019744.1|DPER	LOC108136699|XP_017113511.1|DELE, LOC108142914|XP_017122491.1|DELE
OG0000043	LOC6594479|XP_002019745.1|DPER	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC6591553|XP_026847828.1|DPER	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER	LOC108143753|XP_017123772.1|DELE, LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER	LOC108143771|XP_017123788.1|DELE, LOC108143751|XP_017123771.1|DELE, LOC108143749|XP_017123769.1|DELE
OG0000044	LOC113564933|XP_026840246.1|DPER	LOC108140749|XP_017119215.1|DELE
OG0000045	LOC6603693|XP_002028666.1|DPER	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC6601537|XP_002026551.1|DPER	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC6595948|XP_002021076.1|DPER	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC113565382|XP_026842979.1|DPER, LOC6595949|XP_026845634.1|DPER	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC6598792|XP_002023903.1|DPER	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC6602909|XP_002027932.2|DPER, LOC6602912|XP_026849662.1|DPER	LOC108134821|XP_017110764.1|DELE, LOC108134933|XP_017110942.1|DELE
OG0000046	LOC6595022|XP_026847277.1|DPER, LOC6595021|XP_026847265.1|DPER, LOC6595020|XP_026847261.1|DPER	LOC108147306|XP_017129219.1|DELE, LOC108147302|XP_017129214.1|DELE, LOC108147114|XP_017128893.1|DELE, LOC108144852|XP_017125488.1|DELE
OG0000047	LOC6589933|XP_002015961.2|DPER	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC6592655|XP_026842447.1|DPER	LOC108137980|XP_017115444.1|DELE, LOC108149120|XP_017132010.1|DELE
OG0000047	LOC6592377|XP_002017999.1|DPER	LOC108149847|XP_017133213.1|DELE
OG0000048	LOC6599875|XP_002024929.1|DPER, LOC6599876|XP_002024930.2|DPER	LOC108145662|XP_017126704.1|DELE, LOC108145661|XP_017126703.1|DELE
OG0000048	LOC6599882|XP_002024936.1|DPER	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC6599879|XP_002024933.1|DPER	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC6598767|XP_002023801.1|DPER, LOC113564913|XP_026840082.1|DPER	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC6598735|XP_002023804.1|DPER	LOC108140396|XP_017118593.1|DELE
OG0000049	LOC6598764|XP_002023798.1|DPER	LOC108140398|XP_017118595.1|DELE
OG0000049	LOC6598765|XP_002023799.1|DPER	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC6598736|XP_026840083.1|DPER	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC6600939|XP_002026041.2|DPER	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC6603417|XP_002028422.1|DPER	LOC108143124|XP_017122854.1|DELE
OG0000050	LOC6603416|XP_002028421.2|DPER	LOC108143123|XP_017122853.1|DELE
OG0000050	LOC6603438|XP_026848195.1|DPER	LOC108143198|XP_017122940.1|DELE
OG0000050	LOC6603412|XP_002028417.1|DPER, LOC6603413|XP_026848216.1|DPER	LOC108143121|XP_017122851.1|DELE
OG0000050	LOC113566500|XP_026848194.1|DPER, LOC6603415|XP_026848193.1|DPER	LOC108143197|XP_017122939.1|DELE
OG0000050	LOC6603437|XP_002028415.2|DPER	LOC108143120|XP_017122849.1|DELE
OG0000050	LOC6603414|XP_002028419.2|DPER	LOC108143122|XP_017122852.1|DELE
OG0000051	LOC6588071|XP_002014115.1|DPER	LOC108143756|XP_017123775.1|DELE
OG0000051	LOC6598821|XP_026848488.1|DPER, LOC6598820|XP_002023932.1|DPER	LOC108143275|XP_017123079.1|DELE
OG0000051	LOC6591581|XP_026848899.1|DPER, LOC113566604|XP_026848831.1|DPER	LOC108136096|XP_017112560.1|DELE, LOC108141560|XP_017120493.1|DELE
OG0000052	LOC6588118|XP_002013763.1|DPER	LOC108135036|XP_017111063.1|DELE, LOC108136729|XP_017113543.1|DELE
