Orthogroup	DPER.longest_only	DPSE.longest_only
OG0000007	LOC6601214|XP_002026310.2|DPER	LOC4813941|XP_001354103.1|DPSE
OG0000007	LOC6589529|XP_002015017.1|DPER	LOC4816998|XP_001356721.3|DPSE
OG0000007	LOC6601483|XP_026847920.1|DPER	LOC4813497|XP_001353852.2|DPSE
OG0000007	LOC6601458|XP_026847765.1|DPER	LOC4813468|XP_001353840.2|DPSE
OG0000008	LOC6594328|XP_026850351.1|DPER	LOC4803265|XP_001360036.3|DPSE
OG0000008	LOC6601897|XP_026849381.1|DPER	LOC6900302|XP_002135624.1|DPSE
OG0000008	LOC6601898|XP_002026947.1|DPER	LOC6900304|XP_002135626.2|DPSE
OG0000008	LOC6595506|XP_002020611.1|DPER	LOC6903158|XP_002132860.2|DPSE
OG0000008	LOC6591821|XP_002016971.2|DPER	LOC6897538|XP_002137683.2|DPSE
OG0000008	LOC6591446|XP_026851133.1|DPER	LOC4802264|XP_001359219.2|DPSE
OG0000008	LOC6591826|XP_002016976.2|DPER	LOC4802270|XP_033239768.1|DPSE
OG0000008	LOC6591824|XP_026846323.1|DPER	LOC4802265|XP_001359220.2|DPSE
OG0000008	LOC6591822|XP_002016972.1|DPER	LOC4802267|XP_001359221.4|DPSE
OG0000008	LOC6591825|XP_026846385.1|DPER	LOC117184116|XP_033236234.1|DPSE
OG0000008	LOC6591827|XP_002016977.1|DPER	LOC4802269|XP_001359223.2|DPSE
OG0000009	LOC6594636|XP_026850331.1|DPER	LOC6897995|XP_002138092.2|DPSE
OG0000009	LOC6594634|XP_002019930.1|DPER	LOC4803283|XP_001360048.3|DPSE
OG0000009	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER	LOC6897994|XP_002138091.2|DPSE
OG0000009	LOC6594558|XP_026850291.1|DPER	LOC4803281|XP_001360047.2|DPSE
OG0000009	LOC6591365|XP_002017250.2|DPER	LOC6897633|XP_002137776.2|DPSE
OG0000009	LOC6604573|XP_026840043.1|DPER	LOC6897632|XP_002137775.2|DPSE
OG0000009	LOC6591362|XP_002017247.1|DPER	LOC6897630|XP_002137773.2|DPSE
OG0000009	LOC6591562|XP_002017111.1|DPER	LOC6897583|XP_002137728.2|DPSE
OG0000009	LOC6601280|XP_026841960.1|DPER	LOC4805603|XP_001361980.2|DPSE
OG0000009	LOC6591389|XP_002017359.1|DPER	LOC4802604|XP_001359493.2|DPSE
OG0000009	LOC6590982|XP_002016547.1|DPER	LOC4804281|XP_001360862.1|DPSE
OG0000009	LOC6590981|XP_002016546.2|DPER	LOC6898444|XP_002138487.3|DPSE
OG0000010	LOC113567423|XP_026850962.1|DPER	LOC117185619|XP_033241650.1|DPSE, LOC117183603|XP_033233990.1|DPSE
OG0000010	LOC113567406|XP_026850934.1|DPER, LOC6587263|XP_002013118.1|DPER, LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER, LOC113567414|XP_026850949.1|DPER	LOC117185640|XP_033241727.1|DPSE
OG0000010	LOC113567250|XP_026850220.1|DPER	LOC26532676|XP_015035129.1|DPSE
OG0000011	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER	LOC6903257|XP_015036468.1|DPSE
OG0000011	LOC113565667|XP_026844172.1|DPER	LOC26534003|XP_015037011.2|DPSE
OG0000011	LOC6593932|XP_026844170.1|DPER	LOC6902418|XP_033235641.1|DPSE
OG0000011	LOC113565666|XP_026844171.1|DPER	LOC6902419|XP_015037014.2|DPSE
OG0000011	LOC6599995|XP_026849180.1|DPER	LOC26532842|XP_033240537.1|DPSE
OG0000011	LOC6595356|XP_026844919.1|DPER	LOC117184128|XP_033236322.1|DPSE
OG0000011	LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER	LOC117184127|XP_033236312.1|DPSE
OG0000011	LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER	LOC6903259|XP_015036470.1|DPSE
OG0000011	LOC113565733|XP_026844523.1|DPER	LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE
OG0000011	LOC6595439|XP_002020860.2|DPER	LOC6903279|XP_002132978.2|DPSE
OG0000011	LOC113565830|XP_026844917.1|DPER	LOC26533994|XP_033236319.1|DPSE
OG0000011	LOC6595395|XP_026844752.1|DPER	LOC117184073|XP_033236055.1|DPSE
OG0000011	LOC6595396|XP_026844748.1|DPER	LOC26533837|XP_033236050.1|DPSE
OG0000011	LOC6595365|XP_002020801.1|DPER	LOC117184074|XP_033236060.1|DPSE
OG0000011	LOC6595392|XP_026844750.1|DPER	LOC6903240|XP_033236052.1|DPSE
OG0000011	LOC6595391|XP_026844351.1|DPER	LOC6903239|XP_015036440.1|DPSE
OG0000011	LOC6591700|XP_002017271.1|DPER	LOC6897642|XP_033241732.1|DPSE
OG0000011	LOC6599732|XP_002024837.1|DPER	LOC117185097|XP_033240835.1|DPSE
OG0000011	LOC6599733|XP_002024838.2|DPER	LOC6900040|XP_002135404.2|DPSE
OG0000011	LOC6591544|XP_002017188.1|DPER	LOC6897605|XP_002137750.2|DPSE
OG0000012	LOC6589910|XP_026840670.1|DPER	LOC4804261|XP_015039777.2|DPSE
OG0000012	LOC6589909|XP_002016518.1|DPER	LOC4804255|XP_001360842.2|DPSE
OG0000012	LOC6589908|XP_026841658.1|DPER	LOC4804254|XP_015039772.2|DPSE
OG0000012	LOC6589911|XP_026840671.1|DPER	LOC6898436|XP_033233736.1|DPSE
OG0000012	LOC113565188|XP_026842345.1|DPER	LOC26534343|XP_015039779.2|DPSE
OG0000012	LOC6589913|XP_026842148.1|DPER	LOC4804257|XP_033234499.1|DPSE
OG0000012	LOC6590584|XP_026841794.1|DPER	LOC6898437|XP_015039781.2|DPSE
OG0000012	LOC6589912|XP_002016521.1|DPER	LOC4804256|XP_015039778.2|DPSE
OG0000012	LOC6590586|XP_002016525.1|DPER	LOC4804263|XP_001360847.3|DPSE
OG0000012	LOC6590587|XP_002016526.1|DPER	LOC6898438|XP_002138480.2|DPSE
OG0000012	LOC6590588|XP_002016527.1|DPER	LOC4804265|XP_001360848.3|DPSE
OG0000012	LOC6590215|XP_002016528.1|DPER	LOC6898439|XP_002138481.3|DPSE
OG0000012	LOC6590216|XP_002016529.1|DPER	LOC4804266|XP_033235099.1|DPSE
OG0000013	LOC6600889|XP_026840828.1|DPER	LOC4805483|XP_001361878.1|DPSE
OG0000013	LOC6598353|XP_002023428.2|DPER	LOC4815139|XP_001354758.1|DPSE
OG0000013	LOC6594205|XP_002019664.1|DPER	LOC6897906|XP_002138008.2|DPSE
OG0000013	LOC6594496|XP_002019695.1|DPER	LOC4803092|XP_001359891.1|DPSE
OG0000013	LOC6602278|XP_002027327.1|DPER	LOC6900589|XP_002134962.1|DPSE
OG0000013	LOC113564954|XP_026840479.1|DPER	LOC4801399|XP_001358499.2|DPSE
OG0000013	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE
OG0000013	LOC6598714|XP_002023893.1|DPER	LOC6896929|XP_033238114.1|DPSE
OG0000013	LOC6598715|XP_026850871.1|DPER	LOC4800844|XP_033238105.1|DPSE
OG0000015	LOC113565257|XP_026842907.1|DPER	LOC13036345|XP_003736506.3|DPSE
OG0000015	LOC6589937|XP_002015965.1|DPER	LOC6898242|XP_002138308.2|DPSE
OG0000015	LOC6599931|XP_002025059.1|DPER	LOC6902209|XP_015041303.2|DPSE
OG0000015	LOC6593385|XP_002019084.1|DPER	LOC6902329|XP_002133283.3|DPSE
OG0000016	LOC6587871|XP_002013173.2|DPER	LOC4801993|XP_001359004.1|DPSE
OG0000016	LOC6593077|XP_002017890.1|DPER	LOC6898475|XP_002138517.1|DPSE
OG0000016	LOC6595672|XP_002020732.2|DPER	LOC6903211|XP_002132912.2|DPSE
OG0000016	LOC6587678|XP_002013954.1|DPER	LOC4801351|XP_001358460.1|DPSE
OG0000016	LOC6601585|XP_002026606.2|DPER	LOC4805675|XP_001362034.4|DPSE
OG0000016	LOC6596237|XP_002021770.1|DPER	LOC26533720|XP_015036728.2|DPSE
OG0000016	LOC6599243|XP_002024300.1|DPER	LOC4814924|XP_001354857.1|DPSE
OG0000016	LOC6592910|XP_002018578.1|DPER	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE
OG0000016	LOC6587745|XP_026840230.1|DPER	LOC6896970|XP_002137155.1|DPSE
OG0000016	LOC6602189|XP_026848039.1|DPER	LOC4812150|XP_001352883.1|DPSE
OG0000017	LOC6590466|XP_002016652.1|DPER	LOC4805006|XP_001361476.2|DPSE
OG0000017	LOC6602148|XP_002027095.1|DPER	LOC6898665|XP_002138670.2|DPSE
OG0000017	LOC6602132|XP_002027094.1|DPER	LOC4804841|XP_001361337.4|DPSE
OG0000017	LOC6591189|XP_002015913.2|DPER	LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE
OG0000017	LOC6594928|XP_002020025.1|DPER	LOC4800683|XP_002137062.3|DPSE
OG0000017	LOC6592612|XP_002018160.1|DPER	LOC4804478|XP_001361036.2|DPSE
OG0000017	LOC6602127|XP_002027093.1|DPER	LOC4804840|XP_001361336.1|DPSE
OG0000017	LOC6592611|XP_002018159.1|DPER	LOC4804477|XP_001361035.3|DPSE
OG0000017	LOC6595669|XP_002020729.1|DPER	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE
OG0000017	LOC6595691|XP_002020717.1|DPER	LOC4817633|XP_002132903.2|DPSE
OG0000018	LOC6601448|XP_002026450.1|DPER	LOC5495511|XP_001353833.1|DPSE
OG0000018	LOC6601452|XP_002026454.1|DPER	LOC4813480|XP_001353827.2|DPSE
OG0000018	LOC6601450|XP_002026452.1|DPER	LOC4813481|XP_001353829.1|DPSE
OG0000018	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE
OG0000018	LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER	LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE
OG0000018	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE
OG0000019	LOC6587177|XP_002013000.1|DPER	LOC6897057|XP_002137241.2|DPSE
OG0000019	LOC6587211|XP_002013001.2|DPER	LOC26533605|XP_015037040.2|DPSE
OG0000019	LOC113564910|XP_026840077.1|DPER	LOC6897058|XP_002137242.2|DPSE
OG0000019	LOC6588514|XP_002012998.2|DPER	LOC4801129|XP_033235715.1|DPSE
OG0000019	LOC6587186|XP_002012999.1|DPER	LOC4801131|XP_001358273.2|DPSE
OG0000019	LOC6587637|XP_002013003.2|DPER	LOC6897061|XP_002137245.2|DPSE
OG0000019	LOC6587295|XP_002013004.1|DPER	LOC6897060|XP_033233125.1|DPSE
OG0000019	LOC6587205|XP_002013002.1|DPER	LOC4801132|XP_001358274.2|DPSE
OG0000020	LOC6594838|XP_002020242.2|DPER	LOC6896759|XP_002136966.1|DPSE
OG0000020	LOC6590666|XP_002015941.1|DPER	LOC4803770|XP_001360432.3|DPSE
OG0000020	LOC6589657|XP_002014518.1|DPER	LOC6902791|XP_002132528.2|DPSE
OG0000020	LOC6594627|XP_026850533.1|DPER	LOC117183221|XP_033232918.1|DPSE
OG0000020	LOC6594128|XP_002019432.1|DPER	LOC6897832|XP_002137937.1|DPSE
OG0000020	LOC6593366|XP_002018585.1|DPER	LOC4818201|XP_033236143.1|DPSE
OG0000021	LOC6603691|XP_002028659.1|DPER	LOC6900570|XP_002134946.1|DPSE
OG0000021	LOC6592715|XP_002018082.1|DPER	LOC6898833|XP_002138806.2|DPSE
OG0000021	LOC6592713|XP_002018080.1|DPER	LOC6898835|XP_002138808.1|DPSE
OG0000021	LOC6592714|XP_026841677.1|DPER	LOC6898834|XP_002138807.1|DPSE
OG0000021	LOC6592588|XP_002018070.2|DPER	LOC6898840|XP_002138811.3|DPSE
OG0000021	LOC6592233|XP_002018052.1|DPER	LOC4805268|XP_001361693.2|DPSE
OG0000021	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE
OG0000021	LOC6592712|XP_002018079.1|DPER	LOC6898836|XP_002138809.1|DPSE
OG0000021	LOC6599244|XP_026848260.1|DPER	LOC6901473|XP_033238237.1|DPSE
OG0000021	LOC113565817|XP_026844838.1|DPER	LOC6897478|XP_002137627.1|DPSE
OG0000021	LOC6598730|XP_026840231.1|DPER	LOC4800831|XP_001358035.1|DPSE
OG0000021	LOC6597578|XP_026848930.1|DPER	LOC6901811|XP_002134479.1|DPSE
OG0000022	LOC6593244|XP_026840814.1|DPER	LOC4804646|XP_033234778.1|DPSE
OG0000022	LOC6601032|XP_002026120.1|DPER	LOC6899947|XP_002135315.1|DPSE
OG0000022	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE
OG0000022	LOC6604616|XP_002029500.2|DPER, LOC113566795|XP_026849746.1|DPER	LOC6899950|XP_002135318.2|DPSE
OG0000022	LOC6601061|XP_002026116.1|DPER	LOC6899952|XP_002135320.3|DPSE
OG0000022	LOC113566796|XP_026849747.1|DPER	LOC6899955|XP_002135323.1|DPSE
OG0000022	LOC113566793|XP_026849743.1|DPER	LOC4812049|XP_001352467.1|DPSE
OG0000022	LOC113566797|XP_026849748.1|DPER	LOC6899946|XP_002135314.1|DPSE
OG0000022	LOC113566794|XP_026849744.1|DPER	LOC6899948|XP_002135316.2|DPSE
OG0000023	LOC6594350|XP_002019529.2|DPER	LOC6897864|XP_033232668.1|DPSE
OG0000023	LOC6594355|XP_002019534.1|DPER	LOC4802962|XP_001359775.3|DPSE
OG0000023	LOC6594114|XP_002019536.2|DPER	LOC4802964|XP_001359777.4|DPSE
OG0000023	LOC6590773|XP_002016461.1|DPER	LOC4804210|XP_001360806.2|DPSE
OG0000023	LOC6594113|XP_002019535.2|DPER	LOC6897865|XP_033232678.1|DPSE
OG0000023	LOC6594346|XP_002019525.2|DPER	LOC5495505|XP_001359769.4|DPSE
OG0000023	LOC6594348|XP_002019527.1|DPER	LOC5384073|XP_001359768.2|DPSE
OG0000023	LOC6594344|XP_002019523.1|DPER	LOC4802956|XP_015038205.2|DPSE
OG0000024	LOC6592576|XP_002017741.1|DPER	LOC6898786|XP_002138763.2|DPSE
OG0000024	LOC6592577|XP_002017742.1|DPER	LOC6898785|XP_002138762.1|DPSE
OG0000024	LOC6592579|XP_002017744.1|DPER	LOC5495520|XP_001361563.3|DPSE
OG0000024	LOC6592578|XP_002017743.2|DPER	LOC4805107|XP_001361564.1|DPSE
OG0000024	LOC6593580|XP_002018871.1|DPER	LOC6899225|XP_002136299.3|DPSE
OG0000024	LOC6592580|XP_002017745.1|DPER	LOC5495508|XP_001361566.2|DPSE
OG0000024	LOC6591036|XP_002016629.1|DPER	LOC4805028|XP_001361496.1|DPSE
OG0000025	LOC6596516|XP_002021511.1|DPER, LOC6599955|XP_002025032.1|DPER	LOC6901557|XP_002134231.1|DPSE
OG0000025	LOC113567384|XP_026850889.1|DPER	LOC117183559|XP_033233680.1|DPSE
OG0000026	LOC6598208|XP_002023333.1|DPER	LOC4814777|XP_001354707.2|DPSE
OG0000026	LOC6589226|XP_002014215.1|DPER	LOC4818162|XP_001357184.4|DPSE
OG0000026	LOC6600343|XP_026848406.1|DPER	LOC4815876|XP_001355332.2|DPSE
OG0000026	LOC6587539|XP_002013259.1|DPER	LOC4801930|XP_001358948.3|DPSE
OG0000026	LOC6587439|XP_026847477.1|DPER	LOC6897388|XP_002137540.2|DPSE
OG0000026	LOC6598768|XP_002023910.1|DPER	LOC4800860|XP_001358060.2|DPSE
OG0000027	LOC6589175|XP_002014624.1|DPER	LOC6902829|XP_002132565.2|DPSE
OG0000027	LOC6589890|XP_026844932.1|DPER	LOC4817432|XP_001356466.2|DPSE
OG0000027	LOC6589176|XP_002014625.1|DPER	LOC4816919|XP_001356465.1|DPSE
OG0000028	LOC113566562|XP_026848458.1|DPER	LOC6900259|XP_002135588.3|DPSE, LOC26532152|XP_033239703.1|DPSE
OG0000028	LOC113566573|XP_026848580.1|DPER, LOC6602376|XP_026848583.1|DPER	LOC6900257|XP_033239706.1|DPSE, LOC117184834|XP_033239705.1|DPSE
OG0000028	LOC6602403|XP_002027408.2|DPER	LOC26533203|XP_015044031.2|DPSE
OG0000028	LOC113566574|XP_026848581.1|DPER, LOC113566575|XP_026848582.1|DPER	LOC6900258|XP_002135587.2|DPSE, LOC117183194|XP_033239704.1|DPSE, LOC117184835|XP_033239707.1|DPSE
OG0000028	LOC6602374|XP_026848578.1|DPER	LOC6900255|XP_002135584.2|DPSE
OG0000028	LOC6599696|XP_002024949.1|DPER	LOC6900007|XP_002135372.2|DPSE
OG0000029	LOC6592269|XP_002017847.2|DPER	LOC6898458|XP_002138501.2|DPSE
OG0000029	LOC6590423|XP_002016595.1|DPER	LOC26533066|XP_015039817.2|DPSE
OG0000029	LOC6587627|XP_026841612.1|DPER	LOC6897267|XP_033233167.1|DPSE
OG0000029	LOC6599019|XP_002024136.1|DPER	LOC4813458|XP_001353977.2|DPSE
OG0000030	LOC6595505|XP_002020610.1|DPER	LOC4817563|XP_001356970.3|DPSE
OG0000030	LOC6595503|XP_002020608.1|DPER	LOC4817564|XP_002132859.2|DPSE
OG0000030	LOC6595502|XP_002020607.1|DPER	LOC6903157|XP_002132858.2|DPSE
OG0000030	LOC6595504|XP_002020609.1|DPER	LOC4817562|XP_001356969.3|DPSE
OG0000030	LOC6596396|XP_002021549.2|DPER	LOC4816660|XP_001355989.2|DPSE
OG0000030	LOC6592616|XP_002018164.1|DPER	LOC4804482|XP_001361038.2|DPSE
