Orthogroup	DKIK.longest_only	DSUZ.longest_only
OG0000012	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108082347|XP_017033172.1|DKIK	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC108082319|XP_017033138.1|DKIK	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108074734|XP_017022389.1|DKIK	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108079326|XP_017029113.1|DKIK	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108084190|XP_017035777.1|DKIK	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108075225|XP_017023059.1|DKIK	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108080801|XP_017031181.1|DKIK	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK	LOC108007391|XP_016926534.2|DSUZ
OG0000015	LOC108082548|XP_017033482.1|DKIK, LOC108082527|XP_017033449.1|DKIK	LOC108008179|XP_016927458.2|DSUZ, LOC108008180|XP_016927459.1|DSUZ, LOC108015638|XP_016937623.1|DSUZ
OG0000015	LOC108086091|XP_017038403.1|DKIK	LOC108009237|XP_016928898.1|DSUZ, LOC108006716|XP_016925749.1|DSUZ, LOC108021461|XP_016945722.1|DSUZ
OG0000015	LOC108085342|XP_017037387.1|DKIK	LOC108009429|XP_016929253.1|DSUZ, LOC108018082|XP_016941013.1|DSUZ, LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC108071985|XP_017018448.1|DKIK	LOC118879010|XP_036677865.1|DSUZ
OG0000015	LOC108073116|XP_017020100.1|DKIK	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC108074071|XP_017021434.1|DKIK	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108078132|XP_017027246.1|DKIK	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108085727|XP_017037944.1|DKIK	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108084467|XP_017036167.1|DKIK	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108071378|XP_017017603.1|DKIK	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108081075|XP_017031544.1|DKIK	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108075195|XP_017023019.1|DKIK	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108083777|XP_017035189.1|DKIK	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC108076702|XP_017025149.1|DKIK	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC108074963|XP_017022684.1|DKIK	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108085024|XP_017036959.1|DKIK	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC108083626|XP_017034986.1|DKIK	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC108076532|XP_017024932.1|DKIK	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108070625|XP_017016677.1|DKIK	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108076530|XP_017024931.1|DKIK	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC108071595|XP_017017864.1|DKIK	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108071573|XP_017017843.1|DKIK	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108071585|XP_017017855.1|DKIK	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ
OG0000018	LOC108071604|XP_017017875.1|DKIK	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000018	LOC108071599|XP_017017870.1|DKIK	LOC108013582|XP_016934999.1|DSUZ
OG0000019	LOC108084990|XP_017036905.1|DKIK	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK	LOC108016122|XP_036675619.1|DSUZ, LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC108084902|XP_017036785.1|DKIK	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108084991|XP_017036906.1|DKIK	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108075744|XP_017023787.1|DKIK	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108082576|XP_017033522.1|DKIK	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK	LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC108074835|XP_017022525.1|DKIK	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108077930|XP_017026994.1|DKIK	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108072156|XP_017018689.1|DKIK	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108074862|XP_017022564.1|DKIK	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC108074823|XP_017022510.1|DKIK	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108072344|XP_017018923.1|DKIK	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108085116|XP_017037095.1|DKIK	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108072889|XP_017019701.1|DKIK	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108083858|XP_017035332.1|DKIK	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108073195|XP_017020199.1|DKIK	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108077813|XP_017026825.1|DKIK	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC108080856|XP_017031249.1|DKIK	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108082382|XP_017033212.1|DKIK	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108071489|XP_017017741.1|DKIK	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC108071509|XP_017017764.1|DKIK	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000023	LOC108084054|XP_017035562.1|DKIK	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108078099|XP_017027186.1|DKIK	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108084052|XP_017035560.1|DKIK	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108084215|XP_017035827.1|DKIK	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108084051|XP_017035559.1|DKIK	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC108084214|XP_017035825.1|DKIK	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108078191|XP_017027348.1|DKIK	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC108078192|XP_017027349.1|DKIK	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108072495|XP_017019150.1|DKIK	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108070821|XP_017016922.1|DKIK	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108086239|XP_017038600.1|DKIK	LOC108016763|XP_016939005.1|DSUZ
OG0000025	LOC108081074|XP_017031548.1|DKIK	LOC108016331|XP_036678431.1|DSUZ
OG0000026	LOC108074121|XP_017021510.1|DKIK	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108072841|XP_017019625.1|DKIK	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108079334|XP_017029126.1|DKIK	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC108070686|XP_017016752.1|DKIK	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108075406|XP_017023320.1|DKIK	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108079592|XP_017029427.1|DKIK	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108079587|XP_017029421.1|DKIK	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108079588|XP_017029422.1|DKIK	LOC108015770|XP_036678674.1|DSUZ
OG0000029	LOC108082661|XP_017033647.1|DKIK	LOC108018422|XP_016941467.2|DSUZ, LOC108006019|XP_016924952.2|DSUZ
OG0000029	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC108085551|XP_017037679.1|DKIK	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC108076852|XP_017025371.1|DKIK, LOC108076861|XP_017025380.1|DKIK	LOC108016468|XP_016938614.1|DSUZ
OG0000029	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC108080624|XP_017030937.1|DKIK	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108075768|XP_017023819.1|DKIK	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC108075896|XP_017024005.1|DKIK	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC108075779|XP_017023830.1|DKIK	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC108077325|XP_017026102.1|DKIK	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108076161|XP_017024376.1|DKIK	LOC108008208|XP_016927487.1|DSUZ
OG0000030	LOC108076242|XP_017024479.1|DKIK	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108083344|XP_017034576.1|DKIK	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC108079999|XP_017030054.1|DKIK	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC108082121|XP_017032911.1|DKIK	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC108075780|XP_017023827.1|DKIK	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC108077225|XP_017025972.1|DKIK	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC108077824|XP_017026839.1|DKIK	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC108077711|XP_017026651.1|DKIK	LOC108018356|XP_036672750.1|DSUZ
OG0000032	LOC108077714|XP_017026653.1|DKIK	LOC108018396|XP_036672794.1|DSUZ
OG0000032	LOC108077846|XP_017026865.1|DKIK	LOC108018408|XP_016941455.1|DSUZ
OG0000032	LOC108077828|XP_017026842.1|DKIK	LOC118877584|XP_036672749.1|DSUZ
OG0000033	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ, LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC108080716|XP_017031056.1|DKIK	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC108080717|XP_017031057.1|DKIK	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC108080718|XP_017031058.1|DKIK	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC108084001|XP_017035503.1|DKIK	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC108076855|XP_017025374.1|DKIK	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	LOC108076138|XP_017024355.1|DKIK	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ
OG0000033	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK	LOC108008234|XP_016927514.1|DSUZ
OG0000034	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC108076836|XP_017025354.1|DKIK	LOC108021476|XP_016945707.1|DSUZ
OG0000034	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK	LOC108021724|XP_016946052.1|DSUZ
