Orthogroup	DKIK.longest_only	DMEL.longest_only
OG0000007	LOC108078727|XP_017028217.1|DKIK	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC108071626|XP_017017898.1|DKIK	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC108071627|XP_017017899.1|DKIK	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC108081759|XP_017032449.1|DKIK	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC108072724|XP_017019474.1|DKIK	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC108075890|XP_017023993.1|DKIK	Crys|NP_476906.1|DMEL
OG0000008	LOC108072727|XP_017019476.1|DKIK	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC108070862|XP_017016987.1|DKIK	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC108080420|XP_017030642.1|DKIK, LOC108080449|XP_017030674.1|DKIK	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC108080451|XP_017030677.1|DKIK	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC108080456|XP_017030682.1|DKIK	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC108080419|XP_017030641.1|DKIK	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC108080455|XP_017030681.1|DKIK	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC108076150|XP_017024404.1|DKIK	CG11453|NP_650832.1|DMEL
OG0000009	LOC108076246|XP_017024517.1|DKIK	CG11391|NP_650830.1|DMEL
OG0000009	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC108075985|XP_017024164.1|DKIK	CG11407|NP_650831.1|DMEL
OG0000009	LOC108070751|XP_017016837.1|DKIK	CG4563|NP_611913.1|DMEL
OG0000009	LOC108080446|XP_017030671.1|DKIK	CG4830|NP_650160.1|DMEL
OG0000009	LOC108082335|XP_017033154.1|DKIK	CG8834|NP_610779.1|DMEL
OG0000010	LOC108072854|XP_017019661.1|DKIK	His4_CG33885|NP_001027342.1|DMEL
OG0000010	LOC108073959|XP_017021281.1|DKIK	His4_CG33899|NP_001027307.1|DMEL
OG0000011	LOC108077100|XP_017025772.1|DKIK	CG44002|NP_608754.1|DMEL
OG0000011	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK	CG15436|NP_608840.1|DMEL
OG0000011	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK	Neu2|NP_649316.1|DMEL
OG0000011	LOC108074515|XP_017022082.1|DKIK	CG4318|NP_572860.2|DMEL
OG0000011	LOC108075323|XP_017023218.1|DKIK	CG17359|NP_648679.1|DMEL
OG0000011	LOC108073175|XP_017020170.1|DKIK	CG8319|NP_649920.2|DMEL
OG0000012	LOC108076784|XP_017025279.1|DKIK	CG9416|NP_611415.2|DMEL
OG0000012	LOC108076783|XP_017025278.1|DKIK	CG10051|NP_611414.1|DMEL
OG0000012	LOC108076799|XP_017025312.1|DKIK	CG11961|NP_725876.1|DMEL
OG0000012	LOC108076590|XP_017024991.1|DKIK	CG10062|NP_001261089.1|DMEL
OG0000012	LOC108076575|XP_017024974.1|DKIK	CG10081|NP_611418.1|DMEL
OG0000012	LOC108076609|XP_017025012.1|DKIK	CG10073|NP_001261090.1|DMEL
OG0000012	LOC108082430|XP_017033289.1|DKIK	CG30047|NP_725141.1|DMEL
OG0000012	LOC108082433|XP_017033293.1|DKIK	CG30049|NP_725142.3|DMEL
OG0000012	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK	CG30043|NP_725143.1|DMEL
OG0000012	LOC108082347|XP_017033172.1|DKIK	CG33012|NP_788335.2|DMEL
OG0000012	LOC108082319|XP_017033138.1|DKIK	CG13160|NP_001260918.1|DMEL
OG0000013	LOC108074734|XP_017022389.1|DKIK	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC108079326|XP_017029113.1|DKIK	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC108084190|XP_017035777.1|DKIK	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC108075225|XP_017023059.1|DKIK	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC108080801|XP_017031181.1|DKIK	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK	Hsp68|NP_524474.1|DMEL
OG0000013	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC108086091|XP_017038403.1|DKIK	lectin-24A|NP_652637.1|DMEL
OG0000015	LOC108085342|XP_017037387.1|DKIK	CG15818|NP_609116.1|DMEL
OG0000015	LOC108073116|XP_017020100.1|DKIK	CG7763|NP_001356891.1|DMEL
OG0000016	LOC108074071|XP_017021434.1|DKIK	Act87E|NP_477091.1|DMEL
OG0000016	LOC108078132|XP_017027246.1|DKIK	Act57B|NP_523800.1|DMEL
OG0000016	LOC108085727|XP_017037944.1|DKIK	Arp1|NP_524331.2|DMEL
OG0000016	LOC108084467|XP_017036167.1|DKIK	Act5C|NP_511052.1|DMEL
OG0000016	LOC108071378|XP_017017603.1|DKIK	Act42A|NP_523625.1|DMEL
OG0000016	LOC108081075|XP_017031544.1|DKIK	Act88F|NP_524367.1|DMEL
OG0000016	LOC108075195|XP_017023019.1|DKIK	Act79B|NP_524210.1|DMEL
OG0000017	LOC108083777|XP_017035189.1|DKIK	Or7a|NP_511081.1|DMEL
OG0000017	LOC108076702|XP_017025149.1|DKIK	Or43b|NP_523656.2|DMEL
OG0000017	LOC108074963|XP_017022684.1|DKIK	Or42a|NP_523622.2|DMEL
OG0000017	LOC108085024|XP_017036959.1|DKIK	Or85a|NP_524277.1|DMEL
OG0000017	LOC108083626|XP_017034986.1|DKIK	Or98a|NP_524536.2|DMEL
OG0000017	LOC108076532|XP_017024932.1|DKIK	Or59b|NP_523822.1|DMEL
OG0000017	LOC108070625|XP_017016677.1|DKIK	Or42b|NP_523624.2|DMEL
OG0000017	LOC108076530|XP_017024931.1|DKIK	Or59c|NP_523823.1|DMEL
OG0000017	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108071595|XP_017017864.1|DKIK	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108071573|XP_017017843.1|DKIK	Lcp65Ac|NP_477279.1|DMEL
OG0000019	LOC108084990|XP_017036905.1|DKIK	CG6283|NP_651524.1|DMEL
OG0000019	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK	CG17192|NP_651522.1|DMEL, CG17191|NP_651523.1|DMEL
OG0000019	LOC108084902|XP_017036785.1|DKIK	CG6296|NP_651520.1|DMEL
OG0000019	LOC108084991|XP_017036906.1|DKIK	CG6295|NP_651521.1|DMEL
OG0000019	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK	CG6277|NP_651525.1|DMEL, CG6271|NP_651526.1|DMEL
OG0000020	LOC108075744|XP_017023787.1|DKIK	rdog|NP_651678.1|DMEL
OG0000020	LOC108082576|XP_017033522.1|DKIK	CG10505|NP_611571.2|DMEL
OG0000020	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC108074835|XP_017022525.1|DKIK	CG7627|NP_001245943.1|DMEL
OG0000020	LOC108077930|XP_017026994.1|DKIK	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108072156|XP_017018689.1|DKIK	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108074862|XP_017022564.1|DKIK	CG9270|NP_995741.2|DMEL
OG0000020	LOC108074823|XP_017022510.1|DKIK	CG31793|NP_609930.4|DMEL
OG0000021	LOC108072937|XP_017019783.1|DKIK	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC108072344|XP_017018923.1|DKIK	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108085116|XP_017037095.1|DKIK	PpD5|NP_524707.1|DMEL
OG0000021	LOC108072889|XP_017019701.1|DKIK	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108072267|XP_017018826.1|DKIK	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC108083858|XP_017035332.1|DKIK	flw|NP_727418.1|DMEL
OG0000021	LOC108073195|XP_017020199.1|DKIK	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108077813|XP_017026825.1|DKIK	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108080856|XP_017031249.1|DKIK	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108082382|XP_017033212.1|DKIK	CG7798|NP_611098.1|DMEL
OG0000022	LOC108071489|XP_017017741.1|DKIK	LysX|NP_523881.1|DMEL
OG0000022	LOC108071509|XP_017017764.1|DKIK	LysS|NP_476829.1|DMEL
OG0000023	LOC108084054|XP_017035562.1|DKIK	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108078099|XP_017027186.1|DKIK	gas|NP_611678.1|DMEL
OG0000023	LOC108084052|XP_017035560.1|DKIK	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108084215|XP_017035827.1|DKIK	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108084051|XP_017035559.1|DKIK	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108084214|XP_017035825.1|DKIK	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108078191|XP_017027348.1|DKIK	alphaTry|NP_476771.1|DMEL
OG0000024	LOC108078192|XP_017027349.1|DKIK	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108072495|XP_017019150.1|DKIK	CG17571|NP_610109.1|DMEL
OG0000024	LOC108078211|XP_017027385.1|DKIK	thetaTry|NP_523693.1|DMEL
OG0000024	LOC108070821|XP_017016922.1|DKIK	Ser8|NP_610874.1|DMEL
OG0000025	LOC108086239|XP_017038600.1|DKIK	His3.3A|NP_523479.1|DMEL
OG0000025	LOC108081074|XP_017031548.1|DKIK	His3_CG33839|NP_001027343.1|DMEL
OG0000026	LOC108074121|XP_017021510.1|DKIK	antdh|NP_572695.2|DMEL
OG0000026	LOC108072841|XP_017019625.1|DKIK	CG9150|NP_608991.2|DMEL
OG0000026	LOC108079334|XP_017029126.1|DKIK	CG9360|NP_572746.1|DMEL
OG0000026	LOC108075406|XP_017023320.1|DKIK	CG3301|NP_650964.1|DMEL
OG0000027	LOC108079592|XP_017029427.1|DKIK	Acp1|NP_477115.1|DMEL
OG0000027	LOC108079587|XP_017029421.1|DKIK	CG7203|NP_609143.2|DMEL
OG0000027	LOC108079588|XP_017029422.1|DKIK	CG7214|NP_609141.1|DMEL
OG0000028	LOC108083651|XP_017035012.1|DKIK, LOC108083637|XP_017034996.1|DKIK	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL
OG0000029	LOC108082661|XP_017033647.1|DKIK	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC108085551|XP_017037679.1|DKIK	CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL
OG0000029	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108080624|XP_017030937.1|DKIK	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108075768|XP_017023819.1|DKIK	Or33c|NP_523555.1|DMEL
OG0000030	LOC108075896|XP_017024005.1|DKIK	Or33a|NP_523553.1|DMEL
OG0000030	LOC108075779|XP_017023830.1|DKIK	Or33b|NP_523554.1|DMEL
OG0000030	LOC108077325|XP_017026102.1|DKIK	Or23a|NP_523458.3|DMEL
OG0000030	LOC108076242|XP_017024479.1|DKIK	Or59a|NP_523821.1|DMEL
OG0000030	LOC108083344|XP_017034576.1|DKIK	Or2a|NP_525046.1|DMEL
OG0000030	LOC108079999|XP_017030054.1|DKIK	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108082121|XP_017032911.1|DKIK	CG4793|NP_723941.2|DMEL, CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108075780|XP_017023827.1|DKIK	CG3117|NP_608722.2|DMEL
OG0000031	LOC108077225|XP_017025972.1|DKIK	CG5390|NP_609374.1|DMEL
OG0000032	LOC108077824|XP_017026839.1|DKIK	GstD1|NP_524326.1|DMEL
OG0000032	LOC108077790|XP_017026779.1|DKIK	GstD10|NP_652713.1|DMEL
OG0000032	LOC108077612|XP_017026507.1|DKIK	GstD9|NP_650181.1|DMEL
OG0000032	LOC108077846|XP_017026865.1|DKIK	GstD8|NP_524916.1|DMEL
OG0000032	LOC108074977|XP_017022699.1|DKIK	GstD2|NP_524912.1|DMEL
OG0000032	LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK	GstD7|NP_525114.1|DMEL
OG0000032	LOC108077628|XP_017026527.1|DKIK	GstD6|NP_524915.1|DMEL
OG0000033	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK	CheB98a|NP_652269.3|DMEL
OG0000033	LOC108080716|XP_017031056.1|DKIK	CheB42c|NP_995764.2|DMEL
OG0000033	LOC108080717|XP_017031057.1|DKIK	CheB42b|NP_995763.1|DMEL
OG0000033	LOC108080718|XP_017031058.1|DKIK	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108084001|XP_017035503.1|DKIK	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC108076855|XP_017025374.1|DKIK	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC108076138|XP_017024355.1|DKIK	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK	Ugt37C1|NP_525007.1|DMEL, Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108076836|XP_017025354.1|DKIK	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK	Ugt37A1|NP_523607.2|DMEL, Ugt37A3|NP_650229.2|DMEL, Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC108082755|XP_017033759.1|DKIK	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108084034|XP_017035539.1|DKIK	Sp7|NP_649734.2|DMEL
OG0000036	LOC108081215|XP_017031778.1|DKIK	ea|NP_524362.2|DMEL
OG0000036	LOC108080827|XP_017031220.1|DKIK	MP1|NP_001303421.1|DMEL
OG0000036	LOC108081087|XP_017031565.1|DKIK	SPE|NP_651168.1|DMEL
OG0000037	LOC108082568|XP_017033513.1|DKIK	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC108073148|XP_017020150.1|DKIK	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC108073159|XP_017020158.1|DKIK	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108083255|XP_017034451.1|DKIK	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108083246|XP_017034442.1|DKIK	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108081169|XP_017031714.1|DKIK	CG42564|NP_649651.2|DMEL
OG0000039	LOC108071695|XP_017017998.1|DKIK	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108071709|XP_017018018.1|DKIK	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108082955|XP_017034059.1|DKIK	CG32679|NP_727412.2|DMEL
OG0000040	LOC108070642|XP_017016699.1|DKIK	CG17803|NP_650657.2|DMEL
OG0000040	LOC108084882|XP_017036766.1|DKIK	CG6689|NP_650051.1|DMEL
OG0000040	LOC108084883|XP_017036767.1|DKIK	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK	CG17806|NP_650658.1|DMEL
OG0000040	LOC108070662|XP_017016722.1|DKIK	CG17802|NP_650659.2|DMEL
OG0000040	LOC108070710|XP_017016793.1|DKIK	Odj|NP_650661.1|DMEL
OG0000040	LOC108084976|XP_017036887.1|DKIK	CG1792|NP_651878.1|DMEL
OG0000041	LOC108071265|XP_017017445.1|DKIK	CG31300|NP_651373.2|DMEL
OG0000041	LOC108071358|XP_017017589.1|DKIK	CG11893|NP_651375.1|DMEL
OG0000041	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK	CG31436|NP_733096.1|DMEL
OG0000041	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK	CG13659|NP_651378.1|DMEL, CG31370|NP_733095.2|DMEL
OG0000042	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK	CG14502|NP_611311.1|DMEL
OG0000042	LOC108076658|XP_017025082.1|DKIK	CG18539|NP_611315.3|DMEL
OG0000042	LOC108076656|XP_017025079.1|DKIK	CG18536|NP_611312.1|DMEL
OG0000042	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK	CG18538|NP_611314.2|DMEL, CG18537|NP_611313.1|DMEL
OG0000042	LOC108076657|XP_017025080.1|DKIK	CG18540|NP_611316.2|DMEL
OG0000043	LOC108081486|XP_017032174.1|DKIK	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC108081508|XP_017032216.1|DKIK	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC108081485|XP_017032173.1|DKIK	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC108081483|XP_017032171.1|DKIK	Ugt35E2|NP_652623.2|DMEL
OG0000043	LOC108086038|XP_017038347.1|DKIK	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC108081480|XP_017032168.1|DKIK	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC108071988|XP_017018451.1|DKIK	CG31087|NP_733100.1|DMEL
OG0000044	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK	CG10562|NP_651385.3|DMEL
OG0000044	LOC108072010|XP_017018477.1|DKIK	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC108072006|XP_017018472.1|DKIK	CG10559|NP_651382.2|DMEL
OG0000044	LOC108072020|XP_017018489.1|DKIK	CG10560|NP_651384.2|DMEL
OG0000044	LOC108072017|XP_017018486.1|DKIK	CG10553|NP_651383.1|DMEL
OG0000044	LOC108082753|XP_017033762.1|DKIK	CG6908|NP_650105.1|DMEL
OG0000045	LOC108073518|XP_017020682.1|DKIK	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC108073894|XP_017021172.1|DKIK	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC108073882|XP_017021156.1|DKIK	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC108075359|XP_017023259.1|DKIK	CG5892|NP_650959.2|DMEL
OG0000046	LOC108083339|XP_017034572.1|DKIK	CG14219|NP_608322.1|DMEL
OG0000046	LOC108083340|XP_017034573.1|DKIK	CG14205|NP_608323.1|DMEL
OG0000046	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK	CG14204|NP_608321.1|DMEL
OG0000046	LOC108080985|XP_017031400.1|DKIK	CG16723|NP_651159.3|DMEL
