Orthogroup	DKIK.longest_only	DYAK.longest_only
OG0000007	LOC108071626|XP_017017898.1|DKIK	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC108071627|XP_017017899.1|DKIK	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC108081759|XP_017032449.1|DKIK	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC108072724|XP_017019474.1|DKIK	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC108075890|XP_017023993.1|DKIK	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC108072727|XP_017019476.1|DKIK	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC108070862|XP_017016987.1|DKIK	LOC6524096|XP_002099960.1|DYAK
OG0000008	LOC108080451|XP_017030677.1|DKIK	LOC6536141|XP_039231654.1|DYAK
OG0000008	LOC108080456|XP_017030682.1|DKIK	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC108080419|XP_017030641.1|DKIK	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC108080455|XP_017030681.1|DKIK	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC108076150|XP_017024404.1|DKIK	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC108076246|XP_017024517.1|DKIK	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK	LOC6535720|XP_002096346.1|DYAK
OG0000009	LOC108075985|XP_017024164.1|DKIK	LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC108070751|XP_017016837.1|DKIK	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC108080446|XP_017030671.1|DKIK	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC108082335|XP_017033154.1|DKIK	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC108082367|XP_017033197.1|DKIK	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC108072854|XP_017019661.1|DKIK	LOC120322218|XP_039233208.1|DYAK
OG0000010	LOC108084633|XP_017036410.1|DKIK	LOC120322221|XP_039233211.1|DYAK
OG0000011	LOC108074353|XP_017021868.1|DKIK, LOC108084761|XP_017036565.1|DKIK, LOC108084804|XP_017036651.1|DKIK, LOC108083260|XP_017034457.1|DKIK, LOC108084805|XP_017036652.1|DKIK, LOC108084755|XP_017036555.1|DKIK, LOC108083234|XP_017034430.1|DKIK, LOC108078960|XP_017028605.1|DKIK, LOC108072111|XP_017018626.1|DKIK, LOC108079747|XP_017029651.1|DKIK, LOC108078767|XP_017028297.1|DKIK, LOC108079746|XP_017029649.1|DKIK	LOC6525318|XP_002101154.2|DYAK
OG0000011	LOC108077100|XP_017025772.1|DKIK	LOC120320450|XP_039227155.1|DYAK, LOC6526687|XP_002087792.2|DYAK
OG0000011	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK	LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC108074515|XP_017022082.1|DKIK	LOC6529533|XP_039228709.1|DYAK, LOC6529527|XP_039228713.1|DYAK, LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC108075323|XP_017023218.1|DKIK	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC108073175|XP_017020170.1|DKIK	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC108076784|XP_017025279.1|DKIK	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC108076783|XP_017025278.1|DKIK	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC108076799|XP_017025312.1|DKIK	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC108076590|XP_017024991.1|DKIK	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC108076575|XP_017024974.1|DKIK	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC108076609|XP_017025012.1|DKIK	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC108082430|XP_017033289.1|DKIK	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC108082433|XP_017033293.1|DKIK	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC108082347|XP_017033172.1|DKIK	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC108082319|XP_017033138.1|DKIK	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC108074734|XP_017022389.1|DKIK	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC108079326|XP_017029113.1|DKIK	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC108084190|XP_017035777.1|DKIK	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC108075225|XP_017023059.1|DKIK	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC108080801|XP_017031181.1|DKIK	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000015	LOC108085342|XP_017037387.1|DKIK	LOC6526950|XP_002088046.2|DYAK, LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC108073116|XP_017020100.1|DKIK	LOC6530275|XP_002091207.2|DYAK
OG0000015	LOC108073474|XP_017020616.1|DKIK, LOC108073502|XP_017020662.1|DKIK, LOC108073482|XP_017020629.1|DKIK, LOC108074488|XP_017022050.1|DKIK	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC108074071|XP_017021434.1|DKIK	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC108078132|XP_017027246.1|DKIK	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC108085727|XP_017037944.1|DKIK	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC108084467|XP_017036167.1|DKIK	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC108071378|XP_017017603.1|DKIK	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC108081075|XP_017031544.1|DKIK	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC108075195|XP_017023019.1|DKIK	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC108083777|XP_017035189.1|DKIK	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC108076702|XP_017025149.1|DKIK	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC108074963|XP_017022684.1|DKIK	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC108085024|XP_017036959.1|DKIK	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC108083626|XP_017034986.1|DKIK	LOC6538220|XP_039231078.1|DYAK, LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC108076532|XP_017024932.1|DKIK	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC108070625|XP_017016677.1|DKIK	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC108076530|XP_017024931.1|DKIK	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC108071595|XP_017017864.1|DKIK	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC108071573|XP_017017843.1|DKIK	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC108071585|XP_017017855.1|DKIK	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000018	LOC108071604|XP_017017875.1|DKIK	LOC26534941|XP_015049831.1|DYAK
OG0000019	LOC108084990|XP_017036905.1|DKIK	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK	LOC6538324|XP_002098851.2|DYAK, LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC108084902|XP_017036785.1|DKIK	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK	LOC6538321|XP_002098848.1|DYAK, LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC108075744|XP_017023787.1|DKIK	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC108082576|XP_017033522.1|DKIK	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK	LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC108074835|XP_017022525.1|DKIK	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC108077930|XP_017026994.1|DKIK	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC108072156|XP_017018689.1|DKIK	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC108074862|XP_017022564.1|DKIK	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC108074823|XP_017022510.1|DKIK	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC108072344|XP_017018923.1|DKIK	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC108085116|XP_017037095.1|DKIK	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC108072889|XP_017019701.1|DKIK	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC108083858|XP_017035332.1|DKIK	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC108073195|XP_017020199.1|DKIK	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC108077813|XP_017026825.1|DKIK	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC108080856|XP_017031249.1|DKIK	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC108082382|XP_017033212.1|DKIK	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC108071489|XP_017017741.1|DKIK	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC108071509|XP_017017764.1|DKIK	LOC6532325|XP_002093085.1|DYAK
OG0000023	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC108078099|XP_017027186.1|DKIK	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC108084052|XP_017035560.1|DKIK	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC108084051|XP_017035559.1|DKIK	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC108084214|XP_017035825.1|DKIK	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC108078191|XP_017027348.1|DKIK	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC108078192|XP_017027349.1|DKIK	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC108072495|XP_017019150.1|DKIK	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC108078211|XP_017027385.1|DKIK	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC108070821|XP_017016922.1|DKIK	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC108086239|XP_017038600.1|DKIK	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC108074121|XP_017021510.1|DKIK	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC108072841|XP_017019625.1|DKIK	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC108079334|XP_017029126.1|DKIK	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC108075406|XP_017023320.1|DKIK	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC108079592|XP_017029427.1|DKIK	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC108079587|XP_017029421.1|DKIK	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC108079588|XP_017029422.1|DKIK	LOC6526915|XP_002088014.1|DYAK
OG0000029	LOC108082661|XP_017033647.1|DKIK	LOC6536587|XP_002097163.1|DYAK
OG0000029	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC108085551|XP_017037679.1|DKIK	LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC108080624|XP_017030937.1|DKIK	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC108075768|XP_017023819.1|DKIK	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC108075896|XP_017024005.1|DKIK	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC108075779|XP_017023830.1|DKIK	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC108077325|XP_017026102.1|DKIK	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC108076242|XP_017024479.1|DKIK	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC108083344|XP_017034576.1|DKIK	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC108079999|XP_017030054.1|DKIK	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC108082121|XP_017032911.1|DKIK	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK, LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC108075780|XP_017023827.1|DKIK	LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC108077225|XP_017025972.1|DKIK	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC108077824|XP_017026839.1|DKIK	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC108077790|XP_017026779.1|DKIK	LOC6536792|XP_002097362.1|DYAK
OG0000032	LOC108077711|XP_017026651.1|DKIK	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC108077612|XP_017026507.1|DKIK	LOC6536793|XP_002097363.1|DYAK
OG0000032	LOC108077846|XP_017026865.1|DKIK	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK	LOC6538141|XP_039231494.1|DYAK, LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC108080716|XP_017031056.1|DKIK	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC108080717|XP_017031057.1|DKIK	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC108080718|XP_017031058.1|DKIK	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC108084001|XP_017035503.1|DKIK	LOC6534298|XP_002094979.1|DYAK
OG0000033	LOC108076855|XP_017025374.1|DKIK	LOC6535950|XP_002096566.1|DYAK
OG0000033	LOC108076138|XP_017024355.1|DKIK	LOC6531400|XP_002092203.1|DYAK
OG0000033	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK	LOC6531401|XP_002092204.1|DYAK
OG0000034	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK	LOC6531351|XP_002092155.1|DYAK, LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC108076836|XP_017025354.1|DKIK	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK	LOC6529821|XP_002090802.3|DYAK, LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC108082755|XP_017033759.1|DKIK	LOC6527117|XP_002088210.1|DYAK
OG0000035	LOC108080462|XP_017030689.1|DKIK, LOC108072151|XP_017018687.1|DKIK	LOC120321795|XP_039231657.1|DYAK, LOC120321194|XP_039229093.1|DYAK, LOC120321943|XP_039232216.1|DYAK, LOC120321792|XP_039231639.1|DYAK
OG0000035	LOC108078054|XP_017027107.1|DKIK	LOC120322270|XP_039233255.1|DYAK
OG0000035	LOC108081786|XP_017032493.1|DKIK	LOC120321976|XP_039232324.1|DYAK, LOC120321184|XP_039228961.1|DYAK, LOC120320507|XP_039226197.1|DYAK
OG0000035	LOC108072063|XP_017018552.1|DKIK	LOC120320682|XP_039226991.1|DYAK, LOC120320643|XP_039226848.1|DYAK
OG0000036	LOC108084034|XP_017035539.1|DKIK	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC108081215|XP_017031778.1|DKIK	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC108080827|XP_017031220.1|DKIK	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC108081087|XP_017031565.1|DKIK	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC108082568|XP_017033513.1|DKIK	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC108073148|XP_017020150.1|DKIK	LOC6535647|XP_002096275.2|DYAK
OG0000037	LOC108073159|XP_017020158.1|DKIK	LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC108083255|XP_017034451.1|DKIK	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC108083246|XP_017034442.1|DKIK	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC108081169|XP_017031714.1|DKIK	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC108071695|XP_017017998.1|DKIK	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC108071709|XP_017018018.1|DKIK	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC108082955|XP_017034059.1|DKIK	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC108070642|XP_017016699.1|DKIK	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC108084882|XP_017036766.1|DKIK	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC108084883|XP_017036767.1|DKIK	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC108070662|XP_017016722.1|DKIK	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC108070710|XP_017016793.1|DKIK	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC108084976|XP_017036887.1|DKIK	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC108071265|XP_017017445.1|DKIK	LOC6538543|XP_002099065.1|DYAK
OG0000041	LOC108071358|XP_017017589.1|DKIK	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK	LOC6538533|XP_002099055.1|DYAK
OG0000041	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK	LOC6538535|XP_039230997.1|DYAK, LOC6538534|XP_002099056.1|DYAK
OG0000042	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC108076658|XP_017025082.1|DKIK	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC108076656|XP_017025079.1|DKIK	LOC6531111|XP_002091945.1|DYAK
OG0000042	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK	LOC6531109|XP_039228701.1|DYAK, LOC6531110|XP_002091944.2|DYAK
OG0000042	LOC108076657|XP_017025080.1|DKIK	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC108081486|XP_017032174.1|DKIK	LOC6536588|XP_002097164.1|DYAK
OG0000043	LOC108081508|XP_017032216.1|DKIK	LOC6536590|XP_002097166.1|DYAK
OG0000043	LOC108081485|XP_017032173.1|DKIK	LOC6536589|XP_002097165.1|DYAK
OG0000043	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK	LOC6536584|XP_002097160.1|DYAK
OG0000043	LOC108081483|XP_017032171.1|DKIK	LOC6536593|XP_039231638.1|DYAK
