Orthogroup	DKIK.longest_only	DMAU.longest_only
OG0000012	LOC108076783|XP_017025278.1|DKIK	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC108076799|XP_017025312.1|DKIK	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC108076590|XP_017024991.1|DKIK	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC108076575|XP_017024974.1|DKIK	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC108076609|XP_017025012.1|DKIK	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC108082430|XP_017033289.1|DKIK	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC108082433|XP_017033293.1|DKIK	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK	LOC117136403|XP_033153190.1|DMAU
OG0000012	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK	LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC108082347|XP_017033172.1|DKIK	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC108082319|XP_017033138.1|DKIK	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC108074734|XP_017022389.1|DKIK	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC108079326|XP_017029113.1|DKIK	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC108084190|XP_017035777.1|DKIK	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC108075225|XP_017023059.1|DKIK	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC108080801|XP_017031181.1|DKIK	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000015	LOC108086091|XP_017038403.1|DKIK	LOC117150991|XP_033174086.1|DMAU
OG0000015	LOC108085342|XP_017037387.1|DKIK	LOC117140156|XP_033158823.1|DMAU, LOC117150376|XP_033173128.1|DMAU
OG0000015	LOC108073116|XP_017020100.1|DKIK	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC108074071|XP_017021434.1|DKIK	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC108078132|XP_017027246.1|DKIK	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC108085727|XP_017037944.1|DKIK	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC108084467|XP_017036167.1|DKIK	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC108071378|XP_017017603.1|DKIK	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC108081075|XP_017031544.1|DKIK	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC108075195|XP_017023019.1|DKIK	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC108083777|XP_017035189.1|DKIK	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC108076702|XP_017025149.1|DKIK	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC108074963|XP_017022684.1|DKIK	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC108085024|XP_017036959.1|DKIK	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC108083626|XP_017034986.1|DKIK	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC108076532|XP_017024932.1|DKIK	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC108070625|XP_017016677.1|DKIK	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC108076530|XP_017024931.1|DKIK	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC108071573|XP_017017843.1|DKIK	LOC117141482|XP_033160851.1|DMAU
OG0000019	LOC108084990|XP_017036905.1|DKIK	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK	LOC117143237|XP_033163678.1|DMAU, LOC117143236|XP_033163677.1|DMAU
OG0000019	LOC108084902|XP_017036785.1|DKIK	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC108084991|XP_017036906.1|DKIK	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC108075744|XP_017023787.1|DKIK	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC108082576|XP_017033522.1|DKIK	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK	LOC117138462|XP_033156478.1|DMAU
OG0000020	LOC108074835|XP_017022525.1|DKIK	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC108077930|XP_017026994.1|DKIK	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC108072156|XP_017018689.1|DKIK	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC108074862|XP_017022564.1|DKIK	LOC117135687|XP_033151982.1|DMAU
OG0000020	LOC108074823|XP_017022510.1|DKIK	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC108072937|XP_017019783.1|DKIK	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	LOC108072344|XP_017018923.1|DKIK	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC108085116|XP_017037095.1|DKIK	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC108072889|XP_017019701.1|DKIK	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC108072267|XP_017018826.1|DKIK	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	LOC108083858|XP_017035332.1|DKIK	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC108073195|XP_017020199.1|DKIK	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC108077813|XP_017026825.1|DKIK	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC108080856|XP_017031249.1|DKIK	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC108082382|XP_017033212.1|DKIK	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC108071489|XP_017017741.1|DKIK	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC108071509|XP_017017764.1|DKIK	LOC117139203|XP_033157266.1|DMAU
OG0000023	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC108078099|XP_017027186.1|DKIK	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC108084052|XP_017035560.1|DKIK	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC108084215|XP_017035827.1|DKIK	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC108084051|XP_017035559.1|DKIK	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC108084214|XP_017035825.1|DKIK	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC108078191|XP_017027348.1|DKIK	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC108078192|XP_017027349.1|DKIK	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC108072495|XP_017019150.1|DKIK	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC108078211|XP_017027385.1|DKIK	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC108070821|XP_017016922.1|DKIK	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC108086239|XP_017038600.1|DKIK	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC108074121|XP_017021510.1|DKIK	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC108072841|XP_017019625.1|DKIK	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC108079334|XP_017029126.1|DKIK	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC108070686|XP_017016752.1|DKIK	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC108075406|XP_017023320.1|DKIK	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC108079592|XP_017029427.1|DKIK	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC108079587|XP_017029421.1|DKIK	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC108079588|XP_017029422.1|DKIK	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC108083651|XP_017035012.1|DKIK, LOC108083637|XP_017034996.1|DKIK	LOC117139371|XP_033157510.1|DMAU, LOC117139372|XP_033157511.1|DMAU
OG0000029	LOC108082661|XP_017033647.1|DKIK	LOC117145028|XP_033166421.1|DMAU
OG0000029	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC108085551|XP_017037679.1|DKIK	LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC108080624|XP_017030937.1|DKIK	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC108075768|XP_017023819.1|DKIK	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC108075896|XP_017024005.1|DKIK	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC108075779|XP_017023830.1|DKIK	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC108077325|XP_017026102.1|DKIK	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC108076242|XP_017024479.1|DKIK	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC108083344|XP_017034576.1|DKIK	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC108079999|XP_017030054.1|DKIK	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC108082121|XP_017032911.1|DKIK	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC108075780|XP_017023827.1|DKIK	LOC117135570|XP_033151785.1|DMAU
OG0000031	LOC108077225|XP_017025972.1|DKIK	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC108077824|XP_017026839.1|DKIK	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC108077790|XP_017026779.1|DKIK	LOC117145860|XP_033167571.1|DMAU
OG0000032	LOC108077711|XP_017026651.1|DKIK	LOC117145861|XP_033167572.1|DMAU
OG0000032	LOC108077713|XP_017026652.1|DKIK	LOC117145862|XP_033167573.1|DMAU
OG0000032	LOC108077612|XP_017026507.1|DKIK	LOC117145859|XP_033167570.1|DMAU
OG0000033	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC108080716|XP_017031056.1|DKIK	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC108080717|XP_017031057.1|DKIK	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC108080718|XP_017031058.1|DKIK	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC108084001|XP_017035503.1|DKIK	LOC117140273|XP_033158989.1|DMAU
OG0000033	LOC108076855|XP_017025374.1|DKIK	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU
OG0000033	LOC108076138|XP_017024355.1|DKIK	LOC117137789|XP_033155336.1|DMAU
OG0000033	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK	LOC117137724|XP_033155189.1|DMAU
OG0000034	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC108076836|XP_017025354.1|DKIK	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC108082755|XP_017033759.1|DKIK	LOC117143867|XP_033164627.1|DMAU
OG0000035	LOC108078054|XP_017027107.1|DKIK	LOC117150075|XP_033172814.1|DMAU, LOC117150140|XP_033172837.1|DMAU, LOC117141067|XP_033160256.1|DMAU, LOC117150145|XP_033172839.1|DMAU, LOC117149971|XP_033172758.1|DMAU, LOC117150146|XP_033172840.1|DMAU, LOC117150018|XP_033172786.1|DMAU, LOC117150076|XP_033172815.1|DMAU, LOC117149623|XP_033172695.1|DMAU, LOC117149638|XP_033172698.1|DMAU, LOC117142656|XP_033162678.1|DMAU, LOC117149972|XP_033172759.1|DMAU, LOC117149044|XP_033172603.1|DMAU, LOC117149965|XP_033172753.1|DMAU
OG0000035	LOC108081786|XP_017032493.1|DKIK	LOC117149095|XP_033172630.1|DMAU
OG0000036	LOC108084034|XP_017035539.1|DKIK	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC108081215|XP_017031778.1|DKIK	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC108080827|XP_017031220.1|DKIK	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC108081087|XP_017031565.1|DKIK	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC108082568|XP_017033513.1|DKIK	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC108073148|XP_017020150.1|DKIK	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC108073159|XP_017020158.1|DKIK	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC108083255|XP_017034451.1|DKIK	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC108083246|XP_017034442.1|DKIK	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC108081169|XP_017031714.1|DKIK	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC108071695|XP_017017998.1|DKIK	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC108071709|XP_017018018.1|DKIK	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC108082955|XP_017034059.1|DKIK	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC108070642|XP_017016699.1|DKIK	LOC117145128|XP_033166540.1|DMAU
OG0000040	LOC108084882|XP_017036766.1|DKIK	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC108084883|XP_017036767.1|DKIK	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC108070662|XP_017016722.1|DKIK	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC108070710|XP_017016793.1|DKIK	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC108084976|XP_017036887.1|DKIK	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC108071265|XP_017017445.1|DKIK	LOC117143749|XP_033164453.1|DMAU
OG0000041	LOC108071358|XP_017017589.1|DKIK	LOC117144930|XP_033166274.1|DMAU
OG0000041	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC108076658|XP_017025082.1|DKIK	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC108076656|XP_017025079.1|DKIK	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC108076657|XP_017025080.1|DKIK	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC108081486|XP_017032174.1|DKIK	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC108081508|XP_017032216.1|DKIK	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC108081485|XP_017032173.1|DKIK	LOC117143572|XP_033164208.1|DMAU
OG0000043	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC108081483|XP_017032171.1|DKIK	LOC117143573|XP_033164209.1|DMAU
OG0000043	LOC108086038|XP_017038347.1|DKIK	LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC108081480|XP_017032168.1|DKIK	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC108071988|XP_017018451.1|DKIK	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK	LOC117143451|XP_033164051.1|DMAU
OG0000044	LOC108072010|XP_017018477.1|DKIK	LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC108072006|XP_017018472.1|DKIK	LOC117145163|XP_033166599.1|DMAU
OG0000044	LOC108072020|XP_017018489.1|DKIK	LOC117143590|XP_033164229.1|DMAU
OG0000044	LOC108072017|XP_017018486.1|DKIK	LOC117143652|XP_033164322.1|DMAU
OG0000044	LOC108082753|XP_017033762.1|DKIK	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC108073518|XP_017020682.1|DKIK	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC108073894|XP_017021172.1|DKIK	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC108073882|XP_017021156.1|DKIK	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC108075359|XP_017023259.1|DKIK	LOC117145662|XP_033167285.1|DMAU
OG0000046	LOC108083339|XP_017034572.1|DKIK	LOC117147192|XP_033169884.1|DMAU
OG0000046	LOC108083340|XP_017034573.1|DKIK	LOC117148363|XP_033171610.1|DMAU
OG0000046	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK	LOC117147217|XP_033169922.1|DMAU
OG0000046	LOC108080985|XP_017031400.1|DKIK	LOC117144703|XP_033165923.1|DMAU
OG0000046	LOC108080891|XP_017031283.1|DKIK	LOC117144838|XP_033166122.1|DMAU
OG0000046	LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK	LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU
