Orthogroup	DKIK.longest_only	DSER.longest_only
OG0000002	LOC108074354|XP_017021869.1|DKIK	LOC110189677|XP_020815494.1|DSER
OG0000002	LOC108084027|XP_017035529.1|DKIK, LOC108073319|XP_017020369.1|DKIK, LOC108073320|XP_017020370.1|DKIK	LOC110189091|XP_020814726.1|DSER
OG0000002	LOC108077339|XP_017026117.1|DKIK	LOC110184909|XP_020809214.1|DSER
OG0000002	LOC108086114|XP_017038438.1|DKIK, LOC108086113|XP_017038437.1|DKIK	LOC110180508|XP_020803846.1|DSER, LOC110187569|XP_020812616.1|DSER
OG0000002	LOC108086115|XP_017038439.1|DKIK, LOC108086110|XP_017038435.1|DKIK, LOC108086111|XP_017038436.1|DKIK	LOC110187570|XP_020812617.1|DSER, LOC110180507|XP_020803842.1|DSER
OG0000002	LOC108076940|XP_017025477.1|DKIK	LOC110179772|XP_020803049.1|DSER, LOC110179791|XP_020803062.1|DSER, LOC110179771|XP_020803048.1|DSER
OG0000002	LOC108076949|XP_017025488.1|DKIK	LOC110184842|XP_020809143.1|DSER, LOC110179770|XP_020803046.1|DSER, LOC110184843|XP_020809144.1|DSER
OG0000002	LOC108082669|XP_017033655.1|DKIK	LOC110183312|XP_020807219.1|DSER, LOC110185879|XP_020810550.1|DSER
OG0000003	LOC108072418|XP_017019012.1|DKIK	LOC110177692|XP_020800174.1|DSER
OG0000003	LOC108072446|XP_017019063.1|DKIK	LOC110177747|XP_020800264.1|DSER
OG0000003	LOC108072408|XP_017018999.1|DKIK	LOC110177709|XP_020800207.1|DSER
OG0000003	LOC108070524|XP_017016527.1|DKIK	LOC110189782|XP_020815670.1|DSER
OG0000003	LOC108072417|XP_017019010.1|DKIK	LOC110177689|XP_020800171.1|DSER
OG0000003	LOC108072406|XP_017018997.1|DKIK, LOC108072404|XP_017018996.1|DKIK	LOC110177811|XP_020800360.1|DSER
OG0000003	LOC108072407|XP_017018998.1|DKIK	LOC110177694|XP_020800177.1|DSER
OG0000003	LOC108072452|XP_017019071.1|DKIK, LOC108072451|XP_017019070.1|DKIK	LOC110177698|XP_020800183.1|DSER
OG0000003	LOC108072419|XP_017019013.1|DKIK	LOC110177690|XP_020800172.1|DSER
OG0000003	LOC108070794|XP_017016883.1|DKIK	LOC110188514|XP_020813952.1|DSER
OG0000003	LOC108070791|XP_017016879.1|DKIK	LOC110176211|XP_020798142.1|DSER, LOC110176884|XP_020799030.1|DSER
OG0000003	LOC108070793|XP_017016882.1|DKIK, LOC108070792|XP_017016880.1|DKIK	LOC110176203|XP_020798127.1|DSER
OG0000003	LOC108073603|XP_017020784.1|DKIK	LOC110182737|XP_020806498.1|DSER
OG0000004	LOC108083332|XP_017034568.1|DKIK	LOC110181335|XP_020804713.1|DSER, LOC110183807|XP_020807818.1|DSER, LOC110180697|XP_020804038.1|DSER
OG0000004	LOC108073963|XP_017021295.1|DKIK	LOC110183788|XP_020807803.1|DSER, LOC110182151|XP_020805816.1|DSER
OG0000004	LOC108074133|XP_017021525.1|DKIK	LOC110180669|XP_020804016.1|DSER, LOC110182130|XP_020805798.1|DSER, LOC110180696|XP_020804037.1|DSER, LOC110182417|XP_020806112.1|DSER, LOC110180695|XP_020804036.1|DSER, LOC110182139|XP_020805809.1|DSER, LOC110180676|XP_020804021.1|DSER, LOC110180666|XP_020804015.1|DSER, LOC110182416|XP_020806111.1|DSER, LOC110180677|XP_020804022.1|DSER, LOC110182131|XP_020805799.1|DSER, LOC110182138|XP_020805807.1|DSER, LOC110182428|XP_020806124.1|DSER
OG0000005	LOC108085758|XP_017037990.1|DKIK	LOC110182167|XP_020805828.1|DSER
OG0000006	LOC108072846|XP_017019650.1|DKIK	LOC110182424|XP_020806119.1|DSER, LOC110180681|XP_020804024.1|DSER, LOC110180702|XP_020804041.1|DSER, LOC110182161|XP_020805824.1|DSER, LOC110185948|XP_020810624.1|DSER, LOC110182132|XP_020805800.1|DSER, LOC110180700|XP_020804040.1|DSER, LOC110182133|XP_020805802.1|DSER, LOC110183808|XP_020807819.1|DSER, LOC110182418|XP_020806113.1|DSER
OG0000006	LOC108074091|XP_017021471.1|DKIK, LOC108070732|XP_017016820.1|DKIK	LOC110181334|XP_020804711.1|DSER
OG0000007	LOC108071584|XP_017017854.1|DKIK	LOC110184726|XP_020809013.1|DSER
OG0000007	LOC108071623|XP_017017894.1|DKIK	LOC110184729|XP_020809016.1|DSER
OG0000007	LOC108086265|XP_017038640.1|DKIK	LOC110182363|XP_020806064.1|DSER
OG0000007	LOC108086266|XP_017038642.1|DKIK	LOC110182364|XP_020806065.1|DSER
OG0000007	LOC108078727|XP_017028217.1|DKIK	LOC110190669|XP_020816933.1|DSER
OG0000007	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK	LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER
OG0000007	LOC108071626|XP_017017898.1|DKIK	LOC110184731|XP_020809018.1|DSER
OG0000007	LOC108071627|XP_017017899.1|DKIK	LOC110184732|XP_020809019.1|DSER
OG0000008	LOC108081759|XP_017032449.1|DKIK	LOC110188534|XP_020813940.1|DSER
OG0000008	LOC108072724|XP_017019474.1|DKIK	LOC110183609|XP_020807585.1|DSER
OG0000008	LOC108075890|XP_017023993.1|DKIK	LOC110183997|XP_020808013.1|DSER
OG0000008	LOC108072727|XP_017019476.1|DKIK	LOC110183613|XP_020807591.1|DSER
OG0000008	LOC108070862|XP_017016987.1|DKIK	LOC110182844|XP_020806635.1|DSER
OG0000008	LOC108080449|XP_017030674.1|DKIK	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER
OG0000008	LOC108080451|XP_017030677.1|DKIK	LOC110191898|XP_020818543.1|DSER
OG0000008	LOC108080456|XP_017030682.1|DKIK	LOC110191819|XP_020818443.1|DSER
OG0000008	LOC108080419|XP_017030641.1|DKIK	LOC110191899|XP_020818544.1|DSER
OG0000008	LOC108080455|XP_017030681.1|DKIK	LOC110191820|XP_020818444.1|DSER
OG0000009	LOC108076150|XP_017024404.1|DKIK	LOC110188739|XP_020814232.1|DSER
OG0000009	LOC108076246|XP_017024517.1|DKIK	LOC110188430|XP_020813815.1|DSER
OG0000009	LOC108085665|XP_017037844.1|DKIK	LOC110186309|XP_020811090.1|DSER
OG0000009	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK	LOC110188741|XP_020814234.1|DSER
OG0000009	LOC108075985|XP_017024164.1|DKIK	LOC110188740|XP_020814233.1|DSER
OG0000009	LOC108070751|XP_017016837.1|DKIK	LOC110181065|XP_020804398.1|DSER
OG0000009	LOC108080446|XP_017030671.1|DKIK	LOC110176644|XP_020798730.1|DSER
OG0000009	LOC108082335|XP_017033154.1|DKIK	LOC110178269|XP_020800994.1|DSER
OG0000009	LOC108078551|XP_017027957.1|DKIK	LOC110189524|XP_020815309.1|DSER
OG0000009	LOC108078552|XP_017027958.1|DKIK	LOC110189486|XP_020815231.1|DSER
OG0000009	LOC108082375|XP_017033205.1|DKIK	LOC110178372|XP_020801168.1|DSER, LOC110178373|XP_020801169.1|DSER, LOC110178375|XP_020801170.1|DSER
OG0000009	LOC108082329|XP_017033149.1|DKIK, LOC108074693|XP_017022321.1|DKIK	LOC110189711|XP_020815559.1|DSER
OG0000009	LOC108082367|XP_017033197.1|DKIK	LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER
OG0000009	LOC108082310|XP_017033130.1|DKIK, LOC108082371|XP_017033201.1|DKIK	LOC110178386|XP_020801181.1|DSER
OG0000010	LOC108072854|XP_017019661.1|DKIK	LOC110183810|XP_020807821.1|DSER
OG0000010	LOC108075010|XP_017022751.1|DKIK, LOC108084633|XP_017036410.1|DKIK	LOC110176508|XP_020798542.1|DSER, LOC110182165|XP_020805827.1|DSER
OG0000011	LOC108074353|XP_017021868.1|DKIK	LOC110178138|XP_020800825.1|DSER
OG0000011	LOC108084761|XP_017036565.1|DKIK, LOC108084804|XP_017036651.1|DKIK, LOC108083260|XP_017034457.1|DKIK, LOC108084805|XP_017036652.1|DKIK, LOC108084755|XP_017036555.1|DKIK, LOC108083234|XP_017034430.1|DKIK, LOC108078960|XP_017028605.1|DKIK, LOC108072111|XP_017018626.1|DKIK, LOC108079747|XP_017029651.1|DKIK, LOC108078767|XP_017028297.1|DKIK, LOC108079746|XP_017029649.1|DKIK	LOC110185094|XP_020809444.1|DSER
OG0000011	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK	LOC110183280|XP_020807170.1|DSER
OG0000011	LOC108086060|XP_017038366.1|DKIK	LOC110187551|XP_020812598.1|DSER
OG0000011	LOC108081434|XP_017032105.1|DKIK	LOC110187412|XP_020812458.1|DSER
OG0000011	LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK	LOC110182662|XP_020806399.1|DSER
OG0000011	LOC108081964|XP_017032688.1|DKIK	LOC110183170|XP_020807021.1|DSER
OG0000011	LOC108072833|XP_017019613.1|DKIK	LOC110182672|XP_020806412.1|DSER
OG0000011	LOC108074515|XP_017022082.1|DKIK	LOC110182278|XP_020805955.1|DSER
OG0000011	LOC108073175|XP_017020170.1|DKIK	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC108076784|XP_017025279.1|DKIK	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC108076783|XP_017025278.1|DKIK	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC108076799|XP_017025312.1|DKIK	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC108076590|XP_017024991.1|DKIK	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC108076575|XP_017024974.1|DKIK	LOC110180096|XP_020803382.1|DSER
OG0000012	LOC108076815|XP_017025335.1|DKIK, LOC108076574|XP_017024973.1|DKIK	LOC110181688|XP_020805193.1|DSER
OG0000012	LOC108076609|XP_017025012.1|DKIK	LOC110176319|XP_020798300.1|DSER
OG0000012	LOC108082430|XP_017033289.1|DKIK	LOC110178311|XP_020801063.1|DSER
OG0000012	LOC108082433|XP_017033293.1|DKIK	LOC110178377|XP_020801172.1|DSER
OG0000012	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK	LOC110178312|XP_020801065.1|DSER
OG0000012	LOC108082321|XP_017033140.1|DKIK	LOC110178270|XP_020800995.1|DSER
OG0000012	LOC108082322|XP_017033141.1|DKIK	LOC110178283|XP_020801014.1|DSER
OG0000012	LOC108082347|XP_017033172.1|DKIK	LOC110178292|XP_020801024.1|DSER
OG0000012	LOC108082319|XP_017033138.1|DKIK	LOC110178324|XP_020801093.1|DSER
OG0000013	LOC108074734|XP_017022389.1|DKIK	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC108079326|XP_017029113.1|DKIK	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC108084190|XP_017035777.1|DKIK	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC108075225|XP_017023059.1|DKIK	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC108080801|XP_017031181.1|DKIK	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC108084525|XP_017036250.1|DKIK	LOC110191421|XP_020817937.1|DSER
OG0000013	LOC108084560|XP_017036304.1|DKIK	LOC110191071|XP_020817464.1|DSER
OG0000013	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC108083925|XP_017035412.1|DKIK	LOC110188001|XP_020813183.1|DSER
OG0000015	LOC108083915|XP_017035398.1|DKIK, LOC108083916|XP_017035400.1|DKIK	LOC110188000|XP_020813182.1|DSER
OG0000015	LOC108082548|XP_017033482.1|DKIK, LOC108082527|XP_017033449.1|DKIK	LOC110182685|XP_020806436.1|DSER
OG0000015	LOC108085342|XP_017037387.1|DKIK	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000015	LOC108073116|XP_017020100.1|DKIK	LOC110179364|XP_020802537.1|DSER
OG0000015	LOC108073474|XP_017020616.1|DKIK, LOC108073502|XP_017020662.1|DKIK, LOC108073482|XP_017020629.1|DKIK, LOC108074488|XP_017022050.1|DKIK	LOC110181374|XP_020804762.1|DSER
OG0000016	LOC108074071|XP_017021434.1|DKIK	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC108078132|XP_017027246.1|DKIK	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC108072939|XP_017019781.1|DKIK	LOC110180058|XP_020803338.1|DSER
OG0000016	LOC108085727|XP_017037944.1|DKIK	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC108083824|XP_017035270.1|DKIK	LOC110182100|XP_020805744.1|DSER
OG0000016	LOC108084561|XP_017036305.1|DKIK	LOC110187883|XP_020813027.1|DSER
OG0000016	LOC108084467|XP_017036167.1|DKIK	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC108071378|XP_017017603.1|DKIK	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC108081075|XP_017031544.1|DKIK	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC108075195|XP_017023019.1|DKIK	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC108083777|XP_017035189.1|DKIK	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC108076702|XP_017025149.1|DKIK	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC108074963|XP_017022684.1|DKIK	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC108085024|XP_017036959.1|DKIK	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC108083626|XP_017034986.1|DKIK	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC108076532|XP_017024932.1|DKIK	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC108070625|XP_017016677.1|DKIK	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC108076530|XP_017024931.1|DKIK	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK	LOC110183096|XP_020806947.1|DSER
OG0000017	LOC108074287|XP_017021766.1|DKIK	LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC108071595|XP_017017864.1|DKIK	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC108071573|XP_017017843.1|DKIK	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC108071585|XP_017017855.1|DKIK	LOC110184704|XP_020808979.1|DSER, LOC110184742|XP_020809030.1|DSER
OG0000018	LOC108071604|XP_017017875.1|DKIK	LOC110184703|XP_020808978.1|DSER
OG0000019	LOC108084990|XP_017036905.1|DKIK	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC108084992|XP_017036907.1|DKIK	LOC110186755|XP_020811676.1|DSER
OG0000019	LOC108084993|XP_017036908.1|DKIK	LOC110186756|XP_020811677.1|DSER
OG0000019	LOC108084902|XP_017036785.1|DKIK	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC108084991|XP_017036906.1|DKIK	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC108084988|XP_017036903.1|DKIK	LOC110186749|XP_020811671.1|DSER
OG0000019	LOC108084989|XP_017036904.1|DKIK	LOC110186750|XP_020811672.1|DSER
OG0000020	LOC108075744|XP_017023787.1|DKIK	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC108082576|XP_017033522.1|DKIK	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC108074835|XP_017022525.1|DKIK	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC108077930|XP_017026994.1|DKIK	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC108072156|XP_017018689.1|DKIK	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC108074862|XP_017022564.1|DKIK	LOC110187270|XP_020812316.1|DSER
OG0000020	LOC108074823|XP_017022510.1|DKIK	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC108072937|XP_017019783.1|DKIK	LOC110180622|XP_020803965.1|DSER
OG0000021	LOC108072344|XP_017018923.1|DKIK	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC108085116|XP_017037095.1|DKIK	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC108072889|XP_017019701.1|DKIK	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC108083858|XP_017035332.1|DKIK	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC108073195|XP_017020199.1|DKIK	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC108077813|XP_017026825.1|DKIK	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC108080856|XP_017031249.1|DKIK	LOC110189278|XP_020814959.1|DSER
OG0000021	LOC108074275|XP_017021739.1|DKIK	LOC110178105|XP_020800778.1|DSER
OG0000022	LOC108082382|XP_017033212.1|DKIK	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC108071489|XP_017017741.1|DKIK	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC108071516|XP_017017771.1|DKIK	LOC110178666|XP_020801520.1|DSER, LOC110178667|XP_020801521.1|DSER
OG0000022	LOC108071513|XP_017017767.1|DKIK	LOC110178668|XP_020801523.1|DSER
OG0000022	LOC108071477|XP_017017725.1|DKIK, LOC108071510|XP_017017765.1|DKIK	LOC110178669|XP_020801524.1|DSER
OG0000022	LOC108071509|XP_017017764.1|DKIK	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC108084054|XP_017035562.1|DKIK	LOC110188311|XP_020813678.1|DSER
OG0000023	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK	LOC110188309|XP_020813677.1|DSER
OG0000023	LOC108083994|XP_017035497.1|DKIK	LOC110188457|XP_020813846.1|DSER
OG0000023	LOC108078099|XP_017027186.1|DKIK	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK	LOC110188456|XP_020813844.1|DSER
OG0000023	LOC108084052|XP_017035560.1|DKIK	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC108084215|XP_017035827.1|DKIK	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC108084051|XP_017035559.1|DKIK	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC108084214|XP_017035825.1|DKIK	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC108078191|XP_017027348.1|DKIK	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC108078192|XP_017027349.1|DKIK	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC108072495|XP_017019150.1|DKIK	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC108078211|XP_017027385.1|DKIK	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC108070821|XP_017016922.1|DKIK	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC108086239|XP_017038600.1|DKIK	LOC110182356|XP_020806054.1|DSER
OG0000025	LOC108081074|XP_017031548.1|DKIK	LOC110182432|XP_020806127.1|DSER
OG0000026	LOC108074121|XP_017021510.1|DKIK	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC108072841|XP_017019625.1|DKIK	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC108079334|XP_017029126.1|DKIK	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC108070686|XP_017016752.1|DKIK	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC108075406|XP_017023320.1|DKIK	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC108079592|XP_017029427.1|DKIK	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC108079587|XP_017029421.1|DKIK	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC108079588|XP_017029422.1|DKIK	LOC110176929|XP_020799084.1|DSER
OG0000029	LOC108077932|XP_017026959.1|DKIK	LOC110181434|XP_020804839.1|DSER
OG0000029	LOC108076869|XP_017025387.1|DKIK	LOC110177071|XP_020799247.1|DSER
OG0000029	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC108080624|XP_017030937.1|DKIK	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC108075768|XP_017023819.1|DKIK	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC108075779|XP_017023830.1|DKIK	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC108077325|XP_017026102.1|DKIK	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC108076242|XP_017024479.1|DKIK	LOC110178494|XP_020801301.1|DSER, LOC110178495|XP_020801302.1|DSER
OG0000030	LOC108083344|XP_017034576.1|DKIK	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC108079999|XP_017030054.1|DKIK	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC108082121|XP_017032911.1|DKIK	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC108075783|XP_017023831.1|DKIK, LOC108075781|XP_017023828.1|DKIK, LOC108075782|XP_017023829.1|DKIK	LOC110185929|XP_020810602.1|DSER
OG0000031	LOC108077225|XP_017025972.1|DKIK	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC108077824|XP_017026839.1|DKIK	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC108077790|XP_017026779.1|DKIK	LOC110189627|XP_020815431.1|DSER
OG0000032	LOC108077713|XP_017026652.1|DKIK	LOC110190954|XP_020817297.1|DSER
OG0000032	LOC108077612|XP_017026507.1|DKIK	LOC110188628|XP_020814064.1|DSER
OG0000032	LOC108077846|XP_017026865.1|DKIK	LOC110190425|XP_020816566.1|DSER
OG0000032	LOC108074977|XP_017022699.1|DKIK	LOC110179845|XP_020803112.1|DSER
OG0000032	LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK	LOC110188663|XP_020814116.1|DSER
OG0000032	LOC108077628|XP_017026527.1|DKIK	LOC110191408|XP_020817925.1|DSER, LOC110191413|XP_020817929.1|DSER
OG0000033	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC108080716|XP_017031056.1|DKIK	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC108080717|XP_017031057.1|DKIK	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC108080718|XP_017031058.1|DKIK	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC108084001|XP_017035503.1|DKIK	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000033	LOC108084006|XP_017035508.1|DKIK	LOC110188478|XP_020813866.1|DSER
OG0000034	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC108076836|XP_017025354.1|DKIK	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC108082755|XP_017033759.1|DKIK	LOC110185768|XP_020810429.1|DSER
