Orthogroup	DERE.longest_only	DPSE.longest_only
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC117183221|XP_033232918.1|DPSE
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC6897832|XP_002137937.1|DPSE
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC4818201|XP_033236143.1|DPSE
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC6898835|XP_002138808.1|DPSE
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC6898834|XP_002138807.1|DPSE
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC6898840|XP_002138811.3|DPSE
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC4805268|XP_001361693.2|DPSE
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC6898836|XP_002138809.1|DPSE
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC6901473|XP_033238237.1|DPSE
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC6897478|XP_002137627.1|DPSE
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC4800831|XP_001358035.1|DPSE
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC6901811|XP_002134479.1|DPSE
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC4804646|XP_033234778.1|DPSE
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC6899947|XP_002135315.1|DPSE
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC4812049|XP_001352467.1|DPSE
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC6899946|XP_002135314.1|DPSE
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC6897864|XP_033232668.1|DPSE
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC4802964|XP_001359777.4|DPSE
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC4804210|XP_001360806.2|DPSE
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC6897865|XP_033232678.1|DPSE
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC4802957|XP_001359771.3|DPSE
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC5495505|XP_001359769.4|DPSE
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC5384073|XP_001359768.2|DPSE
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC4802956|XP_015038205.2|DPSE
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC5495520|XP_001361563.3|DPSE
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC4805107|XP_001361564.1|DPSE
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC6899225|XP_002136299.3|DPSE
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC5495508|XP_001361566.2|DPSE
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC4805028|XP_001361496.1|DPSE
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC6901557|XP_002134231.1|DPSE
OG0000025	LOC113564765|XP_026839399.1|DERE	LOC117183559|XP_033233680.1|DPSE, LOC117183558|XP_033233678.1|DPSE
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC4814777|XP_001354707.2|DPSE
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC4818162|XP_001357184.4|DPSE
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC4815876|XP_001355332.2|DPSE
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC4800860|XP_001358060.2|DPSE
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC6902829|XP_002132565.2|DPSE
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC4817432|XP_001356466.2|DPSE
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC4816919|XP_001356465.1|DPSE
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC6900255|XP_002135584.2|DPSE
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC6900007|XP_002135372.2|DPSE
OG0000029	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC6897267|XP_033233167.1|DPSE
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC4813458|XP_001353977.2|DPSE
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC4817563|XP_001356970.3|DPSE
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC4817564|XP_002132859.2|DPSE
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC4816660|XP_001355989.2|DPSE
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC4804482|XP_001361038.2|DPSE
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC4816069|XP_001355235.2|DPSE
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC4815215|XP_001354948.2|DPSE
OG0000031	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE	LOC6902663|XP_015036753.2|DPSE
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC26533742|XP_033235774.1|DPSE
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC6896921|XP_033236577.1|DPSE
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC4800814|XP_001358021.1|DPSE
OG0000033	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE	LOC4800626|XP_001357867.3|DPSE
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC6898089|XP_002138174.1|DPSE
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC6898093|XP_002138175.2|DPSE
OG0000033	LOC6546216|XP_001972911.1|DERE, LOC6553620|XP_001979278.1|DERE, LOC6548922|XP_001975350.1|DERE	LOC4800868|XP_001358066.3|DPSE
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC4817450|XP_001356533.3|DPSE
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC6902878|XP_002132612.2|DPSE
OG0000034	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC6897873|XP_002137975.2|DPSE
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC4801521|XP_033232300.1|DPSE
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC4802757|XP_001359618.3|DPSE
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC4800563|XP_033232364.1|DPSE
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC4803745|XP_001360410.4|DPSE
OG0000037	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC4812152|XP_001352947.2|DPSE
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC6900265|XP_002135594.2|DPSE
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC6897556|XP_033241818.1|DPSE
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC4815394|XP_001354810.3|DPSE
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC4814563|XP_001354811.1|DPSE
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC6901668|XP_002134337.3|DPSE
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC4803144|XP_001359934.2|DPSE
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC6897971|XP_002138070.1|DPSE
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC4803208|XP_001359988.4|DPSE
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC4801113|XP_001358260.2|DPSE
OG0000041	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC4802353|XP_001359283.3|DPSE
OG0000041	LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE	LOC6897572|XP_033240353.1|DPSE
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC6902242|XP_002133769.2|DPSE
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC4804794|XP_001361299.3|DPSE
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC5495510|XP_001361301.4|DPSE
OG0000042	LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC4804792|XP_001361298.2|DPSE
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC4803128|XP_001359922.2|DPSE
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC4803134|XP_001359926.3|DPSE
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC4803126|XP_001359920.4|DPSE
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC6897937|XP_002138039.2|DPSE
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC4803132|XP_001359925.3|DPSE
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC4802344|XP_001359278.1|DPSE
OG0000044	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE
OG0000044	LOC6554932|XP_026836683.1|DERE, LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC4802849|XP_001359684.3|DPSE
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC4812813|XP_033238456.1|DPSE
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC4813084|XP_001353641.2|DPSE
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC6900434|XP_002134825.3|DPSE
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC4800854|XP_001358055.2|DPSE
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC6548915|XP_026836112.1|DERE	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC6546188|XP_001972281.1|DERE	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE
OG0000047	LOC6549507|XP_001975729.1|DERE	LOC4805161|XP_001361611.2|DPSE
OG0000047	LOC6546189|XP_001972282.1|DERE	LOC4813116|XP_001353776.3|DPSE
OG0000048	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE
OG0000048	LOC6545045|XP_001973227.2|DERE	LOC4812161|XP_001352552.3|DPSE
OG0000048	LOC6544963|XP_001973230.1|DERE	LOC4812224|XP_033238777.1|DPSE
OG0000049	LOC6552334|XP_001979793.1|DERE	LOC4800760|XP_001357975.3|DPSE
OG0000049	LOC6552331|XP_001979790.1|DERE	LOC4800765|XP_001357980.2|DPSE
