Orthogroup	DERE.longest_only	DGUA.longest_only
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC117591688|XP_034140902.1|DGUA
OG0000010	LOC6548705|XP_026839404.1|DERE, LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE, LOC6556049|XP_001982909.3|DERE	LOC117591679|XP_034140894.1|DGUA
OG0000011	LOC113564152|XP_026835545.1|DERE, LOC6550533|XP_001977930.3|DERE, LOC6540864|XP_001968531.3|DERE, LOC6540904|XP_026835063.1|DERE, LOC6543446|XP_001968684.2|DERE, LOC6543815|XP_001973630.3|DERE, LOC6555031|XP_001981173.1|DERE, LOC113564144|XP_026835345.1|DERE, LOC113564056|XP_026834236.1|DERE, LOC6547227|XP_026836974.1|DERE, LOC113564269|XP_026836076.1|DERE, LOC6547226|XP_026836976.1|DERE, LOC6547233|XP_026836236.1|DERE, LOC6551039|XP_001978306.1|DERE	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC117579965|XP_034122030.1|DGUA
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC117579216|XP_034120874.1|DGUA
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC117585951|XP_034131639.1|DGUA
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC117578829|XP_034120480.1|DGUA
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC117578830|XP_034120484.1|DGUA
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC117578828|XP_034120477.1|DGUA
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC117578831|XP_034120485.1|DGUA
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC117585406|XP_034130769.1|DGUA
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC117592596|XP_034142370.1|DGUA
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC117592593|XP_034142368.1|DGUA
OG0000012	LOC6546690|XP_001975935.1|DERE, LOC26526953|XP_026835974.1|DERE	LOC117592595|XP_034142369.1|DGUA
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC117592597|XP_034142371.1|DGUA
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC117592598|XP_034142372.1|DGUA
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC117592555|XP_034142321.1|DGUA
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC117590521|XP_034139126.1|DGUA
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC117585977|XP_034131683.1|DGUA
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC117580093|XP_034122238.1|DGUA
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC117589807|XP_034137915.1|DGUA
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC117583601|XP_034127885.1|DGUA
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC117589945|XP_034138127.1|DGUA
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC117587659|XP_034134479.1|DGUA
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC117583582|XP_034127854.1|DGUA
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC117592229|XP_034141753.1|DGUA
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC117581434|XP_034124497.1|DGUA
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC117588507|XP_034135722.1|DGUA
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC117585750|XP_034131294.1|DGUA
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC117579173|XP_034120827.1|DGUA
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC117582389|XP_034125960.1|DGUA
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA
OG0000017	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE	LOC117583173|XP_034127261.1|DGUA
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC117580469|XP_034122942.1|DGUA
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC117583419|XP_034127607.1|DGUA
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC117592152|XP_034141609.1|DGUA
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC117587357|XP_034133889.1|DGUA
OG0000018	LOC6545117|XP_001972086.1|DERE, LOC6545115|XP_001972084.1|DERE	LOC117587358|XP_034133890.1|DGUA
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC117587351|XP_034133882.1|DGUA
OG0000018	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE	LOC117587365|XP_034133899.1|DGUA
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC117583705|XP_034128081.1|DGUA
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC117583723|XP_034128130.1|DGUA
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC117583722|XP_034128122.1|DGUA
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC117583658|XP_034128012.1|DGUA
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC117578526|XP_034119977.1|DGUA
OG0000020	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE	LOC117587736|XP_034134545.1|DGUA
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC117586337|XP_034132223.1|DGUA
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC117590165|XP_034138451.1|DGUA
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC117584402|XP_034129156.1|DGUA
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC117578555|XP_034120019.1|DGUA
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC117578556|XP_034120020.1|DGUA
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC117580314|XP_034122704.1|DGUA
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC117580733|XP_034123298.1|DGUA
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC117578557|XP_034120021.1|DGUA
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC117590869|XP_034139782.1|DGUA
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC117585696|XP_034131203.1|DGUA
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC117582802|XP_034126721.1|DGUA
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC117585826|XP_034131453.1|DGUA
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC117587283|XP_034133760.1|DGUA
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC117587284|XP_034133762.1|DGUA
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC117587282|XP_034133759.1|DGUA
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC117586396|XP_034132318.1|DGUA
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC117586008|XP_034131728.1|DGUA
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC117591288|XP_034140381.1|DGUA
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC117586007|XP_034131727.1|DGUA
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC117586005|XP_034131725.1|DGUA
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC117586006|XP_034131726.1|DGUA
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC117586004|XP_034131723.1|DGUA
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC117586277|XP_034132120.1|DGUA
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC117580035|XP_034122157.1|DGUA
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC117580026|XP_034122146.1|DGUA
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC117580040|XP_034122171.1|DGUA
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC117591149|XP_034140151.1|DGUA
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC117578502|XP_034119928.1|DGUA
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC117592048|XP_034141425.1|DGUA
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC117590412|XP_034138901.1|DGUA
OG0000025	LOC113564765|XP_026839399.1|DERE	LOC117591779|XP_034140978.1|DGUA
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC117588644|XP_034135968.1|DGUA
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC117588100|XP_034135061.1|DGUA
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC117581101|XP_034123883.1|DGUA
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC117589578|XP_034137528.1|DGUA
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC117581694|XP_034124962.1|DGUA
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC117582236|XP_034125737.1|DGUA
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC117581693|XP_034124961.1|DGUA
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC117579887|XP_034121914.1|DGUA
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC117588956|XP_034136434.1|DGUA
OG0000029	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE	LOC117592282|XP_034141836.1|DGUA
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC117589682|XP_034137727.1|DGUA
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC117579424|XP_034121195.1|DGUA
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC117582242|XP_034125744.1|DGUA
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC117584551|XP_034129394.1|DGUA
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC117580408|XP_034122850.1|DGUA
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC117580802|XP_034123393.1|DGUA
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC117581439|XP_034124532.1|DGUA
OG0000031	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE	LOC117584126|XP_034128769.1|DGUA
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC117584798|XP_034129808.1|DGUA
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC117583029|XP_034127075.1|DGUA
OG0000032	LOC6553973|XP_026831770.1|DERE	LOC117583031|XP_034127078.1|DGUA
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC117583028|XP_034127074.1|DGUA
OG0000033	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE	LOC117583114|XP_034127189.1|DGUA
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC117578485|XP_034119909.1|DGUA
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC117578484|XP_034119908.1|DGUA
OG0000033	LOC6546216|XP_001972911.1|DERE, LOC6553620|XP_001979278.1|DERE, LOC6548922|XP_001975350.1|DERE	LOC117589901|XP_034138062.1|DGUA
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC117584525|XP_034129365.1|DGUA
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC117584364|XP_034129093.1|DGUA
OG0000034	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC117586375|XP_034132294.1|DGUA
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC117589622|XP_034137600.1|DGUA
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC117590096|XP_034138331.1|DGUA
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC117583751|XP_034128161.1|DGUA
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC117581190|XP_034124041.1|DGUA
OG0000037	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC117579886|XP_034121913.1|DGUA
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC117579879|XP_034121893.1|DGUA
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC117586049|XP_034131784.1|DGUA
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC117590455|XP_034138980.1|DGUA
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC117590456|XP_034138981.1|DGUA
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC117588357|XP_034135459.1|DGUA
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC117586415|XP_034132343.1|DGUA
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC117585623|XP_034131079.1|DGUA
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC117585926|XP_034131583.1|DGUA
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC117586490|XP_034132479.1|DGUA
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC117585962|XP_034131662.1|DGUA
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC117583720|XP_034128120.1|DGUA
OG0000041	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC117585914|XP_034131569.1|DGUA
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC117588578|XP_034135864.1|DGUA
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC117592397|XP_034142005.1|DGUA
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC117592396|XP_034142004.1|DGUA
OG0000042	LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC117592399|XP_034142008.1|DGUA
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC117585018|XP_034130150.1|DGUA
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC117585502|XP_034130891.1|DGUA
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC117584981|XP_034130079.1|DGUA
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC117585441|XP_034130807.1|DGUA
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC117585917|XP_034131574.1|DGUA
OG0000044	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA
OG0000044	LOC6554932|XP_026836683.1|DERE, LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC117590011|XP_034138189.1|DGUA
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC117586936|XP_034133192.1|DGUA
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC117587010|XP_034133310.1|DGUA
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC117579473|XP_034121255.1|DGUA
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC117579463|XP_034121242.1|DGUA
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC117589785|XP_034137874.1|DGUA
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC117591350|XP_034140469.1|DGUA
OG0000046	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE	LOC117583276|XP_034127392.1|DGUA
OG0000047	LOC6548915|XP_026836112.1|DERE	LOC117591384|XP_034140523.1|DGUA
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC117592295|XP_034141855.1|DGUA
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC117582832|XP_034126782.1|DGUA
OG0000047	LOC6546188|XP_001972281.1|DERE	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA
OG0000047	LOC6549507|XP_001975729.1|DERE	LOC117591732|XP_034140939.1|DGUA
OG0000047	LOC6546189|XP_001972282.1|DERE	LOC117580178|XP_034122428.1|DGUA
OG0000048	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA
OG0000048	LOC6545045|XP_001973227.2|DERE	LOC117589276|XP_034136957.1|DGUA
OG0000048	LOC6544963|XP_001973230.1|DERE	LOC117588957|XP_034136435.1|DGUA
OG0000049	LOC6552334|XP_001979793.1|DERE	LOC117583088|XP_034127157.1|DGUA
OG0000049	LOC6552331|XP_001979790.1|DERE	LOC117583087|XP_034127156.1|DGUA
OG0000049	LOC6552229|XP_001979794.1|DERE	LOC117583320|XP_034127470.1|DGUA
OG0000049	LOC6552231|XP_001979796.1|DERE	LOC117583322|XP_034127471.1|DGUA
OG0000049	LOC6552230|XP_001979795.1|DERE	LOC117583323|XP_034127472.1|DGUA
OG0000049	LOC6552330|XP_001979789.1|DERE	LOC117583085|XP_034127153.1|DGUA
OG0000050	LOC6544231|XP_001973747.1|DERE	LOC117580435|XP_034122881.1|DGUA
OG0000050	LOC6544204|XP_026833494.1|DERE	LOC117580059|XP_034122189.1|DGUA
OG0000050	LOC26526578|XP_026833595.1|DERE	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA
OG0000050	LOC6544232|XP_026833594.1|DERE	LOC117580434|XP_034122880.1|DGUA
OG0000050	LOC6544203|XP_001973745.2|DERE	LOC117580436|XP_034122883.1|DGUA
OG0000051	LOC6552520|XP_001980945.1|DERE	LOC117584976|XP_034130071.1|DGUA
OG0000051	LOC6553748|XP_001980366.1|DERE	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA
OG0000051	LOC6553801|XP_001980449.1|DERE, LOC6552141|XP_001979934.1|DERE, LOC6553800|XP_001980448.1|DERE, LOC6553799|XP_001980447.1|DERE	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA
OG0000052	LOC6552259|XP_001980740.3|DERE, LOC6552256|XP_001980737.2|DERE, LOC6552257|XP_001980738.1|DERE	LOC117585521|XP_034130918.1|DGUA
OG0000052	LOC6547302|XP_001974728.1|DERE	LOC117579366|XP_034121106.1|DGUA
OG0000052	LOC6547301|XP_001974727.1|DERE	LOC117579361|XP_034121090.1|DGUA
OG0000053	LOC6542707|XP_001970455.1|DERE	LOC117591851|XP_034141110.1|DGUA
OG0000053	LOC6542876|XP_001970456.1|DERE	LOC117591850|XP_034141108.1|DGUA
OG0000053	LOC6542254|XP_001970457.1|DERE	LOC117591849|XP_034141106.1|DGUA
OG0000053	LOC6542856|XP_001970461.3|DERE	LOC117589695|XP_034137786.1|DGUA
OG0000054	LOC6553130|XP_001980075.1|DERE	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA
OG0000054	LOC6553131|XP_001980076.1|DERE	LOC117585613|XP_034131060.1|DGUA
OG0000054	LOC6553059|XP_001980078.1|DERE	LOC117585615|XP_034131067.1|DGUA
OG0000055	LOC26527116|XP_015009429.1|DERE, LOC6555464|XP_001981222.1|DERE	LOC117583475|XP_034127675.1|DGUA
OG0000056	LOC6554751|XP_001982187.1|DERE	LOC117582718|XP_034126532.1|DGUA
OG0000056	LOC6554750|XP_001982186.1|DERE	LOC117582720|XP_034126536.1|DGUA
OG0000056	LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE	LOC117582719|XP_034126535.1|DGUA
OG0000056	LOC6551980|XP_001980665.2|DERE	LOC117589687|XP_034137734.1|DGUA
OG0000058	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE	LOC117581983|XP_034125368.1|DGUA
