Orthogroup	DERE.longest_only	DSEC.longest_only
OG0000002	LOC6543212|XP_026834323.1|DERE	LOC6613615|XP_032570344.1|DSEC
OG0000003	LOC6549103|XP_001975568.1|DERE	LOC6609226|XP_032570279.1|DSEC
OG0000003	LOC6548983|XP_001975566.1|DERE	LOC6609227|XP_002033918.2|DSEC
OG0000003	LOC6554587|XP_001981543.2|DERE	LOC6617182|XP_002041509.2|DSEC
OG0000003	LOC6548982|XP_001975565.1|DERE	LOC6609229|XP_032570278.1|DSEC
OG0000003	LOC6541170|XP_001970725.1|DERE	LOC6607893|XP_002032647.1|DSEC
OG0000003	LOC6549104|XP_001975569.3|DERE	LOC6609222|XP_002033913.1|DSEC
OG0000003	LOC6549102|XP_001975567.1|DERE	LOC116800691|XP_032572969.1|DSEC
OG0000003	LOC6549105|XP_001975570.1|DERE	LOC6609221|XP_002033912.1|DSEC
OG0000003	LOC6541262|XP_001970448.1|DERE	LOC6608196|XP_002032941.1|DSEC
OG0000003	LOC6543237|XP_001970449.1|DERE	LOC6608194|XP_002032939.1|DSEC
OG0000003	LOC6543184|XP_001968830.1|DERE	LOC6613508|XP_002037976.1|DSEC
OG0000007	LOC6545298|XP_001972056.1|DERE	LOC116800972|XP_032573823.1|DSEC
OG0000007	LOC6545299|XP_001972057.1|DERE	LOC6610954|XP_002035511.1|DSEC
OG0000007	LOC6545296|XP_001972054.1|DERE	LOC6610952|XP_032575303.1|DSEC
OG0000007	LOC6545102|XP_001972053.1|DERE	LOC6610951|XP_002035508.1|DSEC
OG0000007	LOC6540938|XP_001968734.1|DERE	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC6555344|XP_001981194.1|DERE, LOC6555345|XP_001981195.1|DERE	LOC6612871|XP_002037363.1|DSEC
OG0000007	LOC6554433|XP_001981284.1|DERE, LOC6554432|XP_001981283.1|DERE	LOC6612775|XP_032579057.1|DSEC
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC6545660|XP_001971664.1|DERE	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC6540935|XP_001968733.1|DERE	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC6545300|XP_001972058.2|DERE	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC6545301|XP_001972059.1|DERE	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC6551209|XP_001977016.1|DERE	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	LOC6553018|XP_001979109.1|DERE	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC6553019|XP_001979110.3|DERE	LOC6614149|XP_002038602.2|DSEC
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC6554108|XP_001979504.1|DERE	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC6554106|XP_001979502.1|DERE	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC6553884|XP_001980458.1|DERE	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC6548705|XP_026839404.1|DERE, LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE, LOC6556049|XP_001982909.3|DERE	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC6540864|XP_001968531.3|DERE	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC6540904|XP_026835063.1|DERE	LOC6613214|XP_002037693.2|DSEC
OG0000011	LOC6543446|XP_001968684.2|DERE	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC6543815|XP_001973630.3|DERE	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC113564144|XP_026835345.1|DERE	LOC6613355|XP_032576619.1|DSEC
OG0000011	LOC6547227|XP_026836974.1|DERE	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC6547233|XP_026836236.1|DERE	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC6551039|XP_001978306.1|DERE	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC6546690|XP_001975935.1|DERE	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC26526953|XP_026835974.1|DERE	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE	LOC116801751|XP_032578918.1|DSEC
OG0000013	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC26527019|XP_015015589.1|DERE	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC6549638|XP_026836388.1|DERE	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC6542316|XP_001970154.1|DERE	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC6541306|XP_001970208.1|DERE	LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC6554572|XP_026839568.1|DERE	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC6621634|XP_002045742.2|DSEC
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC116803465|XP_032583061.1|DSEC
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC6606884|XP_002031678.1|DSEC
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC6543371|XP_001969207.2|DERE	LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC6613654|XP_002038124.2|DSEC
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC6553973|XP_026831770.1|DERE	LOC6606689|XP_002031489.2|DSEC
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC6606693|XP_002031493.1|DSEC
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC6548263|XP_001974109.1|DERE	LOC6618198|XP_002042473.1|DSEC
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC6609451|XP_002034136.1|DSEC
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC6618128|XP_032583108.1|DSEC
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC26526627|XP_015009397.2|DERE	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC6554991|XP_001981816.2|DERE	LOC6619708|XP_032579543.1|DSEC
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC6617460|XP_002041777.2|DSEC
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC6547081|XP_026835970.1|DERE	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC6547083|XP_026836041.1|DERE	LOC6609767|XP_032571748.1|DSEC
OG0000042	LOC6547082|XP_001974654.1|DERE	LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC6606882|XP_002031676.2|DSEC
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC6606881|XP_032578763.1|DSEC
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC6612980|XP_002037471.1|DSEC
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC6606874|XP_002031668.1|DSEC
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC6619712|XP_032578272.1|DSEC
OG0000044	LOC6554929|XP_001981808.1|DERE	LOC6619716|XP_002043931.1|DSEC
OG0000044	LOC6554928|XP_001981807.1|DERE	LOC6619717|XP_002043932.1|DSEC
OG0000044	LOC6554932|XP_026836683.1|DERE	LOC6619713|XP_032578123.1|DSEC
OG0000044	LOC6554930|XP_001981809.1|DERE	LOC6619715|XP_002043930.1|DSEC
OG0000044	LOC6554931|XP_001981810.2|DERE	LOC6619714|XP_002043929.1|DSEC
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC6605191|XP_002030030.1|DSEC
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC6611095|XP_002035652.1|DSEC
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC6611094|XP_002035651.1|DSEC
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC6620032|XP_032578694.1|DSEC
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC6615013|XP_002039430.2|DSEC
OG0000046	LOC6554302|XP_001982126.1|DERE	LOC6607590|XP_002032359.1|DSEC
OG0000047	LOC6548915|XP_026836112.1|DERE	LOC6609458|XP_002034143.1|DSEC
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC6609455|XP_002034140.1|DSEC
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC6609036|XP_032573031.1|DSEC
OG0000047	LOC6546188|XP_001972281.1|DERE	LOC6605158|XP_002029997.1|DSEC
