Orthogroup	DERE.longest_only	DSAN.longest_only
OG0000007	LOC6554433|XP_001981284.1|DERE, LOC6554432|XP_001981283.1|DERE	LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC6545660|XP_001971664.1|DERE	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC6540935|XP_001968733.1|DERE	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC6545300|XP_001972058.2|DERE	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC6545301|XP_001972059.1|DERE	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC6551209|XP_001977016.1|DERE	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN
OG0000008	LOC6553018|XP_001979109.1|DERE	LOC120453056|XP_039493512.1|DSAN
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC6553019|XP_001979110.3|DERE	LOC120453053|XP_039493508.1|DSAN
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC6554108|XP_001979504.1|DERE	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC6554106|XP_001979502.1|DERE	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC6553884|XP_001980458.1|DERE	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC113564795|XP_026839443.1|DERE, LOC6556039|XP_015008608.2|DERE	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC120457684|XP_039501107.1|DSAN, LOC120457972|XP_039501407.1|DSAN
OG0000010	LOC6556049|XP_001982909.3|DERE	LOC120457970|XP_039501405.1|DSAN, LOC120457962|XP_039501399.1|DSAN
OG0000011	LOC6550533|XP_001977930.3|DERE	LOC120456909|XP_039499973.1|DSAN
OG0000011	LOC6540864|XP_001968531.3|DERE	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC6540904|XP_026835063.1|DERE	LOC120458388|XP_039501941.1|DSAN
OG0000011	LOC6543446|XP_001968684.2|DERE	LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC6543815|XP_001973630.3|DERE	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC113564056|XP_026834236.1|DERE	LOC120454523|XP_039495825.1|DSAN
OG0000011	LOC6547227|XP_026836974.1|DERE	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC6547226|XP_026836976.1|DERE	LOC120447070|XP_039484395.1|DSAN
OG0000011	LOC6547233|XP_026836236.1|DERE	LOC120445760|XP_039482290.1|DSAN
OG0000011	LOC6551039|XP_001978306.1|DERE	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC6546690|XP_001975935.1|DERE	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC26526953|XP_026835974.1|DERE	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN
OG0000013	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC26527019|XP_015015589.1|DERE	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC6549638|XP_026836388.1|DERE	LOC120458799|XP_039502526.1|DSAN
OG0000015	LOC6542316|XP_001970154.1|DERE	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC6541306|XP_001970208.1|DERE	LOC120458608|XP_039502248.1|DSAN
OG0000015	LOC6554572|XP_026839568.1|DERE	LOC120454309|XP_039495442.1|DSAN
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC6544876|XP_001973836.1|DERE	LOC120452471|XP_039492644.1|DSAN
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC120447671|XP_039485130.1|DSAN
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC120444384|XP_039479923.1|DSAN
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC120456451|XP_039499224.1|DSAN
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC6545325|XP_026832190.1|DERE, LOC6545324|XP_026833774.1|DERE	LOC120447590|XP_039484991.1|DSAN, LOC120447589|XP_039484990.1|DSAN, LOC120447591|XP_039484992.1|DSAN, LOC120447592|XP_039484994.1|DSAN
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC120454032|XP_039494960.1|DSAN
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC120455351|XP_039497383.1|DSAN
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC120451611|XP_039491379.1|DSAN
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC120451410|XP_039491015.1|DSAN
OG0000033	LOC6555354|XP_026839686.1|DERE	LOC120452564|XP_039492778.1|DSAN
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC120446152|XP_039482915.1|DSAN
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC6553711|XP_001980355.1|DERE	LOC120452816|XP_039493156.1|DSAN
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC6554160|XP_026832544.1|DERE	LOC120454541|XP_039495854.1|DSAN
OG0000036	LOC113563885|XP_026832533.1|DERE	LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC120453842|XP_039494671.1|DSAN
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC120452967|XP_039493393.1|DSAN
OG0000041	LOC26526627|XP_015009397.2|DERE	LOC120452968|XP_039493395.1|DSAN
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC6554980|XP_001981823.2|DERE	LOC120453870|XP_039494709.1|DSAN
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC6554991|XP_001981816.2|DERE	LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC120456654|XP_039499520.1|DSAN
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC6547081|XP_026835970.1|DERE	LOC120446233|XP_039483037.1|DSAN
OG0000042	LOC6547083|XP_026836041.1|DERE	LOC120446235|XP_039483039.1|DSAN
OG0000042	LOC6547082|XP_001974654.1|DERE	LOC120446236|XP_039483040.1|DSAN
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC120446234|XP_039483038.1|DSAN
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC120453988|XP_039494877.1|DSAN
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC120453019|XP_039493471.1|DSAN
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC120453349|XP_039493953.1|DSAN
