Orthogroup	DERE.longest_only	DYAK.longest_only
OG0000002	LOC6543212|XP_026834323.1|DERE	LOC6527104|XP_002088197.3|DYAK
OG0000003	LOC6549103|XP_001975568.1|DERE	LOC6530460|XP_002091376.2|DYAK
OG0000003	LOC6548983|XP_001975566.1|DERE	LOC6530462|XP_002091378.1|DYAK
OG0000003	LOC6554587|XP_001981543.2|DERE	LOC6538264|XP_002098791.1|DYAK
OG0000003	LOC6548982|XP_001975565.1|DERE	LOC6530463|XP_002091379.1|DYAK
OG0000003	LOC6541170|XP_001970725.1|DERE	LOC6527640|XP_039226547.1|DYAK, LOC6528325|XP_002089378.1|DYAK
OG0000003	LOC26526619|XP_015012824.1|DERE	LOC6530458|XP_002091374.1|DYAK
OG0000003	LOC6549104|XP_001975569.3|DERE	LOC6530457|XP_002091373.1|DYAK
OG0000003	LOC6549102|XP_001975567.1|DERE	LOC6530461|XP_002091377.1|DYAK
OG0000003	LOC6549105|XP_001975570.1|DERE	LOC6530456|XP_002091372.1|DYAK
OG0000003	LOC6541262|XP_001970448.1|DERE	LOC6528608|XP_002089651.1|DYAK
OG0000003	LOC6543237|XP_001970449.1|DERE	LOC6528606|XP_002089649.1|DYAK
OG0000003	LOC6543184|XP_001968830.1|DERE	LOC6528128|XP_002089195.3|DYAK
OG0000004	LOC113564789|XP_026839439.1|DERE, LOC113564794|XP_026839442.1|DERE, LOC113564793|XP_026839441.1|DERE, LOC113564762|XP_026839397.1|DERE, LOC113564780|XP_026839412.1|DERE, LOC113564788|XP_026839438.1|DERE, LOC113564798|XP_026839446.1|DERE, LOC113564782|XP_026839414.1|DERE, LOC113564781|XP_026839413.1|DERE	LOC120322179|XP_039233170.1|DYAK, LOC6529212|XP_002090219.3|DYAK, LOC120322177|XP_039233168.1|DYAK, LOC120322178|XP_039233169.1|DYAK, LOC6539223|XP_002086123.3|DYAK, LOC120322176|XP_039233166.1|DYAK, LOC6540446|XP_002087254.1|DYAK, LOC120322186|XP_039233176.1|DYAK, LOC6539221|XP_002086122.2|DYAK, LOC120322184|XP_039233174.1|DYAK, LOC120322182|XP_039233172.1|DYAK, LOC120322183|XP_039233173.1|DYAK, LOC26535476|XP_015044590.2|DYAK, LOC120322181|XP_039233171.1|DYAK, LOC120321237|XP_039229333.1|DYAK, LOC120322185|XP_039233175.1|DYAK
OG0000005	LOC6548712|XP_001974001.2|DERE, LOC6556359|XP_001983142.2|DERE	LOC120321200|XP_039229119.1|DYAK, LOC120321199|XP_039229118.1|DYAK
OG0000005	LOC113564801|XP_026839449.1|DERE	LOC120321241|XP_039229337.1|DYAK
OG0000005	LOC113564800|XP_026839448.1|DERE	LOC120321244|XP_039229340.1|DYAK
OG0000005	LOC6556303|XP_001983113.1|DERE	LOC120322226|XP_039233214.1|DYAK
OG0000006	LOC6548669|XP_001974020.1|DERE	LOC120322195|XP_039233186.1|DYAK
OG0000006	LOC6548691|XP_001974010.1|DERE	LOC120322194|XP_039233185.1|DYAK, LOC120322188|XP_039233178.1|DYAK, LOC120321197|XP_039229115.1|DYAK, LOC120321239|XP_039229335.1|DYAK, LOC120322189|XP_039233180.1|DYAK, LOC26535831|XP_015045247.2|DYAK
OG0000006	LOC6548739|XP_001973990.1|DERE	LOC120322193|XP_039233184.1|DYAK
OG0000007	LOC6546441|XP_001972927.1|DERE	LOC6534313|XP_002094993.1|DYAK, LOC6534314|XP_002094994.3|DYAK, LOC120321601|XP_039230656.1|DYAK
OG0000007	LOC6545298|XP_001972056.1|DERE	LOC6533142|XP_002093868.1|DYAK
OG0000007	LOC6545299|XP_001972057.1|DERE	LOC6533143|XP_002093869.1|DYAK
OG0000007	LOC6545296|XP_001972054.1|DERE	LOC6533140|XP_002093866.1|DYAK
OG0000007	LOC6545101|XP_001972052.1|DERE	LOC6533138|XP_002093864.1|DYAK
OG0000007	LOC6540938|XP_001968734.1|DERE	LOC6527619|XP_002088707.1|DYAK
OG0000007	LOC6554433|XP_001981284.1|DERE, LOC6554432|XP_001981283.1|DERE	LOC26535513|XP_015044938.2|DYAK, LOC26535290|XP_015044714.2|DYAK
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC6527618|XP_002088706.1|DYAK
OG0000007	LOC6545660|XP_001971664.1|DERE	LOC6532724|XP_002093466.1|DYAK
OG0000007	LOC6540935|XP_001968733.1|DERE	LOC6527620|XP_002088708.1|DYAK
OG0000007	LOC6545300|XP_001972058.2|DERE	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC6545301|XP_001972059.1|DERE	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC6532927|XP_002093663.1|DYAK
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC6551209|XP_001977016.1|DERE	LOC6524096|XP_002099960.1|DYAK
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC6536138|XP_039231652.1|DYAK
OG0000008	LOC6553018|XP_001979109.1|DERE	LOC6536141|XP_039231654.1|DYAK
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC6553019|XP_001979110.3|DERE	LOC6536140|XP_002096741.1|DYAK
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC6554108|XP_001979504.1|DERE	LOC6535720|XP_002096346.1|DYAK
OG0000009	LOC6554106|XP_001979502.1|DERE	LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC6553884|XP_001980458.1|DERE	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC6556039|XP_015008608.2|DERE	LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC120322213|XP_039233204.1|DYAK, LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK
OG0000010	LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE	LOC120322222|XP_039233212.1|DYAK
OG0000010	LOC6556049|XP_001982909.3|DERE	LOC26535638|XP_039229341.1|DYAK, LOC120322220|XP_039233210.1|DYAK, LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK
OG0000011	LOC113564152|XP_026835545.1|DERE	LOC26534881|XP_015054560.1|DYAK
OG0000011	LOC6550533|XP_001977930.3|DERE	LOC6525318|XP_002101154.2|DYAK
OG0000011	LOC6540864|XP_001968531.3|DERE	LOC120320450|XP_039227155.1|DYAK
OG0000011	LOC6540904|XP_026835063.1|DERE	LOC6526687|XP_002087792.2|DYAK
OG0000011	LOC6543446|XP_001968684.2|DERE	LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC6543815|XP_001973630.3|DERE	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC6547227|XP_026836974.1|DERE	LOC6529533|XP_039228709.1|DYAK
OG0000011	LOC6547233|XP_026836236.1|DERE	LOC6529527|XP_039228713.1|DYAK
OG0000011	LOC6551039|XP_001978306.1|DERE	LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC6545632|XP_001972694.2|DERE	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC6547486|XP_001974802.1|DERE	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC6547485|XP_015012185.1|DERE	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC6546830|XP_026836193.1|DERE	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC6546691|XP_001975936.3|DERE	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC6546690|XP_001975935.1|DERE	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC26526953|XP_026835974.1|DERE	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC6546689|XP_001975934.2|DERE	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC6546688|XP_001975933.1|DERE	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK
OG0000013	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC6529704|XP_002090697.2|DYAK
OG0000015	LOC26527019|XP_015015589.1|DERE	LOC6526496|XP_039227173.1|DYAK
OG0000015	LOC6549638|XP_026836388.1|DERE	LOC120320869|XP_039227770.1|DYAK
OG0000015	LOC6542316|XP_001970154.1|DERE	LOC6526950|XP_002088046.2|DYAK
OG0000015	LOC6541306|XP_001970208.1|DERE	LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC6554572|XP_026839568.1|DERE	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC6544876|XP_001973836.1|DERE	LOC6538220|XP_039231078.1|DYAK
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC6533166|XP_002093892.1|DYAK
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC6538324|XP_002098851.2|DYAK
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC6538321|XP_002098848.1|DYAK
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC6529647|XP_002090641.1|DYAK
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC6545325|XP_026832190.1|DERE, LOC6545324|XP_026833774.1|DERE	LOC26534799|XP_015044645.1|DYAK, LOC26535937|XP_015050935.2|DYAK, LOC26535654|XP_015045147.2|DYAK, LOC26535087|XP_015045044.2|DYAK
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC6536587|XP_002097163.1|DYAK
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC6528958|XP_002089990.1|DYAK
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC6536793|XP_002097363.1|DYAK
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC6536802|XP_002097372.1|DYAK
OG0000033	LOC6555354|XP_026839686.1|DERE	LOC6538141|XP_039231494.1|DYAK
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC6530309|XP_039228670.1|DYAK
OG0000033	LOC6548263|XP_001974109.1|DERE	LOC6530310|XP_039228063.1|DYAK
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC6534298|XP_002094979.1|DYAK
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC6535950|XP_002096566.1|DYAK
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC6531400|XP_002092203.1|DYAK
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC6529821|XP_002090802.3|DYAK
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC6554160|XP_026832544.1|DERE	LOC6537913|XP_002098453.1|DYAK
OG0000036	LOC113563885|XP_026832533.1|DERE	LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC6535647|XP_002096275.2|DYAK
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC6538543|XP_002099065.1|DYAK
OG0000041	LOC26526627|XP_015009397.2|DERE	LOC6538542|XP_002099064.1|DYAK
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC6554980|XP_001981823.2|DERE	LOC6538541|XP_002099063.1|DYAK
