Orthogroup	DERE.longest_only	DFIC.longest_only
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC108086543|XP_017038970.1|DFIC
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC108086538|XP_017038965.1|DFIC
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC108086540|XP_017038966.1|DFIC
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC108086571|XP_017039016.1|DFIC
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC108087826|XP_017040886.1|DFIC
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC108100979|XP_017060622.1|DFIC
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC108101093|XP_017060792.1|DFIC
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC108102060|XP_017062180.1|DFIC
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC108089992|XP_017043983.1|DFIC
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC108101220|XP_017060958.1|DFIC
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC108090792|XP_017045128.1|DFIC
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC108090653|XP_017044920.1|DFIC
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC108093638|XP_017049284.1|DFIC
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC108095541|XP_017052159.1|DFIC
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC108091979|XP_017046877.1|DFIC
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC108088013|XP_017041113.1|DFIC
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC108094694|XP_017050914.1|DFIC
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC108093677|XP_017049345.1|DFIC
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC108100202|XP_017059465.1|DFIC
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC108100308|XP_017059596.1|DFIC
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC108100304|XP_017059591.1|DFIC
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC108100302|XP_017059589.1|DFIC
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC108096122|XP_017052987.1|DFIC
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC108096128|XP_017052994.1|DFIC
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC108096606|XP_017053802.1|DFIC
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC108096129|XP_017052995.1|DFIC
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC108096118|XP_017052982.1|DFIC
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC108096119|XP_017052984.1|DFIC
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC108096117|XP_017052981.1|DFIC
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC108096114|XP_017052979.1|DFIC
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC108086469|XP_017038885.1|DFIC
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC108086467|XP_017038883.1|DFIC
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC108086472|XP_017038887.1|DFIC
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC108098296|XP_017056595.1|DFIC
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC108086381|XP_017038771.1|DFIC
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC108094860|XP_017051169.1|DFIC
OG0000025	LOC6549889|XP_026838525.1|DERE, LOC6540718|XP_001968765.1|DERE	LOC108088651|XP_017042067.1|DFIC
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC108091247|XP_017045848.1|DFIC
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC108093407|XP_017048931.1|DFIC
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC108100821|XP_017060378.1|DFIC
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC108100819|XP_017060376.1|DFIC
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC108100820|XP_017060377.1|DFIC
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC108095285|XP_017051819.1|DFIC
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC108089312|XP_017042978.1|DFIC
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC108090681|XP_017044956.1|DFIC
OG0000029	LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE	LOC108100972|XP_017060614.1|DFIC
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC108099785|XP_017058903.1|DFIC
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC108093469|XP_017049043.1|DFIC
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC108093479|XP_017049053.1|DFIC
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC108087621|XP_017040552.1|DFIC
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC108091341|XP_017045978.1|DFIC
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC108088560|XP_017041895.1|DFIC
OG0000031	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC108089228|XP_017042875.1|DFIC
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC108088062|XP_017041192.1|DFIC
OG0000032	LOC6553976|XP_001980433.2|DERE	LOC108087890|XP_017040957.1|DFIC
OG0000032	LOC6553975|XP_026831724.1|DERE	LOC108087979|XP_017041070.1|DFIC
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC108087896|XP_017040963.1|DFIC
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC108102066|XP_017062199.1|DFIC
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC
OG0000033	LOC6548263|XP_001974109.1|DERE	LOC108089806|XP_017043692.1|DFIC
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC108094281|XP_017050264.1|DFIC
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC108094283|XP_017050266.1|DFIC
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC108094282|XP_017050265.1|DFIC
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC108098498|XP_017056906.1|DFIC
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC108098495|XP_017056904.1|DFIC
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC108098285|XP_017056581.1|DFIC
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC108098386|XP_017056743.1|DFIC
OG0000034	LOC6553711|XP_001980355.1|DERE	LOC108087380|XP_017040209.1|DFIC
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC108096138|XP_017053007.1|DFIC
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC108097979|XP_017056090.1|DFIC
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC108098533|XP_017057003.1|DFIC
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC108087237|XP_017040017.1|DFIC
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC108087844|XP_017040913.1|DFIC
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC108088042|XP_017041165.1|DFIC
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC108088040|XP_017041164.1|DFIC
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC108088854|XP_017042318.1|DFIC
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC108088914|XP_017042416.1|DFIC
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC108091791|XP_017046639.1|DFIC
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC108097516|XP_017055329.1|DFIC
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC108097515|XP_017055328.1|DFIC
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC108095512|XP_017052111.1|DFIC
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC108092229|XP_017047255.1|DFIC
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC108087305|XP_017040113.1|DFIC
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC108087307|XP_017040114.1|DFIC
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC108092211|XP_017047228.1|DFIC
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC108092212|XP_017047230.1|DFIC
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC108092206|XP_017047224.1|DFIC
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC108100764|XP_017060292.1|DFIC
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC108095996|XP_017052831.1|DFIC
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC108095939|XP_017052765.1|DFIC
OG0000041	LOC6554990|XP_001981815.1|DERE	LOC108095866|XP_017052659.1|DFIC
OG0000041	LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE	LOC108095867|XP_017052660.1|DFIC
OG0000042	LOC6549797|XP_001977320.1|DERE	LOC108097744|XP_017055741.1|DFIC
OG0000042	LOC6547072|XP_001974652.1|DERE	LOC108090330|XP_017044433.1|DFIC
OG0000042	LOC6547084|XP_001974656.1|DERE	LOC108090327|XP_017044430.1|DFIC
OG0000042	LOC6547081|XP_026835970.1|DERE	LOC108090329|XP_017044432.1|DFIC
OG0000042	LOC6547082|XP_001974654.1|DERE	LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC
OG0000042	LOC6547085|XP_001974657.2|DERE	LOC108090331|XP_017044434.1|DFIC
OG0000043	LOC6551884|XP_001980608.2|DERE	LOC108087389|XP_017040220.1|DFIC
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC108087351|XP_017040180.1|DFIC
OG0000043	LOC6551883|XP_001980607.1|DERE	LOC108087056|XP_017039721.1|DFIC
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC108092195|XP_017047211.1|DFIC
OG0000043	LOC6554744|XP_001981087.1|DERE	LOC108086831|XP_017039366.1|DFIC
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC108087388|XP_017040219.1|DFIC
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC108095953|XP_017052779.1|DFIC
OG0000044	LOC6554929|XP_001981808.1|DERE	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC
OG0000044	LOC6554928|XP_001981807.1|DERE	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC
OG0000044	LOC6554932|XP_026836683.1|DERE	LOC108096011|XP_017052849.1|DFIC
OG0000044	LOC6554930|XP_001981809.1|DERE	LOC108095670|XP_017052324.1|DFIC
OG0000044	LOC6554931|XP_001981810.2|DERE	LOC108095658|XP_017052312.1|DFIC
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC108102017|XP_017062104.1|DFIC
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC108099782|XP_017058900.1|DFIC
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC108089346|XP_017043016.1|DFIC
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC108089335|XP_017043004.1|DFIC
OG0000046	LOC6553418|XP_001979316.1|DERE	LOC108098480|XP_017056880.1|DFIC
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC108097439|XP_017055197.1|DFIC
OG0000046	LOC6554301|XP_001982125.2|DERE	LOC108091603|XP_017046371.1|DFIC, LOC108091584|XP_017046349.1|DFIC
OG0000046	LOC6554302|XP_001982126.1|DERE	LOC108091587|XP_017046351.1|DFIC, LOC108091594|XP_017046358.1|DFIC, LOC108091585|XP_017046350.1|DFIC
OG0000047	LOC6548915|XP_026836112.1|DERE	LOC108090569|XP_017044803.1|DFIC
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC108090570|XP_017044804.1|DFIC
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC108094901|XP_017051236.1|DFIC
OG0000047	LOC6546188|XP_001972281.1|DERE	LOC108089762|XP_017043641.1|DFIC
OG0000047	LOC6549507|XP_001975729.1|DERE	LOC108094950|XP_017051302.1|DFIC
OG0000047	LOC6546189|XP_001972282.1|DERE	LOC108089719|XP_017043575.1|DFIC
