Orthogroup	DERE.longest_only	DNOV.longest_only
OG0000006	LOC6548691|XP_001974010.1|DERE	LOC115761983|XP_030559890.1|DNOV, LOC115770814|XP_030572095.1|DNOV, LOC115770615|XP_030571811.1|DNOV, LOC115761965|XP_030559867.1|DNOV, LOC115770895|XP_030572190.1|DNOV, LOC115770611|XP_030571807.1|DNOV, LOC115770813|XP_030572094.1|DNOV, LOC115770816|XP_030572098.1|DNOV
OG0000007	LOC6546441|XP_001972927.1|DERE	LOC115771063|XP_030572475.1|DNOV
OG0000007	LOC6545298|XP_001972056.1|DERE	LOC115767673|XP_030567825.1|DNOV
OG0000007	LOC6545296|XP_001972054.1|DERE, LOC6545101|XP_001972052.1|DERE, LOC6545102|XP_001972053.1|DERE	LOC115767674|XP_030567827.1|DNOV, LOC115767675|XP_030567828.1|DNOV
OG0000007	LOC6540876|XP_001968735.1|DERE	LOC115767684|XP_030567836.1|DNOV
OG0000007	LOC6545660|XP_001971664.1|DERE, LOC6540935|XP_001968733.1|DERE	LOC115767683|XP_030567835.1|DNOV, LOC115767686|XP_030567840.1|DNOV, LOC115767679|XP_030567832.1|DNOV, LOC115767690|XP_030567845.1|DNOV, LOC115767689|XP_030567844.1|DNOV, LOC115767688|XP_030567843.1|DNOV, LOC115767694|XP_030567848.1|DNOV, LOC115767691|XP_030567846.1|DNOV, LOC115767693|XP_030567847.1|DNOV
OG0000008	LOC6553905|XP_001979522.1|DERE	LOC115759663|XP_030556519.1|DNOV
OG0000008	LOC6543716|XP_001971859.1|DERE	LOC115762862|XP_030561098.1|DNOV
OG0000008	LOC6543719|XP_001971862.1|DERE	LOC115762903|XP_030561140.1|DNOV
OG0000008	LOC6541660|XP_001969797.3|DERE	LOC115759949|XP_030556951.1|DNOV
OG0000008	LOC6543717|XP_001971860.3|DERE	LOC115762865|XP_030561099.1|DNOV
OG0000008	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE	LOC115765585|XP_030565095.1|DNOV, LOC115765584|XP_030565094.1|DNOV
OG0000008	LOC6553018|XP_001979109.1|DERE	LOC115765612|XP_030565122.1|DNOV, LOC115765593|XP_030565102.1|DNOV
OG0000008	LOC6553016|XP_001979107.1|DERE	LOC115765613|XP_030565123.1|DNOV
OG0000008	LOC6553019|XP_001979110.3|DERE	LOC115765587|XP_030565097.1|DNOV
OG0000008	LOC6553017|XP_001979108.1|DERE	LOC115765588|XP_030565098.1|DNOV
OG0000008	LOC6553015|XP_001979106.1|DERE	LOC115765592|XP_030565101.1|DNOV
OG0000009	LOC6554105|XP_001979501.1|DERE	LOC115763759|XP_030562333.1|DNOV
OG0000009	LOC6554107|XP_001979503.1|DERE	LOC115763738|XP_030562299.1|DNOV
OG0000009	LOC6554108|XP_001979504.1|DERE, LOC6554106|XP_001979502.1|DERE	LOC115763735|XP_030562294.1|DNOV, LOC115763896|XP_030562534.1|DNOV
OG0000009	LOC6548094|XP_001976600.1|DERE	LOC115760864|XP_030558278.1|DNOV, LOC115758060|XP_030554434.1|DNOV, LOC115762417|XP_030560473.1|DNOV
OG0000009	LOC6546804|XP_001975914.1|DERE	LOC115760928|XP_030558363.1|DNOV
OG0000009	LOC6546805|XP_001975915.1|DERE	LOC115759272|XP_030556034.1|DNOV
OG0000010	LOC6556039|XP_015008608.2|DERE	LOC115770894|XP_030572189.1|DNOV
OG0000010	LOC113564802|XP_026839451.1|DERE	LOC115761999|XP_030559927.1|DNOV, LOC115770900|XP_030572194.1|DNOV, LOC115761953|XP_030559852.1|DNOV, LOC115770585|XP_030571770.1|DNOV, LOC115761848|XP_030559690.1|DNOV
OG0000010	LOC26526498|XP_026839417.1|DERE	LOC115770577|XP_030571760.1|DNOV
OG0000010	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE	LOC115770584|XP_030571769.1|DNOV
OG0000010	LOC6556049|XP_001982909.3|DERE	LOC115759945|XP_030556945.1|DNOV
OG0000011	LOC6545633|XP_001972695.1|DERE	LOC115769277|XP_030569859.1|DNOV
OG0000011	LOC6552127|XP_001980788.1|DERE	LOC115765906|XP_030565511.1|DNOV
OG0000011	LOC6553432|XP_001979238.2|DERE	LOC115764504|XP_030563454.1|DNOV
OG0000012	LOC6547483|XP_015011854.1|DERE	LOC115760603|XP_030557904.1|DNOV
OG0000012	LOC6547482|XP_001974798.1|DERE	LOC115760694|XP_030558018.1|DNOV
OG0000012	LOC6547337|XP_015012184.1|DERE	LOC115760695|XP_030558019.1|DNOV
OG0000012	LOC6547484|XP_026836781.1|DERE	LOC115760604|XP_030557906.1|DNOV
OG0000012	LOC6547486|XP_001974802.1|DERE, LOC6547485|XP_015012185.1|DERE	LOC115758175|XP_030554576.1|DNOV, LOC115758176|XP_030554577.1|DNOV, LOC115760687|XP_030558014.1|DNOV, LOC115760690|XP_030558016.1|DNOV, LOC115760693|XP_030558017.1|DNOV, LOC115760901|XP_030558328.1|DNOV, LOC115761042|XP_030558517.1|DNOV
OG0000012	LOC6546830|XP_026836193.1|DERE, LOC6546691|XP_001975936.3|DERE, LOC6546690|XP_001975935.1|DERE, LOC26526953|XP_026835974.1|DERE	LOC115760685|XP_030558012.1|DNOV
OG0000012	LOC6546689|XP_001975934.2|DERE, LOC6546688|XP_001975933.1|DERE	LOC115761057|XP_030558532.1|DNOV
OG0000013	LOC6549620|XP_001975657.1|DERE	LOC115761021|XP_030558495.1|DNOV
OG0000013	LOC6551261|XP_026838843.1|DERE	LOC115766810|XP_030566705.1|DNOV
OG0000013	LOC6553110|XP_001980016.1|DERE	LOC115766254|XP_030565974.1|DNOV, LOC115766196|XP_030565905.1|DNOV
OG0000013	LOC6545627|XP_026832753.1|DERE	LOC115766188|XP_030565895.1|DNOV
OG0000013	LOC6553734|XP_001980320.1|DERE	LOC115761668|XP_030559377.1|DNOV
OG0000013	LOC6554353|XP_001982051.1|DERE	LOC115764083|XP_030562793.1|DNOV, LOC115764084|XP_030562794.1|DNOV
OG0000013	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	LOC115763707|XP_030562258.1|DNOV, LOC115763850|XP_030562479.1|DNOV, LOC115763708|XP_030562260.1|DNOV, LOC115763909|XP_030562575.1|DNOV, LOC115763733|XP_030562292.1|DNOV
OG0000015	LOC6549487|XP_001974261.3|DERE	LOC115763530|XP_030562001.1|DNOV
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC115761678|XP_030559394.1|DNOV
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC115762276|XP_030560298.1|DNOV
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC115761707|XP_030559439.1|DNOV
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC115764479|XP_030563416.1|DNOV
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC115768679|XP_030569221.1|DNOV
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC115762287|XP_030560311.1|DNOV
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC115757701|XP_030553908.1|DNOV
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC115770022|XP_030570941.1|DNOV
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC115762311|XP_030560338.1|DNOV, LOC115762076|XP_030560028.1|DNOV
OG0000017	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE	LOC115759321|XP_030556091.1|DNOV, LOC115769464|XP_030570137.1|DNOV
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC115760654|XP_030557981.1|DNOV
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC115762485|XP_030560583.1|DNOV
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC115759266|XP_030556027.1|DNOV
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC115762746|XP_030560944.1|DNOV
OG0000018	LOC6545117|XP_001972086.1|DERE, LOC6545115|XP_001972084.1|DERE	LOC115762718|XP_030560904.1|DNOV
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC115762873|XP_030561108.1|DNOV
OG0000018	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE	LOC115762728|XP_030560922.1|DNOV
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC115771722|XP_030573406.1|DNOV, LOC115771978|XP_030573757.1|DNOV
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC115771639|XP_030573299.1|DNOV
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC115771840|XP_030573582.1|DNOV
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC115771914|XP_030573663.1|DNOV
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC115764021|XP_030562712.1|DNOV
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC115762420|XP_030560475.1|DNOV
OG0000020	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE	LOC115758764|XP_030555385.1|DNOV
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC115763800|XP_030562404.1|DNOV, LOC115763804|XP_030562407.1|DNOV, LOC115763801|XP_030562405.1|DNOV
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC115767924|XP_030568152.1|DNOV, LOC115767925|XP_030568154.1|DNOV
OG0000020	LOC6548804|XP_001974084.1|DERE, LOC6549412|XP_001974317.1|DERE	LOC115758337|XP_030554771.1|DNOV
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC115762362|XP_030560400.1|DNOV
OG0000021	LOC6556017|XP_001982880.1|DERE	LOC115768250|XP_030568679.1|DNOV
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC115763104|XP_030561408.1|DNOV
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC115764505|XP_030563459.1|DNOV
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC115772083|XP_030573900.1|DNOV
OG0000021	LOC6556217|XP_001983050.1|DERE	LOC115762372|XP_030560413.1|DNOV
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC115768613|XP_030569130.1|DNOV
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC115770843|XP_030572140.1|DNOV
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC115771758|XP_030573467.1|DNOV
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC115766401|XP_030566179.1|DNOV
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC115757997|XP_030554350.1|DNOV
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC115762577|XP_030560723.1|DNOV, LOC115762574|XP_030560719.1|DNOV, LOC115762578|XP_030560724.1|DNOV, LOC115762576|XP_030560721.1|DNOV
OG0000022	LOC6545495|XP_001971097.1|DERE, LOC6545494|XP_001971096.1|DERE	LOC115762575|XP_030560720.1|DNOV
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC115761508|XP_030559136.1|DNOV, LOC115761509|XP_030559137.1|DNOV
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC115761263|XP_030558837.1|DNOV
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC115761778|XP_030559575.1|DNOV
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC115761266|XP_030558840.1|DNOV, LOC115761265|XP_030558839.1|DNOV, LOC115761264|XP_030558838.1|DNOV
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC115761262|XP_030558836.1|DNOV
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC115761326|XP_030558919.1|DNOV
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC115761659|XP_030559359.1|DNOV
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC115761434|XP_030559060.1|DNOV
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE, LOC6547183|XP_001976081.1|DERE	LOC115758279|XP_030554701.1|DNOV, LOC115758277|XP_030554700.1|DNOV, LOC115758204|XP_030554612.1|DNOV, LOC115758193|XP_030554595.1|DNOV
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC115763072|XP_030561360.1|DNOV
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC115758183|XP_030554583.1|DNOV
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC115764549|XP_030563528.1|DNOV
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC115758436|XP_030554952.1|DNOV
OG0000025	LOC113564765|XP_026839399.1|DERE	LOC115761982|XP_030559889.1|DNOV
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC115771353|XP_030572886.1|DNOV
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC115758902|XP_030555559.1|DNOV
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC115764140|XP_030562874.1|DNOV
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC115765969|XP_030565582.1|DNOV
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC115765940|XP_030565545.1|DNOV
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC115769342|XP_030569963.1|DNOV
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC115763803|XP_030562410.1|DNOV, LOC115763796|XP_030562398.1|DNOV
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC115767739|XP_030567914.1|DNOV
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC115760078|XP_030557121.1|DNOV
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC115759228|XP_030555983.1|DNOV
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC115760655|XP_030557982.1|DNOV, LOC115760698|XP_030558023.1|DNOV
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC115767988|XP_030568248.1|DNOV
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC115766352|XP_030566111.1|DNOV
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC115760051|XP_030557082.1|DNOV
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC115771909|XP_030573659.1|DNOV
OG0000032	LOC6553916|XP_015010087.1|DERE, LOC6553973|XP_026831770.1|DERE	LOC115771910|XP_030573660.1|DNOV
OG0000032	LOC6553976|XP_001980433.2|DERE	LOC115771703|XP_030573383.1|DNOV
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC115771907|XP_030573657.1|DNOV, LOC115764177|XP_030562923.1|DNOV, LOC115771908|XP_030573658.1|DNOV
OG0000033	LOC6548262|XP_001974108.1|DERE, LOC6548263|XP_001974109.1|DERE, LOC6541653|XP_001970703.1|DERE, LOC6542775|XP_001970704.2|DERE	LOC115762530|XP_030560671.1|DNOV
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC115765180|XP_030564463.1|DNOV, LOC115765742|XP_030565266.1|DNOV, LOC115766042|XP_030565673.1|DNOV
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC115758611|XP_030555202.1|DNOV
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC115758328|XP_030554757.1|DNOV, LOC115759021|XP_030555693.1|DNOV
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC115761531|XP_030559163.1|DNOV
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC115759641|XP_030556490.1|DNOV
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC115764000|XP_030562680.1|DNOV
OG0000036	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE	LOC115772100|XP_030573922.1|DNOV
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC115761663|XP_030559406.1|DNOV
OG0000037	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE	LOC115761932|XP_030559822.1|DNOV
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC115769340|XP_030569961.1|DNOV
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC115769427|XP_030570094.1|DNOV
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC115764701|XP_030563759.1|DNOV
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC115766337|XP_030566090.1|DNOV
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC115767237|XP_030567298.1|DNOV
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC115766288|XP_030566016.1|DNOV
OG0000040	LOC6551893|XP_026835202.1|DERE, LOC6551780|XP_001980593.1|DERE	LOC115764750|XP_030563834.1|DNOV
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC115764751|XP_030563835.1|DNOV
OG0000040	LOC6551892|XP_001979714.2|DERE, LOC6551891|XP_001979713.1|DERE	LOC115764712|XP_030563772.1|DNOV, LOC115764710|XP_030563770.1|DNOV, LOC115764711|XP_030563771.1|DNOV
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC115764684|XP_030563733.1|DNOV
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC115771625|XP_030573267.1|DNOV
OG0000041	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE, LOC6554990|XP_001981815.1|DERE, LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE	LOC115770759|XP_030572032.1|DNOV, LOC115770764|XP_030572035.1|DNOV, LOC115770708|XP_030571966.1|DNOV
OG0000042	LOC6547072|XP_001974652.1|DERE, LOC6547084|XP_001974656.1|DERE, LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE	LOC115761613|XP_030559276.1|DNOV, LOC115766969|XP_030566923.1|DNOV, LOC115760708|XP_030558036.1|DNOV, LOC115760858|XP_030558271.1|DNOV, LOC115760707|XP_030558035.1|DNOV, LOC115771107|XP_030572527.1|DNOV, LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV, LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV
OG0000043	LOC6551882|XP_001980606.1|DERE	LOC115770548|XP_030571710.1|DNOV
OG0000043	LOC6551896|XP_001980611.1|DERE	LOC115770561|XP_030571734.1|DNOV
OG0000043	LOC6554744|XP_001981087.1|DERE, LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	LOC115770570|XP_030571745.1|DNOV
OG0000044	LOC6554933|XP_001981812.1|DERE	LOC115770712|XP_030571969.1|DNOV
OG0000044	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE	LOC115770724|XP_030571983.1|DNOV, LOC115770670|XP_030571898.1|DNOV
OG0000044	LOC6553968|XP_001980526.3|DERE	LOC115766148|XP_030565844.1|DNOV
OG0000045	LOC6543777|XP_001972312.1|DERE	LOC115771022|XP_030572403.1|DNOV
OG0000045	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE	LOC115771240|XP_030572702.1|DNOV
OG0000045	LOC6544619|XP_001971501.1|DERE	LOC115771239|XP_030572701.1|DNOV
OG0000045	LOC6544620|XP_001971502.1|DERE	LOC115771237|XP_030572698.1|DNOV
OG0000046	LOC6550460|XP_001977787.1|DERE	LOC115768148|XP_030568502.1|DNOV
OG0000046	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE	LOC115771633|XP_030573292.1|DNOV, LOC115771634|XP_030573293.1|DNOV, LOC115768146|XP_030568501.1|DNOV
OG0000047	LOC6548919|XP_001975347.1|DERE	LOC115760745|XP_030558082.1|DNOV
OG0000047	LOC6549604|XP_001975737.1|DERE	LOC115757956|XP_030554291.1|DNOV
OG0000047	LOC6549507|XP_001975729.1|DERE	LOC115757840|XP_030554132.1|DNOV
OG0000048	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE	LOC115762856|XP_030561091.1|DNOV
OG0000048	LOC6545047|XP_001973229.1|DERE	LOC115762848|XP_030561084.1|DNOV
OG0000048	LOC6545045|XP_001973227.2|DERE	LOC115762847|XP_030561083.1|DNOV
OG0000048	LOC6544963|XP_001973230.1|DERE	LOC115762857|XP_030561093.1|DNOV
OG0000049	LOC6552334|XP_001979793.1|DERE	LOC115761547|XP_030559189.1|DNOV
OG0000049	LOC6552331|XP_001979790.1|DERE	LOC115761542|XP_030559185.1|DNOV
OG0000049	LOC6552229|XP_001979794.1|DERE	LOC115761399|XP_030559017.1|DNOV
OG0000049	LOC6552230|XP_001979795.1|DERE	LOC115761457|XP_030559084.1|DNOV
OG0000049	LOC6552330|XP_001979789.1|DERE	LOC115761552|XP_030559195.1|DNOV
OG0000050	LOC6544231|XP_001973747.1|DERE	LOC115770327|XP_030571425.1|DNOV
OG0000050	LOC6544204|XP_026833494.1|DERE	LOC115770328|XP_030571426.1|DNOV
OG0000050	LOC26526578|XP_026833595.1|DERE	LOC115770326|XP_030571424.1|DNOV
OG0000050	LOC6544232|XP_026833594.1|DERE	LOC115770322|XP_030571419.1|DNOV
OG0000051	LOC6552520|XP_001980945.1|DERE	LOC115763752|XP_030562324.1|DNOV
OG0000051	LOC6553748|XP_001980366.1|DERE	LOC115761373|XP_030558983.1|DNOV
OG0000052	LOC6552258|XP_001980739.1|DERE, LOC6555308|XP_001982081.1|DERE, LOC6552259|XP_001980740.3|DERE, LOC6552256|XP_001980737.2|DERE, LOC6552257|XP_001980738.1|DERE	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV
OG0000052	LOC6547302|XP_001974728.1|DERE	LOC115771518|XP_030573117.1|DNOV
OG0000052	LOC6547301|XP_001974727.1|DERE	LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC6541123|XP_001970454.1|DERE	LOC115771927|XP_030573689.1|DNOV
OG0000053	LOC6542707|XP_001970455.1|DERE	LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC6542876|XP_001970456.1|DERE	LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC6542254|XP_001970457.1|DERE	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC6542856|XP_001970461.3|DERE	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC6553130|XP_001980075.1|DERE	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC6553131|XP_001980076.1|DERE	LOC115770765|XP_030572036.1|DNOV
OG0000054	LOC6553059|XP_001980078.1|DERE, LOC6553132|XP_026836543.1|DERE	LOC115766097|XP_030565772.1|DNOV
OG0000055	LOC26527116|XP_015009429.1|DERE, LOC6555464|XP_001981222.1|DERE	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV
OG0000055	LOC113564309|XP_026836595.1|DERE	LOC115761644|XP_030559338.1|DNOV
OG0000056	LOC6554751|XP_001982187.1|DERE	LOC115764820|XP_030563929.1|DNOV
OG0000056	LOC6554782|XP_001982185.1|DERE, LOC6554781|XP_001982184.3|DERE	LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC6548959|XP_001974191.1|DERE, LOC6548960|XP_001974192.1|DERE	LOC115758934|XP_030555595.1|DNOV
OG0000058	LOC6543269|XP_001969993.1|DERE	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV
OG0000059	LOC6555431|XP_001981657.1|DERE	LOC115764095|XP_030562808.1|DNOV
OG0000059	LOC6555433|XP_001981659.1|DERE, LOC6555434|XP_001981660.1|DERE	LOC115764107|XP_030562822.1|DNOV
OG0000059	LOC6555432|XP_001981658.1|DERE	LOC115764042|XP_030562742.1|DNOV
OG0000059	LOC6555439|XP_001981665.1|DERE	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV
OG0000060	LOC6551123|XP_026838344.1|DERE	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC6549244|XP_001974429.1|DERE	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC6552399|XP_001978925.3|DERE	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC6554918|XP_026832695.1|DERE	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC6551264|XP_001978379.1|DERE	LOC115767352|XP_030567464.1|DNOV
OG0000060	LOC6542766|XP_001968438.1|DERE	LOC115759170|XP_030555902.1|DNOV
OG0000061	LOC6541628|XP_001968975.1|DERE	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC6542667|XP_001968981.1|DERE	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
