Orthogroup	DERE.longest_only	DMEL.longest_only
OG0000008	LOC6553016|XP_001979107.1|DERE	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC6553019|XP_001979110.3|DERE	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC6553017|XP_001979108.1|DERE	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC6553015|XP_001979106.1|DERE	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC6554105|XP_001979501.1|DERE	CG11453|NP_650832.1|DMEL
OG0000009	LOC6554107|XP_001979503.1|DERE	CG11391|NP_650830.1|DMEL
OG0000009	LOC6554108|XP_001979504.1|DERE	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC6554106|XP_001979502.1|DERE	CG11407|NP_650831.1|DMEL
OG0000009	LOC6548094|XP_001976600.1|DERE	CG4563|NP_611913.1|DMEL
OG0000009	LOC6553884|XP_001980458.1|DERE	CG4830|NP_650160.1|DMEL
OG0000009	LOC6546804|XP_001975914.1|DERE	CG8834|NP_610779.1|DMEL
OG0000010	LOC6556039|XP_015008608.2|DERE	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC113564802|XP_026839451.1|DERE	His4_CG33873|NP_001027372.1|DMEL, His4_CG33885|NP_001027342.1|DMEL, His4_CG33909|NP_001027284.1|DMEL, His4_CG33891|NP_001027327.1|DMEL, His4_CG31611|NP_724344.1|DMEL
OG0000010	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC6540904|XP_026835063.1|DERE	CG44002|NP_608754.1|DMEL
OG0000011	LOC6543446|XP_001968684.2|DERE	CG15436|NP_608840.1|DMEL
OG0000011	LOC6543815|XP_001973630.3|DERE	Neu2|NP_649316.1|DMEL
OG0000011	LOC6551039|XP_001978306.1|DERE	CG4318|NP_572860.2|DMEL
OG0000011	LOC6545632|XP_001972694.2|DERE	CG17361|NP_648678.3|DMEL
OG0000011	LOC6545633|XP_001972695.1|DERE	CG17359|NP_648679.1|DMEL
OG0000011	LOC6552127|XP_001980788.1|DERE	CG8319|NP_649920.2|DMEL
OG0000012	LOC6547483|XP_015011854.1|DERE	CG9416|NP_611415.2|DMEL
OG0000012	LOC6547482|XP_001974798.1|DERE	CG10051|NP_611414.1|DMEL
OG0000012	LOC6547337|XP_015012184.1|DERE	CG11961|NP_725876.1|DMEL
OG0000012	LOC6547484|XP_026836781.1|DERE	CG10062|NP_001261089.1|DMEL
OG0000012	LOC6547486|XP_001974802.1|DERE	CG10081|NP_611418.1|DMEL
OG0000012	LOC6547485|XP_015012185.1|DERE	CG10073|NP_001261090.1|DMEL
OG0000012	LOC6546830|XP_026836193.1|DERE	CG30047|NP_725141.1|DMEL
OG0000012	LOC6546691|XP_001975936.3|DERE	CG30049|NP_725142.3|DMEL
OG0000012	LOC6546690|XP_001975935.1|DERE	CG30043|NP_725143.1|DMEL
OG0000012	LOC6546689|XP_001975934.2|DERE	CG33012|NP_788335.2|DMEL
OG0000012	LOC6546688|XP_001975933.1|DERE	CG13160|NP_001260918.1|DMEL
OG0000013	LOC6549620|XP_001975657.1|DERE	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC6551261|XP_026838843.1|DERE	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC6553110|XP_001980016.1|DERE	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC6545627|XP_026832753.1|DERE	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC6553734|XP_001980320.1|DERE	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC6554353|XP_001982051.1|DERE	Hsp68|NP_524474.1|DMEL
OG0000013	LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC6549487|XP_001974261.3|DERE	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC26527019|XP_015015589.1|DERE	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC6549638|XP_026836388.1|DERE	CG15358|NP_608629.3|DMEL
OG0000015	LOC6542316|XP_001970154.1|DERE	CG15818|NP_609116.1|DMEL
OG0000016	LOC6553473|XP_001980267.1|DERE	Act87E|NP_477091.1|DMEL
OG0000016	LOC6547825|XP_001974973.1|DERE	Act57B|NP_523800.1|DMEL
OG0000016	LOC6553744|XP_001980362.1|DERE	Arp1|NP_524331.2|DMEL
OG0000016	LOC6548497|XP_001975310.2|DERE	Arp53D|NP_477037.2|DMEL
OG0000016	LOC6551195|XP_001977029.1|DERE	Act5C|NP_511052.1|DMEL
OG0000016	LOC6542573|XP_026835446.1|DERE	Act42A|NP_523625.1|DMEL
OG0000016	LOC6553157|XP_026831618.1|DERE	Act88F|NP_524367.1|DMEL
OG0000016	LOC6544283|XP_001973711.1|DERE	Act79B|NP_524210.1|DMEL
OG0000017	LOC6550521|XP_001977911.1|DERE	Or7a|NP_511081.1|DMEL
OG0000017	LOC6540975|XP_001970557.1|DERE	Or43b|NP_523656.2|DMEL
OG0000017	LOC6542635|XP_001970806.1|DERE	Or42a|NP_523622.2|DMEL
OG0000017	LOC6552914|XP_001980977.1|DERE	Or85a|NP_524277.1|DMEL
OG0000017	LOC6556262|XP_026839527.1|DERE	Or98a|NP_524536.2|DMEL
OG0000017	LOC6547791|XP_001976408.1|DERE	Or59b|NP_523822.1|DMEL
OG0000017	LOC6542668|XP_001970804.1|DERE	Or42b|NP_523624.2|DMEL
OG0000017	LOC6547792|XP_001976409.1|DERE	Or59c|NP_523823.1|DMEL
OG0000017	LOC6543081|XP_001968299.1|DERE	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC6545112|XP_001972081.1|DERE	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC6545115|XP_001972084.1|DERE	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC6545114|XP_001972083.1|DERE	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC113564308|XP_026836578.1|DERE	CG6283|NP_651524.1|DMEL
OG0000019	LOC113564837|XP_026839515.1|DERE	CG17192|NP_651522.1|DMEL
OG0000019	LOC6555070|XP_001981612.1|DERE	CG6296|NP_651520.1|DMEL
OG0000019	LOC6555069|XP_001981611.1|DERE	CG6295|NP_651521.1|DMEL
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	CG6277|NP_651525.1|DMEL
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	CG6271|NP_651526.1|DMEL
OG0000020	LOC6555052|XP_026839769.1|DERE	rdog|NP_651678.1|DMEL
OG0000020	LOC6547855|XP_001975038.1|DERE	CG10505|NP_611571.2|DMEL
OG0000020	LOC6549413|XP_026836257.1|DERE	CG31792|NP_724148.2|DMEL
OG0000020	LOC6540649|XP_026834533.1|DERE	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC6543425|XP_026834766.1|DERE	CG7627|NP_001245943.1|DMEL
OG0000020	LOC6553828|XP_026839892.1|DERE	CG4562|NP_001262747.1|DMEL
OG0000020	LOC6554060|XP_001980549.1|DERE	Mrp4|NP_650086.2|DMEL
OG0000020	LOC6548804|XP_001974084.1|DERE	CG9270|NP_995741.2|DMEL
OG0000020	LOC6549412|XP_001974317.1|DERE	CG31793|NP_609930.4|DMEL
OG0000021	LOC6543194|XP_001968524.1|DERE	PpD6|NP_524947.1|DMEL
OG0000021	LOC6556017|XP_001982880.1|DERE	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC6547978|XP_001975124.1|DERE	PpN58A|NP_477384.1|DMEL
OG0000021	LOC6548381|XP_001975140.1|DERE	PpD5|NP_524707.1|DMEL
OG0000021	LOC6546948|XP_001974598.1|DERE	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC6556217|XP_001983050.1|DERE	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC6551659|XP_001977237.1|DERE	flw|NP_727418.1|DMEL
OG0000021	LOC6554651|XP_001981975.1|DERE	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC6553703|XP_001980409.1|DERE	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC26526932|XP_026837924.1|DERE	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC6548724|XP_001975398.1|DERE	CG7798|NP_611098.1|DMEL
OG0000022	LOC6543861|XP_001971088.1|DERE	LysX|NP_523881.1|DMEL
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LysD|NP_476823.1|DMEL
OG0000022	LOC6545495|XP_001971097.1|DERE	LysS|NP_476829.1|DMEL
OG0000022	LOC6545494|XP_001971096.1|DERE	LysP|NP_476828.1|DMEL
OG0000023	LOC113563731|XP_026831631.1|DERE	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC6553285|XP_001979203.1|DERE	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC6546697|XP_026836761.1|DERE	gas|NP_611678.1|DMEL
OG0000023	LOC6553284|XP_026831910.1|DERE	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC6553277|XP_001979195.2|DERE	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC6553329|XP_001979191.2|DERE	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC6553331|XP_001979193.1|DERE	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC6553328|XP_001979190.1|DERE	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	betaTry|NP_524904.1|DMEL
OG0000024	LOC6547183|XP_001976081.1|DERE	alphaTry|NP_476771.1|DMEL
OG0000024	LOC6547182|XP_001976080.1|DERE	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC6549069|XP_001974169.1|DERE	CG17571|NP_610109.1|DMEL
OG0000024	LOC6547184|XP_001976082.1|DERE	thetaTry|NP_523693.1|DMEL
OG0000024	LOC6549473|XP_001975764.1|DERE	Ser8|NP_610874.1|DMEL
OG0000025	LOC6540718|XP_001968765.1|DERE	His3.3A|NP_523479.1|DMEL
OG0000025	LOC113564765|XP_026839399.1|DERE	His3_CG33833|NP_001027333.1|DMEL, His3_CG33803|NP_001027285.1|DMEL, His3_CG33821|NP_001027313.1|DMEL, His3_CG33818|NP_001027308.1|DMEL, His3_CG33809|NP_001027294.1|DMEL, His3_CG33863|NP_001027383.1|DMEL, His3_CG33806|NP_001027289.1|DMEL
OG0000026	LOC6551694|XP_001977155.1|DERE	antdh|NP_572695.2|DMEL
OG0000026	LOC6543477|XP_001969495.1|DERE	CG9150|NP_608991.2|DMEL
OG0000026	LOC6551346|XP_001977080.1|DERE	CG9360|NP_572746.1|DMEL
OG0000026	LOC6553336|XP_001979309.1|DERE	CG3301|NP_650964.1|DMEL
OG0000027	LOC6541432|XP_001970185.1|DERE	Acp1|NP_477115.1|DMEL
OG0000027	LOC6541563|XP_001970188.1|DERE	CG7203|NP_609143.2|DMEL
OG0000027	LOC6541340|XP_001970186.1|DERE	CG7214|NP_609141.1|DMEL
OG0000028	LOC6545516|XP_001973330.1|DERE	CG14095|NP_649112.1|DMEL
OG0000028	LOC6545103|XP_001973211.1|DERE	CG13068|NP_648856.1|DMEL
OG0000029	LOC6551894|XP_001980609.1|DERE	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC6541177|XP_001969159.1|DERE	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC6547215|XP_001974713.1|DERE	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC6543371|XP_001969207.2|DERE	CheA29a|NP_788004.1|DMEL
OG0000029	LOC6552797|XP_001981008.1|DERE	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC6546309|XP_026833134.1|DERE	CheA75a|NP_649035.2|DMEL
OG0000030	LOC6540832|XP_001969798.1|DERE	Or33c|NP_523555.1|DMEL
OG0000030	LOC6541247|XP_001969800.2|DERE	Or33a|NP_523553.1|DMEL
OG0000030	LOC6543200|XP_001969799.1|DERE	Or33b|NP_523554.1|DMEL
OG0000030	LOC6542410|XP_001968441.1|DERE	Or23a|NP_523458.3|DMEL
OG0000030	LOC6547811|XP_001976404.1|DERE	Or59a|NP_523821.1|DMEL
OG0000030	LOC6555505|XP_026838381.1|DERE	Or2a|NP_525046.1|DMEL
OG0000030	LOC6550371|XP_001977852.1|DERE	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC6541519|XP_001969009.2|DERE	CG4793|NP_723941.2|DMEL
OG0000031	LOC6543250|XP_001968986.1|DERE	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC6542615|XP_001969442.1|DERE	CG5390|NP_609374.1|DMEL
OG0000032	LOC6553974|XP_015009875.1|DERE	GstD1|NP_524326.1|DMEL
OG0000032	LOC6553975|XP_026831724.1|DERE	GstD9|NP_650181.1|DMEL
OG0000032	LOC113564299|XP_026836470.1|DERE	GstD8|NP_524916.1|DMEL
OG0000033	LOC6555355|XP_001981434.1|DERE	CheB98a|NP_652269.3|DMEL
OG0000033	LOC6548262|XP_001974108.1|DERE	CheB38c|NP_610061.2|DMEL
OG0000033	LOC6548263|XP_001974109.1|DERE	CheB38b|NP_995735.1|DMEL
OG0000033	LOC6541653|XP_001970703.1|DERE	CheB42c|NP_995764.2|DMEL
OG0000033	LOC6542775|XP_001970704.2|DERE	CheB42b|NP_995763.1|DMEL
OG0000033	LOC6541460|XP_001970702.1|DERE	CheB42a|NP_995765.1|DMEL
OG0000033	LOC6546216|XP_001972911.1|DERE	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC6553620|XP_001979278.1|DERE	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC6548922|XP_001975350.1|DERE	CheB53b|NP_001014531.1|DMEL
OG0000034	LOC6547752|XP_001976261.2|DERE	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC6547627|XP_001976262.1|DERE	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC113564268|XP_026836067.1|DERE	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC6553711|XP_001980355.1|DERE	Ugt37A2|NP_650228.1|DMEL
OG0000036	LOC6553210|XP_001979212.1|DERE	Sp7|NP_649734.2|DMEL
OG0000036	LOC6553049|XP_001980037.3|DERE	ea|NP_524362.2|DMEL
OG0000036	LOC6552090|XP_001978801.1|DERE	MP1|NP_001303421.1|DMEL
OG0000036	LOC6554160|XP_026832544.1|DERE	SPE|NP_651168.1|DMEL
OG0000037	LOC6547304|XP_026836461.1|DERE	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC6553809|XP_001979566.1|DERE	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC6553808|XP_001979565.1|DERE	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC6545503|XP_001973343.1|DERE	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC6545505|XP_026833772.1|DERE	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC6553078|XP_001979073.2|DERE	CG42564|NP_649651.2|DMEL
OG0000039	LOC6550737|XP_001978160.1|DERE	Ag5r|NP_524770.1|DMEL
OG0000039	LOC6550622|XP_026837736.1|DERE	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC6551666|XP_001977244.1|DERE	CG32679|NP_727412.2|DMEL
OG0000040	LOC6551893|XP_026835202.1|DERE	CG17803|NP_650657.2|DMEL
OG0000040	LOC6551780|XP_001980593.1|DERE	CG6689|NP_650051.1|DMEL
OG0000040	LOC6551781|XP_001980594.1|DERE	CG4820|NP_001097748.1|DMEL
OG0000040	LOC6551892|XP_001979714.2|DERE	CG17806|NP_650658.1|DMEL
OG0000040	LOC6551891|XP_001979713.1|DERE	CG17802|NP_650659.2|DMEL
OG0000040	LOC6551889|XP_001979711.1|DERE	Odj|NP_650661.1|DMEL
OG0000040	LOC6554299|XP_001981067.1|DERE	CG1792|NP_651878.1|DMEL
OG0000041	LOC6554981|XP_001981824.1|DERE	CG31300|NP_651373.2|DMEL
OG0000041	LOC26526627|XP_015009397.2|DERE	CG31104|NP_733090.1|DMEL
OG0000041	LOC6554997|XP_001981822.1|DERE	CG11893|NP_651375.1|DMEL
OG0000041	LOC6554980|XP_001981823.2|DERE	CG13658|NP_651374.2|DMEL
OG0000041	LOC6554990|XP_001981815.1|DERE	CG31436|NP_733096.1|DMEL
OG0000041	LOC6554992|XP_001981817.1|DERE	CG13659|NP_651378.1|DMEL
OG0000041	LOC6554991|XP_001981816.2|DERE	CG31370|NP_733095.2|DMEL
OG0000042	LOC6549797|XP_001977320.1|DERE	CG34028|NP_001033838.1|DMEL
OG0000042	LOC6547072|XP_001974652.1|DERE	CG14502|NP_611311.1|DMEL
OG0000042	LOC6547084|XP_001974656.1|DERE	CG18539|NP_611315.3|DMEL
OG0000042	LOC6547081|XP_026835970.1|DERE	CG18536|NP_611312.1|DMEL
OG0000042	LOC6547083|XP_026836041.1|DERE	CG18538|NP_611314.2|DMEL
OG0000042	LOC6547082|XP_001974654.1|DERE	CG18537|NP_611313.1|DMEL
OG0000042	LOC6547085|XP_001974657.2|DERE	CG18540|NP_611316.2|DMEL
OG0000043	LOC6551884|XP_001980608.2|DERE	Ugt302K1|NP_652620.1|DMEL
OG0000043	LOC6551882|XP_001980606.1|DERE	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC6551883|XP_001980607.1|DERE	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC6554744|XP_001981087.1|DERE	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC6554933|XP_001981812.1|DERE	CG31087|NP_733100.1|DMEL
OG0000044	LOC6554929|XP_001981808.1|DERE	CG10562|NP_651385.3|DMEL
OG0000044	LOC6554928|XP_001981807.1|DERE	CHKov1|NP_001097918.1|DMEL
