Orthogroup	DERE.longest_only	DSIM.longest_only
OG0000015	LOC6554572|XP_026839568.1|DERE	LOC27207583|XP_016036303.1|DSIM
OG0000016	LOC6553473|XP_001980267.1|DERE	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC6547825|XP_001974973.1|DERE	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC6553744|XP_001980362.1|DERE	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC6548497|XP_001975310.2|DERE	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC6551195|XP_001977029.1|DERE	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC6542573|XP_026835446.1|DERE	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC6553157|XP_026831618.1|DERE	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC6544283|XP_001973711.1|DERE	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC6550521|XP_001977911.1|DERE	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC6540975|XP_001970557.1|DERE	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC6542635|XP_001970806.1|DERE	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC6552914|XP_001980977.1|DERE	LOC6740754|XP_016035626.1|DSIM
OG0000017	LOC6556262|XP_026839527.1|DERE	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC6547791|XP_001976408.1|DERE	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC6542668|XP_001970804.1|DERE	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC6547792|XP_001976409.1|DERE	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC6543081|XP_001968299.1|DERE	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC6545112|XP_001972081.1|DERE	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC6545115|XP_001972084.1|DERE	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC6545114|XP_001972083.1|DERE	LOC6736982|XP_002083829.1|DSIM
OG0000019	LOC113564308|XP_026836578.1|DERE	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC113564837|XP_026839515.1|DERE	LOC6729810|XP_002105113.1|DSIM
OG0000019	LOC6555070|XP_001981612.1|DERE	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC6555069|XP_001981611.1|DERE	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE	LOC6729812|XP_002105115.1|DSIM
OG0000019	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE	LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC6555052|XP_026839769.1|DERE	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC6547855|XP_001975038.1|DERE	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC6549413|XP_026836257.1|DERE	LOC27207807|XP_039147183.1|DSIM
OG0000020	LOC6540649|XP_026834533.1|DERE	LOC6733705|XP_002080752.3|DSIM
OG0000020	LOC6543425|XP_026834766.1|DERE	LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC6553828|XP_026839892.1|DERE	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC6554060|XP_001980549.1|DERE	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC6548804|XP_001974084.1|DERE	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC6549412|XP_001974317.1|DERE	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC6543194|XP_001968524.1|DERE	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC6547978|XP_001975124.1|DERE	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC6548381|XP_001975140.1|DERE	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC6546948|XP_001974598.1|DERE	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC6551659|XP_001977237.1|DERE	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC6554651|XP_001981975.1|DERE	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC6553703|XP_001980409.1|DERE	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC26526932|XP_026837924.1|DERE	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC6548724|XP_001975398.1|DERE	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC6543861|XP_001971088.1|DERE	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM
OG0000022	LOC6545495|XP_001971097.1|DERE	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC6545494|XP_001971096.1|DERE	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC113563731|XP_026831631.1|DERE	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC6553285|XP_001979203.1|DERE	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC6546697|XP_026836761.1|DERE	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC6553284|XP_026831910.1|DERE	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC6553277|XP_001979195.2|DERE	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC6553329|XP_001979191.2|DERE	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC6553331|XP_001979193.1|DERE	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC6553328|XP_001979190.1|DERE	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC6547183|XP_001976081.1|DERE	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC6547182|XP_001976080.1|DERE	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC6549069|XP_001974169.1|DERE	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC6547184|XP_001976082.1|DERE	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC6549473|XP_001975764.1|DERE	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC6540718|XP_001968765.1|DERE	LOC27207833|XP_016038650.1|DSIM
OG0000026	LOC6551694|XP_001977155.1|DERE	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC6543477|XP_001969495.1|DERE	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC6551346|XP_001977080.1|DERE	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC6553336|XP_001979309.1|DERE	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC6541432|XP_001970185.1|DERE	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC6541563|XP_001970188.1|DERE	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC6541340|XP_001970186.1|DERE	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC6545516|XP_001973330.1|DERE	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC6545103|XP_001973211.1|DERE	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC6551894|XP_001980609.1|DERE	LOC6739710|XP_002076603.1|DSIM
OG0000029	LOC6541177|XP_001969159.1|DERE	LOC6733757|XP_002080801.1|DSIM
OG0000029	LOC6547215|XP_001974713.1|DERE	LOC6735151|XP_002082126.1|DSIM
OG0000029	LOC6543371|XP_001969207.2|DERE	LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC6552797|XP_001981008.1|DERE	LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC6546309|XP_026833134.1|DERE	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC6540832|XP_001969798.1|DERE	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC6541247|XP_001969800.2|DERE	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC6543200|XP_001969799.1|DERE	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC6542410|XP_001968441.1|DERE	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC6547811|XP_001976404.1|DERE	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC6555505|XP_026838381.1|DERE	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC6550371|XP_001977852.1|DERE	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC6541519|XP_001969009.2|DERE	LOC6732472|XP_016025109.1|DSIM
OG0000031	LOC6543250|XP_001968986.1|DERE	LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC6542615|XP_001969442.1|DERE	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC6553974|XP_015009875.1|DERE	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC6553916|XP_015010087.1|DERE	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC6553973|XP_026831770.1|DERE	LOC6728383|XP_002103731.2|DSIM
OG0000032	LOC6553976|XP_001980433.2|DERE	LOC6728387|XP_039151488.1|DSIM
OG0000032	LOC113564299|XP_026836470.1|DERE	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC6555355|XP_001981434.1|DERE	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC6548262|XP_001974108.1|DERE	LOC6733000|XP_016025683.2|DSIM
OG0000033	LOC6548263|XP_001974109.1|DERE	LOC6732998|XP_016025682.1|DSIM
OG0000033	LOC6541653|XP_001970703.1|DERE	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC6542775|XP_001970704.2|DERE	LOC6733291|XP_002080354.2|DSIM
OG0000033	LOC6541460|XP_001970702.1|DERE	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC6546216|XP_001972911.1|DERE	LOC6738496|XP_002085302.1|DSIM
OG0000033	LOC6553620|XP_001979278.1|DERE	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM
OG0000033	LOC6548922|XP_001975350.1|DERE	LOC6734776|XP_002081779.1|DSIM
OG0000034	LOC6547752|XP_001976261.2|DERE	LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC6547627|XP_001976262.1|DERE	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC113564268|XP_026836067.1|DERE	LOC6732919|XP_002080023.2|DSIM
OG0000034	LOC6553711|XP_001980355.1|DERE	LOC6728309|XP_016034944.1|DSIM
OG0000036	LOC6553210|XP_001979212.1|DERE	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC6553049|XP_001980037.3|DERE	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC6552090|XP_001978801.1|DERE	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC6554160|XP_026832544.1|DERE	LOC6729259|XP_016035909.1|DSIM
OG0000036	LOC113563885|XP_026832533.1|DERE	LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC6547304|XP_026836461.1|DERE	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC6553809|XP_001979566.1|DERE	LOC6727491|XP_002102871.2|DSIM
OG0000037	LOC6553808|XP_001979565.1|DERE	LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC6545503|XP_001973343.1|DERE	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC6545505|XP_026833772.1|DERE	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC6553078|XP_001979073.2|DERE	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC6550737|XP_001978160.1|DERE	LOC27207643|XP_016039311.1|DSIM
OG0000039	LOC6550622|XP_026837736.1|DERE	LOC6740324|XP_002077196.2|DSIM
OG0000039	LOC6551666|XP_001977244.1|DERE	LOC6725586|XP_039153235.1|DSIM
OG0000040	LOC6551893|XP_026835202.1|DERE	LOC6727642|XP_002103019.1|DSIM
OG0000040	LOC6551780|XP_001980593.1|DERE	LOC6728556|XP_002103897.1|DSIM
OG0000040	LOC6551781|XP_001980594.1|DERE	LOC6728557|XP_002103898.1|DSIM
OG0000040	LOC6551892|XP_001979714.2|DERE	LOC6727641|XP_002103018.1|DSIM
OG0000040	LOC6551891|XP_001979713.1|DERE	LOC6727640|XP_016034235.1|DSIM
OG0000040	LOC6551889|XP_001979711.1|DERE	LOC6727638|XP_002103015.1|DSIM
OG0000040	LOC6554299|XP_001981067.1|DERE	LOC6730355|XP_002105637.2|DSIM
OG0000041	LOC6554981|XP_001981824.1|DERE	LOC6729586|XP_002104894.1|DSIM
OG0000041	LOC26526627|XP_015009397.2|DERE	LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM
OG0000041	LOC6554997|XP_001981822.1|DERE	LOC6729591|XP_002104899.1|DSIM
OG0000041	LOC6554980|XP_001981823.2|DERE	LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM
